SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
715362334,715362334,125,40,40,35.97554793810872,35.55373328363225,-5.013,7.862,7.880994,-18.5,-22.399988
715362378,715362378,126,40,40,35.97536742357602,35.82066903993625,-5.013,7.862,7.880994,-18.5,-22.399988
715362421,715362422,127,40,40,35.98600131032977,35.82221813112682,-5.013,7.862,7.880994,-18.5,-22.399988
715362465,715362466,128,40,40,35.96704658801747,35.53842815104697,-4.82,7.862,7.880994,-18.5,-22.399988
715362509,715362510,129,40,40,36.13163884186484,36.1209128276532,-5.013,7.862,7.880994,-18.5,-22.399988
715362553,715362553,130,40,40,36.10427008951614,35.47309822000574,-4.949,7.862,7.880994,-18.5,-22.399988
715362597,715362597,131,40,40,35.98243381146128,35.825090970527,-4.756,7.862,7.880994,-18.5,-22.399988
715362646,715362646,132,40,40,35.98714733479816,35.81944755291135,-4.756,7.862,7.880994,-18.5,-22.399988
715362690,715362690,133,40,40,35.97813266191909,35.54738937478869,-4.885,7.862,7.880994,-18.5,-22.399988
715362734,715362734,134,40,40,35.952581053350556,35.815909969556586,-5.109,7.862,7.880994,-18.5,-22.399988
715362777,715362778,135,40,40,35.979583507867595,35.57592850838483,-5.045,7.862,7.880994,-18.5,-22.399988
715362821,715362822,136,40,40,35.98560849309797,35.82842994334774,-5.077,7.862,7.880994,-18.5,-22.399988
715363002,715363003,137,40,40,35.9891141923542,35.54032479189852,-4.981,7.862,7.880994,-18.5,-22.399988
715363046,715363047,138,40,40,35.985928557471205,35.81101062278665,-4.981,7.862,7.880994,-18.5,-22.399988
715363090,715363091,139,40,40,36.12033110652622,35.53908745670272,-5.045,7.862,7.880994,-18.5,-22.399988
715363134,715363134,140,40,40,36.1257677612539,36.130593333533845,-5.109,7.862,7.880994,-18.5,-22.399988
715363177,715363178,141,40,40,35.98127675216621,35.806243771346274,-5.013,7.862,7.880994,-18.5,-22.399988
715363221,715363222,142,40,40,35.96509502552593,35.555307614725166,-4.853,7.862,7.880994,-18.5,-22.399988
715363270,715363271,143,40,40,35.95889489821116,35.8204869359789,-4.981,7.862,7.880994,-18.5,-22.399988
715363314,715363315,144,40,40,35.98241468350428,35.54031000229266,-5.045,7.862,7.880994,-18.5,-22.399988
715363358,715363359,145,40,40,35.97332153786568,35.82815703806583,-5.013,7.862,7.880994,-18.5,-22.399988
715363402,715363403,146,40,40,35.962659549670704,35.83764521185206,-5.045,7.862,7.880994,-18.5,-22.399988
715363446,715363447,147,40,40,35.98619405276774,35.54805610868257,-4.981,7.862,7.880994,-18.5,-22.399988
715363495,715363496,148,40,40,35.98576785627868,35.820397974042834,-5.077,7.862,7.880994,-18.5,-22.399988
715363539,715363540,149,40,40,36.0969579619939,35.542210636585054,-4.917,7.862,7.880994,-18.5,-22.399988
715363742,715363742,152,5,5,4.506326391188538,4.137117849289893,-5.109,7.862,7.880994,-18.5,-22.399988
715363749,715363750,153,5,5,4.504611904144144,4.502178919028939,-5.013,7.862,7.880994,-18.5,-22.399988
715363757,715363757,154,5,5,4.499382398544132,4.499751083402806,-5.045,7.862,7.880994,-18.5,-22.399988
715363765,715363765,155,5,5,4.503152910996288,4.507394397170876,-4.949,7.862,7.880994,-18.5,-22.399988
715363772,715363773,156,5,5,4.499629832826748,4.500112686425174,-4.885,7.862,7.880994,-18.5,-22.399988
715363785,715363786,157,5,5,4.49280086682739,4.499751505325009,-4.949,7.862,7.880994,-18.5,-22.399988
715363793,715363793,158,5,5,4.495500342726851,4.494875131966973,-4.949,7.862,7.880994,-18.5,-22.399988
715363800,715363801,159,5,5,4.495674767302888,4.502328587288167,-5.045,7.862,7.880994,-18.5,-22.399988
715363808,715363809,160,5,5,4.501115297036824,4.502934233182869,-4.917,7.862,7.880994,-18.5,-22.399988
715363816,715363816,161,5,5,4.503961228600201,4.492975090975254,-5.077,7.862,7.880994,-18.5,-22.399988
715363823,715363824,162,5,5,4.497418653109448,4.506781917601062,-5.077,7.862,7.880994,-18.5,-22.399988
715363831,715363831,163,5,5,4.500449411424857,4.494646254874549,-4.949,7.862,7.880994,-18.5,-22.399988
715363838,715363839,164,5,5,4.499906169276283,4.497362492234607,-4.788,7.862,7.880994,-18.5,-22.399988
715363846,715363847,165,5,5,4.5003903067572395,4.500043070776674,-5.045,7.862,7.880994,-18.5,-22.399988
715363854,715363854,166,5,5,4.50320436944103,4.1434858297657176,-4.981,7.862,7.880994,-18.5,-22.399988
715363861,715363862,167,5,5,4.501629638180691,4.499797547281324,-5.045,7.862,7.880994,-18.5,-22.399988
715363869,715363870,168,5,5,4.5017449418542625,4.492453082550017,-4.917,7.862,7.880994,-18.5,-22.399988
715363877,715363877,169,5,5,4.502328945228848,4.49989732714176,-5.013,7.862,7.880994,-18.5,-22.399988
715363884,715363885,170,5,5,4.499841561382598,4.501449946751864,-4.82,7.862,7.880994,-18.5,-22.399988
715363892,715363893,171,5,5,4.501630389615053,4.496642961131001,-4.82,7.862,7.880994,-18.5,-22.399988
715363900,715363900,172,5,5,4.500904623299993,4.495553624365482,-4.981,7.862,7.880994,-18.5,-22.399988
715363907,715363908,173,5,5,4.4918614991549495,4.495649310571241,-5.045,7.862,7.880994,-18.5,-22.399988
715363915,715363916,174,5,5,4.501653337159666,4.49672055779545,-4.853,7.862,7.880994,-18.5,-22.399988
715363923,715363923,175,5,5,4.501556573638927,4.5043228730094516,-4.885,7.862,7.880994,-18.5,-22.399988
715363931,715363931,176,5,5,4.5021541496868025,4.500124966858153,-4.788,7.862,7.880994,-18.5,-22.399988
715363938,715363939,177,5,5,4.501942776237624,4.501555649148507,-4.885,7.862,7.880994,-18.5,-22.399988
715363951,715363951,178,5,5,4.500942829404108,4.510930385756677,-4.853,7.862,7.880994,-18.5,-22.399988
715363958,715363959,179,5,5,4.508870033044792,4.165159180831456,-4.853,7.862,7.880994,-18.5,-22.399988
715363966,715363967,180,5,5,4.503194609628792,4.501772393686979,-4.949,7.862,7.880994,-18.5,-22.399988
715363979,715363979,181,5,5,4.499767863309095,4.49651239679492,-4.949,7.862,7.880994,-18.5,-22.399988
715363986,715363987,182,5,5,4.498035388367052,4.499193703214443,-4.82,7.862,7.880994,-18.5,-22.399988
