   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_395.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0227315, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0148598, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00698805, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000883678, 0, 4.16441e-20, 0, 1.41421, -4.16441e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70531e-24, 0, 3.14569e-23, 0, 4.16099e-20, 0, 0, 0
0.00875541, 0, 8.81618e-20, 0, 1.41421, -8.81618e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82276e-24, 0, 6.78302e-23, 0, 8.80882e-20, 0, 0, 0
0.0166271, 0, 1.84433e-19, 0, 1.41421, -1.84433e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23846e-23, 0, 1.445e-22, 0, 1.84276e-19, 0, 0, 0
0.0244989, 0, 3.8144e-19, 0, 1.41421, -3.8144e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6042e-23, 0, 3.04284e-22, 0, 3.81109e-19, 0, 0, 0
0.0323706, 0, 7.80215e-19, 0, 1.41421, -7.80215e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41617e-23, 0, 6.33664e-22, 0, 7.79527e-19, 0, 0, 0
0.0402423, 0, 1.57893e-18, 0, 1.41421, -1.57893e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11454e-22, 0, 1.30554e-21, 0, 1.57751e-18, 0, 0, 0
0.0481141, 0, 3.16236e-18, 0, 1.41421, -3.16236e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27006e-22, 0, 2.6622e-21, 0, 3.15947e-18, 0, 0, 0
0.0559858, 0, 6.2703e-18, 0, 1.41421, -6.2703e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57765e-22, 0, 5.37474e-21, 0, 6.26447e-18, 0, 0, 0
0.0638575, 0, 1.23115e-17, 0, 1.41421, -1.23115e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14195e-22, 0, 1.07468e-20, 0, 1.22998e-17, 0, 0, 0
0.0717293, 0, 2.39431e-17, 0, 1.41421, -2.39431e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80858e-21, 0, 2.12879e-20, 0, 2.392e-17, 0, 0, 0
0.079601, 0, 4.61317e-17, 0, 1.41421, -4.61317e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54521e-21, 0, 4.17863e-20, 0, 4.60864e-17, 0, 0, 0
0.0874727, 0, 8.80754e-17, 0, 1.41421, -8.80754e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88727e-21, 0, 8.13004e-20, 0, 8.79872e-17, 0, 0, 0
0.0953444, 0, 1.66659e-16, 0, 1.41421, -1.66659e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3263e-20, 0, 1.56823e-19, 0, 1.66489e-16, 0, 0, 0
0.103216, 0, 3.12606e-16, 0, 1.41421, -3.12606e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53228e-20, 0, 2.99973e-19, 0, 3.1228e-16, 0, 0, 0
0.111088, 0, 5.81342e-16, 0, 1.41421, -5.81342e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79437e-20, 0, 5.69114e-19, 0, 5.80725e-16, 0, 0, 0
0.11896, 0, 1.07201e-15, 0, 1.41421, -1.07201e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00273e-20, 0, 1.07113e-18, 0, 1.07085e-15, 0, 0, 0
0.126831, 0, 1.96044e-15, 0, 1.41421, -1.96044e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6769e-19, 0, 2.0003e-18, 0, 1.95828e-15, 0, 0, 0
0.134703, 0, 3.55599e-15, 0, 1.41421, -3.55599e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09879e-19, 0, 3.70706e-18, 0, 3.55198e-15, 0, 0, 0
0.142575, 0, 6.39834e-15, 0, 1.41421, -6.39834e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68183e-19, 0, 6.81892e-18, 0, 6.39095e-15, 0, 0, 0
0.150447, 0, 1.14215e-14, 0, 1.41421, -1.14215e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03383e-18, 0, 1.24515e-17, 0, 1.1408e-14, 0, 0, 0
0.158318, 0, 2.02289e-14, 0, 1.41421, -2.02289e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86694e-18, 0, 2.2574e-17, 0, 2.02044e-14, 0, 0, 0
0.16619, 0, 3.55513e-14, 0, 1.41421, -3.55513e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3465e-18, 0, 4.06385e-17, 0, 3.55074e-14, 0, 0, 0
0.174062, 0, 6.2003e-14, 0, 1.41421, -6.2003e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95497e-18, 0, 7.26544e-17, 0, 6.19243e-14, 0, 0, 0
0.181933, 0, 1.07319e-13, 0, 1.41421, -1.07319e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05207e-17, 0, 1.29014e-16, 0, 1.0718e-13, 0, 0, 0
0.189805, 0, 1.84366e-13, 0, 1.41421, -1.84366e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84559e-17, 0, 2.27566e-16, 0, 1.8412e-13, 0, 0, 0
