   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_415.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0232908, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0154188, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00754684, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00032516, 0, 1.51879e-21, 0, 1.41421, -1.51879e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45115e-25, 0, 8.0256e-25, 0, 1.51785e-21, 0, 0, 0
0.00819715, 0, 3.5188e-21, 0, 1.41421, -3.5188e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40963e-25, 0, 1.89571e-24, 0, 3.51656e-21, 0, 0, 0
0.0160691, 0, 8.02757e-21, 0, 1.41421, -8.02757e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88961e-25, 0, 4.40692e-24, 0, 8.02237e-21, 0, 0, 0
0.0239411, 0, 1.80477e-20, 0, 1.41421, -1.80477e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79935e-24, 0, 1.00917e-23, 0, 1.80359e-20, 0, 0, 0
0.0318131, 0, 4.0015e-20, 0, 1.41421, -4.0015e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04767e-24, 0, 2.27828e-23, 0, 3.99882e-20, 0, 0, 0
0.0396851, 0, 8.75492e-20, 0, 1.41421, -8.75492e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98656e-24, 0, 5.07426e-23, 0, 8.74895e-20, 0, 0, 0
0.0475571, 0, 1.89127e-19, 0, 1.41421, -1.89127e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97026e-23, 0, 1.11565e-22, 0, 1.88995e-19, 0, 0, 0
0.0554291, 0, 4.03585e-19, 0, 1.41421, -4.03585e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26789e-23, 0, 2.42279e-22, 0, 4.033e-19, 0, 0, 0
0.0633011, 0, 8.5111e-19, 0, 1.41421, -8.5111e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.13794e-23, 0, 5.1993e-22, 0, 8.50498e-19, 0, 0, 0
0.0711731, 0, 1.7745e-18, 0, 1.41421, -1.7745e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93466e-22, 0, 1.10309e-21, 0, 1.7732e-18, 0, 0, 0
