   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_424.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0195703, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0117045, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00383864, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0040272, 0, 4.82102e-21, 0, 1.41421, -4.82102e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87614e-25, 0, 3.43039e-24, 0, 4.8173e-21, 0, 0, 0
0.011893, 0, 1.08778e-20, 0, 1.41421, -1.08778e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55911e-25, 0, 7.91989e-24, 0, 1.08693e-20, 0, 0, 0
0.0197589, 0, 2.42001e-20, 0, 1.41421, -2.42001e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47517e-24, 0, 1.80157e-23, 0, 2.41806e-20, 0, 0, 0
0.0276247, 0, 5.31175e-20, 0, 1.41421, -5.31175e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.274e-24, 0, 4.04085e-23, 0, 5.30738e-20, 0, 0, 0
0.0354906, 0, 1.15094e-19, 0, 1.41421, -1.15094e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.17474e-24, 0, 8.9429e-23, 0, 1.14997e-19, 0, 0, 0
0.0433564, 0, 2.46309e-19, 0, 1.41421, -2.46309e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55327e-23, 0, 1.95402e-22, 0, 2.46098e-19, 0, 0, 0
0.0512222, 0, 5.20856e-19, 0, 1.41421, -5.20856e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32351e-23, 0, 4.21757e-22, 0, 5.20401e-19, 0, 0, 0
0.0590881, 0, 1.08878e-18, 0, 1.41421, -1.08878e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03131e-23, 0, 8.99674e-22, 0, 1.08781e-18, 0, 0, 0
0.0669539, 0, 2.25063e-18, 0, 1.41421, -2.25063e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47139e-22, 0, 1.89753e-21, 0, 2.24858e-18, 0, 0, 0
0.0748198, 0, 4.60208e-18, 0, 1.41421, -4.60208e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0466e-22, 0, 3.95864e-21, 0, 4.59782e-18, 0, 0, 0
0.0826856, 0, 9.31148e-18, 0, 1.41421, -9.31148e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24358e-22, 0, 8.17167e-21, 0, 9.30269e-18, 0, 0, 0
0.0905514, 0, 1.86473e-17, 0, 1.41421, -1.86473e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26679e-21, 0, 1.66966e-20, 0, 1.86293e-17, 0, 0, 0
0.0984173, 0, 3.697e-17, 0, 1.41421, -3.697e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54528e-21, 0, 3.37777e-20, 0, 3.69337e-17, 0, 0, 0
0.106283, 0, 7.25806e-17, 0, 1.41421, -7.25806e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06562e-21, 0, 6.76764e-20, 0, 7.25078e-17, 0, 0, 0
0.114149, 0, 1.41129e-16, 0, 1.41421, -1.41129e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.98823e-21, 0, 1.34327e-19, 0, 1.40985e-16, 0, 0, 0
0.122015, 0, 2.71844e-16, 0, 1.41421, -2.71844e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95159e-20, 0, 2.64185e-19, 0, 2.71561e-16, 0, 0, 0
0.129881, 0, 5.18806e-16, 0, 1.41421, -5.18806e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77932e-20, 0, 5.14959e-19, 0, 5.18253e-16, 0, 0, 0
0.137746, 0, 9.81159e-16, 0, 1.41421, -9.81159e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25497e-20, 0, 9.95049e-19, 0, 9.80091e-16, 0, 0, 0
0.145612, 0, 1.85166e-15, 0, 1.41421, -1.85166e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39366e-19, 0, 1.92654e-18, 0, 1.84959e-15, 0, 0, 0
0.153478, 0, 3.43735e-15, 0, 1.41421, -3.43735e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6276e-19, 0, 3.65673e-18, 0, 3.43343e-15, 0, 0, 0
0.161344, 0, 6.32631e-15, 0, 1.41421, -6.32631e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91347e-19, 0, 6.8849e-18, 0, 6.31893e-15, 0, 0, 0
0.16921, 0, 1.15448e-14, 0, 1.41421, -1.15448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.11381e-19, 0, 1.28607e-17, 0, 1.15311e-14, 0, 0, 0
0.177076, 0, 2.08918e-14, 0, 1.41421, -2.08918e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67706e-18, 0, 2.38371e-17, 0, 2.08663e-14, 0, 0, 0
0.184942, 0, 3.74935e-14, 0, 1.41421, -3.74935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06186e-18, 0, 4.3846e-17, 0, 3.74466e-14, 0, 0, 0
0.192807, 0, 6.67367e-14, 0, 1.41421, -6.67367e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.547e-18, 0, 8.00481e-17, 0, 6.66511e-14, 0, 0, 0
0.200673, 0, 1.17824e-13, 0, 1.41421, -1.17824e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.97271e-18, 0, 1.45068e-16, 0, 1.17669e-13, 0, 0, 0
0.208539, 0, 2.06346e-13, 0, 1.41421, -2.06346e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7795e-17, 0, 2.61006e-16, 0, 2.06067e-13, 0, 0, 0
0.216405, 0, 3.58493e-13, 0, 1.41421, -3.58493e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15184e-17, 0, 4.66268e-16, 0, 3.57995e-13, 0, 0, 0
0.224271, 0, 6.17893e-13, 0, 1.41421, -6.17893e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5419e-17, 0, 8.2714e-16, 0, 6.17011e-13, 0, 0, 0
0.232137, 0, 1.05662e-12, 0, 1.41421, -1.05662e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67465e-17, 0, 1.45734e-15, 0, 1.05507e-12, 0, 0, 0
0.240002, 0, 1.79278e-12, 0, 1.41421, -1.79278e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67707e-16, 0, 2.55048e-15, 0, 1.79006e-12, 0, 0, 0
0.247868, 0, 3.01822e-12, 0, 1.41421, -3.01822e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88716e-16, 0, 4.43421e-15, 0, 3.0135e-12, 0, 0, 0
0.255734, 0, 5.04217e-12, 0, 1.41421, -5.04217e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93696e-16, 0, 7.65957e-15, 0, 5.03401e-12, 0, 0, 0
0.2636, 0, 8.35882e-12, 0, 1.41421, -8.35882e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.38687e-16, 0, 1.31477e-14, 0, 8.34484e-12, 0, 0, 0
0.271466, 0, 1.37516e-11, 0, 1.41421, -1.37516e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41573e-15, 0, 2.24294e-14, 0, 1.37278e-11, 0, 0, 0
0.279332, 0, 2.24524e-11, 0, 1.41421, -2.24524e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37515e-15, 0, 3.80348e-14, 0, 2.2412e-11, 0, 0, 0
0.287197, 0, 3.63821e-11, 0, 1.41421, -3.63821e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96138e-15, 0, 6.4124e-14, 0, 3.6314e-11, 0, 0, 0
0.295063, 0, 5.85123e-11, 0, 1.41421, -5.85123e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57003e-15, 0, 1.07503e-13, 0, 5.83982e-11, 0, 0, 0
0.302929, 0, 9.34025e-11, 0, 1.41421, -9.34025e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0839e-14, 0, 1.79259e-13, 0, 9.32124e-11, 0, 0, 0
0.310795, 0, 1.47992e-10, 3.50325e-43, 1.41421, -1.47992e-10, 3.50325e-43, 0, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 3.50325e-43, 1.77939e-14, 3.50325e-43, 2.97373e-13, 3.50325e-43, 1.47677e-10, 3.50325e-43, 3.50325e-43, 3.50325e-43
0.318661, 0, 2.32758e-10, 5.9401e-42, 1.41421, -2.32758e-10, 5.9401e-42, 0, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 5.9401e-42, 2.90789e-14, 5.9401e-42, 4.90907e-13, 5.9401e-42, 2.32238e-10, 5.9401e-42, 5.9401e-42, 5.9401e-42
0.326527, 0, 3.63392e-10, 8.36687e-41, 1.41421, -3.63392e-10, 8.36687e-41, 0, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 8.36687e-41, 4.73257e-14, 8.36687e-41, 8.06674e-13, 8.36687e-41, 3.62538e-10, 8.36687e-41, 8.36687e-41, 8.36687e-41
0.334392, 0, 5.63204e-10, 1.0438e-39, 1.41421, -5.63204e-10, 1.0438e-39, 0, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 1.0438e-39, 7.67408e-14, 1.0438e-39, 1.31988e-12, 1.0438e-39, 5.61807e-10, 1.0438e-39, 1.0438e-39, 1.0438e-39
0.342258, 0, 8.66553e-10, 1.16858e-38, 1.41421, -8.66553e-10, 1.16858e-38, 0, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.16858e-38, 1.24044e-13, 1.16858e-38, 2.15105e-12, 1.16858e-38, 8.64278e-10, 1.16858e-38, 1.16858e-38, 1.16858e-38
0.350124, 0, 1.32368e-09, 1.18281e-37, 1.41421, -1.32368e-09, 1.18281e-37, 0, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.18281e-37, 1.99972e-13, 1.18281e-37, 3.49299e-12, 1.18281e-37, 1.31998e-09, 1.18281e-37, 1.18281e-37, 1.18281e-37
0.35799, 0, 2.00745e-09, 1.08825e-36, 1.41421, -2.00745e-09, 1.08825e-36, 0, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 1.08825e-36, 3.21676e-13, 1.08825e-36, 5.65372e-12, 1.08825e-36, 2.00147e-09, 1.08825e-36, 1.08825e-36, 1.08825e-36
