   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_309.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0215229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0136523, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00578184, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00208867, 0, 9.77343e-22, 0, 1.41421, -9.77343e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73976e-26, 0, 8.42247e-25, 0, 9.76443e-22, 0, 0, 0
0.00995917, 0, 2.31583e-21, 0, 1.41421, -2.31583e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38198e-25, 0, 2.0359e-24, 0, 2.31365e-21, 0, 0, 0
0.0178297, 0, 5.39293e-21, 0, 1.41421, -5.39293e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26969e-25, 0, 4.83212e-24, 0, 5.38777e-21, 0, 0, 0
0.0257002, 0, 1.23555e-20, 0, 1.41421, -1.23555e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61009e-25, 0, 1.12751e-23, 0, 1.23434e-20, 0, 0, 0
0.0335707, 0, 2.78742e-20, 0, 1.41421, -2.78742e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74407e-24, 0, 2.5892e-23, 0, 2.78466e-20, 0, 0, 0
0.0414412, 0, 6.19718e-20, 0, 1.41421, -6.19718e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93901e-24, 0, 5.85696e-23, 0, 6.19093e-20, 0, 0, 0
0.0493117, 0, 1.35874e-19, 0, 1.41421, -1.35874e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77358e-24, 0, 1.30614e-22, 0, 1.35735e-19, 0, 0, 0
0.0571822, 0, 2.93967e-19, 0, 1.41421, -2.93967e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92848e-23, 0, 2.8736e-22, 0, 2.9366e-19, 0, 0, 0
0.0650527, 0, 6.27936e-19, 0, 1.41421, -6.27936e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18552e-23, 0, 6.24107e-22, 0, 6.2727e-19, 0, 0, 0
0.0729232, 0, 1.32495e-18, 0, 1.41421, -1.32495e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97436e-23, 0, 1.33884e-21, 0, 1.32352e-18, 0, 0, 0
0.0807937, 0, 2.76275e-18, 0, 1.41421, -2.76275e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90186e-22, 0, 2.83833e-21, 0, 2.75973e-18, 0, 0, 0
0.0886642, 0, 5.6953e-18, 0, 1.41421, -5.6953e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98527e-22, 0, 5.94918e-21, 0, 5.68895e-18, 0, 0, 0
0.0965348, 0, 1.16112e-17, 0, 1.41421, -1.16112e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.26037e-22, 0, 1.23336e-20, 0, 1.1598e-17, 0, 0, 0
0.104405, 0, 2.34187e-17, 0, 1.41421, -2.34187e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69416e-21, 0, 2.53004e-20, 0, 2.33917e-17, 0, 0, 0
0.112276, 0, 4.67412e-17, 0, 1.41421, -4.67412e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43916e-21, 0, 5.13706e-20, 0, 4.66864e-17, 0, 0, 0
0.120146, 0, 9.23426e-17, 0, 1.41421, -9.23426e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9122e-21, 0, 1.03274e-19, 0, 9.22324e-17, 0, 0, 0
0.128017, 0, 1.80623e-16, 0, 1.41421, -1.80623e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3758e-20, 0, 2.05624e-19, 0, 1.80404e-16, 0, 0, 0
0.135887, 0, 3.49871e-16, 0, 1.41421, -3.49871e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71248e-20, 0, 4.05586e-19, 0, 3.49438e-16, 0, 0, 0
