   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_438.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0229238, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0150526, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00718133, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00068991, 0, 2.04518e-22, 0, 1.41421, -2.04518e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59445e-26, 0, 5.06359e-26, 0, 2.04452e-22, 0, 0, 0
0.00856115, 0, 5.0274e-22, 0, 1.41421, -5.0274e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97435e-26, 0, 1.27283e-25, 0, 5.02573e-22, 0, 0, 0
0.0164324, 0, 1.21333e-21, 0, 1.41421, -1.21333e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72726e-26, 0, 3.13781e-25, 0, 1.21292e-21, 0, 0, 0
0.0243036, 0, 2.87827e-21, 0, 1.41421, -2.87827e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34033e-25, 0, 7.59649e-25, 0, 2.87728e-21, 0, 0, 0
0.0321749, 0, 6.71773e-21, 0, 1.41421, -6.71773e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54058e-25, 0, 1.80809e-24, 0, 6.71537e-21, 0, 0, 0
0.0400461, 0, 1.5439e-20, 0, 1.41421, -1.5439e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29179e-24, 0, 4.23523e-24, 0, 1.54334e-20, 0, 0, 0
0.0479173, 0, 3.49655e-20, 0, 1.41421, -3.49655e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96836e-24, 0, 9.77128e-24, 0, 3.49528e-20, 0, 0, 0
0.0557886, 0, 7.80853e-20, 0, 1.41421, -7.80853e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72687e-24, 0, 2.22214e-23, 0, 7.80564e-20, 0, 0, 0
0.0636598, 0, 1.72052e-19, 0, 1.41421, -1.72052e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50431e-23, 0, 4.98455e-23, 0, 1.71987e-19, 0, 0, 0
0.0715311, 0, 3.74223e-19, 0, 1.41421, -3.74223e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32138e-23, 0, 1.1035e-22, 0, 3.7408e-19, 0, 0, 0
0.0794023, 0, 8.03863e-19, 0, 1.41421, -8.03863e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24365e-23, 0, 2.41233e-22, 0, 8.0355e-19, 0, 0, 0
0.0872735, 0, 1.70606e-18, 0, 1.41421, -1.70606e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56113e-22, 0, 5.20995e-22, 0, 1.70538e-18, 0, 0, 0
0.0951448, 0, 3.57871e-18, 0, 1.41421, -3.57871e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32605e-22, 0, 1.1121e-21, 0, 3.57727e-18, 0, 0, 0
0.103016, 0, 7.42206e-18, 0, 1.41421, -7.42206e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00771e-22, 0, 2.34716e-21, 0, 7.41901e-18, 0, 0, 0
0.110887, 0, 1.52237e-17, 0, 1.41421, -1.52237e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46056e-21, 0, 4.89982e-21, 0, 1.52173e-17, 0, 0, 0
0.118758, 0, 3.08908e-17, 0, 1.41421, -3.08908e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01217e-21, 0, 1.01204e-20, 0, 3.08776e-17, 0, 0, 0
0.12663, 0, 6.20247e-17, 0, 1.41421, -6.20247e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14858e-21, 0, 2.06887e-20, 0, 6.19978e-17, 0, 0, 0
0.134501, 0, 1.2326e-16, 0, 1.41421, -1.2326e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24253e-20, 0, 4.18695e-20, 0, 1.23206e-16, 0, 0, 0
0.142372, 0, 2.42494e-16, 0, 1.41421, -2.42494e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48648e-20, 0, 8.39123e-20, 0, 2.42385e-16, 0, 0, 0
0.150243, 0, 4.72362e-16, 0, 1.41421, -4.72362e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92814e-20, 0, 1.66572e-19, 0, 4.72146e-16, 0, 0, 0
0.158115, 0, 9.11222e-16, 0, 1.41421, -9.11222e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67579e-20, 0, 3.27584e-19, 0, 9.10797e-16, 0, 0, 0
0.165986, 0, 1.74107e-15, 0, 1.41421, -1.74107e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88221e-19, 0, 6.3838e-19, 0, 1.74024e-15, 0, 0, 0
0.173857, 0, 3.3153e-15, 0, 1.41421, -3.3153e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65935e-19, 0, 1.24419e-18, 0, 3.31369e-15, 0, 0, 0
0.181728, 0, 6.21252e-15, 0, 1.41421, -6.21252e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98472e-19, 0, 2.37999e-18, 0, 6.20944e-15, 0, 0, 0
0.1896, 0, 1.15364e-14, 0, 1.41421, -1.15364e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32163e-18, 0, 4.51418e-18, 0, 1.15306e-14, 0, 0, 0
0.197471, 0, 2.12316e-14, 0, 1.41421, -2.12316e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47944e-18, 0, 8.4912e-18, 0, 2.12206e-14, 0, 0, 0
0.205342, 0, 3.87295e-14, 0, 1.41421, -3.87295e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61247e-18, 0, 1.58419e-17, 0, 3.87091e-14, 0, 0, 0
0.213213, 0, 7.00315e-14, 0, 1.41421, -7.00315e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50949e-18, 0, 2.93196e-17, 0, 6.99936e-14, 0, 0, 0
0.221085, 0, 1.25537e-13, 0, 1.41421, -1.25537e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5571e-17, 0, 5.38366e-17, 0, 1.25467e-13, 0, 0, 0
0.228956, 0, 2.23106e-13, 0, 1.41421, -2.23106e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82635e-17, 0, 9.80904e-17, 0, 2.22979e-13, 0, 0, 0
0.236827, 0, 3.93138e-13, 0, 1.41421, -3.93138e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08966e-17, 0, 1.77362e-16, 0, 3.92909e-13, 0, 0, 0
0.244698, 0, 6.86915e-13, 0, 1.41421, -6.86915e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0942e-17, 0, 3.18315e-16, 0, 6.86506e-13, 0, 0, 0
0.25257, 0, 1.19018e-12, 0, 1.41421, -1.19018e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61256e-16, 0, 5.67112e-16, 0, 1.18945e-12, 0, 0, 0
0.260441, 0, 2.04505e-12, 0, 1.41421, -2.04505e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83799e-16, 0, 1.00313e-15, 0, 2.04376e-12, 0, 0, 0
0.268312, 0, 3.48495e-12, 0, 1.41421, -3.48495e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95821e-16, 0, 1.7619e-15, 0, 3.48269e-12, 0, 0, 0
