   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_98.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.332228, 0, 3.08376e-10, 5.056e-40, 1.41421, -3.08376e-10, 5.056e-40, 0, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 5.056e-40, 7.36112e-14, 5.056e-40, 3.72642e-13, 5.056e-40, 3.0793e-10, 5.056e-40, 5.056e-40, 5.056e-40
0.340109, 0, 4.81283e-10, 5.82773e-39, 1.41421, -4.81283e-10, 5.82773e-39, 0, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 5.82773e-39, 1.20458e-13, 5.82773e-39, 6.1312e-13, 5.82773e-39, 4.80549e-10, 5.82773e-39, 5.82773e-39, 5.82773e-39
0.347991, 0, 7.45529e-10, 6.06478e-38, 1.41421, -7.45529e-10, 6.06478e-38, 0, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 6.06478e-38, 1.96463e-13, 6.06478e-38, 1.00479e-12, 6.06478e-38, 7.44328e-10, 6.06478e-38, 6.06478e-38, 6.06478e-38
0.355872, 0, 1.14628e-09, 5.72802e-37, 1.41421, -1.14628e-09, 5.72802e-37, 0, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 5.72802e-37, 3.1952e-13, 5.72802e-37, 1.64073e-12, 5.72802e-37, 1.14432e-09, 5.72802e-37, 5.72802e-37, 5.72802e-37
0.363753, 0, 1.74946e-09, 4.93886e-36, 1.41421, -1.74946e-09, 4.93886e-36, 0, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 4.93886e-36, 5.18452e-13, 4.93886e-36, 2.67054e-12, 4.93886e-36, 1.74627e-09, 4.93886e-36, 4.93886e-36, 4.93886e-36
0.371635, 0, 2.65046e-09, 3.90584e-35, 1.41421, -2.65046e-09, 3.90584e-35, 0, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 3.90584e-35, 8.3969e-13, 3.90584e-35, 4.33436e-12, 3.90584e-35, 2.64528e-09, 3.90584e-35, 3.90584e-35, 3.90584e-35
0.379516, 0, 3.98626e-09, 2.84622e-34, 1.41421, -3.98626e-09, 2.84622e-34, 0, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 2.84622e-34, 1.35808e-12, 2.84622e-34, 7.01737e-12, 2.84622e-34, 3.97788e-09, 2.84622e-34, 2.84622e-34, 2.84622e-34
0.387398, 0, 5.95196e-09, 1.96814e-33, 1.41421, -5.95196e-09, 1.96814e-33, 0, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 1.96814e-33, 2.19427e-12, 1.96814e-33, 1.13369e-11, 1.96814e-33, 5.93843e-09, 1.96814e-33, 1.96814e-33, 1.96814e-33
0.395279, 0, 8.82326e-09, 1.2436e-32, 1.41421, -8.82326e-09, 1.2436e-32, 0, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 1.2436e-32, 3.54283e-12, 1.2436e-32, 1.82814e-11, 1.2436e-32, 8.80144e-09, 1.2436e-32, 1.2436e-32, 1.2436e-32
0.40316, 0, 1.29867e-08, 7.69704e-32, 1.41421, -1.29867e-08, 7.69704e-32, 0, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 7.69704e-32, 5.7173e-12, 7.69704e-32, 2.94323e-11, 7.69704e-32, 1.29515e-08, 7.69704e-32, 7.69704e-32, 7.69704e-32
0.411042, 0, 1.89799e-08, 4.32735e-31, 1.41421, -1.89799e-08, 4.32735e-31, 0, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 4.32735e-31, 9.22267e-12, 4.32735e-31, 4.73164e-11, 4.32735e-31, 1.89234e-08, 4.32735e-31, 4.32735e-31, 4.32735e-31
0.418923, 0, 2.75452e-08, 2.33332e-30, 1.41421, -2.75452e-08, 2.33332e-30, 0, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 2.33332e-30, 1.48709e-11, 2.33332e-30, 7.5963e-11, 2.33332e-30, 2.74544e-08, 2.33332e-30, 2.33332e-30, 2.33332e-30
0.426805, 0, 3.96993e-08, 1.18987e-29, 1.41421, -3.96993e-08, 1.18987e-29, 0, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 1.18987e-29, 2.39646e-11, 1.18987e-29, 1.21783e-10, 1.18987e-29, 3.95536e-08, 1.18987e-29, 1.18987e-29, 1.18987e-29
0.434686, 0, 5.68248e-08, 5.72027e-29, 1.41421, -5.68248e-08, 5.72027e-29, 0, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 5.72027e-29, 3.8588e-11, 5.72027e-29, 1.94945e-10, 5.72027e-29, 5.65913e-08, 5.72027e-29, 5.72027e-29, 5.72027e-29
0.442567, 0, 8.07877e-08, 2.63423e-28, 1.41421, -8.07877e-08, 2.63423e-28, 0, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 2.63423e-28, 6.20633e-11, 2.63423e-28, 3.11519e-10, 2.63423e-28, 8.04141e-08, 2.63423e-28, 2.63423e-28, 2.63423e-28
0.450449, 0, 1.14088e-07, 1.15565e-27, 1.41421, -1.14088e-07, 1.15565e-27, 0, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 1.15565e-27, 9.96637e-11, 1.15565e-27, 4.9678e-10, 1.15565e-27, 1.13491e-07, 1.15565e-27, 1.15565e-27, 1.15565e-27
0.45833, 0, 1.60051e-07, 4.82489e-27, 1.41421, -1.60051e-07, 4.82489e-27, 0, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 4.82489e-27, 1.59718e-10, 4.82489e-27, 7.90284e-10, 4.82489e-27, 1.59101e-07, 4.82489e-27, 4.82489e-27, 4.82489e-27
0.466212, 0, 2.2307e-07, 1.91962e-26, 1.41421, -2.2307e-07, 1.91962e-26, 0, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 1.91962e-26, 2.55307e-10, 1.91962e-26, 1.25354e-09, 1.91962e-26, 2.21561e-07, 1.91962e-26, 1.91962e-26, 1.91962e-26
0.474093, 0, 3.08914e-07, 7.29125e-26, 1.41421, -3.08914e-07, 7.29125e-26, 0, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 8.05033e-12, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 7.29125e-26, 4.06856e-10, 7.29125e-26, 1.98157e-09, 7.29125e-26, 3.06518e-07, 7.29125e-26, 7.29125e-26, 7.29125e-26
0.481974, 0, 4.25097e-07, 2.64931e-25, 1.41421, -4.25097e-07, 2.64931e-25, 0, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.70836e-11, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 2.64931e-25, 6.46039e-10, 2.64931e-25, 3.12004e-09, 2.64931e-25, 4.21304e-07, 2.64931e-25, 2.64931e-25, 2.64931e-25
0.489856, 0, 5.81348e-07, 9.30028e-25, 1.41421, -5.81348e-07, 9.30028e-25, 0, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 7.06996e-11, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 9.30028e-25, 1.02164e-09, 9.30028e-25, 4.89048e-09, 9.30028e-25, 5.75365e-07, 9.30028e-25, 9.30028e-25, 9.30028e-25
0.497737, 0, 7.9413e-07, 2.56682e-10, 1.41421, -7.9413e-07, 2.5867e-10, 2.56682e-10, 2.57192e-10, 2.56947e-10, 6.30376e-10, 2.62399e-10, 2.58227e-10, 2.80802e-10, 5.93652e-10, 2.82664e-10, 8.00739e-10, 1.25397e-09, 4.0056e-10, 1.41432e-09, 2.92158e-10, 2.58199e-10, 1.86494e-09, 2.56774e-10, 7.88351e-09, 2.56684e-10, 7.81172e-07, 2.56682e-10, 2.56682e-10, 3.294e-10
0.505619, 0, 1.08085e-06, 8.50696e-10, 1.41421, -1.08085e-06, 8.57346e-10, 8.50696e-10, 8.524e-10, 8.51583e-10, 2.1011e-09, 8.69824e-10, 8.55865e-10, 9.31404e-10, 1.97823e-09, 9.37635e-10, 2.48888e-09, 4.18771e-09, 1.33212e-09, 4.72425e-09, 9.69402e-10, 8.5577e-10, 3.3701e-09, 8.52987e-10, 1.26786e-08, 8.50703e-10, 1.05422e-06, 8.50696e-10, 8.50696e-10, 1.09402e-09
0.5135, 0, 1.46868e-06, 2.19754e-09, 1.41421, -1.46868e-06, 2.21481e-09, 2.19754e-09, 2.20197e-09, 2.19984e-09, 5.44587e-09, 2.24723e-09, 2.21097e-09, 2.4072e-09, 5.12665e-09, 2.42339e-09, 6.29686e-09, 1.08665e-08, 3.4482e-09, 1.22603e-08, 2.50591e-09, 2.21072e-09, 6.12297e-09, 2.20503e-09, 2.04287e-08, 2.19756e-09, 1.41479e-06, 2.19754e-09, 2.19754e-09, 2.82964e-09
0.521381, 0, 1.99747e-06, 5.18176e-09, 1.41421, -1.99747e-06, 5.22263e-09, 5.18176e-09, 5.19223e-09, 5.18721e-09, 1.28684e-08, 5.29934e-09, 5.21353e-09, 5.67789e-09, 1.2113e-08, 5.71619e-09, 1.46838e-08, 2.56953e-08, 8.14123e-09, 2.89936e-08, 5.91148e-09, 5.21295e-09, 1.12629e-08, 5.20164e-09, 3.30981e-08, 5.1818e-09, 1.88856e-06, 5.18176e-09, 5.18176e-09, 6.67751e-09
0.529263, 0, 2.73285e-06, 1.17522e-08, 1.41421, -2.73285e-06, 1.18452e-08, 1.17522e-08, 1.1776e-08, 1.17646e-08, 2.92416e-08, 1.20197e-08, 1.18245e-08, 1.2881e-08, 2.75229e-08, 1.29682e-08, 3.46364e-08, 5.8427e-08, 1.84859e-08, 6.59316e-08, 1.34125e-08, 1.18231e-08, 2.11171e-08, 1.18021e-08, 5.42425e-08, 1.17523e-08, 2.50927e-06, 1.17522e-08, 1.17522e-08, 1.51555e-08
0.537144, 0, 3.7738e-06, 2.54284e-08, 1.41421, -3.7738e-06, 2.56299e-08, 2.54284e-08, 2.54801e-08, 2.54553e-08, 6.33149e-08, 2.6008e-08, 2.5585e-08, 2.78738e-08, 5.95918e-08, 2.80626e-08, 7.80966e-08, 1.26538e-07, 4.00154e-08, 1.42794e-07, 2.90251e-08, 2.55822e-08, 3.97578e-08, 2.55406e-08, 8.95922e-08, 2.54286e-08, 3.3202e-06, 2.54284e-08, 2.54284e-08, 3.28009e-08
0.545026, 0, 5.32895e-06, 5.37174e-08, 1.41421, -5.32895e-06, 5.41435e-08, 5.37174e-08, 5.38266e-08, 5.37742e-08, 1.33832e-07, 5.49429e-08, 5.40486e-08, 5.88885e-08, 1.25959e-07, 5.92876e-08, 2.02278e-07, 2.67523e-07, 8.4563e-08, 3.019e-07, 6.1323e-08, 5.40425e-08, 7.55003e-08, 5.39622e-08, 1.49884e-07, 5.37179e-08, 4.38059e-06, 5.37174e-08, 5.37174e-08, 6.93071e-08
0.552907, 0, 7.71425e-06, 1.10918e-07, 1.41421, -7.71425e-06, 1.11798e-07, 1.10918e-07, 1.11144e-07, 1.11035e-07, 2.76497e-07, 1.13451e-07, 1.11602e-07, 1.21605e-07, 2.60226e-07, 1.2243e-07, 4.68061e-07, 5.52806e-07, 1.74669e-07, 6.23855e-07, 1.26637e-07, 1.1159e-07, 1.43812e-07, 1.11439e-07, 2.53941e-07, 1.10919e-07, 5.77195e-06, 1.10918e-07, 1.10918e-07, 1.43138e-07
