   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_78.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0211713, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.01329, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00540862, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00247272, 0, 2.40095e-18, 0, 1.41421, -2.40095e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59937e-22, 0, 1.28461e-21, 0, 2.39951e-18, 0, 0, 0
0.0103541, 0, 4.62426e-18, 0, 1.41421, -4.62426e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12521e-22, 0, 2.52629e-21, 0, 4.62143e-18, 0, 0, 0
0.0182354, 0, 8.8275e-18, 0, 1.41421, -8.8275e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0537e-22, 0, 4.92475e-21, 0, 8.82197e-18, 0, 0, 0
0.0261167, 0, 1.67056e-17, 0, 1.41421, -1.67056e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16272e-21, 0, 9.51901e-21, 0, 1.66949e-17, 0, 0, 0
0.0339981, 0, 3.13477e-17, 0, 1.41421, -3.13477e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21478e-21, 0, 1.82479e-20, 0, 3.13272e-17, 0, 0, 0
0.0418794, 0, 5.83367e-17, 0, 1.41421, -5.83367e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18471e-21, 0, 3.47008e-20, 0, 5.82978e-17, 0, 0, 0
0.0497607, 0, 1.07683e-16, 0, 1.41421, -1.07683e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.84442e-21, 0, 6.5474e-20, 0, 1.0761e-16, 0, 0, 0
0.0576421, 0, 1.9719e-16, 0, 1.41421, -1.9719e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4591e-20, 0, 1.22597e-19, 0, 1.97053e-16, 0, 0, 0
0.0655234, 0, 3.58279e-16, 0, 1.41421, -3.58279e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69342e-20, 0, 2.27854e-19, 0, 3.58024e-16, 0, 0, 0
0.0734048, 0, 6.45967e-16, 0, 1.41421, -6.45967e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93488e-20, 0, 4.20406e-19, 0, 6.45497e-16, 0, 0, 0
0.0812861, 0, 1.15586e-15, 0, 1.41421, -1.15586e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97557e-20, 0, 7.70173e-19, 0, 1.155e-15, 0, 0, 0
0.0891674, 0, 2.05283e-15, 0, 1.41421, -2.05283e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62074e-19, 0, 1.40114e-18, 0, 2.05127e-15, 0, 0, 0
0.0970488, 0, 3.61911e-15, 0, 1.41421, -3.61911e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90588e-19, 0, 2.53167e-18, 0, 3.61629e-15, 0, 0, 0
0.10493, 0, 6.33423e-15, 0, 1.41421, -6.33423e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17376e-19, 0, 4.5439e-18, 0, 6.32917e-15, 0, 0, 0
0.112811, 0, 1.1007e-14, 0, 1.41421, -1.1007e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14832e-19, 0, 8.10216e-18, 0, 1.0998e-14, 0, 0, 0
0.120693, 0, 1.89915e-14, 0, 1.41421, -1.89915e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60667e-18, 0, 1.43541e-17, 0, 1.89756e-14, 0, 0, 0
0.128574, 0, 3.25392e-14, 0, 1.41421, -3.25392e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8029e-18, 0, 2.52702e-17, 0, 3.25111e-14, 0, 0, 0
