   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_427.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.4505, 2, 0.847396, 0.847395, 2, 1.1526, 0, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847395, 0.847396, 0.847395, 0.847395, 0.847395
14.4583, 4, 0.843801, 0.8438, 2.44949, 3.1562, 0, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.8438, 0.843801, 0.8438, 0.8438, 0.8438
14.4662, 4, 0.840214, 0.840213, 2.44949, 3.15979, 0, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840213, 0.840214, 0.840213, 0.840213, 0.840213
14.4741, 4, 0.836695, 0.836694, 2.44949, 3.1633, 0, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836694, 0.836695, 0.836694, 0.836694, 0.836694
14.482, 2, 0.832894, 0.832893, 2, 1.16711, 0, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832893, 0.832894, 0.832893, 0.832893, 0.832893
14.4898, 2, 0.82886, 0.828859, 2, 1.17114, 0, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.828859, 0.82886, 0.828859, 0.828859, 0.828859
14.4977, 4, 0.824716, 0.824714, 2.44949, 3.17528, 0, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824714, 0.824716, 0.824714, 0.824714, 0.824714
14.5056, 2, 0.820582, 0.82058, 2, 1.17942, 0, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.82058, 0.820582, 0.82058, 0.82058, 0.82058
14.5134, 4, 0.817411, 0.817409, 2.44949, 3.18259, 0, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817409, 0.817411, 0.817409, 0.817409, 0.817409
14.5213, 2, 0.813752, 0.813751, 2, 1.18625, 0, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813751, 0.813752, 0.813751, 0.813751, 0.813751
14.5292, 4, 0.809689, 0.809687, 2.44949, 3.19031, 0, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809687, 0.809689, 0.809687, 0.809687, 0.809687
14.5371, 0, 0.805429, 0.805427, 1.41421, -0.805429, 0, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805427, 0.805429, 0.805427, 0.805427, 0.805427
14.5449, 2, 0.801181, 0.801179, 2, 1.19882, 0, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801179, 0.801181, 0.801179, 0.801179, 0.801179
14.5528, 2, 0.797759, 0.797758, 2, 1.20224, 0, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797758, 0.797759, 0.797758, 0.797758, 0.797758
14.5607, 2, 0.79369, 0.793688, 2, 1.20631, 0, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.793688, 0.79369, 0.793688, 0.793688, 0.793688
14.5685, 0, 0.789076, 0.789075, 1.41421, -0.789076, 0, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789075, 0.789076, 0.789075, 0.789075, 0.789075
14.5764, 2, 0.7842, 0.784198, 2, 1.2158, 0, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.784198, 0.7842, 0.784198, 0.784198, 0.784198
14.5843, 2, 0.779339, 0.779337, 2, 1.22066, 0, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779337, 0.779339, 0.779337, 0.779337, 0.779337
14.5921, 2, 0.77633, 0.776328, 2, 1.22367, 0, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.776328, 0.77633, 0.776328, 0.776328, 0.776328
14.6, 4, 0.772431, 0.772429, 2.44949, 3.22757, 0, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772429, 0.772431, 0.772429, 0.772429, 0.772429
14.6079, 4, 0.767789, 0.767787, 2.44949, 3.23221, 0, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767787, 0.767789, 0.767787, 0.767787, 0.767787
14.6158, 0, 0.762786, 0.762784, 1.41421, -0.762786, 0, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762784, 0.762786, 0.762784, 0.762784, 0.762784
14.6236, 2, 0.757799, 0.757797, 2, 1.2422, 0, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757797, 0.757799, 0.757797, 0.757797, 0.757797
14.6315, 4, 0.754507, 0.754506, 2.44949, 3.24549, 0, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754506, 0.754507, 0.754506, 0.754506, 0.754506
14.6394, 0, 0.750138, 0.750136, 1.41421, -0.750138, 0, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750136, 0.750138, 0.750136, 0.750136, 0.750136
14.6472, 4, 0.744857, 0.744855, 2.44949, 3.25514, 0, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744855, 0.744857, 0.744855, 0.744855, 0.744855
14.6551, 0, 0.739136, 0.739134, 1.41421, -0.739136, 0, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739134, 0.739136, 0.739134, 0.739134, 0.739134
14.663, 2, 0.733436, 0.733435, 2, 1.26656, 0, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733435, 0.733436, 0.733435, 0.733435, 0.733435
14.6708, 0, 0.730521, 0.730519, 1.41421, -0.730521, 0, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730519, 0.730521, 0.730519, 0.730519, 0.730519
14.6787, 4, 0.726336, 0.726335, 2.44949, 3.27366, 0, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726335, 0.726336, 0.726335, 0.726335, 0.726335
14.6866, 2, 0.72106, 0.721059, 2, 1.27894, 0, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.721059, 0.72106, 0.721059, 0.721059, 0.721059
14.6945, 2, 0.715254, 0.715253, 2, 1.28475, 0, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715253, 0.715254, 0.715253, 0.715253, 0.715253
14.7023, 2, 0.709472, 0.70947, 2, 1.29053, 0, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.70947, 0.709472, 0.70947, 0.70947, 0.70947
14.7102, 0, 0.706064, 0.706063, 1.41421, -0.706064, 0, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706063, 0.706064, 0.706063, 0.706063, 0.706063
14.7181, 6, 0.701319, 0.701318, 2.82843, 5.29868, 0, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701318, 0.701319, 0.701318, 0.701318, 0.701318
14.7259, 2, 0.695399, 0.695398, 2, 1.3046, 0, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695398, 0.695399, 0.695398, 0.695398, 0.695398
14.7338, 0, 0.688912, 0.68891, 1.41421, -0.688912, 0, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.68891, 0.688912, 0.68891, 0.68891, 0.68891
14.7417, 0, 0.682455, 0.682454, 1.41421, -0.682455, 0, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682454, 0.682455, 0.682454, 0.682454, 0.682454
14.7495, 2, 0.679363, 0.679362, 2, 1.32064, 0, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679362, 0.679363, 0.679362, 0.679362, 0.679362
14.7574, 0, 0.674793, 0.674791, 1.41421, -0.674793, 0, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674791, 0.674793, 0.674791, 0.674791, 0.674791
14.7653, 0, 0.668924, 0.668923, 1.41421, -0.668924, 0, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668923, 0.668924, 0.668923, 0.668923, 0.668923
14.7732, 0, 0.662428, 0.662426, 1.41421, -0.662428, 0, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662426, 0.662428, 0.662426, 0.662426, 0.662426
14.781, 0, 0.655963, 0.655961, 1.41421, -0.655963, 0, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655961, 0.655963, 0.655961, 0.655961, 0.655961
14.7889, 2, 0.652372, 0.652371, 2, 1.34763, 0, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652371, 0.652372, 0.652371, 0.652371, 0.652371
14.7968, 2, 0.647228, 0.647226, 2, 1.35277, 0, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647226, 0.647228, 0.647226, 0.647226, 0.647226
14.8046, 0, 0.6407, 0.640699, 1.41421, -0.6407, 0, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.640699, 0.6407, 0.640699, 0.640699, 0.640699
14.8125, 2, 0.633508, 0.633507, 2, 1.36649, 0, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633507, 0.633508, 0.633507, 0.633507, 0.633507
14.8204, 2, 0.626357, 0.626355, 2, 1.37364, 0, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626355, 0.626357, 0.626355, 0.626355, 0.626355
14.8283, 2, 0.623165, 0.623163, 2, 1.37684, 0, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623163, 0.623165, 0.623163, 0.623163, 0.623163
14.8361, 0, 0.618243, 0.618242, 1.41421, -0.618243, 0, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618242, 0.618243, 0.618242, 0.618242, 0.618242
14.844, 0, 0.611786, 0.611784, 1.41421, -0.611786, 0, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611784, 0.611786, 0.611784, 0.611784, 0.611784
14.8519, 0, 0.604588, 0.604587, 1.41421, -0.604588, 0, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604587, 0.604588, 0.604587, 0.604587, 0.604587
14.8597, 0, 0.597434, 0.597432, 1.41421, -0.597434, 0, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597432, 0.597434, 0.597432, 0.597432, 0.597432
14.8676, 2, 0.593855, 0.593854, 2, 1.40614, 0, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593854, 0.593855, 0.593854, 0.593854, 0.593854
14.8755, 0, 0.588414, 0.588412, 1.41421, -0.588414, 0, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588412, 0.588414, 0.588412, 0.588412, 0.588412
14.8833, 0, 0.581297, 0.581295, 1.41421, -0.581297, 0, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581295, 0.581297, 0.581295, 0.581295, 0.581295
14.8912, 2, 0.573379, 0.573377, 2, 1.42662, 0, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573377, 0.573379, 0.573377, 0.573377, 0.573377
14.8991, 2, 0.565515, 0.565513, 2, 1.43449, 0, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565513, 0.565515, 0.565513, 0.565513, 0.565513
14.907, 0, 0.562487, 0.562486, 1.41421, -0.562487, 0, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562486, 0.562487, 0.562486, 0.562486, 0.562486
14.9148, 4, 0.557338, 0.557336, 2.44949, 3.44266, 0, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557336, 0.557338, 0.557336, 0.557336, 0.557336
14.9227, 0, 0.5503, 0.550298, 1.41421, -0.5503, 0, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.550298, 0.5503, 0.550298, 0.550298, 0.550298
14.9306, 0, 0.542357, 0.542355, 1.41421, -0.542357, 0, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542355, 0.542357, 0.542355, 0.542355, 0.542355
14.9384, 0, 0.534472, 0.53447, 1.41421, -0.534472, 0, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.53447, 0.534472, 0.53447, 0.53447, 0.53447
14.9463, 0, 0.531248, 0.531246, 1.41421, -0.531248, 0, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531246, 0.531248, 0.531246, 0.531246, 0.531246
14.9542, 4, 0.525675, 0.525673, 2.44949, 3.47433, 0, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525673, 0.525675, 0.525673, 0.525673, 0.525673
14.962, 2, 0.518001, 0.517999, 2, 1.482, 0, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.517999, 0.518001, 0.517999, 0.517999, 0.517999
14.9699, 4, 0.509329, 0.509327, 2.44949, 3.49067, 0, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509327, 0.509329, 0.509327, 0.509327, 0.509327
14.9778, 0, 0.500729, 0.500728, 1.41421, -0.500729, 0, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500728, 0.500729, 0.500728, 0.500728, 0.500728
14.9857, 2, 0.498197, 0.498195, 2, 1.5018, 0, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498195, 0.498197, 0.498195, 0.498195, 0.498195
14.9935, 4, 0.492997, 0.492995, 2.44949, 3.507, 0, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492995, 0.492997, 0.492995, 0.492995, 0.492995
15.0014, 0, 0.485421, 0.485419, 1.41421, -0.485421, 0, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485419, 0.485421, 0.485419, 0.485419, 0.485419
15.0093, 2, 0.476715, 0.476713, 2, 1.52329, 0, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476713, 0.476715, 0.476713, 0.476713, 0.476713
15.0171, 0, 0.468087, 0.468085, 1.41421, -0.468087, 0, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468085, 0.468087, 0.468085, 0.468085, 0.468085
15.025, 2, 0.465462, 0.465461, 2, 1.53454, 0, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465461, 0.465462, 0.465461, 0.465461, 0.465461
15.0329, 8, 0.459934, 0.459932, 3.16228, 7.54007, 0, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459932, 0.459934, 0.459932, 0.459932, 0.459932
15.0408, 0, 0.451811, 0.451809, 1.41421, -0.451811, 0, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451809, 0.451811, 0.451809, 0.451809, 0.451809
15.0486, 6, 0.442461, 0.442459, 2.82843, 5.55754, 0, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442459, 0.442461, 0.442459, 0.442459, 0.442459
15.0565, 4, 0.433209, 0.433207, 2.44949, 3.56679, 0, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433207, 0.433209, 0.433207, 0.433207, 0.433207
15.0644, 4, 0.431311, 0.431309, 2.44949, 3.56869, 0, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431309, 0.431311, 0.431309, 0.431309, 0.431309
15.0722, 0, 0.4262, 0.426198, 1.41421, -0.4262, 0, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.426198, 0.4262, 0.426198, 0.426198, 0.426198
15.0801, 2, 0.418227, 0.418225, 2, 1.58177, 0, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418225, 0.418227, 0.418225, 0.418225, 0.418225
15.088, 0, 0.408901, 0.4089, 1.41421, -0.408901, 0, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.4089, 0.408901, 0.4089, 0.4089, 0.4089
15.0958, 0, 0.399681, 0.399679, 1.41421, -0.399681, 0, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399679, 0.399681, 0.399679, 0.399679, 0.399679
15.1037, 2, 0.397788, 0.397786, 2, 1.60221, 0, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397786, 0.397788, 0.397786, 0.397786, 0.397786
15.1116, 0, 0.392458, 0.392457, 1.41421, -0.392458, 0, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392457, 0.392458, 0.392457, 0.392457, 0.392457
15.1195, 2, 0.384063, 0.384061, 2, 1.61594, 0, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384061, 0.384063, 0.384061, 0.384061, 0.384061
