   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0208193, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.01295, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00508059, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00278878, 0, 2.98898e-21, 0, 1.41421, -2.98898e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66724e-25, 0, 1.97164e-24, 0, 2.98674e-21, 0, 0, 0
0.0106581, 0, 6.78276e-21, 0, 1.41421, -6.78276e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15504e-25, 0, 4.55524e-24, 0, 6.77759e-21, 0, 0, 0
0.0185275, 0, 1.51673e-20, 0, 1.41421, -1.51673e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39965e-24, 0, 1.03656e-23, 0, 1.51555e-20, 0, 0, 0
0.0263969, 0, 3.34458e-20, 0, 1.41421, -3.34458e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13872e-24, 0, 2.32509e-23, 0, 3.34194e-20, 0, 0, 0
0.0342663, 0, 7.27752e-20, 0, 1.41421, -7.27752e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9456e-24, 0, 5.14472e-23, 0, 7.27168e-20, 0, 0, 0
0.0421356, 0, 1.56344e-19, 0, 1.41421, -1.56344e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51756e-23, 0, 1.12369e-22, 0, 1.56216e-19, 0, 0, 0
0.050005, 0, 3.31781e-19, 0, 1.41421, -3.31781e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27555e-23, 0, 2.42404e-22, 0, 3.31505e-19, 0, 0, 0
