   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_70.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.48103, 44, 41.6558, 35.8258, 6.78233, 2.34421, 0, 35.826, 35.8262, 36.3846, 35.8393, 40.9489, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.8258, 35.96, 35.8258
5.48891, 52, 41.2243, 35.9137, 7.34847, 10.7757, 0, 35.9139, 35.9142, 36.4451, 35.9273, 40.5526, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 35.9137, 36.0398, 35.9137
5.4968, 30, 40.7984, 36.0011, 5.65685, -10.7984, 0, 36.0012, 36.0016, 36.5103, 36.0148, 40.1574, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.0011, 36.1183, 36.0011
5.50468, 22, 40.3871, 36.0878, 4.89898, -18.3871, 0, 36.0879, 36.0884, 36.5795, 36.1017, 39.7727, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.0878, 36.1958, 36.0878
5.51257, 22, 39.9983, 36.1739, 4.89898, -17.9983, 0, 36.174, 36.1746, 36.6521, 36.188, 39.4067, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.1739, 36.2723, 36.1739
5.52045, 38, 39.6383, 36.2594, 6.32456, -1.63831, 0, 36.2595, 36.2603, 36.7277, 36.2738, 39.0658, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.2594, 36.3482, 36.2594
5.52834, 44, 39.3118, 36.3443, 6.78233, 4.68824, 0, 36.3444, 36.3454, 36.8056, 36.359, 38.7552, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.3443, 36.4235, 36.3443
5.53622, 20, 39.0218, 36.4285, 4.69042, -19.0218, 0, 36.4286, 36.4298, 36.8855, 36.4436, 38.4781, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4285, 36.4986, 36.4285
5.54411, 36, 38.77, 36.5121, 6.16441, -2.77, 0, 36.5122, 36.5137, 36.9668, 36.5278, 38.2364, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5121, 36.5735, 36.5121
5.55199, 12, 38.5568, 36.595, 3.74166, -26.5568, 0, 36.5951, 36.5969, 37.0492, 36.6116, 38.0306, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.595, 36.6484, 36.595
5.55988, 32, 38.3814, 36.6773, 5.83095, -6.38144, 0, 36.6774, 36.6796, 37.1323, 36.6951, 37.8602, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.6773, 36.7233, 36.6773
5.56776, 22, 38.2424, 36.7589, 4.89898, -16.2424, 0, 36.759, 36.7616, 37.2158, 36.7785, 37.7234, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7589, 36.7982, 36.7589
5.57565, 24, 38.1374, 36.8398, 5.09902, -14.1374, 0, 36.8399, 36.8431, 37.2996, 36.8621, 37.6183, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8398, 36.8733, 36.8398
5.58353, 30, 38.0641, 36.92, 5.65685, -8.06408, 0, 36.9201, 36.9239, 37.3833, 36.9462, 37.5418, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.92, 36.9485, 36.92
5.59142, 14, 38.0198, 36.9995, 4, -24.0198, 0, 36.9996, 37.0041, 37.4669, 37.0316, 37.4911, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 36.9995, 37.0238, 36.9995
5.5993, 36, 38.0019, 37.0783, 6.16441, -2.00195, 0, 37.0784, 37.0837, 37.5502, 37.1188, 37.463, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0783, 37.0991, 37.0783
5.60719, 24, 38.0085, 37.1563, 5.09902, -14.0085, 0, 37.1565, 37.1627, 37.6331, 37.209, 37.4544, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1563, 37.1745, 37.1563
5.61507, 22, 38.0378, 37.2337, 4.89898, -16.0378, 0, 37.2338, 37.241, 37.7155, 37.3038, 37.4623, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2337, 37.2498, 37.2337
5.62296, 14, 38.089, 37.3103, 4, -24.089, 0, 37.3104, 37.3187, 37.7973, 37.4052, 37.4839, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3103, 37.3249, 37.3103
5.63084, 22, 38.1621, 37.3861, 4.89898, -16.1621, 0, 37.3863, 37.3956, 37.8786, 37.5157, 37.5167, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3861, 37.3999, 37.3861
5.63873, 20, 38.2583, 37.4612, 4.69042, -18.2583, 0, 37.4613, 37.4719, 37.9592, 37.6388, 37.5585, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4612, 37.4746, 37.4612
5.64661, 32, 38.3801, 37.5355, 5.83095, -6.38006, 0, 37.5356, 37.5474, 38.0391, 37.779, 37.6075, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5355, 37.5489, 37.5355
5.6545, 20, 38.5312, 37.609, 4.69042, -18.5312, 0, 37.6092, 37.6222, 38.1183, 37.9419, 37.662, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.609, 37.6228, 37.609
5.66239, 26, 38.7173, 37.6818, 5.2915, -12.7173, 0, 37.6819, 37.6962, 38.1967, 38.1344, 37.7207, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6818, 37.6962, 37.6818
5.67027, 28, 38.9455, 37.7537, 5.47723, -10.9455, 0, 37.7539, 37.7694, 38.2744, 38.3648, 37.7826, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7537, 37.7689, 37.7537
5.67816, 26, 39.2251, 37.8248, 5.2915, -13.2251, 0, 37.825, 37.8417, 38.3514, 38.6434, 37.8467, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8248, 37.8411, 37.8248
5.68604, 18, 39.5672, 37.8951, 4.47214, -21.5672, 0, 37.8953, 37.9131, 38.4275, 38.982, 37.9125, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.8951, 37.9125, 37.8951
5.69393, 16, 39.985, 37.9646, 4.24264, -23.985, 0, 37.9647, 37.9835, 38.5028, 39.3942, 37.9795, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9646, 37.9831, 37.9646
5.70181, 20, 40.4932, 38.0332, 4.69042, -20.4932, 0, 38.0333, 38.053, 38.5774, 39.8951, 38.0475, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0332, 38.0528, 38.0332
5.7097, 26, 41.1085, 38.101, 5.2915, -15.1085, 0, 38.1011, 38.1214, 38.6511, 40.5019, 38.1162, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.101, 38.1217, 38.101
5.71758, 32, 41.8487, 38.1678, 5.83095, -9.84867, 0, 38.168, 38.1888, 38.7239, 41.2321, 38.1856, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1678, 38.1895, 38.1678
5.72547, 26, 42.7321, 38.2338, 5.2915, -16.7321, 0, 38.234, 38.2551, 38.7959, 42.1042, 38.2557, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2338, 38.2563, 38.2338
5.73335, 30, 43.7774, 38.2989, 5.65685, -13.7774, 0, 38.2991, 38.3203, 38.867, 43.1366, 38.3269, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.2989, 38.3221, 38.2989
5.74124, 28, 45.0018, 38.3631, 5.47723, -17.0018, 0, 38.3633, 38.3844, 38.9372, 44.3464, 38.3993, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3631, 38.3868, 38.3631
5.74912, 32, 46.4207, 38.4264, 5.83095, -14.4207, 0, 38.4266, 38.4474, 39.0066, 45.7487, 38.4732, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4264, 38.4503, 38.4264
5.75701, 38, 48.0462, 38.4888, 6.32456, -10.0462, 0, 38.4889, 38.5093, 39.075, 47.355, 38.5491, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.4888, 38.5128, 38.4888
5.76489, 26, 49.8857, 38.5502, 5.2915, -23.8857, 0, 38.5504, 38.5701, 39.1426, 49.1725, 38.6273, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5502, 38.5742, 38.5502
5.77278, 38, 51.9408, 38.6107, 6.32456, -13.9408, 0, 38.6109, 38.6297, 39.2092, 51.2019, 38.7084, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6107, 38.6344, 38.6107
5.78066, 36, 54.2063, 38.6703, 6.16441, -18.2063, 0, 38.6705, 38.6883, 39.2749, 53.4378, 38.7928, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6703, 38.6937, 38.6703
5.78855, 58, 56.6681, 38.729, 7.74597, 1.33191, 0, 38.7291, 38.7458, 39.3397, 55.8653, 38.8811, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.729, 38.7519, 38.729
5.79643, 66, 59.304, 38.7866, 8.24621, 6.69604, 0, 38.7868, 38.8023, 39.4035, 58.4617, 38.9735, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.7866, 38.8092, 38.7866
5.80432, 50, 62.082, 38.8434, 7.2111, -12.082, 0, 38.8435, 38.8578, 39.4664, 61.1948, 39.0706, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8434, 38.8656, 38.8434
5.8122, 64, 64.9612, 38.8992, 8.12404, -0.961197, 0, 38.8993, 38.9124, 39.5284, 64.0231, 39.1726, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.8992, 38.9212, 38.8992
5.82009, 62, 67.8919, 38.9541, 8, -5.89189, 0, 38.9542, 38.966, 39.5896, 66.8969, 39.2795, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9541, 38.9761, 38.9541
5.82797, 78, 70.8168, 39.008, 8.94427, 7.18315, 0, 39.0082, 39.0187, 39.6498, 69.7588, 39.3912, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.008, 39.0303, 39.008
5.83586, 82, 73.6737, 39.0612, 9.16515, 8.32631, 0, 39.0613, 39.0707, 39.7091, 72.5468, 39.5076, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.0612, 39.084, 39.0612
5.84374, 76, 76.3958, 39.1134, 8.83176, -0.395782, 0, 39.1136, 39.1218, 39.7677, 75.1945, 39.6281, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1134, 39.1372, 39.1134
5.85163, 86, 78.9158, 39.1649, 9.38083, 7.08417, 0, 39.1651, 39.1722, 39.8255, 77.6356, 39.7519, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1649, 39.1901, 39.1649
5.85951, 106, 81.1681, 39.2156, 10.3923, 24.8319, 0, 39.2158, 39.2219, 39.8825, 79.8052, 39.878, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2156, 39.2427, 39.2156
5.8674, 124, 83.092, 39.2657, 11.225, 40.908, 0, 39.2658, 39.2711, 39.9389, 81.6441, 40.0053, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2657, 39.2952, 39.2657
5.87528, 78, 84.634, 39.3151, 8.94427, -6.63396, 0, 39.3153, 39.3197, 39.9948, 83.1001, 40.1322, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3151, 39.3475, 39.3151
5.88317, 92, 85.751, 39.3641, 9.69536, 6.24902, 0, 39.3642, 39.368, 40.0501, 84.1319, 40.2573, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3641, 39.3998, 39.3641
5.89106, 104, 86.4118, 39.4126, 10.2956, 17.5882, 0, 39.4128, 39.4159, 40.1051, 84.7101, 40.3788, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4126, 39.4522, 39.4126
5.89894, 102, 86.5991, 39.4609, 10.198, 15.4009, 0, 39.461, 39.4636, 40.1598, 84.8193, 40.4951, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.4609, 39.5047, 39.4609
5.90683, 106, 86.3102, 39.509, 10.3923, 19.6898, 0, 39.5091, 39.5113, 40.2144, 84.4586, 40.6044, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.509, 39.5573, 39.509
5.91471, 84, 85.557, 39.5571, 9.27362, -1.55696, 0, 39.5572, 39.559, 40.269, 83.6418, 40.7051, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.5571, 39.6102, 39.5571
5.9226, 84, 84.3651, 39.6053, 9.27362, -0.365051, 0, 39.6054, 39.6068, 40.3238, 82.396, 40.796, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6053, 39.6633, 39.6053
5.93048, 100, 82.7729, 39.6538, 10.0995, 17.2271, 0, 39.6539, 39.6551, 40.379, 80.7612, 40.8759, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.6538, 39.7167, 39.6538
5.93837, 62, 80.8298, 39.7027, 8, -18.8298, 0, 39.7028, 39.7038, 40.4346, 78.7876, 40.944, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7027, 39.7704, 39.7027
5.94625, 104, 78.593, 39.7522, 10.2956, 25.407, 0, 39.7524, 39.7531, 40.4909, 76.5333, 41, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.7522, 39.8244, 39.7522
5.95414, 90, 76.1256, 39.8025, 9.59166, 13.8744, 0, 39.8027, 39.8033, 40.5482, 74.0614, 41.0439, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8025, 39.8788, 39.8025
5.96202, 112, 73.4932, 39.8537, 10.6771, 38.5068, 0, 39.8539, 39.8544, 40.6065, 71.4377, 41.0758, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.8537, 39.9335, 39.8537
5.96991, 80, 70.7613, 39.9059, 9.05539, 9.23875, 0, 39.9061, 39.9065, 40.666, 68.7269, 41.0968, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9059, 39.9887, 39.9059
5.97779, 64, 67.9935, 39.9593, 8.12404, -3.99348, 0, 39.9595, 39.9599, 40.7272, 65.9917, 41.1077, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 39.9593, 40.0443, 39.9593
5.98568, 46, 65.2478, 40.014, 6.9282, -19.2478, 0, 40.0141, 40.0145, 40.7901, 63.2887, 41.1101, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.014, 40.1003, 40.014
5.99356, 82, 62.5765, 40.07, 9.16515, 19.4235, 0, 40.0701, 40.0704, 40.8553, 60.6683, 41.1055, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.07, 40.1568, 40.07
6.00145, 64, 60.024, 40.1274, 8.12404, 3.97595, 0, 40.1275, 40.1278, 40.9234, 58.1728, 41.0956, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.1274, 40.2138, 40.1274
6.00933, 46, 57.626, 40.1862, 6.9282, -11.626, 0, 40.1864, 40.1866, 40.9951, 55.8354, 41.0823, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.1862, 40.2714, 40.1862
6.01722, 32, 55.4107, 40.2465, 5.83095, -23.4107, 0, 40.2467, 40.2469, 41.0717, 53.681, 41.0674, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.2465, 40.3296, 40.2465
6.0251, 60, 53.3974, 40.3082, 7.87401, 6.6026, 0, 40.3083, 40.3086, 41.155, 51.7254, 41.0526, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3082, 40.3884, 40.3082
6.03299, 44, 51.5988, 40.3713, 6.78233, -7.59879, 0, 40.3714, 40.3716, 41.2479, 49.9768, 41.0394, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.3713, 40.448, 40.3713
6.04087, 48, 50.0216, 40.4356, 7.07107, -2.02165, 0, 40.4357, 40.436, 41.3545, 48.4359, 41.0293, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.4356, 40.5082, 40.4356
6.04876, 36, 48.6688, 40.5012, 6.16441, -12.6688, 0, 40.5013, 40.5016, 41.4813, 47.098, 41.0233, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5012, 40.5693, 40.5012
6.05664, 30, 47.5409, 40.5678, 5.65685, -17.5409, 0, 40.568, 40.5682, 41.6373, 45.9531, 41.0224, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.5678, 40.631, 40.5678
6.06453, 46, 46.6394, 40.6354, 6.9282, -0.639416, 0, 40.6355, 40.6358, 41.8364, 44.9879, 41.0272, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6354, 40.6935, 40.6354
6.07241, 28, 45.9687, 40.7038, 5.47723, -17.9687, 0, 40.704, 40.7042, 42.098, 44.1867, 41.0382, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7038, 40.7568, 40.7038
6.0803, 26, 45.5403, 40.7729, 5.2915, -19.5403, 0, 40.7731, 40.7733, 42.45, 43.5323, 41.0553, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.7729, 40.8208, 40.7729
6.08818, 42, 45.3761, 40.8425, 6.63325, -3.37612, 0, 40.8427, 40.8429, 42.9317, 43.0072, 41.0787, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8425, 40.8855, 40.8425
6.09607, 36, 45.5135, 40.9125, 6.16441, -9.51345, 0, 40.9126, 40.9129, 43.5976, 42.5939, 41.108, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9125, 40.9509, 40.9125
6.10395, 44, 46.0103, 40.9827, 6.78233, -2.01034, 0, 40.9828, 40.9831, 44.5221, 42.2759, 41.143, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 40.9827, 41.0168, 40.9827
6.11184, 38, 46.9524, 41.0529, 6.32456, -8.95235, 0, 41.0531, 41.0533, 45.8064, 42.0379, 41.183, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0529, 41.0832, 41.0529
6.11973, 40, 48.4596, 41.1231, 6.48074, -8.45964, 0, 41.1232, 41.1235, 47.5845, 41.8661, 41.2276, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1231, 41.1501, 41.1231
6.12761, 38, 50.6966, 41.193, 6.32456, -12.6966, 0, 41.1932, 41.1934, 50.0335, 41.7481, 41.2762, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.193, 41.2173, 41.193
6.1355, 46, 53.8813, 41.2626, 6.9282, -7.8813, 0, 41.2628, 41.2631, 53.3822, 41.6735, 41.3282, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2626, 41.2848, 41.2626
6.14338, 56, 58.2966, 41.3318, 7.61577, -2.29659, 0, 41.332, 41.3323, 57.9229, 41.6332, 41.3829, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3318, 41.3525, 41.3318
6.15127, 82, 64.3017, 41.4005, 9.16515, 17.6983, 0, 41.4006, 41.4009, 64.0227, 41.6197, 41.44, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4005, 41.4203, 41.4005
6.15915, 98, 72.3462, 41.4685, 10, 25.6538, 0, 41.4687, 41.469, 72.1376, 41.6268, 41.4987, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4685, 41.4882, 41.4685
