   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_70.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.8824, 4, 4.83605, 4.80119, 2.44949, -0.836047, 0, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.80119, 4.83605, 4.80119
10.8903, 2, 4.82582, 4.79459, 2, -2.82582, 0, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.79459, 4.82582, 4.79459
10.8981, 8, 4.81115, 4.78325, 3.16228, 3.18885, 0, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.78325, 4.81115, 4.78325
10.906, 6, 4.79262, 4.76772, 2.82843, 1.20738, 0, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.76772, 4.79262, 4.76772
10.9139, 10, 4.77234, 4.7501, 3.4641, 5.22766, 0, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.7501, 4.77234, 4.7501
10.9218, 2, 4.75245, 4.73252, 2, -2.75245, 0, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.73252, 4.75245, 4.73252
10.9297, 6, 4.74413, 4.72618, 2.82843, 1.25587, 0, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.72618, 4.74413, 4.72618
10.9376, 2, 4.73128, 4.71498, 2, -2.73128, 0, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.71498, 4.73128, 4.71498
10.9455, 8, 4.71446, 4.6995, 3.16228, 3.28554, 0, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.6995, 4.71446, 4.6995
10.9533, 4, 4.69582, 4.68191, 2.44949, -0.695821, 0, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.68191, 4.69582, 4.68191
10.9612, 4, 4.67748, 4.66435, 2.44949, -0.677476, 0, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.66435, 4.67748, 4.66435
10.9691, 12, 4.67052, 4.65794, 3.74166, 7.32948, 0, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.65794, 4.67052, 4.65794
10.977, 6, 4.65898, 4.64673, 2.82843, 1.34102, 0, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.64673, 4.65898, 4.64673
10.9849, 2, 4.64335, 4.63126, 2, -2.64335, 0, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.63126, 4.64335, 4.63126
10.9928, 4, 4.62578, 4.6137, 2.44949, -0.625779, 0, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.6137, 4.62578, 4.6137
11.0006, 4, 4.60835, 4.59616, 2.44949, -0.608353, 0, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.59616, 4.60835, 4.59616
11.0085, 8, 4.60205, 4.58966, 3.16228, 3.39795, 0, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.58966, 4.60205, 4.58966
11.0164, 10, 4.59116, 4.57851, 3.4641, 5.40884, 0, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.57851, 4.59116, 4.57851
11.0243, 2, 4.57614, 4.56319, 2, -2.57614, 0, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.56319, 4.57614, 4.56319
11.0322, 10, 4.55906, 4.54582, 3.4641, 5.44094, 0, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.54582, 4.55906, 4.54582
11.0401, 8, 4.54201, 4.52847, 3.16228, 3.45799, 0, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.52847, 4.54201, 4.52847
11.048, 12, 4.53542, 4.52163, 3.74166, 7.46458, 0, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.52163, 4.53542, 4.52163
11.0558, 4, 4.52439, 4.51041, 2.44949, -0.524394, 0, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.51041, 4.52439, 4.51041
11.0637, 8, 4.50933, 4.49521, 3.16228, 3.49067, 0, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.49521, 4.50933, 4.49521
11.0716, 6, 4.49221, 4.47803, 2.82843, 1.50779, 0, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.47803, 4.49221, 4.47803
11.0795, 8, 4.47505, 4.46089, 3.16228, 3.52495, 0, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.46089, 4.47505, 4.46089
11.0874, 6, 4.46764, 4.4536, 2.82843, 1.53236, 0, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.4536, 4.46764, 4.4536
11.0953, 6, 4.45614, 4.4423, 2.82843, 1.54386, 0, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.4423, 4.45614, 4.4423
11.1032, 6, 4.44089, 4.42734, 2.82843, 1.55911, 0, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.42734, 4.44089, 4.42734
11.111, 4, 4.42373, 4.41056, 2.44949, -0.423734, 0, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.41056, 4.42373, 4.41056
11.1189, 6, 4.40654, 4.39382, 2.82843, 1.59346, 0, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.39382, 4.40654, 4.39382
11.1268, 14, 4.39786, 4.38567, 4, 9.60214, 0, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.38567, 4.39786, 4.38567
11.1347, 4, 4.38572, 4.37412, 2.44949, -0.38572, 0, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.37412, 4.38572, 4.37412
11.1426, 6, 4.3704, 4.35943, 2.82843, 1.6296, 0, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.35943, 4.3704, 4.35943
11.1505, 6, 4.35348, 4.3432, 2.82843, 1.64652, 0, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.3432, 4.35348, 4.3432
11.1584, 8, 4.33657, 4.32699, 3.16228, 3.66343, 0, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.32699, 4.33657, 4.32699
11.1662, 8, 4.32679, 4.31792, 3.16228, 3.67321, 0, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.31792, 4.32679, 4.31792
11.1741, 6, 4.31427, 4.30613, 2.82843, 1.68573, 0, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.30613, 4.31427, 4.30613
11.182, 6, 4.29922, 4.2918, 2.82843, 1.70078, 0, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.2918, 4.29922, 4.2918
11.1899, 8, 4.28294, 4.27622, 3.16228, 3.71706, 0, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.27622, 4.28294, 4.27622
11.1978, 4, 4.26671, 4.26067, 2.44949, -0.266706, 0, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26067, 4.26671, 4.26067
11.2057, 2, 4.25589, 4.2505, 2, -2.25589, 0, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.2505, 4.25589, 4.2505
11.2135, 12, 4.24315, 4.23838, 3.74166, 7.75685, 0, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.23838, 4.24315, 4.23838
11.2214, 8, 4.22862, 4.22442, 3.16228, 3.77138, 0, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22442, 4.22862, 4.22442
11.2293, 10, 4.21323, 4.20956, 3.4641, 5.78677, 0, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.20956, 4.21323, 4.20956
11.2372, 0, 4.19791, 4.19473, 1.41421, -4.19791, 0, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19473, 4.19791, 4.19473
11.2451, 4, 4.18514, 4.18241, 2.44949, -0.185142, 0, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18241, 4.18514, 4.18241
11.253, 2, 4.17191, 4.16957, 2, -2.17191, 0, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.17191, 4.16957
11.2609, 2, 4.15739, 4.15541, 2, -2.15739, 0, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15541, 4.15739, 4.15541
11.2687, 4, 4.14172, 4.14005, 2.44949, -0.141721, 0, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14005, 4.14172, 4.14005
11.2766, 4, 4.125, 4.1236, 2.44949, -0.125, 0, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.1236, 4.125, 4.1236
11.2845, 4, 4.10753, 4.10637, 2.44949, -0.107532, 0, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10637, 4.10753, 4.10637
11.2924, 10, 4.08973, 4.08877, 3.4641, 5.91027, 0, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08877, 4.08973, 4.08877
11.3003, 4, 4.07146, 4.07068, 2.44949, -0.0714607, 0, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07068, 4.07146, 4.07068
11.3082, 14, 4.05248, 4.05184, 4, 9.94753, 0, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05184, 4.05248, 4.05184
11.3161, 2, 4.03317, 4.03265, 2, -2.03317, 0, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03265, 4.03317, 4.03265
11.3239, 2, 4.01389, 4.01348, 2, -2.01389, 0, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01389, 4.01348
11.3318, 0, 3.99371, 3.99338, 1.41421, -3.99371, 0, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99338, 3.99371, 3.99338
11.3397, 4, 3.97229, 3.97203, 2.44949, 0.0277061, 0, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97203, 3.97229, 3.97203
11.3476, 4, 3.94989, 3.94969, 2.44949, 0.0501068, 0, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94969, 3.94989, 3.94969
11.3555, 10, 3.92704, 3.92688, 3.4641, 6.07296, 0, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92688, 3.92704, 3.92688
11.3634, 10, 3.90426, 3.90414, 3.4641, 6.09574, 0, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90414, 3.90426, 3.90414
11.3713, 0, 3.88641, 3.88632, 1.41421, -3.88641, 0, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88632, 3.88641, 3.88632
11.3791, 10, 3.86601, 3.86594, 3.4641, 6.13399, 0, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86594, 3.86601, 3.86594
11.387, 0, 3.84345, 3.84339, 1.41421, -3.84345, 0, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84339, 3.84345, 3.84339
11.3949, 2, 3.81984, 3.8198, 2, -1.81984, 0, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.8198, 3.81984, 3.8198
11.4028, 6, 3.79631, 3.79628, 2.82843, 2.20369, 0, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79628, 3.79631, 3.79628
11.4107, 6, 3.77933, 3.77931, 2.82843, 2.22067, 0, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77931, 3.77933, 3.77931
11.4186, 4, 3.75903, 3.75901, 2.44949, 0.240972, 0, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75901, 3.75903, 3.75901
11.4264, 6, 3.73586, 3.73585, 2.82843, 2.26414, 0, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73585, 3.73586, 3.73585
11.4343, 6, 3.71131, 3.7113, 2.82843, 2.28869, 0, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.7113, 3.71131, 3.7113
11.4422, 8, 3.68684, 3.68683, 3.16228, 4.31316, 0, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68683, 3.68684, 3.68683
11.4501, 6, 3.67116, 3.67115, 2.82843, 2.32884, 0, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67115, 3.67116, 3.67115
11.458, 6, 3.65149, 3.65149, 2.82843, 2.34851, 0, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149, 3.65149
11.4659, 8, 3.6284, 3.6284, 3.16228, 4.3716, 0, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284, 3.6284
11.4738, 10, 3.60365, 3.60365, 3.4641, 6.39635, 0, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365, 3.60365
11.4816, 6, 3.57898, 3.57898, 2.82843, 2.42102, 0, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898, 3.57898
11.4895, 6, 3.56397, 3.56397, 2.82843, 2.43603, 0, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397, 3.56397
11.4974, 6, 3.54441, 3.54441, 2.82843, 2.45559, 0, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441, 3.54441
11.5053, 2, 3.52093, 3.52093, 2, -1.52093, 0, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093, 3.52093
11.5132, 4, 3.49554, 3.49554, 2.44949, 0.504458, 0, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554, 3.49554
11.5211, 2, 3.47025, 3.47025, 2, -1.47025, 0, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025, 3.47025
11.529, 10, 3.45649, 3.45649, 3.4641, 6.54351, 0, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649, 3.45649
11.5368, 6, 3.43755, 3.43755, 2.82843, 2.56245, 0, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755, 3.43755
11.5447, 4, 3.41418, 3.41418, 2.44949, 0.585824, 0, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418, 3.41418
11.5526, 14, 3.38864, 3.38864, 4, 10.6114, 0, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864, 3.38864
