   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_349.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
11.7975, 10, 3.74095, 3.44496, 3.4641, 6.25905, 0, 3.74095, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496, 3.44496
11.8054, 4, 3.76764, 3.44265, 2.44949, 0.232357, 0, 3.76764, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265, 3.44265
11.8133, 4, 3.79433, 3.43995, 2.44949, 0.205666, 0, 3.79433, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995, 3.43995
11.8211, 10, 3.82056, 3.43679, 3.4641, 6.17944, 0, 3.82056, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.43679, 3.4368, 3.43679, 3.43679, 3.43679
11.829, 6, 3.846, 3.43329, 2.82843, 2.154, 0, 3.846, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329, 3.43329
11.8369, 2, 3.87013, 3.42934, 2, -1.87013, 0, 3.87012, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934, 3.42934
11.8447, 6, 3.89256, 3.42503, 2.82843, 2.10744, 0, 3.89256, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503, 3.42503
11.8526, 8, 3.91303, 3.42055, 3.16228, 4.08697, 0, 3.91303, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055, 3.42055
11.8605, 6, 3.93093, 3.41575, 2.82843, 2.06907, 0, 3.93093, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575, 3.41575
11.8684, 0, 3.94556, 3.41033, 1.41421, -3.94556, 0, 3.94556, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033, 3.41033
11.8762, 4, 3.95649, 3.40426, 2.44949, 0.04351, 0, 3.95649, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426, 3.40426
11.8841, 4, 3.96355, 3.39769, 2.44949, 0.0364494, 0, 3.96355, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769, 3.39769
11.892, 2, 3.96672, 3.39088, 2, -1.96672, 0, 3.96672, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39088, 3.39089, 3.39088, 3.39088, 3.39088
11.8998, 14, 3.96604, 3.38408, 4, 10.034, 0, 3.96604, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408, 3.38408
11.9077, 4, 3.96384, 3.37972, 2.44949, 0.0361638, 0, 3.96383, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37972, 3.37973, 3.37972, 3.37972, 3.37972
11.9156, 6, 3.95625, 3.37401, 2.82843, 2.04375, 0, 3.95625, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401, 3.37401
11.9234, 4, 3.94353, 3.36713, 2.44949, 0.0564661, 0, 3.94353, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713, 3.36713
11.9313, 6, 3.92638, 3.35968, 2.82843, 2.07362, 0, 3.92638, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968, 3.35968
11.9392, 6, 3.90558, 3.35224, 2.82843, 2.09442, 0, 3.90557, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224, 3.35224
11.947, 4, 3.88506, 3.34847, 2.44949, 0.114943, 0, 3.88506, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847, 3.34847
11.9549, 6, 3.85961, 3.34284, 2.82843, 2.14039, 0, 3.85961, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284, 3.34284
11.9628, 4, 3.82989, 3.33562, 2.44949, 0.170111, 0, 3.82989, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562, 3.33562
11.9706, 4, 3.79712, 3.32762, 2.44949, 0.202876, 0, 3.79712, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762, 3.32762
11.9785, 2, 3.76255, 3.31962, 2, -1.76255, 0, 3.76255, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962, 3.31962
11.9864, 0, 3.73156, 3.31657, 1.41421, -3.73156, 0, 3.73156, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31657, 3.31658, 3.31657, 3.31657, 3.31657
11.9943, 10, 3.69734, 3.3112, 3.4641, 6.30266, 0, 3.69734, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112, 3.3112
12.0021, 6, 3.66069, 3.30384, 2.82843, 2.33931, 0, 3.66068, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384, 3.30384
12.01, 2, 3.623, 3.29549, 2, -1.623, 0, 3.623, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.29549, 3.2955, 3.29549, 3.29549, 3.29549
12.0179, 4, 3.58568, 3.28716, 2.44949, 0.414322, 0, 3.58568, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716, 3.28716
12.0257, 2, 3.55482, 3.28458, 2, -1.55482, 0, 3.55482, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28458, 3.28459, 3.28458, 3.28458, 3.28458
12.0336, 2, 3.52226, 3.27931, 2, -1.52226, 0, 3.52226, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931, 3.27931
12.0415, 4, 3.48864, 3.27171, 2.44949, 0.511357, 0, 3.48864, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171, 3.27171
12.0493, 10, 3.45534, 3.26297, 3.4641, 6.54466, 0, 3.45534, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297, 3.26297
12.0572, 4, 3.42366, 3.25424, 2.44949, 0.576344, 0, 3.42365, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424, 3.25424
12.0651, 6, 3.4004, 3.25222, 2.82843, 2.5996, 0, 3.4004, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222, 3.25222
12.0729, 4, 3.37586, 3.24714, 2.44949, 0.624136, 0, 3.37586, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714, 3.24714
12.0808, 4, 3.3505, 3.23945, 2.44949, 0.649497, 0, 3.3505, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945, 3.23945
12.0887, 8, 3.32561, 3.23046, 3.16228, 4.67439, 0, 3.32561, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046, 3.23046
12.0965, 6, 3.30246, 3.22148, 2.82843, 2.69754, 0, 3.30245, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148, 3.22148
12.1044, 2, 3.2883, 3.21987, 2, -1.2883, 0, 3.2883, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987, 3.21987
12.1123, 6, 3.27235, 3.21491, 2.82843, 2.72765, 0, 3.27235, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491, 3.21491
12.1202, 10, 3.25496, 3.20708, 3.4641, 6.74504, 0, 3.25496, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708, 3.20708
12.128, 4, 3.23747, 3.19783, 2.44949, 0.762527, 0, 3.23747, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783, 3.19783
12.1359, 6, 3.22119, 3.18859, 2.82843, 2.77881, 0, 3.22119, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859, 3.18859
12.1438, 2, 3.21398, 3.18735, 2, -1.21398, 0, 3.21398, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735, 3.18735
12.1516, 2, 3.20414, 3.18255, 2, -1.20414, 0, 3.20414, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255, 3.18255
12.1595, 6, 3.19206, 3.17466, 2.82843, 2.80794, 0, 3.19206, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466, 3.17466
12.1674, 2, 3.17917, 3.16525, 2, -1.17917, 0, 3.17917, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16525, 3.16526, 3.16525, 3.16525, 3.16525
12.1752, 6, 3.16692, 3.15586, 2.82843, 2.83308, 0, 3.16692, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586, 3.15586
12.1831, 4, 3.16362, 3.15489, 2.44949, 0.836382, 0, 3.16362, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489, 3.15489
12.191, 4, 3.15704, 3.1502, 2.44949, 0.84296, 0, 3.15704, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502, 3.1502
12.1988, 4, 3.14762, 3.14229, 2.44949, 0.852381, 0, 3.14762, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229, 3.14229
12.2067, 8, 3.13691, 3.13279, 3.16228, 4.86309, 0, 3.13691, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279
12.2146, 0, 3.12646, 3.1233, 1.41421, -3.12646, 0, 3.12646, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233, 3.1233
12.2224, 4, 3.12499, 3.12257, 2.44949, 0.875015, 0, 3.12498, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257, 3.12257
12.2303, 4, 3.11982, 3.11799, 2.44949, 0.880183, 0, 3.11982, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799, 3.11799
12.2382, 4, 3.11144, 3.11006, 2.44949, 0.88856, 0, 3.11144, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006, 3.11006
12.2461, 8, 3.10151, 3.10048, 3.16228, 4.89849, 0, 3.10151, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048, 3.10048
12.2539, 0, 3.09167, 3.09091, 1.41421, -3.09167, 0, 3.09167, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091
12.2618, 2, 3.09143, 3.09086, 2, -1.09143, 0, 3.09143, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086, 3.09086
12.2697, 4, 3.08737, 3.08696, 2.44949, 0.912627, 0, 3.08737, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696, 3.08696
12.2775, 4, 3.08, 3.0797, 2.44949, 0.919997, 0, 3.08, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797, 3.0797
12.2854, 4, 3.07099, 3.07077, 2.44949, 0.929006, 0, 3.07099, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07077, 3.07078, 3.07077, 3.07077, 3.07077
12.2933, 0, 3.06202, 3.06186, 1.41421, -3.06202, 0, 3.06202, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186, 3.06186
12.3011, 6, 3.06168, 3.06157, 2.82843, 2.93832, 0, 3.06168, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157, 3.06157
12.309, 2, 3.05767, 3.05759, 2, -1.05767, 0, 3.05767, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759, 3.05759
12.3169, 4, 3.05049, 3.05043, 2.44949, 0.949511, 0, 3.05049, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043, 3.05043
12.3247, 6, 3.04173, 3.04169, 2.82843, 2.95827, 0, 3.04173, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169, 3.04169
12.3326, 4, 3.03298, 3.03295, 2.44949, 0.967018, 0, 3.03298, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295, 3.03295
12.3405, 4, 3.03222, 3.0322, 2.44949, 0.967779, 0, 3.03222, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322, 3.0322
12.3483, 6, 3.02791, 3.02789, 2.82843, 2.97209, 0, 3.02791, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789, 3.02789
12.3562, 4, 3.02052, 3.02051, 2.44949, 0.979475, 0, 3.02052, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051, 3.02051
12.3641, 4, 3.01162, 3.01161, 2.44949, 0.988381, 0, 3.01162, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161, 3.01161
12.372, 6, 3.00273, 3.00272, 2.82843, 2.99727, 0, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272, 3.00272
12.3798, 4, 3.00184, 3.00183, 2.44949, 0.998161, 0, 3.00184, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183, 3.00183
12.3877, 2, 2.99751, 2.9975, 2, -0.997509, 0, 2.99751, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975, 2.9975
12.3956, 2, 2.9902, 2.9902, 2, -0.990201, 0, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902, 2.9902
12.4034, 2, 2.98141, 2.98141, 2, -0.981414, 0, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141, 2.98141
12.4113, 4, 2.97264, 2.97264, 2.44949, 1.02736, 0, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264, 2.97264
12.4192, 6, 2.9711, 2.9711, 2.82843, 3.0289, 0, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711, 2.9711
12.427, 0, 2.96629, 2.96628, 1.41421, -2.96629, 0, 2.96629, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628, 2.96628
12.4349, 2, 2.95865, 2.95865, 2, -0.958653, 0, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865, 2.95865
