   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_66.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0204917, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126097, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00472766, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00315435, 0, 5.1219e-19, 0, 1.41421, -5.1219e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26361e-23, 0, 3.29222e-22, 0, 5.11819e-19, 0, 0, 0
0.0110364, 0, 1.02589e-18, 0, 1.41421, -1.02589e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.66202e-23, 0, 6.72528e-22, 0, 1.02514e-18, 0, 0, 0
0.0189184, 0, 2.03425e-18, 0, 1.41421, -2.03425e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74243e-22, 0, 1.36e-21, 0, 2.03271e-18, 0, 0, 0
0.0268004, 0, 3.99448e-18, 0, 1.41421, -3.99448e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47151e-22, 0, 2.72352e-21, 0, 3.99141e-18, 0, 0, 0
0.0346824, 0, 7.76941e-18, 0, 1.41421, -7.76941e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85211e-22, 0, 5.40284e-21, 0, 7.76332e-18, 0, 0, 0
0.0425644, 0, 1.49724e-17, 0, 1.41421, -1.49724e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34024e-21, 0, 1.06204e-20, 0, 1.49604e-17, 0, 0, 0
0.0504464, 0, 2.85936e-17, 0, 1.41421, -2.85936e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59834e-21, 0, 2.06923e-20, 0, 2.85703e-17, 0, 0, 0
0.0583284, 0, 5.41257e-17, 0, 1.41421, -5.41257e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99408e-21, 0, 3.99698e-20, 0, 5.40808e-17, 0, 0, 0
0.0662104, 0, 1.01574e-16, 0, 1.41421, -1.01574e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51803e-21, 0, 7.65623e-20, 0, 1.01487e-16, 0, 0, 0
0.0740924, 0, 1.89005e-16, 0, 1.41421, -1.89005e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79908e-20, 0, 1.45463e-19, 0, 1.88842e-16, 0, 0, 0
0.0819744, 0, 3.4878e-16, 0, 1.41421, -3.4878e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3732e-20, 0, 2.7418e-19, 0, 3.48472e-16, 0, 0, 0
0.0898565, 0, 6.38381e-16, 0, 1.41421, -6.38381e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27466e-20, 0, 5.12799e-19, 0, 6.37805e-16, 0, 0, 0
0.0977385, 0, 1.15909e-15, 0, 1.41421, -1.15909e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15814e-19, 0, 9.5185e-19, 0, 1.15802e-15, 0, 0, 0
0.10562, 0, 2.08796e-15, 0, 1.41421, -2.08796e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12136e-19, 0, 1.75378e-18, 0, 2.08599e-15, 0, 0, 0
0.113502, 0, 3.73201e-15, 0, 1.41421, -3.73201e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85666e-19, 0, 3.20803e-18, 0, 3.72842e-15, 0, 0, 0
0.121385, 0, 6.61957e-15, 0, 1.41421, -6.61957e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95988e-19, 0, 5.82673e-18, 0, 6.61305e-15, 0, 0, 0
0.129267, 0, 1.16527e-14, 0, 1.41421, -1.16527e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24692e-18, 0, 1.05099e-17, 0, 1.1641e-14, 0, 0, 0
0.137149, 0, 2.03599e-14, 0, 1.41421, -2.03599e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21802e-18, 0, 1.88288e-17, 0, 2.03389e-14, 0, 0, 0
0.145031, 0, 3.53114e-14, 0, 1.41421, -3.53114e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91778e-18, 0, 3.3508e-17, 0, 3.5274e-14, 0, 0, 0
0.152913, 0, 6.07967e-14, 0, 1.41421, -6.07967e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8724e-18, 0, 5.92428e-17, 0, 6.07306e-14, 0, 0, 0
0.160795, 0, 1.03921e-13, 0, 1.41421, -1.03921e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19733e-17, 0, 1.04072e-16, 0, 1.03805e-13, 0, 0, 0
0.168677, 0, 1.76367e-13, 0, 1.41421, -1.76367e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07204e-17, 0, 1.81672e-16, 0, 1.76164e-13, 0, 0, 0
0.176559, 0, 2.97197e-13, 0, 1.41421, -2.97197e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56208e-17, 0, 3.1517e-16, 0, 2.96847e-13, 0, 0, 0
0.184441, 0, 4.97299e-13, 0, 1.41421, -4.97299e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08384e-17, 0, 5.43438e-16, 0, 4.96694e-13, 0, 0, 0
0.192323, 0, 8.26335e-13, 0, 1.41421, -8.26335e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03243e-16, 0, 9.31412e-16, 0, 8.253e-13, 0, 0, 0
0.200205, 0, 1.36359e-12, 0, 1.41421, -1.36359e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74103e-16, 0, 1.58708e-15, 0, 1.36183e-12, 0, 0, 0
0.208087, 0, 2.23471e-12, 0, 1.41421, -2.23471e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91782e-16, 0, 2.68872e-15, 0, 2.23173e-12, 0, 0, 0
0.215969, 0, 3.63736e-12, 0, 1.41421, -3.63736e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86043e-16, 0, 4.52924e-15, 0, 3.63235e-12, 0, 0, 0
0.223851, 0, 5.88031e-12, 0, 1.41421, -5.88031e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04851e-16, 0, 7.58727e-15, 0, 5.87192e-12, 0, 0, 0
0.231733, 0, 9.44229e-12, 0, 1.41421, -9.44229e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32512e-15, 0, 1.26407e-14, 0, 9.42832e-12, 0, 0, 0
0.239615, 0, 1.50604e-11, 0, 1.41421, -1.50604e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16954e-15, 0, 2.09479e-14, 0, 1.50373e-11, 0, 0, 0
0.247497, 0, 2.3861e-11, 0, 1.41421, -2.3861e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53292e-15, 0, 3.45338e-14, 0, 2.3823e-11, 0, 0, 0
0.255379, 0, 3.75537e-11, 0, 1.41421, -3.75537e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72331e-15, 0, 5.66423e-14, 0, 3.74914e-11, 0, 0, 0
0.263261, 0, 5.87142e-11, 0, 1.41421, -5.87142e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.22601e-15, 0, 9.24478e-14, 0, 5.86125e-11, 0, 0, 0
0.271143, 0, 9.11953e-11, 0, 1.41421, -9.11953e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4803e-14, 0, 1.50169e-13, 0, 9.10303e-11, 0, 0, 0
0.279025, 0, 1.4072e-10, 0, 1.41421, -1.4072e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36477e-14, 0, 2.42811e-13, 0, 1.40453e-10, 0, 0, 0
0.286907, 0, 2.15769e-10, 2.92871e-43, 1.41421, -2.15769e-10, 0, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 3.76899e-14, 2.92871e-43, 3.91532e-13, 2.92871e-43, 2.1534e-10, 2.92871e-43, 2.92871e-43, 2.92871e-43
0.294789, 0, 3.2863e-10, 4.90454e-42, 1.41421, -3.2863e-10, 0, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 4.90454e-42, 5.97476e-14, 4.90454e-42, 6.27626e-13, 4.90454e-42, 3.27943e-10, 4.90454e-42, 4.90454e-42, 4.90454e-42
0.302671, 0, 4.97306e-10, 6.86692e-41, 1.41421, -4.97306e-10, 0, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 6.86692e-41, 9.44033e-14, 6.86692e-41, 1.00208e-12, 6.86692e-41, 4.96209e-10, 6.86692e-41, 6.86692e-41, 6.86692e-41
