   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_69.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00446018, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00346171, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0113836, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0193055, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0272274, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0351493, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0430711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.050993, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0589149, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0668368, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0747587, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0826806, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0906025, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0985244, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.106446, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.114368, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.130212, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.138134, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.146056, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.153978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.161899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.169821, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.177743, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.185665, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.193587, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.201509, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.209431, 0, 8.42453e-29, 0, 1.41421, -8.42453e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63553e-31, 0, 0, 2.74092e-34, 1.17304e-34, 0, 8.40814e-29, 0, 0
0.217353, 0, 1.14633e-27, 0, 1.41421, -1.14633e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22542e-30, 0, 0, 3.7295e-33, 2.3891e-32, 0, 1.14407e-27, 0, 0
0.225275, 0, 9.77794e-27, 0, 1.41421, -9.77794e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89822e-29, 0, 0, 3.18115e-32, 3.14876e-31, 0, 9.75861e-27, 0, 0
0.233196, 0, 6.64104e-26, 0, 1.41421, -6.64104e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28923e-28, 0, 0, 2.16156e-31, 2.6515e-30, 0, 6.62786e-26, 0, 0
0.241118, 0, 3.90809e-25, 0, 1.41421, -3.90809e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58679e-28, 0, 0, 1.27358e-30, 1.78709e-29, 0, 3.90031e-25, 0, 0
0.24904, 0, 2.0751e-24, 0, 1.41421, -2.0751e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02838e-27, 0, 0, 6.7746e-30, 1.04585e-28, 0, 2.07096e-24, 0, 0
0.256962, 0, 1.01718e-23, 0, 1.41421, -1.01718e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97464e-26, 0, 0, 3.32816e-29, 5.52855e-28, 0, 1.01515e-23, 0, 0
0.264884, 0, 4.66966e-23, 0, 1.41421, -4.66966e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06512e-26, 0, 0, 1.53175e-28, 2.69989e-27, 0, 4.66031e-23, 0, 0
0.272806, 0, 2.02738e-22, 0, 1.41421, -2.02738e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9357e-25, 0, 0, 6.66886e-28, 1.23544e-26, 0, 2.02331e-22, 0, 0
0.280728, 0, 8.38276e-22, 0, 1.41421, -8.38276e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62732e-24, 0, 0, 2.76583e-27, 5.3483e-26, 0, 8.36593e-22, 0, 0
0.28865, 0, 3.3184e-21, 0, 1.41421, -3.3184e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44188e-24, 0, 0, 1.09848e-26, 2.20567e-25, 0, 3.31172e-21, 0, 0
0.296572, 0, 1.26277e-20, 0, 1.41421, -1.26277e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45137e-23, 0, 0, 4.19495e-26, 8.71074e-25, 0, 1.26023e-20, 0, 0
0.304493, 0, 4.63437e-20, 0, 1.41421, -4.63437e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99648e-23, 0, 0, 1.54539e-25, 3.30765e-24, 0, 4.62502e-20, 0, 0
