   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_64.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0204098, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0124358, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00446175, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00351225, 0, 7.88275e-25, 0, 1.41421, -7.88275e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14547e-27, 0, 0, 2.14509e-30, 2.32743e-29, 0, 7.86105e-25, 0, 0
0.0114863, 0, 3.05658e-24, 0, 1.41421, -3.05658e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31915e-27, 0, 0, 8.41753e-30, 1.02617e-28, 0, 3.04815e-24, 0, 0
0.0194603, 0, 1.07806e-23, 0, 1.41421, -1.07806e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93417e-26, 0, 0, 2.99994e-29, 3.92914e-28, 0, 1.07508e-23, 0, 0
0.0274343, 0, 3.5559e-23, 0, 1.41421, -3.5559e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67812e-26, 0, 0, 9.99149e-29, 1.37657e-27, 0, 3.54608e-23, 0, 0
0.0354083, 0, 1.31321e-22, 0, 1.41421, -1.31321e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57417e-25, 0, 0, 3.7515e-28, 5.49365e-27, 0, 1.30958e-22, 0, 0
0.0433823, 0, 3.85076e-22, 0, 1.41421, -3.85076e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04806e-24, 0, 0, 1.10979e-27, 1.66836e-26, 0, 3.8401e-22, 0, 0
0.0513563, 0, 1.09414e-21, 0, 1.41421, -1.09414e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97792e-24, 0, 0, 3.18131e-27, 4.89078e-26, 0, 1.09111e-21, 0, 0
0.0593303, 0, 3.02269e-21, 0, 1.41421, -3.02269e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.2268e-24, 0, 0, 8.86749e-27, 1.39001e-25, 0, 3.01431e-21, 0, 0
0.0673043, 0, 8.1404e-21, 0, 1.41421, -8.1404e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21556e-23, 0, 0, 2.40984e-26, 3.84278e-25, 0, 8.11784e-21, 0, 0
0.0752783, 0, 2.1417e-20, 0, 1.41421, -2.1417e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82901e-23, 0, 0, 6.39903e-26, 1.03607e-24, 0, 2.13576e-20, 0, 0
0.0832523, 0, 5.51426e-20, 0, 1.41421, -5.51426e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5008e-22, 0, 0, 1.6632e-25, 2.73001e-24, 0, 5.49896e-20, 0, 0
0.0912263, 0, 1.39145e-19, 0, 1.41421, -1.39145e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78708e-22, 0, 0, 4.23769e-25, 7.04238e-24, 0, 1.38759e-19, 0, 0
0.0992003, 0, 3.44543e-19, 0, 1.41421, -3.44543e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37732e-22, 0, 0, 1.05978e-24, 1.7811e-23, 0, 3.43586e-19, 0, 0
0.107174, 0, 8.38057e-19, 0, 1.41421, -8.38057e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28091e-21, 0, 0, 2.60422e-24, 4.42186e-23, 0, 8.35729e-19, 0, 0
0.115148, 0, 2.00429e-18, 0, 1.41421, -2.00429e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.45501e-21, 0, 0, 6.29393e-24, 1.07877e-22, 0, 1.99872e-18, 0, 0
0.123122, 0, 4.71686e-18, 0, 1.41421, -4.71686e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28377e-20, 0, 0, 1.49727e-23, 2.58859e-22, 0, 4.70375e-18, 0, 0
0.131096, 0, 1.09308e-17, 0, 1.41421, -1.09308e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.975e-20, 0, 0, 3.50855e-23, 6.11438e-22, 0, 1.09004e-17, 0, 0
0.13907, 0, 2.49593e-17, 0, 1.41421, -2.49593e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79307e-20, 0, 0, 8.10357e-23, 1.42267e-21, 0, 2.48899e-17, 0, 0
0.147044, 0, 5.61855e-17, 0, 1.41421, -5.61855e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52917e-19, 0, 0, 1.84581e-22, 3.26275e-21, 0, 5.60292e-17, 0, 0
0.155018, 0, 1.24749e-16, 0, 1.41421, -1.24749e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39523e-19, 0, 0, 4.14832e-22, 7.37959e-21, 0, 1.24402e-16, 0, 0
