   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00377816, 0, 1.35602e-18, 0, 1.41421, -1.35602e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61673e-20, 0, 0, 9.40224e-23, 0, 1.95063e-21, 0, 1.30781e-18, 0, 0, 0
0.0116462, 0, 2.60009e-18, 0, 1.41421, -2.60009e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85207e-20, 0, 0, 1.82653e-22, 0, 3.8109e-21, 0, 2.50758e-18, 0, 0, 0
0.0195143, 0, 4.94241e-18, 0, 1.41421, -4.94241e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6826e-19, 0, 0, 3.51832e-22, 0, 7.38221e-21, 0, 4.76641e-18, 0, 0, 0
0.0273823, 0, 9.31564e-18, 0, 1.41421, -9.31564e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17134e-19, 0, 0, 6.72137e-22, 0, 1.4183e-20, 0, 8.98365e-18, 0, 0, 0
0.0352504, 0, 1.74141e-17, 0, 1.41421, -1.74141e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92814e-19, 0, 0, 1.27376e-21, 0, 2.70318e-20, 0, 1.6793e-17, 0, 0, 0
0.0431185, 0, 3.22916e-17, 0, 1.41421, -3.22916e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09924e-18, 0, 0, 2.39506e-21, 0, 5.11225e-20, 0, 3.11389e-17, 0, 0, 0
0.0509865, 0, 5.94092e-17, 0, 1.41421, -5.94092e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02228e-18, 0, 0, 4.4691e-21, 0, 9.59551e-20, 0, 5.72865e-17, 0, 0, 0
0.0588546, 0, 1.08458e-16, 0, 1.41421, -1.08458e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69177e-18, 0, 0, 8.277e-21, 0, 1.78783e-19, 0, 1.04579e-16, 0, 0, 0
0.0667227, 0, 1.96506e-16, 0, 1.41421, -1.96506e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68857e-18, 0, 0, 1.52175e-20, 0, 3.30726e-19, 0, 1.89471e-16, 0, 0, 0
0.0745907, 0, 3.53392e-16, 0, 1.41421, -3.53392e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20282e-17, 0, 0, 2.77774e-20, 0, 6.07527e-19, 0, 3.40729e-16, 0, 0, 0
0.0824588, 0, 6.30898e-16, 0, 1.41421, -6.30898e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14726e-17, 0, 0, 5.03475e-20, 0, 1.10838e-18, 0, 6.08267e-16, 0, 0, 0
0.0903269, 0, 1.11823e-15, 0, 1.41421, -1.11823e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80573e-17, 0, 0, 9.06264e-20, 0, 2.00862e-18, 0, 1.07807e-15, 0, 0, 0
0.0981949, 0, 1.96797e-15, 0, 1.41421, -1.96797e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6974e-17, 0, 0, 1.62021e-19, 0, 3.61622e-18, 0, 1.89721e-15, 0, 0, 0
0.106063, 0, 3.43922e-15, 0, 1.41421, -3.43922e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17039e-16, 0, 0, 2.87721e-19, 0, 6.4687e-18, 0, 3.31543e-15, 0, 0, 0
0.113931, 0, 5.96896e-15, 0, 1.41421, -5.96896e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03117e-16, 0, 0, 5.07576e-19, 0, 1.14984e-17, 0, 5.75384e-15, 0, 0, 0
0.121799, 0, 1.02889e-14, 0, 1.41421, -1.02889e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50103e-16, 0, 0, 8.89608e-19, 0, 2.03126e-17, 0, 9.9176e-15, 0, 0, 0
