   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0887638, 0, 5.41691e-15, 0, 1.41421, -5.41691e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44665e-17, 0, 0, 2.47713e-20, 4.83094e-19, 0, 5.40193e-15, 0, 0
0.0967524, 0, 1.01545e-14, 0, 1.41421, -1.01545e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71185e-17, 0, 0, 4.72464e-20, 9.27083e-19, 0, 1.01264e-14, 0, 0
0.104741, 0, 1.88651e-14, 0, 1.41421, -1.88651e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03812e-17, 0, 0, 8.93358e-20, 1.76423e-18, 0, 1.88129e-14, 0, 0
0.11273, 0, 3.47395e-14, 0, 1.41421, -3.47395e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2775e-17, 0, 0, 1.67489e-19, 3.32985e-18, 0, 3.46432e-14, 0, 0
0.120718, 0, 6.34177e-14, 0, 1.41421, -6.34177e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69362e-16, 0, 0, 3.11401e-19, 6.23469e-18, 0, 6.32418e-14, 0, 0
0.128707, 0, 1.14782e-13, 0, 1.41421, -1.14782e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06533e-16, 0, 0, 5.74226e-19, 1.15822e-17, 0, 1.14463e-13, 0, 0
0.136695, 0, 2.05996e-13, 0, 1.41421, -2.05996e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50126e-16, 0, 0, 1.05034e-18, 2.13515e-17, 0, 2.05423e-13, 0, 0
0.144684, 0, 3.66622e-13, 0, 1.41421, -3.66622e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79088e-16, 0, 0, 1.90598e-18, 3.9065e-17, 0, 3.65602e-13, 0, 0
0.152672, 0, 6.47135e-13, 0, 1.41421, -6.47135e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72821e-15, 0, 0, 3.43167e-18, 7.0947e-17, 0, 6.45332e-13, 0, 0
0.160661, 0, 1.133e-12, 0, 1.41421, -1.133e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02573e-15, 0, 0, 6.13111e-18, 1.27917e-16, 0, 1.12984e-12, 0, 0
0.16865, 0, 1.96768e-12, 0, 1.41421, -1.96768e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25481e-15, 0, 0, 1.08709e-17, 2.28992e-16, 0, 1.96218e-12, 0, 0
0.176638, 0, 3.39006e-12, 0, 1.41421, -3.39006e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05341e-15, 0, 0, 1.9131e-17, 4.07065e-16, 0, 3.38058e-12, 0, 0
0.184627, 0, 5.79458e-12, 0, 1.41421, -5.79458e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5475e-14, 0, 0, 3.34196e-17, 7.18639e-16, 0, 5.77835e-12, 0, 0
0.192615, 0, 9.82717e-12, 0, 1.41421, -9.82717e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62447e-14, 0, 0, 5.79573e-17, 1.26011e-15, 0, 9.7996e-12, 0, 0
0.200604, 0, 1.65369e-11, 0, 1.41421, -1.65369e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41648e-14, 0, 0, 9.9795e-17, 2.19498e-15, 0, 1.64904e-11, 0, 0
0.208592, 0, 2.76138e-11, 0, 1.41421, -2.76138e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37498e-14, 0, 0, 1.70632e-16, 3.7985e-15, 0, 2.75361e-11, 0, 0
0.216581, 0, 4.57584e-11, 0, 1.41421, -4.57584e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22215e-13, 0, 0, 2.89747e-16, 6.53132e-15, 0, 4.56294e-11, 0, 0
0.22457, 0, 7.52511e-11, 0, 1.41421, -7.52511e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00997e-13, 0, 0, 4.88712e-16, 1.11596e-14, 0, 7.50385e-11, 0, 0
0.232558, 0, 1.22822e-10, 0, 1.41421, -1.22822e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28083e-13, 0, 0, 8.18927e-16, 1.89499e-14, 0, 1.22474e-10, 0, 0
0.240547, 0, 1.98968e-10, 0, 1.41421, -1.98968e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31538e-13, 0, 0, 1.36356e-15, 3.19843e-14, 0, 1.98403e-10, 0, 0
0.248535, 0, 3.19931e-10, 0, 1.41421, -3.19931e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54794e-13, 0, 0, 2.25644e-15, 5.36649e-14, 0, 3.19021e-10, 0, 0
0.256524, 0, 5.10825e-10, 0, 1.41421, -5.10825e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36508e-12, 0, 0, 3.71798e-15, 8.9688e-14, 0, 5.09366e-10, 0, 0
0.264513, 0, 8.09316e-10, 0, 1.41421, -8.09316e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16318e-12, 0, 0, 6.08174e-15, 1.48766e-13, 0, 8.06998e-10, 0, 0
0.272501, 0, 1.27291e-09, 0, 1.41421, -1.27291e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40319e-12, 0, 0, 9.8952e-15, 2.45423e-13, 0, 1.26925e-09, 0, 0
0.28049, 0, 1.98759e-09, 0, 1.41421, -1.98759e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31568e-12, 0, 0, 1.60191e-14, 4.02754e-13, 0, 1.98185e-09, 0, 0
0.288478, 0, 3.08125e-09, 4.21791e-43, 1.41421, -3.08125e-09, 4.21791e-43, 0, 4.21791e-43, 4.21791e-43, 4.21791e-43, 4.21791e-43, 4.21791e-43, 4.21791e-43, 4.21791e-43, 8.244e-12, 4.21791e-43, 4.21791e-43, 2.58122e-14, 6.57607e-13, 4.21791e-43, 3.07233e-09, 4.21791e-43, 4.21791e-43
0.296467, 0, 4.74265e-09, 7.73937e-42, 1.41421, -4.74265e-09, 7.73937e-42, 0, 7.73937e-42, 7.73937e-42, 7.73937e-42, 7.73937e-42, 7.73937e-42, 7.73937e-42, 7.73937e-42, 1.26955e-11, 7.73937e-42, 7.73937e-42, 4.14154e-14, 1.06853e-12, 7.73937e-42, 4.72884e-09, 7.73937e-42, 7.73937e-42
0.304455, 0, 7.24814e-09, 1.18833e-40, 1.41421, -7.24814e-09, 1.18833e-40, 0, 1.18833e-40, 1.18833e-40, 1.18833e-40, 1.18833e-40, 1.18833e-40, 1.18833e-40, 1.18833e-40, 1.94144e-11, 1.18833e-40, 1.18833e-40, 6.61964e-14, 1.72822e-12, 1.18833e-40, 7.22693e-09, 1.18833e-40, 1.18833e-40
0.312444, 0, 1.09993e-08, 1.60911e-39, 1.41421, -1.09993e-08, 1.60911e-39, 0, 1.60911e-39, 1.60911e-39, 1.60911e-39, 1.60911e-39, 1.60911e-39, 1.60911e-39, 1.60911e-39, 2.94842e-11, 1.60911e-39, 1.60911e-39, 1.05449e-13, 2.78298e-12, 1.60911e-39, 1.09669e-08, 1.60911e-39, 1.60911e-39
0.320433, 0, 1.65751e-08, 1.94645e-38, 1.41421, -1.65751e-08, 1.94645e-38, 0, 1.94645e-38, 1.94645e-38, 1.94645e-38, 1.94645e-38, 1.94645e-38, 1.94645e-38, 1.94645e-38, 4.44708e-11, 1.94645e-38, 1.94645e-38, 1.67494e-13, 4.46299e-12, 1.94645e-38, 1.6526e-08, 1.94645e-38, 1.94645e-38
0.328421, 0, 2.48039e-08, 2.11801e-37, 1.41421, -2.48039e-08, 2.11801e-37, 0, 2.11801e-37, 2.11801e-37, 2.11801e-37, 2.11801e-37, 2.11801e-37, 2.11801e-37, 2.11801e-37, 6.66218e-11, 2.11801e-37, 2.11801e-37, 2.6541e-13, 7.12958e-12, 2.11801e-37, 2.47299e-08, 2.11801e-37, 2.11801e-37
0.33641, 0, 3.68621e-08, 2.08495e-36, 1.41421, -3.68621e-08, 2.08495e-36, 0, 2.08495e-36, 2.08495e-36, 2.08495e-36, 2.08495e-36, 2.08495e-36, 2.08495e-36, 2.08495e-36, 9.914e-11, 2.08495e-36, 2.08495e-36, 4.19775e-13, 1.13486e-11, 2.08495e-36, 3.67512e-08, 2.08495e-36, 2.08495e-36
0.344398, 0, 5.44074e-08, 1.86724e-35, 1.41421, -5.44074e-08, 1.86724e-35, 0, 1.86724e-35, 1.86724e-35, 1.86724e-35, 1.86724e-35, 1.86724e-35, 1.86724e-35, 1.86724e-35, 1.46558e-10, 1.86724e-35, 1.86724e-35, 6.6298e-13, 1.80042e-11, 1.86724e-35, 5.42421e-08, 1.86724e-35, 1.86724e-35
0.352387, 0, 7.97582e-08, 1.5293e-34, 1.41421, -7.97582e-08, 1.5293e-34, 0, 1.5293e-34, 1.5293e-34, 1.5293e-34, 1.5293e-34, 1.5293e-34, 1.5293e-34, 1.5293e-34, 2.15247e-10, 1.5293e-34, 1.5293e-34, 1.04607e-12, 2.84759e-11, 1.5293e-34, 7.95134e-08, 1.5293e-34, 1.5293e-34
0.360375, 0, 1.16133e-07, 1.15123e-33, 1.41421, -1.16133e-07, 1.15123e-33, 0, 1.15123e-33, 1.15123e-33, 1.15123e-33, 1.15123e-33, 1.15123e-33, 1.15123e-33, 1.15123e-33, 3.14105e-10, 1.15123e-33, 1.15123e-33, 1.64957e-12, 4.49115e-11, 1.15123e-33, 1.15773e-07, 1.15123e-33, 1.15123e-33
0.368364, 0, 1.67969e-07, 8.25128e-33, 1.41421, -1.67969e-07, 8.25128e-33, 0, 8.25128e-33, 8.25128e-33, 8.25128e-33, 8.25128e-33, 8.25128e-33, 8.25128e-33, 8.25128e-33, 4.5548e-10, 8.25128e-33, 8.25128e-33, 2.60049e-12, 7.065e-11, 8.25128e-33, 1.6744e-07, 8.25128e-33, 8.25128e-33
0.376353, 0, 2.4133e-07, 5.7865e-32, 1.41421, -2.4133e-07, 5.7865e-32, 0, 5.7865e-32, 5.7865e-32, 5.7865e-32, 5.7865e-32, 5.7865e-32, 5.7865e-32, 5.7865e-32, 6.56398e-10, 5.7865e-32, 5.7865e-32, 4.09928e-12, 1.10872e-10, 5.7865e-32, 2.40559e-07, 5.7865e-32, 5.7865e-32
0.384341, 0, 3.44457e-07, 3.81978e-31, 1.41421, -3.44457e-07, 3.81978e-31, 0, 3.81978e-31, 3.81978e-31, 3.81978e-31, 3.81978e-31, 3.81978e-31, 3.81978e-31, 3.81978e-31, 9.40198e-10, 3.81978e-31, 3.81978e-31, 6.46215e-12, 1.73601e-10, 3.81978e-31, 3.43337e-07, 3.81978e-31, 3.81978e-31
0.39233, 0, 4.88455e-07, 2.35032e-30, 1.41421, -4.88455e-07, 2.35032e-30, 0, 2.35032e-30, 2.35032e-30, 2.35032e-30, 2.35032e-30, 2.35032e-30, 2.35032e-30, 2.35032e-30, 1.33868e-09, 2.35032e-30, 2.35032e-30, 1.01872e-11, 2.71232e-10, 2.35032e-30, 4.86835e-07, 2.35032e-30, 2.35032e-30
0.400318, 0, 6.88192e-07, 1.3496e-29, 1.41421, -6.88192e-07, 1.3496e-29, 0, 1.3496e-29, 1.3496e-29, 1.3496e-29, 1.3496e-29, 1.3496e-29, 1.3496e-29, 1.3496e-29, 1.89495e-09, 1.3496e-29, 1.3496e-29, 1.6058e-11, 4.22865e-10, 1.3496e-29, 6.85858e-07, 1.3496e-29, 1.3496e-29
0.408307, 0, 9.63427e-07, 7.25004e-29, 1.41421, -9.63427e-07, 7.25004e-29, 0, 7.25004e-29, 7.25004e-29, 7.25004e-29, 7.25004e-29, 7.25004e-29, 7.25004e-29, 7.25004e-29, 2.66708e-09, 7.25004e-29, 7.25004e-29, 2.53036e-11, 6.57844e-10, 7.25004e-29, 9.60077e-07, 7.25004e-29, 7.25004e-29
0.416295, 0, 1.34023e-06, 3.65513e-28, 1.41421, -1.34023e-06, 3.65513e-28, 0, 3.65513e-28, 3.65513e-28, 3.65513e-28, 3.65513e-28, 3.65513e-28, 3.65513e-28, 3.65513e-28, 3.73294e-09, 3.65513e-28, 3.65513e-28, 3.98462e-11, 1.02108e-09, 3.65513e-28, 1.33544e-06, 3.65513e-28, 3.65513e-28
0.424284, 0, 1.85279e-06, 1.73538e-27, 1.41421, -1.85279e-06, 1.73538e-27, 0, 1.73538e-27, 1.73538e-27, 1.73538e-27, 1.73538e-27, 1.73538e-27, 1.73538e-27, 1.73538e-27, 5.19639e-09, 1.73538e-27, 1.73538e-27, 6.26801e-11, 1.58102e-09, 1.73538e-27, 1.84595e-06, 1.73538e-27, 1.73538e-27
0.432273, 0, 2.5456e-06, 7.78338e-27, 1.41421, -2.5456e-06, 7.78338e-27, 0, 7.78338e-27, 7.78338e-27, 7.78338e-27, 7.78338e-27, 7.78338e-27, 7.78338e-27, 7.78338e-27, 7.19525e-09, 7.78338e-27, 7.78338e-27, 9.84485e-11, 2.44152e-09, 7.78338e-27, 2.53587e-06, 7.78338e-27, 7.78338e-27
0.440261, 0, 3.47618e-06, 3.30751e-26, 1.41421, -3.47618e-06, 3.30751e-26, 0, 3.30751e-26, 3.30751e-26, 3.30751e-26, 3.30751e-26, 3.30751e-26, 3.30751e-26, 3.30751e-26, 9.91155e-09, 3.30751e-26, 3.30751e-26, 1.54314e-10, 3.75929e-09, 3.30751e-26, 3.46235e-06, 3.30751e-26, 3.30751e-26
0.44825, 0, 4.71842e-06, 2.30065e-25, 1.41421, -4.71842e-06, 2.30065e-25, 0, 2.30065e-25, 2.30065e-25, 2.30065e-25, 2.30065e-25, 2.30065e-25, 2.30065e-25, 2.30065e-25, 1.35846e-08, 2.30065e-25, 2.30065e-25, 2.41361e-10, 5.77039e-09, 2.30065e-25, 4.69882e-06, 2.30065e-25, 2.30065e-25
0.456238, 0, 6.36654e-06, 8.48334e-25, 1.41421, -6.36654e-06, 8.48334e-25, 0, 8.48334e-25, 8.48334e-25, 8.48334e-25, 8.48334e-25, 8.48334e-25, 8.48334e-25, 8.48334e-25, 1.85271e-08, 8.48334e-25, 8.48334e-25, 3.76177e-10, 8.82328e-09, 8.48334e-25, 6.33882e-06, 8.48334e-25, 8.48334e-25
0.464227, 0, 8.54163e-06, 3.02829e-24, 1.41421, -8.54163e-06, 6.61679e-11, 0, 1.42816e-13, 2.43718e-13, 6.72568e-13, 4.01751e-13, 3.26979e-11, 5.19012e-12, 1.41912e-10, 2.5147e-08, 5.48318e-12, 1.22224e-13, 5.84204e-10, 1.34371e-08, 2.36277e-15, 8.50162e-06, 3.02829e-24, 5.87892e-10
0.472215, 0, 1.14071e-05, 1.24948e-08, 1.41421, -1.14071e-05, 1.2714e-08, 1.24948e-08, 1.24953e-08, 1.24957e-08, 1.24971e-08, 1.24962e-08, 1.26031e-08, 1.2512e-08, 1.29648e-08, 4.64668e-08, 1.2513e-08, 1.24952e-08, 1.33985e-08, 3.2868e-08, 1.24949e-08, 1.13491e-05, 1.24948e-08, 1.44417e-08
0.480204, 0, 1.51576e-05, 4.12235e-08, 1.41421, -1.51576e-05, 4.17857e-08, 4.12235e-08, 4.12247e-08, 4.12256e-08, 4.12292e-08, 4.12269e-08, 4.15013e-08, 4.12676e-08, 4.24293e-08, 8.69059e-08, 4.12701e-08, 4.12246e-08, 4.2615e-08, 7.1964e-08, 4.12235e-08, 1.50726e-05, 4.12235e-08, 4.62186e-08
0.488193, 0, 2.00532e-05, 1.05381e-07, 1.41421, -2.00532e-05, 1.06694e-07, 1.05381e-07, 1.05384e-07, 1.05386e-07, 1.05395e-07, 1.05389e-07, 1.0603e-07, 1.05484e-07, 1.08196e-07, 1.66533e-07, 1.0549e-07, 1.05384e-07, 1.07514e-07, 1.51522e-07, 1.05381e-07, 1.99271e-05, 1.05381e-07, 1.17043e-07
0.496181, 0, 2.6435e-05, 2.45329e-07, 1.41421, -2.6435e-05, 2.48245e-07, 2.45329e-07, 2.45335e-07, 2.4534e-07, 2.45359e-07, 2.45347e-07, 2.4677e-07, 2.45558e-07, 2.51583e-07, 3.26823e-07, 2.45571e-07, 2.45334e-07, 2.48579e-07, 3.14198e-07, 2.45329e-07, 2.62444e-05, 2.45329e-07, 2.71235e-07
0.50417, 0, 3.47651e-05, 5.43726e-07, 1.41421, -3.47651e-05, 5.49993e-07, 5.43726e-07, 5.4374e-07, 5.43749e-07, 5.4379e-07, 5.43764e-07, 5.46823e-07, 5.44218e-07, 5.57166e-07, 6.5185e-07, 5.44246e-07, 5.43738e-07, 5.48652e-07, 6.45919e-07, 5.43727e-07, 3.44703e-05, 5.43726e-07, 5.99403e-07
0.512158, 0, 4.5691e-05, 1.16616e-06, 1.41421, -4.5691e-05, 1.17928e-06, 1.16616e-06, 1.16619e-06, 1.16621e-06, 1.1663e-06, 1.16624e-06, 1.17265e-06, 1.16719e-06, 1.1943e-06, 1.30899e-06, 1.16725e-06, 1.16619e-06, 1.17358e-06, 1.31695e-06, 1.16616e-06, 4.52232e-05, 1.16616e-06, 1.28273e-06
0.520147, 0, 6.01559e-05, 2.43685e-06, 1.41421, -6.01559e-05, 2.46369e-06, 2.43685e-06, 2.43691e-06, 2.43695e-06, 2.43712e-06, 2.43701e-06, 2.45011e-06, 2.43895e-06, 2.49441e-06, 2.62471e-06, 2.43907e-06, 2.4369e-06, 2.44796e-06, 2.6578e-06, 2.43685e-06, 5.93949e-05, 2.43685e-06, 2.67532e-06
0.528135, 0, 7.9592e-05, 4.97626e-06, 1.41421, -7.9592e-05, 5.02999e-06, 4.97626e-06, 4.97637e-06, 4.97645e-06, 4.9768e-06, 4.97658e-06, 5.00281e-06, 4.98047e-06, 5.09151e-06, 5.22228e-06, 4.98071e-06, 4.97636e-06, 4.9928e-06, 5.29786e-06, 4.97626e-06, 7.83249e-05, 4.97626e-06, 5.45369e-06
0.536124, 0, 0.000106249, 9.94539e-06, 1.41421, -0.000106249, 1.00507e-05, 9.94539e-06, 9.94561e-06, 9.94578e-06, 9.94646e-06, 9.94603e-06, 9.99745e-06, 9.95365e-06, 1.01714e-05, 1.02662e-05, 9.95412e-06, 9.94558e-06, 9.96986e-06, 1.04103e-05, 9.94539e-06, 0.0001041, 9.94539e-06, 1.08815e-05
0.544113, 0, 0.000143753, 1.94674e-05, 1.41421, -0.000143753, 1.96698e-05, 1.94674e-05, 1.94678e-05, 1.94681e-05, 1.94694e-05, 1.94686e-05, 1.95674e-05, 1.94832e-05, 1.99015e-05, 1.98839e-05, 1.94841e-05, 1.94677e-05, 1.95033e-05, 2.01348e-05, 1.94674e-05, 0.00014006, 1.94674e-05, 2.12658e-05
0.552101, 0, 0.000198026, 3.73381e-05, 1.41421, -0.000198026, 3.77193e-05, 3.73381e-05, 3.73389e-05, 3.73395e-05, 3.7342e-05, 3.73404e-05, 3.75265e-05, 3.7368e-05, 3.81556e-05, 3.78768e-05, 3.73697e-05, 3.73388e-05, 3.73906e-05, 3.82897e-05, 3.73381e-05, 0.00019164, 3.73381e-05, 4.07244e-05
0.56009, 0, 0.000278803, 7.01914e-05, 1.41421, -0.000278803, 7.08949e-05, 7.01914e-05, 7.01929e-05, 7.0194e-05, 7.01986e-05, 7.01957e-05, 7.05391e-05, 7.02466e-05, 7.17003e-05, 7.0885e-05, 7.02497e-05, 7.01927e-05, 7.02675e-05, 7.15388e-05, 7.01914e-05, 0.000267745, 7.01914e-05, 7.64421e-05
0.568078, 0, 0.000402004, 0.000129359, 1.41421, -0.000402004, 0.000130632, 0.000129359, 0.000129361, 0.000129363, 0.000129372, 0.000129366, 0.000129988, 0.000129458, 0.000132089, 0.000130248, 0.000129464, 0.000129361, 0.000129468, 0.000131254, 0.000129359, 0.000382927, 0.000129359, 0.000140672
0.576067, 0, 0.000593436, 0.00023376, 1.41421, -0.000593436, 0.00023602, 0.00023376, 0.000233765, 0.000233769, 0.000233783, 0.000233774, 0.000234877, 0.000233938, 0.000238607, 0.000234897, 0.000233948, 0.000233764, 0.000233917, 0.000236409, 0.00023376, 0.000560772, 0.00023376, 0.00025384
0.584056, 0, 0.000894431, 0.000414274, 1.41421, -0.000894431, 0.000418209, 0.000414274, 0.000414283, 0.000414289, 0.000414314, 0.000414298, 0.000416219, 0.000414583, 0.000422713, 0.000415721, 0.0004146, 0.000414282, 0.000414498, 0.000417953, 0.000414274, 0.000839077, 0.000414274, 0.000449233
0.592044, 0, 0.00136981, 0.00072014, 1.41421, -0.00136981, 0.00072686, 0.00072014, 0.000720155, 0.000720165, 0.000720209, 0.000720181, 0.000723461, 0.000720668, 0.000734553, 0.000721976, 0.000720697, 0.000720153, 0.000720457, 0.000725221, 0.000720141, 0.00127717, 0.00072014, 0.000779847
0.600033, 0, 0.00211963, 0.0012281, 1.41421, -0.00211963, 0.00123936, 0.0012281, 0.00122812, 0.00122814, 0.00122821, 0.00122816, 0.00123366, 0.00122898, 0.00125225, 0.00123042, 0.00122903, 0.00122812, 0.00122854, 0.00123508, 0.0012281, 0.00196677, 0.0012281, 0.00132815
0.608021, 0, 0.00329515, 0.00205498, 1.41421, -0.00329515, 0.0020735, 0.00205498, 0.00205502, 0.00205505, 0.00205517, 0.00205509, 0.00206413, 0.00205643, 0.0020947, 0.0020579, 0.00205651, 0.00205501, 0.0020556, 0.00206452, 0.00205498, 0.00304669, 0.00205498, 0.00221952
0.61601, 0, 0.00512015, 0.00337451, 1.41421, -0.00512015, 0.0034044, 0.00337451, 0.00337457, 0.00337462, 0.00337481, 0.00337469, 0.00338928, 0.00337686, 0.00343863, 0.00337819, 0.00337699, 0.00337457, 0.00337538, 0.00338751, 0.00337451, 0.00472267, 0.00337451, 0.00364012
0.623998, 0, 0.00791864, 0.00543906, 1.41421, -0.00791864, 0.00548643, 0.00543906, 0.00543916, 0.00543923, 0.00543954, 0.00543934, 0.00546247, 0.00544277, 0.00554066, 0.00544367, 0.00544298, 0.00543914, 0.00544026, 0.00545671, 0.00543906, 0.00729312, 0.00543906, 0.00585995
0.631987, 0, 0.012149, 0.00860629, 1.41421, -0.012149, 0.00868, 0.00860629, 0.00860645, 0.00860656, 0.00860704, 0.00860674, 0.00864271, 0.00861207, 0.00876437, 0.00861206, 0.0086124, 0.00860643, 0.00860795, 0.00863018, 0.00860629, 0.0111809, 0.00860629, 0.00926118
0.639976, 0, 0.018445, 0.0133711, 1.41421, -0.018445, 0.0134837, 0.0133711, 0.0133714, 0.0133715, 0.0133723, 0.0133718, 0.0134268, 0.01338, 0.0136127, 0.0133783, 0.0133805, 0.0133713, 0.0133734, 0.0134034, 0.0133711, 0.0169718, 0.0133711, 0.0143718
0.647964, 0, 0.0276624, 0.0204014, 1.41421, -0.0276624, 0.0205705, 0.0204014, 0.0204018, 0.020402, 0.0204031, 0.0204025, 0.020485, 0.0204147, 0.020764, 0.0204104, 0.0204154, 0.0204017, 0.0204045, 0.0204448, 0.0204014, 0.0254585, 0.0204014, 0.0219034
0.655953, 0, 0.040929, 0.0305754, 1.41421, -0.040929, 0.0308247, 0.0305754, 0.0305759, 0.0305763, 0.0305779, 0.0305769, 0.0306986, 0.0305949, 0.03111, 0.0305866, 0.030596, 0.0305759, 0.0305797, 0.0306337, 0.0305754, 0.0376873, 0.0305754, 0.0327902
0.663941, 0, 0.0596954, 0.0450184, 1.41421, -0.0596954, 0.0453796, 0.0450184, 0.0450192, 0.0450197, 0.045022, 0.0450206, 0.0451969, 0.0450467, 0.045793, 0.0450322, 0.0450483, 0.045019, 0.0450242, 0.0450965, 0.0450184, 0.0550071, 0.0450184, 0.0482277
0.67193, 0, 0.0857794, 0.0651325, 1.41421, -0.0857794, 0.0656469, 0.0651325, 0.0651336, 0.0651344, 0.0651377, 0.0651356, 0.0653867, 0.0651728, 0.0662357, 0.0651496, 0.0651751, 0.0651335, 0.0651404, 0.0652367, 0.0651325, 0.0791125, 0.0651325, 0.0697032
0.679918, 0, 0.121403, 0.0926163, 1.41421, -0.121403, 0.0933365, 0.0926163, 0.0926179, 0.092619, 0.0926236, 0.0926207, 0.0929722, 0.0926728, 0.0941608, 0.0926374, 0.092676, 0.0926177, 0.0926269, 0.0927549, 0.0926163, 0.112079, 0.0926163, 0.0990158
