   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_50.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.356738, 0, 1.00525e-12, 0, 1.41421, -1.00525e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.75284e-15, 0, 3.83436e-18, 3.03368e-16, 0, 1.00119e-12, 0, 0
0.365056, 0, 2.20984e-12, 0, 1.41421, -2.20984e-12, 0, 0, 0, 0, 0, 0, 0, 0, 8.24962e-15, 0, 8.53314e-18, 6.8382e-16, 0, 2.2009e-12, 0, 0
0.373374, 0, 4.78406e-12, 0, 1.41421, -4.78406e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.7859e-14, 0, 1.87217e-17, 1.51849e-15, 0, 4.76466e-12, 0, 0
0.381692, 0, 1.02009e-11, 0, 1.41421, -1.02009e-11, 0, 0, 0, 0, 0, 0, 0, 0, 3.80795e-14, 0, 4.0509e-17, 3.32262e-15, 0, 1.01594e-11, 0, 0
0.390009, 0, 2.14258e-11, 8.58996e-43, 1.41421, -2.14258e-11, 8.58996e-43, 0, 8.58996e-43, 8.58996e-43, 8.58996e-43, 8.58996e-43, 8.58996e-43, 8.58996e-43, 7.99813e-14, 8.58996e-43, 8.64764e-17, 7.16543e-15, 8.58996e-43, 2.13385e-11, 8.58996e-43, 8.58996e-43
0.398327, 0, 4.43344e-11, 1.79044e-41, 1.41421, -4.43344e-11, 1.79044e-41, 0, 1.79044e-41, 1.79044e-41, 1.79044e-41, 1.79044e-41, 1.79044e-41, 1.79044e-41, 1.65501e-13, 1.79044e-41, 1.82215e-16, 1.52336e-14, 1.79044e-41, 4.41535e-11, 1.79044e-41, 1.79044e-41
0.406645, 0, 9.03838e-11, 3.02211e-40, 1.41421, -9.03838e-11, 3.02211e-40, 0, 3.02211e-40, 3.02211e-40, 3.02211e-40, 3.02211e-40, 3.02211e-40, 3.02211e-40, 3.37422e-13, 3.02211e-40, 3.79185e-16, 3.19349e-14, 3.02211e-40, 9.00141e-11, 3.02211e-40, 3.02211e-40
0.414963, 0, 1.81563e-10, 4.44071e-39, 1.41421, -1.81563e-10, 4.44071e-39, 0, 4.44071e-39, 4.44071e-39, 4.44071e-39, 4.44071e-39, 4.44071e-39, 4.44071e-39, 6.77883e-13, 4.44071e-39, 7.79806e-16, 6.60316e-14, 4.44071e-39, 1.80818e-10, 4.44071e-39, 4.44071e-39
0.42328, 0, 3.59407e-10, 5.78532e-38, 1.41421, -3.59407e-10, 5.78532e-38, 0, 5.78532e-38, 5.78532e-38, 5.78532e-38, 5.78532e-38, 5.78532e-38, 5.78532e-38, 1.34212e-12, 5.78532e-38, 1.58613e-15, 1.34709e-13, 5.78532e-38, 3.57929e-10, 5.78532e-38, 5.78532e-38
0.431598, 0, 7.01136e-10, 6.73658e-37, 1.41421, -7.01136e-10, 6.73658e-37, 0, 6.73658e-37, 6.73658e-37, 6.73658e-37, 6.73658e-37, 6.73658e-37, 6.73658e-37, 2.61893e-12, 6.73658e-37, 3.19386e-15, 2.71248e-13, 6.73658e-37, 6.98242e-10, 6.73658e-37, 6.73658e-37
0.439916, 0, 1.34807e-09, 7.05872e-36, 1.41421, -1.34807e-09, 7.05872e-36, 0, 7.05872e-36, 7.05872e-36, 7.05872e-36, 7.05872e-36, 7.05872e-36, 7.05872e-36, 5.03746e-12, 7.05872e-36, 6.37401e-15, 5.39342e-13, 7.05872e-36, 1.34249e-09, 7.05872e-36, 7.05872e-36
0.448234, 0, 2.55474e-09, 6.69753e-35, 1.41421, -2.55474e-09, 6.69753e-35, 0, 6.69753e-35, 6.69753e-35, 6.69753e-35, 6.69753e-35, 6.69753e-35, 6.69753e-35, 9.55212e-12, 6.69753e-35, 1.26233e-14, 1.05958e-12, 6.69753e-35, 2.54411e-09, 6.69753e-35, 6.69753e-35
0.456551, 0, 4.77245e-09, 5.78885e-34, 1.41421, -4.77245e-09, 5.78885e-34, 0, 5.78885e-34, 5.78885e-34, 5.78885e-34, 5.78885e-34, 5.78885e-34, 5.78885e-34, 1.78587e-11, 5.78885e-34, 2.48438e-14, 2.0582e-12, 5.78885e-34, 4.75251e-09, 5.78885e-34, 5.78885e-34
0.464869, 0, 8.78879e-09, 4.58284e-33, 1.41421, -8.78879e-09, 4.58284e-33, 0, 4.58284e-33, 4.58284e-33, 4.58284e-33, 4.58284e-33, 4.58284e-33, 4.58284e-33, 3.29251e-11, 4.58284e-33, 4.86626e-14, 3.95648e-12, 4.58284e-33, 8.75186e-09, 4.58284e-33, 4.58284e-33
0.473187, 0, 1.59569e-08, 3.52104e-32, 1.41421, -1.59569e-08, 3.52104e-32, 0, 3.52104e-32, 3.52104e-32, 3.52104e-32, 3.52104e-32, 3.52104e-32, 3.52104e-32, 5.98694e-11, 3.52104e-32, 9.50087e-14, 7.53492e-12, 3.52104e-32, 1.58894e-08, 3.52104e-32, 3.52104e-32
0.481505, 0, 2.85653e-08, 2.58426e-31, 1.41421, -2.85653e-08, 2.58426e-31, 0, 2.58426e-31, 2.58426e-31, 2.58426e-31, 2.58426e-31, 2.58426e-31, 2.58426e-31, 1.07391e-10, 2.58426e-31, 1.85149e-13, 1.42355e-11, 2.58426e-31, 2.84435e-08, 2.58426e-31, 2.58426e-31
0.489822, 0, 5.04244e-08, 1.77528e-30, 1.41421, -5.04244e-08, 1.77528e-30, 0, 1.77528e-30, 1.77528e-30, 1.77528e-30, 1.77528e-30, 1.77528e-30, 1.77528e-30, 1.90067e-10, 1.77528e-30, 3.60552e-13, 2.67233e-11, 1.77528e-30, 5.02072e-08, 1.77528e-30, 1.77528e-30
0.49814, 0, 8.77808e-08, 1.13595e-29, 1.41421, -8.77808e-08, 1.13595e-29, 0, 1.13595e-29, 1.13595e-29, 1.13595e-29, 1.13595e-29, 1.13595e-29, 1.13595e-29, 3.31998e-10, 1.13595e-29, 7.02136e-13, 4.99369e-11, 1.13595e-29, 8.73981e-08, 1.13595e-29, 1.13595e-29
0.506458, 0, 1.50718e-07, 6.77745e-29, 1.41421, -1.50718e-07, 6.77745e-29, 0, 6.77745e-29, 6.77745e-29, 6.77745e-29, 6.77745e-29, 6.77745e-29, 6.77745e-29, 5.72494e-10, 6.77745e-29, 1.3677e-12, 9.3078e-11, 6.77745e-29, 1.50051e-07, 6.77745e-29, 6.77745e-29
0.514775, 0, 2.55267e-07, 3.78139e-28, 1.41421, -2.55267e-07, 3.78139e-28, 0, 3.78139e-28, 3.78139e-28, 3.78139e-28, 3.78139e-28, 3.78139e-28, 3.78139e-28, 9.74873e-10, 3.78139e-28, 2.66411e-12, 1.7341e-10, 3.78139e-28, 2.54116e-07, 3.78139e-28, 3.78139e-28
0.523093, 0, 4.26528e-07, 3.03601e-27, 1.41421, -4.26528e-07, 3.03601e-27, 0, 3.03601e-27, 3.03601e-27, 3.03601e-27, 3.03601e-27, 3.03601e-27, 3.03601e-27, 1.63993e-09, 3.03601e-27, 5.18857e-12, 3.23931e-10, 3.03601e-27, 4.24559e-07, 3.03601e-27, 3.03601e-27
0.531411, 0, 7.03201e-07, 1.42646e-26, 1.41421, -7.03201e-07, 1.42646e-26, 0, 1.42646e-26, 1.42646e-26, 1.42646e-26, 1.42646e-26, 1.42646e-26, 1.42646e-26, 2.72603e-09, 1.42646e-26, 1.00758e-11, 6.06273e-10, 1.42646e-26, 6.99859e-07, 1.42646e-26, 1.42646e-26
0.539729, 0, 1.14411e-06, 6.35992e-26, 1.41421, -1.14411e-06, 6.35992e-26, 0, 6.35992e-26, 6.35992e-26, 6.35992e-26, 6.35992e-26, 6.35992e-26, 6.35992e-26, 4.47967e-09, 6.35992e-26, 1.94959e-11, 1.13952e-09, 6.35992e-26, 1.13847e-06, 6.35992e-26, 6.35992e-26
0.548046, 0, 1.83732e-06, 2.69939e-25, 1.41421, -1.83732e-06, 2.69939e-25, 0, 2.69939e-25, 2.69939e-25, 2.69939e-25, 2.69939e-25, 2.69939e-25, 2.69939e-25, 7.28008e-09, 2.69939e-25, 3.75237e-11, 2.15159e-09, 2.69939e-25, 1.82785e-06, 2.69939e-25, 2.69939e-25
0.556364, 0, 2.91281e-06, 1.09399e-24, 1.41421, -2.91281e-06, 1.09399e-24, 0, 1.09399e-24, 1.09399e-24, 1.09399e-24, 1.09399e-24, 1.09399e-24, 1.09399e-24, 1.17048e-08, 1.09399e-24, 7.17191e-11, 4.07898e-09, 1.09399e-24, 2.89695e-06, 1.09399e-24, 1.09399e-24
0.564682, 0, 4.56078e-06, 4.26663e-24, 1.41421, -4.56078e-06, 1.86396e-10, 0, 8.8303e-14, 1.30959e-13, 1.91866e-12, 1.92076e-11, 4.13312e-12, 8.16291e-11, 1.8625e-08, 3.11478e-12, 1.35908e-10, 7.75382e-09, 7.16135e-15, 4.53359e-06, 4.26663e-24, 3.78759e-10
0.573, 0, 7.06657e-06, 1.24822e-08, 1.41421, -7.06657e-06, 1.33047e-08, 1.24822e-08, 1.24826e-08, 1.24828e-08, 1.24907e-08, 1.2567e-08, 1.25005e-08, 1.28424e-08, 4.18226e-08, 1.2496e-08, 1.27372e-08, 2.72324e-08, 1.24823e-08, 7.01925e-06, 1.24822e-08, 1.41535e-08
0.581317, 0, 1.08373e-05, 5.49131e-08, 1.41421, -1.08373e-05, 5.7805e-08, 5.49131e-08, 5.49145e-08, 5.49152e-08, 5.49429e-08, 5.52111e-08, 5.49773e-08, 5.61796e-08, 1.00684e-07, 5.49615e-08, 5.53864e-08, 8.29252e-08, 5.49133e-08, 1.07526e-05, 5.49131e-08, 6.07895e-08
0.589635, 0, 1.64922e-05, 1.92612e-07, 1.41421, -1.64922e-05, 2.01938e-07, 1.92612e-07, 1.92617e-07, 1.92619e-07, 1.92708e-07, 1.93573e-07, 1.92819e-07, 1.96696e-07, 2.63336e-07, 1.92768e-07, 1.9348e-07, 2.45582e-07, 1.92613e-07, 1.63338e-05, 1.92612e-07, 2.11563e-07
0.597953, 0, 2.50139e-05, 6.20083e-07, 1.41421, -2.50139e-05, 6.48544e-07, 6.20083e-07, 6.20097e-07, 6.20103e-07, 6.20376e-07, 6.23016e-07, 6.20714e-07, 6.32547e-07, 7.28341e-07, 6.20559e-07, 6.21655e-07, 7.19581e-07, 6.20084e-07, 2.47014e-05, 6.20083e-07, 6.77916e-07
0.606271, 0, 3.80955e-05, 1.88952e-06, 1.41421, -3.80955e-05, 1.97242e-06, 1.88952e-06, 1.88956e-06, 1.88958e-06, 1.89037e-06, 1.89806e-06, 1.89136e-06, 1.92583e-06, 2.0537e-06, 1.89091e-06, 1.89233e-06, 2.07481e-06, 1.88952e-06, 3.74428e-05, 1.88952e-06, 2.05798e-06
0.614588, 0, 5.89385e-05, 5.49646e-06, 1.41421, -5.89385e-05, 5.72757e-06, 5.49646e-06, 5.49656e-06, 5.49662e-06, 5.49883e-06, 5.52027e-06, 5.50158e-06, 5.59767e-06, 5.74315e-06, 5.50032e-06, 5.50142e-06, 5.8379e-06, 5.49646e-06, 5.7508e-05, 5.49646e-06, 5.96608e-06
0.622906, 0.978757, 9.40845e-05, 1.53035e-05, 1.72591, 0.978662, 1.59207e-05, 1.53035e-05, 1.53038e-05, 1.53039e-05, 1.53098e-05, 1.53671e-05, 1.53172e-05, 1.55738e-05, 1.56708e-05, 1.53138e-05, 1.53121e-05, 1.59248e-05, 1.53035e-05, 9.08507e-05, 1.53035e-05, 1.65578e-05
0.631224, 1.02124, 0.000157509, 4.08226e-05, 1.73817, 1.02109, 4.24028e-05, 4.08226e-05, 4.08233e-05, 4.08237e-05, 4.08388e-05, 4.09854e-05, 4.08576e-05, 4.15146e-05, 4.13646e-05, 4.0849e-05, 4.08375e-05, 4.19382e-05, 4.08226e-05, 0.00015011, 4.08226e-05, 4.40337e-05
0.639542, 1.94786, 0.00027938, 0.00010438, 1.98692, 1.94758, 0.000108259, 0.00010438, 0.000104382, 0.000104383, 0.00010442, 0.00010478, 0.000104466, 0.000106079, 0.000105173, 0.000104445, 0.000104406, 0.000106356, 0.00010438, 0.00026253, 0.00010438, 0.000112263
0.647859, 1.02365, 0.000523911, 0.000255907, 1.73887, 1.02313, 0.00026504, 0.000255907, 0.000255911, 0.000255913, 0.000256001, 0.000256848, 0.000256109, 0.000259907, 0.000257057, 0.00025606, 0.00025595, 0.000259359, 0.000255907, 0.000486175, 0.000255907, 0.000274465
0.656177, 0.0284847, 0.00102381, 0.000601758, 1.42425, 0.0274609, 0.000622387, 0.000601758, 0.000601768, 0.000601772, 0.00060197, 0.000603884, 0.000602215, 0.000610792, 0.000603413, 0.000602103, 0.000601829, 0.000607709, 0.000601759, 0.000941382, 0.000601758, 0.000643677
0.664495, 1, 0.00204292, 0.00135755, 1.73205, 0.997957, 0.00140227, 0.00135755, 0.00135757, 0.00135758, 0.00135801, 0.00136216, 0.00135854, 0.00137713, 0.00135991, 0.00135829, 0.00135766, 0.00136769, 0.00135755, 0.00186827, 0.00135755, 0.00144842
0.672813, 1.92858, 0.00408334, 0.00293906, 1.98206, 1.9245, 0.00303212, 0.00293906, 0.00293911, 0.00293913, 0.00294002, 0.00294865, 0.00294113, 0.00297982, 0.00294242, 0.00294062, 0.00293925, 0.00295615, 0.00293907, 0.00372553, 0.00293906, 0.00312816
0.68113, 1.07142, 0.00805647, 0.00610833, 1.75255, 1.06336, 0.0062943, 0.00610833, 0.00610842, 0.00610846, 0.00611024, 0.00612749, 0.00611245, 0.00618977, 0.00611307, 0.00611144, 0.00610864, 0.00613688, 0.00610834, 0.00734904, 0.00610833, 0.00648622
0.689448, 0.959465, 0.0155362, 0.012191, 1.72031, 0.943929, 0.012548, 0.012191, 0.0121912, 0.0121912, 0.0121947, 0.0122278, 0.0121989, 0.0123473, 0.0121977, 0.012197, 0.0121915, 0.0122384, 0.012191, 0.014188, 0.012191, 0.0129165
0.697766, 0.997583, 0.0291027, 0.0233731, 1.73135, 0.968481, 0.0240318, 0.0233731, 0.0233734, 0.0233735, 0.0233798, 0.0234409, 0.0233877, 0.0236615, 0.0233824, 0.0233841, 0.0233739, 0.0234512, 0.0233731, 0.0266276, 0.0233731, 0.0247116
0.706083, 0.997599, 0.0527627, 0.0430648, 1.73136, 0.944836, 0.0442334, 0.0430648, 0.0430654, 0.0430656, 0.0430768, 0.0431852, 0.0430907, 0.0435766, 0.0430778, 0.0430843, 0.0430661, 0.0431931, 0.0430648, 0.0483859, 0.0430648, 0.0454394
0.714401, 0.0453525, 0.0923914, 0.0762861, 1.43016, -0.0470389, 0.0782803, 0.0762861, 0.076287, 0.0762875, 0.0763066, 0.0764916, 0.0763303, 0.0771594, 0.0763041, 0.0763194, 0.0762881, 0.0764955, 0.0762862, 0.0849361, 0.0762861, 0.0803384
0.722719, 3.89965, 0.156098, 0.129985, 2.42892, 3.74355, 0.133261, 0.129985, 0.129987, 0.129987, 0.130019, 0.130323, 0.130058, 0.131419, 0.13001, 0.13004, 0.129988, 0.130324, 0.129985, 0.143862, 0.129985, 0.136641
0.731037, 1.04776, 0.254354, 0.213153, 1.74578, 0.793406, 0.218334, 0.213153, 0.213156, 0.213157, 0.213206, 0.213687, 0.213268, 0.215422, 0.213187, 0.21324, 0.213158, 0.213697, 0.213153, 0.234998, 0.213153, 0.223682
0.739354, 0.0525937, 0.399724, 0.336583, 1.43269, -0.34713, 0.344482, 0.336583, 0.336587, 0.336589, 0.336665, 0.337397, 0.336759, 0.340042, 0.336629, 0.336715, 0.336591, 0.337444, 0.336584, 0.370192, 0.336583, 0.352633
0.747672, 0, 0.606014, 0.512127, 1.41421, -0.606014, 0.523739, 0.512127, 0.512133, 0.512135, 0.512247, 0.513324, 0.512385, 0.517212, 0.512187, 0.512321, 0.512139, 0.513464, 0.512128, 0.562531, 0.512127, 0.535722
0.75599, 1.94018, 0.886805, 0.751384, 1.98499, 1.05338, 0.767861, 0.751384, 0.751391, 0.751395, 0.751553, 0.753082, 0.751749, 0.7586, 0.751462, 0.751659, 0.751401, 0.753418, 0.751384, 0.82497, 0.751384, 0.784866
