   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00558689, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00232818, 0, 1.20153e-20, 0, 1.41421, -1.20153e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39601e-23, 0, 0, 2.25669e-25, 0, 7.36063e-24, 0, 1.19538e-20, 0, 0
0.0102433, 0, 2.7803e-20, 0, 1.41421, -2.7803e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2486e-22, 0, 0, 5.29184e-25, 0, 1.73743e-23, 0, 2.76603e-20, 0, 0
0.0181583, 0, 6.33423e-20, 0, 1.41421, -6.33423e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8446e-22, 0, 0, 1.22192e-24, 0, 4.03529e-23, 0, 6.30163e-20, 0, 0
0.0260734, 0, 1.42197e-19, 0, 1.41421, -1.42197e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38573e-22, 0, 0, 2.78061e-24, 0, 9.2305e-23, 0, 1.41463e-19, 0, 0
0.0339885, 0, 3.14762e-19, 0, 1.41421, -3.14762e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41351e-21, 0, 0, 6.24035e-24, 0, 2.0812e-22, 0, 3.13134e-19, 0, 0
0.0419035, 0, 6.87452e-19, 0, 1.41421, -6.87452e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08712e-21, 0, 0, 1.38206e-23, 0, 4.62861e-22, 0, 6.83888e-19, 0, 0
0.0498186, 0, 1.48222e-18, 0, 1.41421, -1.48222e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65606e-21, 0, 0, 3.0223e-23, 0, 1.01606e-21, 0, 1.47452e-18, 0, 0
0.0577337, 0, 3.15649e-18, 0, 1.41421, -3.15649e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41744e-20, 0, 0, 6.52928e-23, 0, 2.20273e-21, 0, 3.14005e-18, 0, 0
0.0656488, 0, 6.64216e-18, 0, 1.41421, -6.64216e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98266e-20, 0, 0, 1.39413e-22, 0, 4.71848e-21, 0, 6.60748e-18, 0, 0
0.0735639, 0, 1.38166e-17, 0, 1.41421, -1.38166e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20426e-20, 0, 0, 2.94328e-22, 0, 9.99172e-21, 0, 1.37443e-17, 0, 0
0.0814789, 0, 2.84206e-17, 0, 1.41421, -2.84206e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27619e-19, 0, 0, 6.14618e-22, 0, 2.09245e-20, 0, 2.82715e-17, 0, 0
0.089394, 0, 5.78288e-17, 0, 1.41421, -5.78288e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5967e-19, 0, 0, 1.2699e-21, 0, 4.33518e-20, 0, 5.75246e-17, 0, 0
0.0973091, 0, 1.16429e-16, 0, 1.41421, -1.16429e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22793e-19, 0, 0, 2.59689e-21, 0, 8.88883e-20, 0, 1.15814e-16, 0, 0
0.105224, 0, 2.32002e-16, 0, 1.41421, -2.32002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04173e-18, 0, 0, 5.25745e-21, 0, 1.80427e-19, 0, 2.30774e-16, 0, 0
