   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_52.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.371471, 0, 1.21926e-14, 0, 1.41421, -1.21926e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.63496e-17, 0, 2.72402e-20, 3.44373e-18, 1.21628e-14, 0, 0
0.379817, 0, 3.30571e-14, 0, 1.41421, -3.30571e-14, 0, 0, 0, 0, 0, 0, 0, 0, 7.14362e-17, 0, 7.43139e-20, 9.59816e-18, 3.2976e-14, 0, 0
0.388163, 0, 8.77188e-14, 0, 1.41421, -8.77188e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.89547e-16, 0, 1.98528e-19, 2.61778e-17, 8.75029e-14, 0, 0
0.396509, 0, 2.27892e-13, 0, 1.41421, -2.27892e-13, 0, 0, 0, 0, 0, 0, 0, 0, 4.92404e-16, 0, 5.19583e-19, 6.98961e-17, 2.2733e-13, 0, 0
0.404855, 0, 5.79839e-13, 0, 1.41421, -5.79839e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.25274e-15, 0, 1.33275e-18, 1.82773e-16, 5.78402e-13, 0, 0
0.4132, 0, 1.44524e-12, 5.21283e-43, 1.41421, -1.44524e-12, 5.21283e-43, 0, 5.21283e-43, 5.21283e-43, 5.21283e-43, 5.21283e-43, 5.21283e-43, 5.21283e-43, 3.12212e-15, 5.21283e-43, 3.35178e-18, 4.68232e-16, 1.44165e-12, 5.21283e-43, 5.21283e-43
0.421546, 0, 3.52969e-12, 1.13659e-41, 1.41421, -3.52969e-12, 1.13659e-41, 0, 1.13659e-41, 1.13659e-41, 1.13659e-41, 1.13659e-41, 1.13659e-41, 1.13659e-41, 7.62424e-15, 1.13659e-41, 8.2685e-18, 1.17555e-15, 3.52088e-12, 1.13659e-41, 1.13659e-41
0.429892, 0, 8.44838e-12, 1.96413e-40, 1.41421, -8.44838e-12, 1.96413e-40, 0, 1.96413e-40, 1.96413e-40, 1.96413e-40, 1.96413e-40, 1.96413e-40, 1.96413e-40, 1.82467e-14, 1.96413e-40, 2.00169e-17, 2.89317e-15, 8.42722e-12, 1.96413e-40, 1.96413e-40
0.438238, 0, 1.98219e-11, 2.94082e-39, 1.41421, -1.98219e-11, 2.94082e-39, 0, 2.94082e-39, 2.94082e-39, 2.94082e-39, 2.94082e-39, 2.94082e-39, 2.94082e-39, 4.28063e-14, 2.94082e-39, 4.75819e-17, 6.98221e-15, 1.97721e-11, 2.94082e-39, 2.94082e-39
0.446584, 0, 4.55945e-11, 3.90118e-38, 1.41421, -4.55945e-11, 3.90118e-38, 0, 3.90118e-38, 3.90118e-38, 3.90118e-38, 3.90118e-38, 3.90118e-38, 3.90118e-38, 9.84537e-14, 3.90118e-38, 1.11132e-16, 1.65278e-14, 4.54794e-11, 3.90118e-38, 3.90118e-38
0.45493, 0, 1.02836e-10, 4.6275e-37, 1.41421, -1.02836e-10, 4.6275e-37, 0, 4.6275e-37, 4.6275e-37, 4.6275e-37, 4.6275e-37, 4.6275e-37, 4.6275e-37, 2.22042e-13, 4.6275e-37, 2.55248e-16, 3.83861e-14, 1.02575e-10, 4.6275e-37, 4.6275e-37
0.463276, 0, 2.27458e-10, 4.94376e-36, 1.41421, -2.27458e-10, 4.94376e-36, 0, 4.94376e-36, 4.94376e-36, 4.94376e-36, 4.94376e-36, 4.94376e-36, 4.94376e-36, 4.9112e-13, 4.94376e-36, 5.77108e-16, 8.75013e-14, 2.26879e-10, 4.94376e-36, 4.94376e-36
0.471621, 0, 4.93444e-10, 4.78724e-35, 1.41421, -4.93444e-10, 4.78724e-35, 0, 4.78724e-35, 4.78724e-35, 4.78724e-35, 4.78724e-35, 4.78724e-35, 4.78724e-35, 1.06551e-12, 4.78724e-35, 1.28615e-15, 1.95842e-13, 4.92181e-10, 4.78724e-35, 4.78724e-35
0.479967, 0, 1.05005e-09, 4.22706e-34, 1.41421, -1.05005e-09, 4.22706e-34, 0, 4.22706e-34, 4.22706e-34, 4.22706e-34, 4.22706e-34, 4.22706e-34, 4.22706e-34, 2.26792e-12, 4.22706e-34, 2.82989e-15, 4.30582e-13, 1.04735e-09, 4.22706e-34, 4.22706e-34
0.488313, 0, 2.19217e-09, 3.42271e-33, 1.41421, -2.19217e-09, 3.42271e-33, 0, 3.42271e-33, 3.42271e-33, 3.42271e-33, 3.42271e-33, 3.42271e-33, 3.42271e-33, 4.73666e-12, 3.42271e-33, 6.15919e-15, 9.30526e-13, 2.1865e-09, 3.42271e-33, 3.42271e-33
0.496659, 0, 4.49035e-09, 2.68494e-32, 1.41421, -4.49035e-09, 2.68494e-32, 0, 2.68494e-32, 2.68494e-32, 2.68494e-32, 2.68494e-32, 2.68494e-32, 2.68494e-32, 9.70909e-12, 2.68494e-32, 1.32899e-14, 1.97816e-12, 4.47865e-09, 2.68494e-32, 2.68494e-32
0.505005, 0, 9.02578e-09, 2.00764e-31, 1.41421, -9.02578e-09, 2.00764e-31, 0, 2.00764e-31, 2.00764e-31, 2.00764e-31, 2.00764e-31, 2.00764e-31, 2.00764e-31, 1.95366e-11, 2.00764e-31, 2.84987e-14, 4.14098e-12, 9.00207e-09, 2.00764e-31, 2.00764e-31
0.513351, 0, 1.78053e-08, 1.40843e-30, 1.41421, -1.78053e-08, 1.40843e-30, 0, 1.40843e-30, 1.40843e-30, 1.40843e-30, 1.40843e-30, 1.40843e-30, 1.40843e-30, 3.86012e-11, 1.40843e-30, 6.08852e-14, 8.54756e-12, 1.77581e-08, 1.40843e-30, 1.40843e-30
0.521696, 0, 3.4477e-08, 9.22928e-30, 1.41421, -3.4477e-08, 9.22928e-30, 0, 9.22928e-30, 9.22928e-30, 9.22928e-30, 9.22928e-30, 9.22928e-30, 9.22928e-30, 7.49137e-11, 9.22928e-30, 1.29884e-13, 1.74274e-11, 3.43845e-08, 9.22928e-30, 9.22928e-30
0.530042, 0, 6.55387e-08, 5.65282e-29, 1.41421, -6.55387e-08, 5.65282e-29, 0, 5.65282e-29, 5.65282e-29, 5.65282e-29, 5.65282e-29, 5.65282e-29, 5.65282e-29, 1.42851e-10, 5.65282e-29, 2.77139e-13, 3.51751e-11, 6.53604e-08, 5.65282e-29, 5.65282e-29
0.538388, 0, 1.22329e-07, 3.24467e-28, 1.41421, -1.22329e-07, 3.24467e-28, 0, 3.24467e-28, 3.24467e-28, 3.24467e-28, 3.24467e-28, 3.24467e-28, 3.24467e-28, 2.67756e-10, 3.24467e-28, 5.91994e-13, 7.04749e-11, 1.2199e-07, 3.24467e-28, 3.24467e-28
0.546734, 0, 2.24234e-07, 1.7512e-27, 1.41421, -2.24234e-07, 1.7512e-27, 0, 1.7512e-27, 1.7512e-27, 1.7512e-27, 1.7512e-27, 1.7512e-27, 1.7512e-27, 4.93545e-10, 1.7512e-27, 1.26573e-12, 1.40605e-10, 2.23598e-07, 1.7512e-27, 1.7512e-27
0.55508, 0, 4.03746e-07, 8.91815e-27, 1.41421, -4.03746e-07, 8.91815e-27, 0, 8.91815e-27, 8.91815e-27, 8.91815e-27, 8.91815e-27, 8.91815e-27, 8.91815e-27, 8.95085e-10, 8.91815e-27, 2.70552e-12, 2.80306e-10, 4.02568e-07, 8.91815e-27, 8.91815e-27
0.563426, 0, 7.14243e-07, 4.30008e-26, 1.41421, -7.14243e-07, 4.30008e-26, 0, 4.30008e-26, 4.30008e-26, 4.30008e-26, 4.30008e-26, 4.30008e-26, 4.30008e-26, 1.59802e-09, 4.30008e-26, 5.7695e-12, 5.60257e-10, 7.12079e-07, 4.30008e-26, 4.30008e-26
0.571771, 0, 1.24172e-06, 1.96962e-25, 1.41421, -1.24172e-06, 1.96962e-25, 0, 1.96962e-25, 1.96962e-25, 1.96962e-25, 1.96962e-25, 1.96962e-25, 1.96962e-25, 2.81017e-09, 1.96962e-25, 1.22422e-11, 1.12588e-09, 1.23777e-06, 1.96962e-25, 1.96962e-25
0.580117, 0, 2.12206e-06, 8.5967e-25, 1.41421, -2.12206e-06, 8.5967e-25, 0, 8.5967e-25, 8.5967e-25, 8.5967e-25, 8.5967e-25, 8.5967e-25, 8.5967e-25, 4.87041e-09, 8.5967e-25, 2.5773e-11, 2.27876e-09, 2.11489e-06, 8.5967e-25, 8.5967e-25
0.588463, 0, 3.56596e-06, 3.5857e-24, 1.41421, -3.56596e-06, 3.5857e-24, 0, 3.5857e-24, 3.5857e-24, 3.5857e-24, 3.5857e-24, 3.5857e-24, 3.5857e-24, 8.32395e-09, 3.5857e-24, 5.36838e-11, 4.64634e-09, 3.55294e-06, 3.5857e-24, 3.5857e-24
0.596809, 0, 5.89653e-06, 1.43898e-23, 1.41421, -5.89653e-06, 4.68167e-10, 0, 1.18304e-13, 1.88235e-13, 4.9533e-12, 4.95528e-11, 1.16301e-11, 2.1382e-10, 1.40366e-08, 8.29862e-12, 1.10358e-10, 9.53057e-09, 5.87122e-06, 1.43898e-23, 8.67618e-10
0.605155, 0, 9.627e-06, 2.94029e-08, 1.41421, -9.627e-06, 3.17182e-08, 2.94029e-08, 2.94035e-08, 2.94038e-08, 2.94274e-08, 2.96479e-08, 2.94604e-08, 3.04603e-08, 5.27669e-08, 2.94439e-08, 2.96263e-08, 4.90151e-08, 9.57577e-06, 2.94029e-08, 3.36937e-08
0.613501, 0, 1.55364e-05, 1.44923e-07, 1.41421, -1.55364e-05, 1.54081e-07, 1.44923e-07, 1.44926e-07, 1.44927e-07, 1.4502e-07, 1.45893e-07, 1.45151e-07, 1.49106e-07, 1.83325e-07, 1.45086e-07, 1.45368e-07, 1.85261e-07, 1.54255e-05, 1.44923e-07, 1.61894e-07
0.621846, 0, 2.49305e-05, 5.71704e-07, 1.41421, -2.49305e-05, 6.04743e-07, 5.71704e-07, 5.71712e-07, 5.71717e-07, 5.72053e-07, 5.75201e-07, 5.72524e-07, 5.86793e-07, 6.34045e-07, 5.72289e-07, 5.72574e-07, 6.54283e-07, 2.467e-05, 5.71704e-07, 6.32933e-07
0.630192, 0, 4.02016e-05, 2.05807e-06, 1.41421, -4.02016e-05, 2.16974e-06, 2.05807e-06, 2.0581e-06, 2.05812e-06, 2.05926e-06, 2.06989e-06, 2.06085e-06, 2.10908e-06, 2.15805e-06, 2.06005e-06, 2.05975e-06, 2.22573e-06, 3.95449e-05, 2.05807e-06, 2.26502e-06
0.638538, 0, 6.63078e-05, 6.94166e-06, 1.41421, -6.63078e-05, 7.29763e-06, 6.94166e-06, 6.94175e-06, 6.9418e-06, 6.94543e-06, 6.97934e-06, 6.9505e-06, 7.10424e-06, 7.10007e-06, 6.94797e-06, 6.94481e-06, 7.27835e-06, 6.45745e-05, 6.94166e-06, 7.60135e-06
0.646884, 0, 0.000114584, 2.20855e-05, 1.41421, -0.000114584, 2.3158e-05, 2.20855e-05, 2.20858e-05, 2.20859e-05, 2.20968e-05, 2.2199e-05, 2.21121e-05, 2.25753e-05, 2.23335e-05, 2.21045e-05, 2.20913e-05, 2.2752e-05, 0.000109943, 2.20855e-05, 2.4073e-05
0.65523, 0, 0.000212198, 6.64181e-05, 1.41421, -0.000212198, 6.94749e-05, 6.64181e-05, 6.64188e-05, 6.64193e-05, 6.64504e-05, 6.67416e-05, 6.6494e-05, 6.78142e-05, 6.68018e-05, 6.64723e-05, 6.64287e-05, 6.7716e-05, 0.0001999, 6.64181e-05, 7.2083e-05
0.663576, 1.93338, 0.000424291, 0.000188967, 1.98328, 1.93296, 0.000197214, 0.000188967, 0.000188969, 0.000188971, 0.000189055, 0.00018984, 0.000189172, 0.000192734, 0.000189554, 0.000189113, 0.000188986, 0.000191453, 0.000392586, 0.000188967, 0.000204251
0.671921, 0.0666187, 0.000902433, 0.000508923, 1.43757, 0.0657162, 0.000529994, 0.000508923, 0.000508928, 0.000508931, 0.000509146, 0.000511153, 0.000509446, 0.000518546, 0.000509812, 0.000509296, 0.000508956, 0.000513604, 0.000823721, 0.000508923, 0.000547972
0.680267, 0, 0.0019832, 0.00129809, 1.41421, -0.0019832, 0.0013491, 0.00129809, 0.0012981, 0.00129811, 0.00129863, 0.00130349, 0.00129935, 0.00132138, 0.00129942, 0.00129899, 0.00129814, 0.00130677, 0.00179613, 0.00129809, 0.00139262
0.688613, 0.959465, 0.00437339, 0.00313733, 1.72031, 0.955092, 0.00325441, 0.00313733, 0.00313736, 0.00313738, 0.00313857, 0.00314973, 0.00314024, 0.00319081, 0.00313932, 0.00313941, 0.00313743, 0.00315322, 0.0039492, 0.00313733, 0.00335431
0.696959, 0.040535, 0.00946934, 0.00718874, 1.42847, 0.0310657, 0.00744364, 0.00718874, 0.0071888, 0.00718884, 0.00719143, 0.00721572, 0.00719507, 0.00730515, 0.00719167, 0.00719325, 0.00718891, 0.00721749, 0.00855308, 0.00718874, 0.00766112
0.705305, 0, 0.019857, 0.0156252, 1.41421, -0.019857, 0.016152, 0.0156252, 0.0156253, 0.0156254, 0.0156308, 0.015681, 0.0156383, 0.0158658, 0.0156295, 0.0156345, 0.0156255, 0.0156768, 0.0179732, 0.0156252, 0.0166014
0.713651, 1, 0.0400115, 0.0322359, 1.73205, 0.959989, 0.0332698, 0.0322359, 0.0322362, 0.0322364, 0.0322469, 0.0323454, 0.0322616, 0.0327081, 0.0322422, 0.0322543, 0.0322364, 0.032328, 0.0363255, 0.0322359, 0.0341519
0.721996, 0.949823, 0.0771456, 0.0631665, 1.7175, 0.872677, 0.0650954, 0.0631665, 0.063167, 0.0631673, 0.0631869, 0.0633707, 0.0632145, 0.0640475, 0.0631756, 0.0632007, 0.0631673, 0.0633298, 0.0702801, 0.0631665, 0.0667412
0.730342, 1.94499, 0.142038, 0.117647, 1.9862, 1.80295, 0.121071, 0.117647, 0.117648, 0.117649, 0.117684, 0.11801, 0.117733, 0.119211, 0.117661, 0.117708, 0.117649, 0.117935, 0.129859, 0.117647, 0.123992
0.738688, 0.105187, 0.249532, 0.208439, 1.45093, -0.144344, 0.214224, 0.208439, 0.20844, 0.208441, 0.2085, 0.209051, 0.208582, 0.211081, 0.208457, 0.208541, 0.208441, 0.208938, 0.228939, 0.208439, 0.21916
0.747034, 2.88516, 0.418268, 0.351609, 2.21024, 2.46689, 0.360928, 0.351609, 0.351612, 0.351613, 0.351708, 0.352596, 0.351841, 0.355865, 0.351635, 0.351774, 0.351613, 0.352464, 0.385051, 0.351609, 0.368879
0.75538, 1.9952, 0.669253, 0.565284, 1.9988, 1.32595, 0.579609, 0.565284, 0.565288, 0.56529, 0.565436, 0.566801, 0.56564, 0.571827, 0.56532, 0.565538, 0.56529, 0.566715, 0.61808, 0.565284, 0.591831
0.763726, 3.0574, 1.02301, 0.867145, 2.24887, 2.0344, 0.888185, 0.867145, 0.86715, 0.867154, 0.867368, 0.869372, 0.867668, 0.876755, 0.867193, 0.867518, 0.867154, 0.869475, 0.94762, 0.867145, 0.906138
0.772071, 3.93295, 1.49551, 1.27085, 2.43576, 2.43743, 1.30042, 1.27085, 1.27085, 1.27086, 1.27116, 1.27398, 1.27158, 1.28435, 1.27091, 1.27137, 1.27086, 1.27452, 1.38915, 1.27085, 1.32565
0.780417, 4.79398, 2.09368, 1.78199, 2.60653, 2.7003, 1.82185, 1.78199, 1.782, 1.78201, 1.78242, 1.78621, 1.78298, 1.8002, 1.78207, 1.7827, 1.78202, 1.78757, 1.94973, 1.78199, 1.85585
0.788763, 7.05746, 2.81154, 2.39472, 3.00956, 4.24592, 2.4463, 2.39472, 2.39473, 2.39474, 2.39527, 2.40018, 2.396, 2.41828, 2.39482, 2.39563, 2.39475, 2.40286, 2.62431, 2.39472, 2.49031
0.797109, 6.06219, 3.62857, 3.09006, 2.8394, 2.43362, 3.15432, 3.09006, 3.09007, 3.09008, 3.09074, 3.09686, 3.09165, 3.11941, 3.09018, 3.0912, 3.09011, 3.10144, 3.39404, 3.09006, 3.20915
0.805455, 8.76994, 4.51125, 3.83692, 3.28176, 4.25869, 3.91419, 3.83692, 3.83694, 3.83695, 3.83773, 3.8451, 3.83884, 3.87221, 3.83706, 3.83829, 3.83699, 3.85215, 4.22769, 3.83692, 3.98013
0.813801, 5.21561, 5.41813, 4.59586, 2.68619, -0.202518, 4.68578, 4.59586, 4.59588, 4.59589, 4.59681, 4.60538, 4.59809, 4.63693, 4.59602, 4.59745, 4.59597, 4.61533, 5.08637, 4.59586, 4.76253
0.822146, 8.9928, 6.30788, 5.32494, 3.31554, 2.68492, 5.42654, 5.32494, 5.32497, 5.32498, 5.32602, 5.33569, 5.32747, 5.37134, 5.32512, 5.32674, 5.32509, 5.3487, 5.93124, 5.32494, 5.51328
0.830492, 7.74815, 7.14867, 5.98618, 3.1222, 0.599477, 6.09799, 5.98618, 5.98621, 5.98623, 5.98736, 5.99801, 5.98896, 6.03725, 5.98638, 5.98816, 5.98638, 6.01384, 6.73254, 5.98618, 6.19353
0.838838, 12.7338, 7.92694, 6.55102, 3.83846, 4.80686, 6.67131, 6.55102, 6.55105, 6.55107, 6.55229, 6.56375, 6.55401, 6.60596, 6.55123, 6.55315, 6.55128, 6.58176, 7.47804, 6.55102, 6.77429
0.847184, 12.9782, 8.65337, 7.00353, 3.87017, 4.32482, 7.1305, 7.00353, 7.00356, 7.00358, 7.00487, 7.01696, 7.00668, 7.06152, 7.00375, 7.00577, 7.00385, 7.03613, 8.17891, 7.00353, 7.23961
0.85553, 11.1559, 9.36452, 7.34079, 3.62711, 1.79138, 7.47277, 7.34079, 7.34083, 7.34085, 7.34219, 7.35476, 7.34407, 7.40107, 7.34103, 7.34312, 7.34118, 7.37384, 8.87133, 7.34079, 7.58701
