   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00438942, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00352115, 0, 1.35495e-17, 0, 1.41421, -1.35495e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77182e-20, 0, 0, 3.11045e-22, 0, 1.11063e-20, 0, 1.35004e-17, 0, 0
0.0114317, 0, 2.55762e-17, 0, 1.41421, -2.55762e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11963e-20, 0, 0, 5.96638e-22, 0, 2.13566e-20, 0, 2.54831e-17, 0, 0
0.0193423, 0, 4.78848e-17, 0, 1.41421, -4.78848e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33294e-19, 0, 0, 1.13527e-21, 0, 4.07411e-20, 0, 4.77096e-17, 0, 0
0.0272528, 0, 8.89387e-17, 0, 1.41421, -8.89387e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47569e-19, 0, 0, 2.14328e-21, 0, 7.7121e-20, 0, 8.86118e-17, 0, 0
0.0351634, 0, 1.63906e-16, 0, 1.41421, -1.63906e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56241e-19, 0, 0, 4.01542e-21, 0, 1.44893e-19, 0, 1.63301e-16, 0, 0
0.043074, 0, 2.99766e-16, 0, 1.41421, -2.99766e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34397e-19, 0, 0, 7.46675e-21, 0, 2.70233e-19, 0, 2.98654e-16, 0, 0
0.0509845, 0, 5.44149e-16, 0, 1.41421, -5.44149e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51461e-18, 0, 0, 1.37832e-20, 0, 5.00416e-19, 0, 5.4212e-16, 0, 0
0.0588951, 0, 9.80531e-16, 0, 1.41421, -9.80531e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7292e-18, 0, 0, 2.52611e-20, 0, 9.20229e-19, 0, 9.76856e-16, 0, 0
0.0668057, 0, 1.75416e-15, 0, 1.41421, -1.75416e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88241e-18, 0, 0, 4.59723e-20, 0, 1.68075e-18, 0, 1.74755e-15, 0, 0
