   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_24.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00125033, 0, 6.36344e-20, 0, 1.41421, -6.36344e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94039e-22, 0, 0, 1.28273e-24, 0, 5.36821e-23, 0, 6.30854e-20, 0, 0
0.00912368, 0, 1.3595e-19, 0, 1.41421, -1.3595e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05546e-21, 0, 0, 2.78478e-24, 0, 1.16716e-22, 0, 1.34775e-19, 0, 0
0.016997, 0, 2.98362e-19, 0, 1.41421, -2.98362e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31631e-21, 0, 0, 6.25619e-24, 0, 2.62577e-22, 0, 2.95777e-19, 0, 0
0.0248704, 0, 6.19997e-19, 0, 1.41421, -6.19997e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81322e-21, 0, 0, 1.32074e-23, 0, 5.54838e-22, 0, 6.14616e-19, 0, 0
0.0327437, 0, 1.27445e-18, 0, 1.41421, -1.27445e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8938e-21, 0, 0, 2.75838e-23, 0, 1.15968e-21, 0, 1.26337e-18, 0, 0
0.0406171, 0, 2.59237e-18, 0, 1.41421, -2.59237e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01248e-20, 0, 0, 5.70134e-23, 0, 2.39856e-21, 0, 2.56979e-18, 0, 0
0.0484904, 0, 5.21978e-18, 0, 1.41421, -5.21978e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05208e-20, 0, 0, 1.16662e-22, 0, 4.91094e-21, 0, 5.17423e-18, 0, 0
0.0563638, 0, 1.04067e-17, 0, 1.41421, -1.04067e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07853e-20, 0, 0, 2.36399e-22, 0, 9.95696e-21, 0, 1.03157e-17, 0, 0
0.0642371, 0, 2.05491e-17, 0, 1.41421, -2.05491e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59516e-19, 0, 0, 4.74505e-22, 0, 1.99972e-20, 0, 2.03691e-17, 0, 0
0.0721105, 0, 4.01973e-17, 0, 1.41421, -4.01973e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12033e-19, 0, 0, 9.43687e-22, 0, 3.97941e-20, 0, 3.98445e-17, 0, 0
0.0799838, 0, 7.79149e-17, 0, 1.41421, -7.79149e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04807e-19, 0, 0, 1.85997e-21, 0, 7.84852e-20, 0, 7.72297e-17, 0, 0
0.0878572, 0, 1.49675e-16, 0, 1.41421, -1.49675e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16182e-18, 0, 0, 3.63384e-21, 0, 1.53454e-19, 0, 1.48356e-16, 0, 0
0.0957305, 0, 2.85011e-16, 0, 1.41421, -2.85011e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21228e-18, 0, 0, 7.03866e-21, 0, 2.975e-19, 0, 2.82494e-16, 0, 0
0.103604, 0, 5.38061e-16, 0, 1.41421, -5.38061e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17641e-18, 0, 0, 1.35195e-20, 0, 5.72014e-19, 0, 5.33299e-16, 0, 0
0.111477, 0, 1.00722e-15, 0, 1.41421, -1.00722e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81781e-18, 0, 0, 2.57539e-20, 0, 1.09098e-18, 0, 9.98282e-16, 0, 0
0.119351, 0, 1.86982e-15, 0, 1.41421, -1.86982e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45129e-17, 0, 0, 4.86642e-20, 0, 2.06441e-18, 0, 1.8532e-15, 0, 0
0.127224, 0, 3.44285e-15, 0, 1.41421, -3.44285e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67215e-17, 0, 0, 9.12257e-20, 0, 3.87632e-18, 0, 3.41216e-15, 0, 0
0.135097, 0, 6.28823e-15, 0, 1.41421, -6.28823e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88046e-17, 0, 0, 1.69678e-19, 0, 7.22371e-18, 0, 6.23203e-15, 0, 0
0.142971, 0, 1.13941e-14, 0, 1.41421, -1.13941e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.84301e-17, 0, 0, 3.13176e-19, 0, 1.33622e-17, 0, 1.1292e-14, 0, 0
0.150844, 0, 2.04839e-14, 0, 1.41421, -2.04839e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58972e-16, 0, 0, 5.73652e-19, 0, 2.45375e-17, 0, 2.02998e-14, 0, 0
0.158717, 0, 3.654e-14, 0, 1.41421, -3.654e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83574e-16, 0, 0, 1.04293e-18, 0, 4.4738e-17, 0, 3.62106e-14, 0, 0
0.166591, 0, 6.46826e-14, 0, 1.41421, -6.46826e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01964e-16, 0, 0, 1.8822e-18, 0, 8.09979e-17, 0, 6.40977e-14, 0, 0
0.174464, 0, 1.13632e-13, 0, 1.41421, -1.13632e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8181e-16, 0, 0, 3.37229e-18, 0, 1.45637e-16, 0, 1.12601e-13, 0, 0
