   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_60.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.91236, 664.468, 634.944, 53.5358, 25.816, 29.5243, 0, 53.5359, 53.536, 53.5362, 58.8064, 53.5358, 53.5358, 53.5358, 53.5358, 53.5358, 53.5358, 53.5358, 53.5358, 218.16, 53.5358, 465.048
2.92014, 643.015, 577.886, 53.2423, 25.3971, 65.1294, 0, 53.2424, 53.2425, 53.2427, 57.6112, 53.2423, 53.2423, 53.2423, 53.2423, 53.2423, 53.2423, 53.2423, 53.2423, 223.361, 53.2423, 403.398
2.92793, 553.914, 524.646, 52.9184, 23.5778, 29.2678, 0, 52.9185, 52.9186, 52.9189, 56.4872, 52.9184, 52.9184, 52.9184, 52.9184, 52.9184, 52.9184, 52.9184, 52.9185, 227.529, 52.9184, 346.467
2.93572, 508.07, 475.826, 52.5546, 22.5847, 32.2442, 0, 52.5547, 52.5548, 52.555, 55.4274, 52.5546, 52.5546, 52.5546, 52.5546, 52.5546, 52.5546, 52.5546, 52.5546, 230.473, 52.5546, 295.034
2.94351, 500.82, 431.717, 52.143, 22.4237, 69.1029, 0, 52.1431, 52.1432, 52.1434, 54.4221, 52.143, 52.143, 52.143, 52.143, 52.143, 52.143, 52.143, 52.143, 232.073, 52.143, 249.507
2.95129, 435.849, 392.354, 51.6782, 20.9248, 43.4955, 0, 51.6783, 51.6783, 51.6786, 53.4603, 51.6782, 51.6782, 51.6782, 51.6782, 51.6782, 51.6782, 51.6782, 51.6782, 232.265, 51.6782, 209.984
2.95908, 463.779, 357.543, 51.1576, 21.5819, 106.236, 0, 51.1577, 51.1578, 51.1581, 52.5311, 51.1576, 51.1576, 51.1576, 51.1576, 51.1576, 51.1576, 51.1576, 51.1576, 231.035, 51.1576, 176.292
2.96687, 373.768, 326.941, 50.5821, 19.3847, 46.8268, 0, 50.5822, 50.5823, 50.5825, 51.6255, 50.5821, 50.5821, 50.5821, 50.5821, 50.5821, 50.5821, 50.5821, 50.5821, 228.41, 50.5821, 148.069
2.97466, 340.282, 300.089, 49.9554, 18.5009, 40.1927, 0, 49.9555, 49.9556, 49.9558, 50.7367, 49.9554, 49.9554, 49.9554, 49.9554, 49.9554, 49.9554, 49.9554, 49.9554, 224.452, 49.9554, 124.811
2.98244, 346.739, 276.482, 49.2843, 18.6745, 70.2563, 0, 49.2844, 49.2845, 49.2847, 49.8611, 49.2843, 49.2843, 49.2843, 49.2843, 49.2843, 49.2843, 49.2843, 49.2843, 219.248, 49.2843, 105.941
2.99023, 300.024, 255.601, 48.5781, 17.3789, 44.4231, 0, 48.5782, 48.5783, 48.5785, 48.9979, 48.5781, 48.5781, 48.5781, 48.5781, 48.5781, 48.5781, 48.5781, 48.5781, 212.911, 48.5781, 90.8483
2.99802, 266.744, 236.961, 47.848, 16.3934, 29.7834, 0, 47.8481, 47.8482, 47.8485, 48.1492, 47.848, 47.848, 47.848, 47.848, 47.848, 47.848, 47.848, 47.848, 205.569, 47.848, 78.9379
3.00581, 244.717, 220.126, 47.1065, 15.7072, 24.5908, 0, 47.1066, 47.1067, 47.1069, 47.3196, 47.1065, 47.1065, 47.1065, 47.1065, 47.1065, 47.1065, 47.1065, 47.1065, 197.369, 47.1065, 69.65
3.01359, 226.04, 204.738, 46.3665, 15.101, 21.3019, 0, 46.3666, 46.3667, 46.3669, 46.5152, 46.3665, 46.3665, 46.3665, 46.3665, 46.3665, 46.3665, 46.3665, 46.3665, 188.472, 46.3665, 62.4832
3.02138, 222.165, 190.512, 45.6404, 14.9721, 31.6525, 0, 45.6405, 45.6406, 45.6408, 45.7426, 45.6404, 45.6404, 45.6404, 45.6404, 45.6404, 45.6404, 45.6404, 45.6404, 179.048, 45.6404, 57.0013
3.02917, 185.486, 177.242, 44.9395, 13.6926, 8.24475, 0, 44.9396, 44.9397, 44.9399, 45.0089, 44.9395, 44.9395, 44.9395, 44.9395, 44.9395, 44.9395, 44.9395, 44.9395, 169.275, 44.9395, 52.8362
3.03696, 161.832, 164.792, 44.2738, 12.7997, -2.96014, 0, 44.2738, 44.2739, 44.2742, 44.3202, 44.2738, 44.2738, 44.2738, 44.2738, 44.2738, 44.2738, 44.2738, 44.2738, 159.333, 44.2738, 49.6864
3.04474, 159.852, 153.088, 43.6506, 12.7221, 6.76369, 0, 43.6507, 43.6508, 43.651, 43.6813, 43.6506, 43.6506, 43.6506, 43.6506, 43.6506, 43.6506, 43.6506, 43.6506, 149.398, 43.6506, 47.3093
3.05253, 139.859, 142.101, 43.0754, 11.9105, -2.24179, 0, 43.0755, 43.0756, 43.0758, 43.0953, 43.0754, 43.0754, 43.0754, 43.0754, 43.0754, 43.0754, 43.0754, 43.0754, 139.641, 43.0754, 45.5145
3.06032, 128.119, 131.831, 42.5509, 11.407, -3.7124, 0, 42.551, 42.5511, 42.5513, 42.5637, 42.5509, 42.5509, 42.5509, 42.5509, 42.5509, 42.5509, 42.5509, 42.5509, 130.214, 42.5509, 44.1547
3.06811, 131.406, 122.3, 42.0779, 11.5502, 9.10607, 0, 42.078, 42.0781, 42.0783, 42.086, 42.0779, 42.0779, 42.0779, 42.0779, 42.0779, 42.0779, 42.0779, 42.0779, 121.251, 42.0779, 43.118
3.07589, 116.051, 113.532, 41.655, 10.8651, 2.51819, 0, 41.6551, 41.6551, 41.6554, 41.66, 41.655, 41.655, 41.655, 41.655, 41.655, 41.655, 41.655, 41.655, 112.861, 41.655, 42.3204
3.08368, 125.52, 105.55, 41.2794, 11.2925, 19.9696, 0, 41.2795, 41.2796, 41.2798, 41.2825, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 105.126, 41.2794, 41.6994
3.09147, 97.8937, 98.362, 40.9474, 9.99468, -0.468353, 0, 40.9475, 40.9476, 40.9478, 40.9493, 40.9474, 40.9474, 40.9474, 40.9474, 40.9474, 40.9474, 40.9474, 40.9474, 98.0979, 40.9474, 41.2088
3.09926, 95.8958, 91.9624, 40.6546, 9.89423, 3.93336, 0, 40.6547, 40.6548, 40.6551, 40.6558, 40.6546, 40.6546, 40.6546, 40.6546, 40.6546, 40.6546, 40.6546, 40.6546, 91.7999, 40.6546, 40.8152
3.10704, 87.7348, 86.3277, 40.3968, 9.47285, 1.40711, 0, 40.3969, 40.397, 40.3972, 40.3975, 40.3968, 40.3968, 40.3968, 40.3968, 40.3968, 40.3968, 40.3968, 40.3968, 86.229, 40.3968, 40.4942
3.11483, 90.6768, 81.4189, 40.1701, 9.62688, 9.25796, 0, 40.1702, 40.1703, 40.1705, 40.1705, 40.1701, 40.1701, 40.1701, 40.1701, 40.1701, 40.1701, 40.1701, 40.1701, 81.3595, 40.1701, 40.2283
3.12262, 88.1914, 77.1817, 39.9711, 9.49691, 11.0097, 0, 39.9712, 39.9713, 39.9716, 39.9714, 39.9711, 39.9711, 39.9711, 39.9711, 39.9711, 39.9711, 39.9711, 39.9711, 77.1464, 39.9711, 40.0055
3.1304, 63.1605, 73.552, 39.7976, 8.0722, -10.3915, 0, 39.7977, 39.7978, 39.798, 39.7978, 39.7976, 39.7976, 39.7976, 39.7976, 39.7976, 39.7976, 39.7976, 39.7976, 73.5311, 39.7976, 39.8176
3.13819, 58.0435, 70.4595, 39.6481, 7.74878, -12.4159, 0, 39.6482, 39.6483, 39.6486, 39.6482, 39.6481, 39.6481, 39.6481, 39.6481, 39.6481, 39.6481, 39.6481, 39.6481, 70.4472, 39.6481, 39.6596
3.14598, 64.4848, 67.8311, 39.5222, 8.15382, -3.34628, 0, 39.5223, 39.5224, 39.5226, 39.5222, 39.5222, 39.5222, 39.5222, 39.5222, 39.5222, 39.5222, 39.5222, 39.5222, 67.8238, 39.5222, 39.5287
3.15377, 61.5772, 65.5952, 39.4199, 7.97353, -4.01802, 0, 39.42, 39.4201, 39.4204, 39.42, 39.4199, 39.4199, 39.4199, 39.4199, 39.4199, 39.4199, 39.4199, 39.4199, 65.5909, 39.4199, 39.4236
3.16155, 63.0635, 63.6847, 39.3423, 8.0662, -0.621227, 0, 39.3424, 39.3425, 39.3427, 39.3423, 39.3423, 39.3423, 39.3423, 39.3423, 39.3423, 39.3423, 39.3423, 39.3423, 63.682, 39.3423, 39.3443
3.16934, 56.2937, 62.0392, 39.2904, 7.63503, -5.7455, 0, 39.2905, 39.2906, 39.2908, 39.2904, 39.2904, 39.2904, 39.2904, 39.2904, 39.2904, 39.2904, 39.2904, 39.2904, 62.0374, 39.2904, 39.2915
3.17713, 53.937, 60.6061, 39.2656, 7.4791, -6.6691, 0, 39.2657, 39.2658, 39.266, 39.2656, 39.2656, 39.2656, 39.2656, 39.2656, 39.2656, 39.2656, 39.2656, 39.2656, 60.6048, 39.2656, 39.2662
3.18492, 57.4871, 59.3418, 39.2689, 7.71279, -1.85471, 0, 39.269, 39.2691, 39.2693, 39.2689, 39.2689, 39.2689, 39.2689, 39.2689, 39.2689, 39.2689, 39.2689, 39.2689, 59.3407, 39.2689, 39.2692
3.1927, 51.7488, 58.2112, 39.3012, 7.33136, -6.46239, 0, 39.3013, 39.3014, 39.3017, 39.3012, 39.3012, 39.3012, 39.3012, 39.3012, 39.3012, 39.3012, 39.3012, 39.3013, 58.2103, 39.3012, 39.3014
3.20049, 45.957, 57.1876, 39.363, 6.9251, -11.2306, 0, 39.3631, 39.3632, 39.3634, 39.363, 39.363, 39.363, 39.363, 39.363, 39.363, 39.363, 39.363, 39.363, 57.1868, 39.363, 39.3631
3.20828, 48.7566, 56.2513, 39.454, 7.12437, -7.49468, 0, 39.4541, 39.4541, 39.4544, 39.454, 39.454, 39.454, 39.454, 39.454, 39.454, 39.454, 39.454, 39.454, 56.2505, 39.454, 39.454
3.21607, 47.9342, 55.3889, 39.5734, 7.06641, -7.45465, 0, 39.5735, 39.5736, 39.5738, 39.5734, 39.5734, 39.5734, 39.5734, 39.5734, 39.5734, 39.5734, 39.5734, 39.5734, 55.3881, 39.5734, 39.5734
3.22385, 48.5937, 54.5917, 39.72, 7.11292, -5.99804, 0, 39.7201, 39.7202, 39.7204, 39.72, 39.72, 39.72, 39.72, 39.72, 39.72, 39.72, 39.72, 39.72, 54.591, 39.72, 39.72
3.23164, 42.5061, 53.855, 39.892, 6.67129, -11.3489, 0, 39.8921, 39.8922, 39.8924, 39.892, 39.892, 39.892, 39.892, 39.892, 39.892, 39.892, 39.892, 39.892, 53.8543, 39.892, 39.892
3.23943, 42.9437, 53.1765, 40.0869, 6.70401, -10.2327, 0, 40.087, 40.0871, 40.0873, 40.0869, 40.0869, 40.0869, 40.0869, 40.0869, 40.0869, 40.0869, 40.0869, 40.0869, 53.1757, 40.0869, 40.0869
3.24722, 39.3813, 52.5553, 40.3022, 6.43283, -13.174, 0, 40.3023, 40.3024, 40.3026, 40.3022, 40.3022, 40.3022, 40.3022, 40.3022, 40.3022, 40.3022, 40.3022, 40.3022, 52.5546, 40.3022, 40.3022
3.255, 40.1371, 51.9916, 40.5349, 6.49131, -11.8545, 0, 40.535, 40.5351, 40.5353, 40.5349, 40.5349, 40.5349, 40.5349, 40.5349, 40.5349, 40.5349, 40.5349, 40.5349, 51.9909, 40.5349, 40.5349
3.26279, 41.4987, 51.4857, 40.782, 6.59535, -9.98698, 0, 40.7821, 40.7822, 40.7824, 40.782, 40.782, 40.782, 40.782, 40.782, 40.782, 40.782, 40.782, 40.782, 51.4849, 40.782, 40.782
3.27058, 46.3999, 51.0373, 41.0402, 6.95701, -4.63734, 0, 41.0403, 41.0404, 41.0406, 41.0402, 41.0402, 41.0402, 41.0402, 41.0402, 41.0402, 41.0402, 41.0402, 41.0402, 51.0366, 41.0402, 41.0402
3.27837, 38.8408, 50.6456, 41.3064, 6.39068, -11.8048, 0, 41.3065, 41.3066, 41.3068, 41.3064, 41.3064, 41.3064, 41.3064, 41.3064, 41.3064, 41.3064, 41.3064, 41.3064, 50.6449, 41.3064, 41.3064
3.28615, 43.2348, 50.309, 41.5775, 6.72568, -7.07422, 0, 41.5776, 41.5776, 41.5779, 41.5775, 41.5775, 41.5775, 41.5775, 41.5775, 41.5775, 41.5775, 41.5775, 41.5775, 50.3083, 41.5775, 41.5775
3.29394, 38.9872, 50.0249, 41.8504, 6.40212, -11.0377, 0, 41.8505, 41.8506, 41.8508, 41.8504, 41.8504, 41.8504, 41.8504, 41.8504, 41.8504, 41.8504, 41.8504, 41.8504, 50.0242, 41.8504, 41.8504
3.30173, 46.392, 49.7896, 42.1224, 6.95644, -3.39759, 0, 42.1225, 42.1226, 42.1229, 42.1224, 42.1224, 42.1224, 42.1224, 42.1224, 42.1224, 42.1224, 42.1224, 42.1224, 49.7889, 42.1224, 42.1224
3.30952, 42.4613, 49.599, 42.391, 6.66793, -7.1377, 0, 42.3911, 42.3912, 42.3914, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 42.391, 49.5983, 42.391, 42.391
3.3173, 43.9486, 49.448, 42.6537, 6.77854, -5.49943, 0, 42.6538, 42.6539, 42.6542, 42.6537, 42.6537, 42.6537, 42.6537, 42.6537, 42.6537, 42.6537, 42.6537, 42.6537, 49.4473, 42.6537, 42.6537
3.32509, 42.4191, 49.3314, 42.9087, 6.66477, -6.9123, 0, 42.9088, 42.9089, 42.9092, 42.9087, 42.9087, 42.9087, 42.9087, 42.9087, 42.9087, 42.9087, 42.9087, 42.9088, 49.3307, 42.9087, 42.9087
3.33288, 51.6031, 49.2436, 43.1544, 7.32142, 2.3595, 0, 43.1545, 43.1546, 43.1548, 43.1544, 43.1544, 43.1544, 43.1544, 43.1544, 43.1544, 43.1544, 43.1544, 43.1544, 49.2429, 43.1544, 43.1544
3.34067, 53.6117, 49.1792, 43.3896, 7.45733, 4.43255, 0, 43.3897, 43.3898, 43.39, 43.3896, 43.3896, 43.3896, 43.3896, 43.3896, 43.3896, 43.3896, 43.3896, 43.3896, 49.1784, 43.3896, 43.3896
3.34845, 56.309, 49.1328, 43.6135, 7.63603, 7.17619, 0, 43.6136, 43.6137, 43.614, 43.6135, 43.6135, 43.6135, 43.6135, 43.6135, 43.6135, 43.6135, 43.6135, 43.6136, 49.1321, 43.6135, 43.6135
3.35624, 53.7896, 49.0998, 43.8261, 7.46924, 4.68986, 0, 43.8262, 43.8262, 43.8265, 43.8261, 43.8261, 43.8261, 43.8261, 43.8261, 43.8261, 43.8261, 43.8261, 43.8261, 49.099, 43.8261, 43.8261
3.36403, 44.036, 49.076, 44.0274, 6.78498, -5.03999, 0, 44.0275, 44.0276, 44.0279, 44.0274, 44.0274, 44.0274, 44.0274, 44.0274, 44.0274, 44.0274, 44.0274, 44.0274, 49.0753, 44.0274, 44.0274
3.37182, 45.1571, 49.0581, 44.2184, 6.8671, -3.90096, 0, 44.2185, 44.2186, 44.2188, 44.2184, 44.2184, 44.2184, 44.2184, 44.2184, 44.2184, 44.2184, 44.2184, 44.2184, 49.0573, 44.2184, 44.2184
3.3796, 50.6187, 49.0435, 44.4002, 7.25387, 1.57523, 0, 44.4003, 44.4004, 44.4007, 44.4002, 44.4002, 44.4002, 44.4002, 44.4002, 44.4002, 44.4002, 44.4002, 44.4003, 49.0427, 44.4002, 44.4002
3.38739, 38.5425, 49.0306, 44.5746, 6.3673, -10.488, 0, 44.5747, 44.5748, 44.575, 44.5746, 44.5746, 44.5746, 44.5746, 44.5746, 44.5746, 44.5746, 44.5746, 44.5746, 49.0298, 44.5746, 44.5746
3.39518, 49.2389, 49.0185, 44.7435, 7.15813, 0.220413, 0, 44.7436, 44.7437, 44.7439, 44.7435, 44.7435, 44.7435, 44.7435, 44.7435, 44.7435, 44.7435, 44.7435, 44.7435, 49.0177, 44.7435, 44.7435
3.40296, 43.3893, 49.0071, 44.9092, 6.73716, -5.61784, 0, 44.9093, 44.9094, 44.9097, 44.9092, 44.9092, 44.9092, 44.9092, 44.9092, 44.9092, 44.9092, 44.9092, 44.9092, 49.0064, 44.9092, 44.9092
3.41075, 36.6853, 48.9972, 45.0742, 6.21975, -12.3119, 0, 45.0743, 45.0744, 45.0747, 45.0742, 45.0742, 45.0742, 45.0742, 45.0742, 45.0742, 45.0742, 45.0742, 45.0742, 48.9964, 45.0742, 45.0742
3.41854, 41.8288, 48.9897, 45.241, 6.62033, -7.16091, 0, 45.2411, 45.2412, 45.2414, 45.241, 45.241, 45.241, 45.241, 45.241, 45.241, 45.241, 45.241, 45.241, 48.9889, 45.241, 45.241
3.42633, 31.6282, 48.9863, 45.412, 5.79898, -17.358, 0, 45.4121, 45.4121, 45.4124, 45.412, 45.412, 45.412, 45.412, 45.412, 45.412, 45.412, 45.412, 45.412, 48.9855, 45.412, 45.412
3.43411, 38.5644, 48.9887, 45.5894, 6.36902, -10.4243, 0, 45.5895, 45.5896, 45.5898, 45.5894, 45.5894, 45.5894, 45.5894, 45.5894, 45.5894, 45.5894, 45.5894, 45.5894, 48.988, 45.5894, 45.5894
3.4419, 33.2167, 48.999, 45.7755, 5.93437, -15.7822, 0, 45.7755, 45.7756, 45.7759, 45.7755, 45.7755, 45.7755, 45.7755, 45.7755, 45.7755, 45.7755, 45.7755, 45.7755, 48.9982, 45.7755, 45.7755
3.44969, 42.4605, 49.0189, 45.9717, 6.66787, -6.55838, 0, 45.9718, 45.9719, 45.9721, 45.9717, 45.9717, 45.9717, 45.9717, 45.9717, 45.9717, 45.9717, 45.9717, 45.9717, 49.0182, 45.9717, 45.9717
3.45748, 45.5753, 49.0504, 46.1796, 6.89749, -3.47511, 0, 46.1797, 46.1798, 46.18, 46.1796, 46.1796, 46.1796, 46.1796, 46.1796, 46.1796, 46.1796, 46.1796, 46.1796, 49.0497, 46.1796, 46.1796
3.46526, 33.7132, 49.0951, 46.4001, 5.97605, -15.3819, 0, 46.4002, 46.4003, 46.4005, 46.4001, 46.4001, 46.4001, 46.4001, 46.4001, 46.4001, 46.4001, 46.4001, 46.4001, 49.0943, 46.4001, 46.4001
3.47305, 39.2514, 49.1541, 46.6337, 6.42272, -9.90274, 0, 46.6338, 46.6339, 46.6341, 46.6337, 46.6337, 46.6337, 46.6337, 46.6337, 46.6337, 46.6337, 46.6337, 46.6337, 49.1534, 46.6337, 46.6337
3.48084, 30.6669, 49.2287, 46.8806, 5.7155, -18.5618, 0, 46.8807, 46.8808, 46.881, 46.8806, 46.8806, 46.8806, 46.8806, 46.8806, 46.8806, 46.8806, 46.8806, 46.8806, 49.228, 46.8806, 46.8806
3.48863, 36.3925, 49.3195, 47.1406, 6.19617, -12.927, 0, 47.1407, 47.1408, 47.141, 47.1406, 47.1406, 47.1406, 47.1406, 47.1406, 47.1406, 47.1406, 47.1406, 47.1406, 49.3187, 47.1406, 47.1406
3.49641, 30.6392, 49.4269, 47.4132, 5.71307, -18.7877, 0, 47.4133, 47.4134, 47.4137, 47.4132, 47.4132, 47.4132, 47.4132, 47.4132, 47.4132, 47.4132, 47.4132, 47.4132, 49.4262, 47.4132, 47.4132
3.5042, 26.3876, 49.5511, 47.6979, 5.32801, -23.1634, 0, 47.6979, 47.698, 47.6983, 47.6979, 47.6979, 47.6979, 47.6979, 47.6979, 47.6979, 47.6979, 47.6979, 47.6979, 49.5504, 47.6979, 47.6979
3.51199, 45.6284, 49.692, 47.9936, 6.90133, -4.06367, 0, 47.9937, 47.9938, 47.994, 47.9936, 47.9936, 47.9936, 47.9936, 47.9936, 47.9936, 47.9936, 47.9936, 47.9936, 49.6913, 47.9936, 47.9936
3.51978, 40.1619, 49.8494, 48.2994, 6.49322, -9.68756, 0, 48.2995, 48.2996, 48.2998, 48.2994, 48.2994, 48.2994, 48.2994, 48.2994, 48.2994, 48.2994, 48.2994, 48.2994, 49.8487, 48.2994, 48.2994
3.52756, 31.9375, 50.0228, 48.6142, 5.82559, -18.0853, 0, 48.6143, 48.6144, 48.6146, 48.6142, 48.6142, 48.6142, 48.6142, 48.6142, 48.6142, 48.6142, 48.6142, 48.6142, 50.0221, 48.6142, 48.6142
3.53535, 29.3568, 50.2116, 48.9371, 5.59971, -20.8548, 0, 48.9371, 48.9372, 48.9375, 48.9371, 48.9371, 48.9371, 48.9371, 48.9371, 48.9371, 48.9371, 48.9371, 48.9371, 50.2109, 48.9371, 48.9371
3.54314, 45.2279, 50.4152, 49.2669, 6.87226, -5.18726, 0, 49.267, 49.2671, 49.2673, 49.2669, 49.2669, 49.2669, 49.2669, 49.2669, 49.2669, 49.2669, 49.2669, 49.2669, 50.4145, 49.2669, 49.2669
3.55093, 56.2141, 50.6329, 49.6028, 7.62982, 5.58126, 0, 49.6029, 49.603, 49.6032, 49.6028, 49.6028, 49.6028, 49.6028, 49.6028, 49.6028, 49.6028, 49.6028, 49.6028, 50.6321, 49.6028, 49.6028
3.55871, 55.0184, 50.8639, 49.9438, 7.55105, 4.1545, 0, 49.9439, 49.944, 49.9443, 49.9438, 49.9438, 49.9438, 49.9438, 49.9438, 49.9438, 49.9438, 49.9438, 49.9438, 50.8632, 49.9438, 49.9438
3.5665, 53.6536, 51.1075, 50.2893, 7.46013, 2.54604, 0, 50.2894, 50.2895, 50.2897, 50.2893, 50.2893, 50.2893, 50.2893, 50.2893, 50.2893, 50.2893, 50.2893, 50.2893, 51.1068, 50.2893, 50.2893
3.57429, 57.2777, 51.3631, 50.6385, 7.6992, 5.91458, 0, 50.6386, 50.6387, 50.639, 50.6385, 50.6385, 50.6385, 50.6385, 50.6385, 50.6385, 50.6385, 50.6385, 50.6385, 51.3624, 50.6385, 50.6385
3.58208, 50.3428, 51.6298, 50.9909, 7.23483, -1.28696, 0, 50.991, 50.9911, 50.9914, 50.9909, 50.9909, 50.9909, 50.9909, 50.9909, 50.9909, 50.9909, 50.9909, 50.991, 51.6291, 50.9909, 50.9909
3.58986, 77.0883, 51.9069, 51.3461, 8.89316, 25.1814, 0, 51.3462, 51.3463, 51.3465, 51.3461, 51.3461, 51.3461, 51.3461, 51.3461, 51.3461, 51.3461, 51.3461, 51.3461, 51.9062, 51.3461, 51.3461
3.59765, 62.9333, 52.1938, 51.7036, 8.05812, 10.7394, 0, 51.7037, 51.7038, 51.7041, 51.7036, 51.7036, 51.7036, 51.7036, 51.7036, 51.7036, 51.7036, 51.7036, 51.7036, 52.1931, 51.7036, 51.7036
3.60544, 53.7802, 52.4899, 52.0632, 7.46861, 1.29028, 0, 52.0633, 52.0634, 52.0637, 52.0632, 52.0632, 52.0632, 52.0632, 52.0632, 52.0632, 52.0632, 52.0632, 52.0632, 52.4892, 52.0632, 52.0632
3.61323, 68.607, 52.7944, 52.4247, 8.40279, 15.8125, 0, 52.4247, 52.4248, 52.4251, 52.4247, 52.4247, 52.4247, 52.4247, 52.4247, 52.4247, 52.4247, 52.4247, 52.4247, 52.7937, 52.4247, 52.4247
3.62101, 60.9042, 53.1068, 52.7877, 7.93122, 7.79736, 0, 52.7878, 52.7879, 52.7881, 52.7877, 52.7877, 52.7877, 52.7877, 52.7877, 52.7877, 52.7877, 52.7877, 52.7877, 53.1061, 52.7877, 52.7877
3.6288, 55.438, 53.4266, 53.1523, 7.57879, 2.01149, 0, 53.1524, 53.1525, 53.1528, 53.1523, 53.1523, 53.1523, 53.1523, 53.1523, 53.1523, 53.1523, 53.1523, 53.1524, 53.4258, 53.1523, 53.1523
3.63659, 56.4727, 53.753, 53.5184, 7.64674, 2.71967, 0, 53.5185, 53.5185, 53.5188, 53.5184, 53.5184, 53.5184, 53.5184, 53.5184, 53.5184, 53.5184, 53.5184, 53.5184, 53.7523, 53.5184, 53.5184
3.64438, 64.783, 54.0857, 53.8858, 8.17208, 10.6973, 0, 53.8859, 53.8859, 53.8862, 53.8858, 53.8858, 53.8858, 53.8858, 53.8858, 53.8858, 53.8858, 53.8858, 53.8858, 54.085, 53.8858, 53.8858
3.65216, 65.1046, 54.4241, 54.2545, 8.19174, 10.6804, 0, 54.2546, 54.2547, 54.2549, 54.2545, 54.2545, 54.2545, 54.2545, 54.2545, 54.2545, 54.2545, 54.2545, 54.2545, 54.4234, 54.2545, 54.2545
3.65995, 66.3106, 54.7679, 54.6245, 8.26502, 11.5427, 0, 54.6246, 54.6247, 54.6249, 54.6245, 54.6245, 54.6245, 54.6245, 54.6245, 54.6245, 54.6245, 54.6245, 54.6245, 54.7671, 54.6245, 54.6245
3.66774, 55.1072, 55.1165, 54.9958, 7.55693, -0.00920868, 0, 54.9959, 54.996, 54.9962, 54.9958, 54.9958, 54.9958, 54.9958, 54.9958, 54.9958, 54.9958, 54.9958, 54.9958, 55.1157, 54.9958, 54.9958
3.67552, 63.7606, 55.4694, 55.3683, 8.10929, 8.2912, 0, 55.3684, 55.3685, 55.3687, 55.3683, 55.3683, 55.3683, 55.3683, 55.3683, 55.3683, 55.3683, 55.3683, 55.3683, 55.4687, 55.3683, 55.3683
3.68331, 60.3602, 55.8265, 55.7421, 7.89685, 4.53368, 0, 55.7422, 55.7423, 55.7425, 55.7421, 55.7421, 55.7421, 55.7421, 55.7421, 55.7421, 55.7421, 55.7421, 55.7421, 55.8258, 55.7421, 55.7421
3.6911, 77.4098, 56.1874, 56.1171, 8.91122, 21.2224, 0, 56.1172, 56.1173, 56.1176, 56.1171, 56.1171, 56.1171, 56.1171, 56.1171, 56.1171, 56.1171, 56.1171, 56.1172, 56.1867, 56.1171, 56.1171
3.69889, 64.2766, 56.5517, 56.4935, 8.14104, 7.72485, 0, 56.4936, 56.4937, 56.4939, 56.4935, 56.4935, 56.4935, 56.4935, 56.4935, 56.4935, 56.4935, 56.4935, 56.4935, 56.551, 56.4935, 56.4935
3.70667, 56.0599, 56.9192, 56.8711, 7.6197, -0.859261, 0, 56.8712, 56.8713, 56.8715, 56.8711, 56.8711, 56.8711, 56.8711, 56.8711, 56.8711, 56.8711, 56.8711, 56.8711, 56.9184, 56.8711, 56.8711
3.71446, 63.3091, 57.2896, 57.2501, 8.0814, 6.0195, 0, 57.2501, 57.2502, 57.2505, 57.2501, 57.2501, 57.2501, 57.2501, 57.2501, 57.2501, 57.2501, 57.2501, 57.2501, 57.2889, 57.2501, 57.2501
3.72225, 59.1545, 57.6627, 57.6303, 7.82014, 1.49183, 0, 57.6304, 57.6305, 57.6307, 57.6303, 57.6303, 57.6303, 57.6303, 57.6303, 57.6303, 57.6303, 57.6303, 57.6303, 57.662, 57.6303, 57.6303
3.73004, 54.0903, 58.0383, 58.0118, 7.48935, -3.94802, 0, 58.0119, 58.012, 58.0123, 58.0118, 58.0118, 58.0118, 58.0118, 58.0118, 58.0118, 58.0118, 58.0118, 58.0119, 58.0376, 58.0118, 58.0118
3.73782, 46.0357, 58.4163, 58.3947, 6.93078, -12.3806, 0, 58.3948, 58.3949, 58.3951, 58.3947, 58.3947, 58.3947, 58.3947, 58.3947, 58.3947, 58.3947, 58.3947, 58.3947, 58.4156, 58.3947, 58.3947
3.74561, 66.0234, 58.7965, 58.7789, 8.24763, 7.22689, 0, 58.779, 58.7791, 58.7794, 58.7789, 58.7789, 58.7789, 58.7789, 58.7789, 58.7789, 58.7789, 58.7789, 58.779, 58.7958, 58.7789, 58.7789
3.7534, 66.5368, 59.1788, 59.1645, 8.2787, 7.35807, 0, 59.1646, 59.1647, 59.165, 59.1645, 59.1645, 59.1645, 59.1645, 59.1645, 59.1645, 59.1645, 59.1645, 59.1645, 59.178, 59.1645, 59.1645
3.76119, 55.0286, 59.563, 59.5515, 7.55173, -4.53446, 0, 59.5516, 59.5517, 59.5519, 59.5515, 59.5515, 59.5515, 59.5515, 59.5515, 59.5515, 59.5515, 59.5515, 59.5515, 59.5623, 59.5515, 59.5515
