   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_11.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00349118, 0, 1.18894e-18, 0, 1.41421, -1.18894e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56539e-20, 0, 0, 6.49574e-23, 0, 2.59724e-21, 0, 1.13062e-18, 0, 0, 0
0.0113584, 0, 2.27981e-18, 0, 1.41421, -2.27981e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06713e-19, 0, 0, 1.2681e-22, 0, 5.06363e-21, 0, 2.1679e-18, 0, 0, 0
0.0192257, 0, 4.3338e-18, 0, 1.41421, -4.3338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02849e-19, 0, 0, 2.45417e-22, 0, 9.78849e-21, 0, 4.12091e-18, 0, 0, 0
0.027093, 0, 8.16909e-18, 0, 1.41421, -8.16909e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82349e-19, 0, 0, 4.7097e-22, 0, 1.87669e-20, 0, 7.7675e-18, 0, 0, 0
0.0349602, 0, 1.52723e-17, 0, 1.41421, -1.52723e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1478e-19, 0, 0, 8.96436e-22, 0, 3.56945e-20, 0, 1.45209e-17, 0, 0, 0
0.0428275, 0, 2.83232e-17, 0, 1.41421, -2.83232e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32554e-18, 0, 0, 1.69266e-21, 0, 6.73656e-20, 0, 2.69286e-17, 0, 0, 0
0.0506947, 0, 5.21151e-17, 0, 1.41421, -5.21151e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4389e-18, 0, 0, 3.17121e-21, 0, 1.26181e-19, 0, 4.95468e-17, 0, 0, 0
0.058562, 0, 9.51567e-17, 0, 1.41421, -9.51567e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45298e-18, 0, 0, 5.89607e-21, 0, 2.34614e-19, 0, 9.04632e-17, 0, 0, 0
0.0664292, 0, 1.72438e-16, 0, 1.41421, -1.72438e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06909e-18, 0, 0, 1.08806e-20, 0, 4.33108e-19, 0, 1.63925e-16, 0, 0, 0
0.0742965, 0, 3.10174e-16, 0, 1.41421, -3.10174e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45136e-17, 0, 0, 1.99325e-20, 0, 7.93954e-19, 0, 2.94847e-16, 0, 0, 0
0.0821638, 0, 5.53871e-16, 0, 1.41421, -5.53871e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59153e-17, 0, 0, 3.62533e-20, 0, 1.4455e-18, 0, 5.26474e-16, 0, 0, 0
0.090031, 0, 9.8196e-16, 0, 1.41421, -9.8196e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59428e-17, 0, 0, 6.54737e-20, 0, 2.61414e-18, 0, 9.33337e-16, 0, 0, 0
0.0978983, 0, 1.72865e-15, 0, 1.41421, -1.72865e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08736e-17, 0, 0, 1.17428e-19, 0, 4.69669e-18, 0, 1.64297e-15, 0, 0, 0
0.105766, 0, 3.022e-15, 0, 1.41421, -3.022e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41373e-16, 0, 0, 2.09178e-19, 0, 8.3842e-18, 0, 2.87203e-15, 0, 0, 0
0.113633, 0, 5.24678e-15, 0, 1.41421, -5.24678e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45436e-16, 0, 0, 3.70117e-19, 0, 1.48728e-17, 0, 4.9861e-15, 0, 0, 0
0.1215, 0, 9.04777e-15, 0, 1.41421, -9.04777e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23212e-16, 0, 0, 6.50561e-19, 0, 2.62204e-17, 0, 8.59769e-15, 0, 0, 0
0.129367, 0, 1.5498e-14, 0, 1.41421, -1.5498e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24873e-16, 0, 0, 1.13607e-18, 0, 4.59462e-17, 0, 1.4726e-14, 0, 0, 0
0.137235, 0, 2.6371e-14, 0, 1.41421, -2.6371e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23334e-15, 0, 0, 1.97127e-18, 0, 8.00332e-17, 0, 2.50556e-14, 0, 0, 0
0.145102, 0, 4.45781e-14, 0, 1.41421, -4.45781e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08471e-15, 0, 0, 3.39898e-18, 0, 1.38593e-16, 0, 4.23514e-14, 0, 0, 0
0.152969, 0, 7.48671e-14, 0, 1.41421, -7.48671e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50091e-15, 0, 0, 5.82442e-18, 0, 2.38621e-16, 0, 7.11217e-14, 0, 0, 0
0.160836, 0, 1.24928e-13, 0, 1.41421, -1.24928e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84137e-15, 0, 0, 9.9197e-18, 0, 4.08516e-16, 0, 1.18668e-13, 0, 0, 0
0.168704, 0, 2.07133e-13, 0, 1.41421, -2.07133e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.68432e-15, 0, 0, 1.67929e-17, 0, 6.95472e-16, 0, 1.96737e-13, 0, 0, 0
0.176571, 0, 3.41259e-13, 0, 1.41421, -3.41259e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59539e-14, 0, 0, 2.82602e-17, 0, 1.17749e-15, 0, 3.24099e-13, 0, 0, 0
0.184438, 0, 5.58703e-13, 0, 1.41421, -5.58703e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61173e-14, 0, 0, 4.72815e-17, 0, 1.98295e-15, 0, 5.30555e-13, 0, 0, 0
0.192305, 0, 9.08991e-13, 0, 1.41421, -9.08991e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24883e-14, 0, 0, 7.86538e-17, 0, 3.32173e-15, 0, 8.63102e-13, 0, 0, 0
0.200173, 0, 1.46973e-12, 0, 1.41421, -1.46973e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86927e-14, 0, 0, 1.3011e-16, 0, 5.53538e-15, 0, 1.39537e-12, 0, 0, 0
0.20804, 0, 2.36171e-12, 0, 1.41421, -2.36171e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10374e-13, 0, 0, 2.1405e-16, 0, 9.17704e-15, 0, 2.24194e-12, 0, 0, 0
0.215907, 0, 3.77177e-12, 0, 1.41421, -3.77177e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76259e-13, 0, 0, 3.50267e-16, 0, 1.51381e-14, 0, 3.58002e-12, 0, 0, 0
0.223774, 0, 5.98693e-12, 0, 1.41421, -5.98693e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79757e-13, 0, 0, 5.70211e-16, 0, 2.48485e-14, 0, 5.68176e-12, 0, 0, 0
0.231642, 0, 9.44534e-12, 0, 1.41421, -9.44534e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41335e-13, 0, 0, 9.23613e-16, 0, 4.05911e-14, 0, 8.96249e-12, 0, 0, 0
0.239509, 0, 1.48114e-11, 0, 1.41421, -1.48114e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92035e-13, 0, 0, 1.48883e-15, 0, 6.59957e-14, 0, 1.40519e-11, 0, 0, 0
0.247376, 0, 2.30861e-11, 0, 1.41421, -2.30861e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07863e-12, 0, 0, 2.38886e-15, 0, 1.06809e-13, 0, 2.18983e-11, 0, 0, 0
0.255243, 0, 3.57679e-11, 0, 1.41421, -3.57679e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67113e-12, 0, 0, 3.81618e-15, 0, 1.72095e-13, 0, 3.39209e-11, 0, 0, 0
0.263111, 0, 5.50852e-11, 0, 1.41421, -5.50852e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57373e-12, 0, 0, 6.0712e-15, 0, 2.76096e-13, 0, 5.22294e-11, 0, 0, 0
0.270978, 0, 8.43303e-11, 0, 1.41421, -8.43303e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94036e-12, 0, 0, 9.62162e-15, 0, 4.41112e-13, 0, 7.99392e-11, 0, 0, 0
0.278845, 0, 1.28336e-10, 0, 1.41421, -1.28336e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99716e-12, 0, 0, 1.51945e-14, 0, 7.01957e-13, 0, 1.21622e-10, 0, 0, 0
0.286713, 0, 1.94154e-10, 9.16449e-43, 1.41421, -1.94154e-10, 0, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.16449e-43, 9.07419e-12, 9.16449e-43, 9.16449e-43, 2.39185e-14, 9.16449e-43, 1.11283e-12, 9.16449e-43, 1.83943e-10, 9.16449e-43, 9.16449e-43, 9.16449e-43
0.29458, 0, 2.91998e-10, 1.52489e-41, 1.41421, -2.91998e-10, 0, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.52489e-41, 1.36501e-11, 1.52489e-41, 1.52489e-41, 3.75448e-14, 1.52489e-41, 1.75785e-12, 1.52489e-41, 2.76553e-10, 1.52489e-41, 1.52489e-41, 1.52489e-41
0.302447, 0, 4.36647e-10, 1.2044e-39, 1.41421, -4.36647e-10, 0, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 1.2044e-39, 2.04183e-11, 1.2044e-39, 1.2044e-39, 5.89101e-14, 1.2044e-39, 2.77205e-12, 1.2044e-39, 4.13398e-10, 1.2044e-39, 1.2044e-39, 1.2044e-39
0.310314, 0, 6.49035e-10, 1.33704e-38, 1.41421, -6.49035e-10, 0, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 1.33704e-38, 3.03613e-11, 1.33704e-38, 1.33704e-38, 9.20525e-14, 1.33704e-38, 4.34999e-12, 1.33704e-38, 6.14232e-10, 1.33704e-38, 1.33704e-38, 1.33704e-38
0.318182, 0, 9.59136e-10, 1.34121e-37, 1.41421, -9.59136e-10, 0, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 1.34121e-37, 4.48889e-11, 1.34121e-37, 1.34121e-37, 1.43597e-13, 1.34121e-37, 6.80595e-12, 1.34121e-37, 9.07298e-10, 1.34121e-37, 1.34121e-37, 1.34121e-37
0.326049, 0, 1.40922e-09, 1.22231e-36, 1.41421, -1.40922e-09, 0, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 1.22231e-36, 6.59928e-11, 1.22231e-36, 1.22231e-36, 2.23711e-13, 1.22231e-36, 1.06194e-11, 1.22231e-36, 1.33239e-09, 1.22231e-36, 1.22231e-36, 1.22231e-36
0.333916, 0, 2.05864e-09, 1.01747e-35, 1.41421, -2.05864e-09, 0, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 1.01747e-35, 9.64751e-11, 1.01747e-35, 1.01747e-35, 3.48191e-13, 1.01747e-35, 1.6528e-11, 1.01747e-35, 1.94529e-09, 1.01747e-35, 1.01747e-35, 1.01747e-35
0.341783, 0, 2.99018e-09, 7.77441e-35, 1.41421, -2.99018e-09, 0, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 7.77441e-35, 1.40255e-10, 7.77441e-35, 7.77441e-35, 5.41603e-13, 7.77441e-35, 2.56646e-11, 7.77441e-35, 2.82372e-09, 7.77441e-35, 7.77441e-35, 7.77441e-35
0.349651, 0, 4.31863e-09, 5.47838e-34, 1.41421, -4.31863e-09, 0, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 5.47838e-34, 2.02783e-10, 5.47838e-34, 5.47838e-34, 8.42168e-13, 5.47838e-34, 3.97683e-11, 5.47838e-34, 4.07524e-09, 5.47838e-34, 5.47838e-34, 5.47838e-34
0.357518, 0, 6.20216e-09, 3.71063e-33, 1.41421, -6.20216e-09, 0, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 3.71063e-33, 2.91596e-10, 3.71063e-33, 3.71063e-33, 1.30938e-12, 3.71063e-33, 6.15034e-11, 3.71063e-33, 5.84775e-09, 3.71063e-33, 3.71063e-33, 3.71063e-33
0.365385, 0, 8.85743e-09, 2.45139e-32, 1.41421, -8.85743e-09, 0, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 2.45139e-32, 4.17061e-10, 2.45139e-32, 2.45139e-32, 2.03586e-12, 2.45139e-32, 9.49484e-11, 2.45139e-32, 8.34339e-09, 2.45139e-32, 2.45139e-32, 2.45139e-32
0.373252, 0, 1.25795e-08, 1.52595e-31, 1.41421, -1.25795e-08, 0, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 1.52595e-31, 5.93362e-10, 1.52595e-31, 1.52595e-31, 3.16571e-12, 1.52595e-31, 1.46337e-10, 1.52595e-31, 1.18366e-08, 1.52595e-31, 1.52595e-31, 1.52595e-31
0.38112, 0, 1.77675e-08, 8.87658e-31, 1.41421, -1.77675e-08, 0, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.87658e-31, 8.39796e-10, 8.87658e-31, 8.87658e-31, 4.92299e-12, 8.87658e-31, 2.25178e-10, 8.87658e-31, 1.66976e-08, 8.87658e-31, 8.87658e-31, 8.87658e-31
0.388987, 0, 2.4959e-08, 4.8307e-30, 1.41421, -2.4959e-08, 0, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 4.8307e-30, 1.1825e-09, 4.8307e-30, 4.8307e-30, 7.6555e-12, 4.8307e-30, 3.45953e-10, 4.8307e-30, 2.34229e-08, 4.8307e-30, 4.8307e-30, 4.8307e-30
0.396854, 0, 3.48731e-08, 2.46533e-29, 1.41421, -3.48731e-08, 0, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 2.46533e-29, 1.65668e-09, 2.46533e-29, 2.46533e-29, 1.19021e-11, 2.46533e-29, 5.30658e-10, 2.46533e-29, 3.26739e-08, 2.46533e-29, 2.46533e-29, 2.46533e-29
0.404721, 0, 4.84669e-08, 1.18343e-28, 1.41421, -4.84669e-08, 0, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 1.18343e-28, 2.30957e-09, 1.18343e-28, 1.18343e-28, 1.84956e-11, 1.18343e-28, 8.12607e-10, 1.18343e-28, 4.53262e-08, 1.18343e-28, 1.18343e-28, 1.18343e-28
0.412589, 0, 6.70075e-08, 5.36156e-28, 1.41421, -6.70075e-08, 0, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 5.36156e-28, 3.20417e-09, 5.36156e-28, 5.36156e-28, 2.87186e-11, 5.36156e-28, 1.2421e-09, 5.36156e-28, 6.25325e-08, 5.36156e-28, 5.36156e-28, 5.36156e-28
0.420456, 0, 9.21633e-08, 2.2992e-27, 1.41421, -9.21633e-08, 0, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 2.2992e-27, 4.42426e-09, 2.2992e-27, 2.2992e-27, 4.45398e-11, 2.2992e-27, 1.89479e-09, 2.2992e-27, 8.57997e-08, 2.2992e-27, 2.2992e-27, 2.2992e-27
0.428323, 0, 1.26121e-07, 9.35901e-27, 1.41421, -1.26121e-07, 0, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 9.35901e-27, 6.08061e-09, 9.35901e-27, 9.35901e-27, 6.89677e-11, 9.35901e-27, 2.88396e-09, 9.35901e-27, 1.17087e-07, 9.35901e-27, 9.35901e-27, 9.35901e-27
0.43619, 0, 1.7173e-07, 3.62606e-26, 1.41421, -1.7173e-07, 0, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 3.62606e-26, 8.31919e-09, 3.62606e-26, 3.62606e-26, 1.06579e-10, 3.62606e-26, 4.37846e-09, 3.62606e-26, 1.58926e-07, 3.62606e-26, 3.62606e-26, 3.62606e-26
0.444058, 0, 2.32716e-07, 1.34069e-25, 1.41421, -2.32716e-07, 0, 1.34069e-25, 1.34069e-25, 1.34069e-25, 1.34069e-25, 1.34069e-25, 1.34069e-25, 1.34069e-25, 2.52609e-11, 1.34069e-25, 1.34069e-25, 1.34069e-25, 1.13314e-08, 1.34069e-25, 1.34069e-25, 1.64299e-10, 1.34069e-25, 6.62857e-09, 1.34069e-25, 2.14566e-07, 1.34069e-25, 1.34069e-25, 1.34069e-25
0.451925, 0, 3.13861e-07, 4.74179e-25, 1.41421, -3.13861e-07, 0, 4.74179e-25, 4.74179e-25, 4.74179e-25, 4.74179e-25, 4.74179e-25, 4.74179e-25, 4.74179e-25, 8.0607e-11, 4.74179e-25, 4.74179e-25, 4.74179e-25, 1.53674e-08, 4.74179e-25, 4.74179e-25, 2.52552e-10, 4.74179e-25, 1.00032e-08, 4.74179e-25, 2.88158e-07, 4.74179e-25, 4.74179e-25, 4.74179e-25
0.459792, 0, 4.21347e-07, 1.62317e-24, 1.41421, -4.21347e-07, 0, 1.62317e-24, 1.62317e-24, 1.62317e-24, 1.62317e-24, 1.62317e-24, 1.62317e-24, 1.62317e-24, 1.99211e-10, 1.62317e-24, 1.62317e-24, 1.62317e-24, 2.07524e-08, 1.62317e-24, 1.62317e-24, 3.86932e-10, 1.62317e-24, 1.50425e-08, 1.62317e-24, 3.84966e-07, 1.62317e-24, 1.62317e-24, 1.62317e-24
0.46766, 0, 5.77228e-07, 5.16281e-09, 1.41421, -5.77228e-07, 5.16281e-09, 5.16297e-09, 5.16298e-09, 5.16348e-09, 5.17435e-09, 5.1854e-09, 5.95956e-09, 6.48676e-09, 6.73504e-09, 5.42039e-09, 5.20291e-09, 1.00756e-08, 3.30712e-08, 5.50925e-09, 5.16328e-09, 5.75344e-09, 5.16639e-09, 2.76951e-08, 5.16282e-09, 5.16853e-07, 5.16281e-09, 5.16281e-09, 5.21762e-09
0.475527, 0, 7.94287e-07, 1.63886e-08, 1.41421, -7.94287e-07, 1.63886e-08, 1.63891e-08, 1.63891e-08, 1.63907e-08, 1.64253e-08, 1.64604e-08, 1.89221e-08, 2.05985e-08, 2.09241e-08, 1.72077e-08, 1.65161e-08, 3.20105e-08, 5.37674e-08, 1.74902e-08, 1.63901e-08, 1.72866e-08, 1.64828e-08, 4.99965e-08, 1.63886e-08, 6.93071e-07, 1.63886e-08, 1.63886e-08, 1.65629e-08
0.483394, 0, 1.10398e-06, 4.0363e-08, 1.41421, -1.10398e-06, 4.0363e-08, 4.03643e-08, 4.03644e-08, 4.03683e-08, 4.04535e-08, 4.05401e-08, 4.66073e-08, 5.07391e-08, 5.11714e-08, 4.23818e-08, 4.06773e-08, 7.88658e-08, 9.02252e-08, 4.30782e-08, 4.03667e-08, 4.17224e-08, 4.06514e-08, 9.02589e-08, 4.03631e-08, 9.30891e-07, 4.0363e-08, 4.0363e-08, 4.07926e-08
0.491261, 0, 1.56018e-06, 9.06054e-08, 1.41421, -1.56018e-06, 9.06054e-08, 9.06082e-08, 9.06084e-08, 9.06172e-08, 9.08085e-08, 9.10031e-08, 1.04628e-07, 1.13907e-07, 1.14448e-07, 9.51389e-08, 9.13112e-08, 1.77071e-07, 1.56857e-07, 9.67028e-08, 9.06137e-08, 9.26535e-08, 9.13295e-08, 1.64315e-07, 9.06056e-08, 1.25689e-06, 9.06054e-08, 9.06054e-08, 9.15701e-08
0.499129, 0, 2.25813e-06, 1.93944e-07, 1.41421, -2.25813e-06, 1.93944e-07, 1.9395e-07, 1.9395e-07, 1.93969e-07, 1.94379e-07, 1.94795e-07, 2.23971e-07, 2.4384e-07, 2.44356e-07, 2.03651e-07, 1.95455e-07, 3.79095e-07, 2.81628e-07, 2.07e-07, 1.93961e-07, 1.97014e-07, 1.95605e-07, 3.02255e-07, 1.93944e-07, 1.71423e-06, 1.93944e-07, 1.93944e-07, 1.96009e-07
0.506996, 0, 3.37999e-06, 4.02654e-07, 1.41421, -3.37999e-06, 4.02654e-07, 4.02666e-07, 4.02667e-07, 4.02706e-07, 4.03557e-07, 4.04422e-07, 4.6501e-07, 5.06271e-07, 5.16876e-07, 4.22813e-07, 4.05792e-07, 7.87147e-07, 5.18254e-07, 4.29768e-07, 4.02691e-07, 4.07233e-07, 4.06271e-07, 5.61086e-07, 4.02655e-07, 2.37559e-06, 4.02654e-07, 4.02654e-07, 4.06943e-07
0.514863, 0, 5.24828e-06, 8.16552e-07, 1.41421, -5.24828e-06, 8.16552e-07, 8.16577e-07, 8.16579e-07, 8.16658e-07, 8.18384e-07, 8.20139e-07, 9.43029e-07, 1.02672e-06, 1.06896e-06, 8.57441e-07, 8.22918e-07, 1.59642e-06, 9.68372e-07, 8.71547e-07, 8.16626e-07, 8.23344e-07, 8.24157e-07, 1.0468e-06, 8.16553e-07, 3.3663e-06, 8.16552e-07, 8.16552e-07, 8.25252e-07
0.52273, 0, 8.64828e-06, 1.6225e-06, 1.41421, -8.64828e-06, 1.6225e-06, 1.62255e-06, 1.62256e-06, 1.62271e-06, 1.62614e-06, 1.62963e-06, 1.87385e-06, 2.04017e-06, 2.35797e-06, 1.70376e-06, 1.63515e-06, 3.17235e-06, 1.82113e-06, 1.73179e-06, 1.62265e-06, 1.63252e-06, 1.63807e-06, 1.95512e-06, 1.6225e-06, 4.90538e-06, 1.6225e-06, 1.6225e-06, 1.63979e-06
0.530598, 0, 1.46656e-05, 3.1636e-06, 1.41421, -1.46656e-05, 3.1636e-06, 3.1637e-06, 3.16371e-06, 3.16401e-06, 3.1707e-06, 3.1775e-06, 3.65376e-06, 3.9781e-06, 4.89095e-06, 3.32207e-06, 3.18827e-06, 6.18597e-06, 3.42247e-06, 3.37673e-06, 3.16389e-06, 3.1783e-06, 3.19478e-06, 3.64118e-06, 3.16361e-06, 7.37705e-06, 3.1636e-06, 3.1636e-06, 3.19732e-06
0.538465, 0, 2.54356e-05, 6.05736e-06, 1.41421, -2.54356e-05, 6.05736e-06, 6.05754e-06, 6.05756e-06, 6.05815e-06, 6.07096e-06, 6.08398e-06, 6.996e-06, 7.61709e-06, 9.7892e-06, 6.36082e-06, 6.1046e-06, 1.18451e-05, 6.39347e-06, 6.4655e-06, 6.05791e-06, 6.0788e-06, 6.11855e-06, 6.73879e-06, 6.05737e-06, 1.14521e-05, 6.05736e-06, 6.05736e-06, 6.12193e-06
0.546332, 0, 4.47555e-05, 1.13932e-05, 1.41421, -4.47555e-05, 1.13932e-05, 1.13936e-05, 1.13936e-05, 1.13947e-05, 1.14188e-05, 1.14433e-05, 1.3159e-05, 1.43273e-05, 1.90929e-05, 1.19641e-05, 1.14821e-05, 2.22808e-05, 1.1828e-05, 1.2161e-05, 1.13943e-05, 1.14243e-05, 1.15111e-05, 1.23594e-05, 1.13933e-05, 1.82908e-05, 1.13932e-05, 1.13932e-05, 1.15147e-05
0.554199, 0, 7.92719e-05, 2.10557e-05, 1.41421, -7.92719e-05, 2.10557e-05, 2.10563e-05, 2.10564e-05, 2.10584e-05, 2.11029e-05, 2.11482e-05, 2.43193e-05, 2.64788e-05, 3.6445e-05, 2.21108e-05, 2.12199e-05, 4.11795e-05, 2.16159e-05, 2.24747e-05, 2.10576e-05, 2.11005e-05, 2.12787e-05, 2.2417e-05, 2.10557e-05, 2.98736e-05, 2.10557e-05, 2.10557e-05, 2.12802e-05
0.562067, 0, 0.000140505, 3.82387e-05, 1.41421, -0.000140505, 3.82387e-05, 3.82398e-05, 3.82399e-05, 3.82437e-05, 3.83245e-05, 3.84068e-05, 4.41665e-05, 4.8089e-05, 6.83152e-05, 4.01551e-05, 3.8537e-05, 7.47904e-05, 3.89579e-05, 4.08162e-05, 3.82422e-05, 3.83029e-05, 3.86534e-05, 4.01448e-05, 3.82387e-05, 4.95288e-05, 3.82387e-05, 3.82387e-05, 3.86465e-05
