   PIQUANT 0.0.0-main  ps__0246_0688790088_000rfs_shot_15.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000282299, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00760181, 0, 3.59592e-18, 0, 1.41421, -3.59592e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4862e-20, 0, 0, 8.11131e-23, 0, 2.62327e-21, 0, 3.57835e-18, 0, 0
0.0154859, 0, 6.97748e-18, 0, 1.41421, -6.97748e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88378e-20, 0, 0, 1.59946e-22, 0, 5.17781e-21, 0, 6.94331e-18, 0, 0
0.02337, 0, 1.34204e-17, 0, 1.41421, -1.34204e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54656e-20, 0, 0, 3.12661e-22, 0, 1.01317e-20, 0, 1.33545e-17, 0, 0
0.0312541, 0, 2.55927e-17, 0, 1.41421, -2.55927e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05771e-19, 0, 0, 6.0604e-22, 0, 1.96596e-20, 0, 2.54666e-17, 0, 0
0.0391383, 0, 4.83992e-17, 0, 1.41421, -4.83992e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00025e-19, 0, 0, 1.16507e-21, 0, 3.78384e-20, 0, 4.81602e-17, 0, 0
0.0470224, 0, 9.07852e-17, 0, 1.41421, -9.07852e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75193e-19, 0, 0, 2.22184e-21, 0, 7.22521e-20, 0, 9.03355e-17, 0, 0
0.0549065, 0, 1.68937e-16, 0, 1.41421, -1.68937e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98166e-19, 0, 0, 4.20403e-21, 0, 1.36907e-19, 0, 1.68098e-16, 0, 0
0.0627906, 0, 3.11916e-16, 0, 1.41421, -3.11916e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28903e-18, 0, 0, 7.8938e-21, 0, 2.57477e-19, 0, 3.10361e-16, 0, 0
0.0706747, 0, 5.71503e-16, 0, 1.41421, -5.71503e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36177e-18, 0, 0, 1.47111e-20, 0, 4.80698e-19, 0, 5.68646e-16, 0, 0
0.0785588, 0, 1.03926e-15, 0, 1.41421, -1.03926e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29473e-18, 0, 0, 2.72146e-20, 0, 8.91043e-19, 0, 1.03405e-15, 0, 0
0.0864429, 0, 1.87589e-15, 0, 1.41421, -1.87589e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75197e-18, 0, 0, 4.99825e-20, 0, 1.64016e-18, 0, 1.86645e-15, 0, 0
0.094327, 0, 3.36143e-15, 0, 1.41421, -3.36143e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38906e-17, 0, 0, 9.11483e-20, 0, 2.99847e-18, 0, 3.34445e-15, 0, 0
0.102211, 0, 5.98016e-15, 0, 1.41421, -5.98016e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47116e-17, 0, 0, 1.6506e-19, 0, 5.44499e-18, 0, 5.94984e-15, 0, 0
0.110095, 0, 1.05638e-14, 0, 1.41421, -1.05638e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36514e-17, 0, 0, 2.96854e-19, 0, 9.82283e-18, 0, 1.051e-14, 0, 0
0.117979, 0, 1.85303e-14, 0, 1.41421, -1.85303e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65686e-17, 0, 0, 5.30272e-19, 0, 1.76064e-17, 0, 1.84356e-14, 0, 0
0.125863, 0, 3.22802e-14, 0, 1.41421, -3.22802e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33381e-16, 0, 0, 9.40911e-19, 0, 3.1358e-17, 0, 3.21146e-14, 0, 0
0.133748, 0, 5.58489e-14, 0, 1.41421, -5.58489e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30762e-16, 0, 0, 1.65855e-18, 0, 5.5503e-17, 0, 5.5561e-14, 0, 0
0.141632, 0, 9.59727e-14, 0, 1.41421, -9.59727e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9654e-16, 0, 0, 2.90464e-18, 0, 9.76385e-17, 0, 9.54756e-14, 0, 0
0.149516, 0, 1.63818e-13, 0, 1.41421, -1.63818e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.76849e-16, 0, 0, 5.05443e-18, 0, 1.70727e-16, 0, 1.62966e-13, 0, 0
0.1574, 0, 2.7777e-13, 0, 1.41421, -2.7777e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14764e-15, 0, 0, 8.73989e-18, 0, 2.96758e-16, 0, 2.76316e-13, 0, 0
0.165284, 0, 4.67883e-13, 0, 1.41421, -4.67883e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93308e-15, 0, 0, 1.50186e-17, 0, 5.12808e-16, 0, 4.65422e-13, 0, 0
0.173168, 0, 7.82965e-13, 0, 1.41421, -7.82965e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23481e-15, 0, 0, 2.56494e-17, 0, 8.81049e-16, 0, 7.78824e-13, 0, 0
0.181052, 0, 1.30173e-12, 0, 1.41421, -1.30173e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37801e-15, 0, 0, 4.35403e-17, 0, 1.50513e-15, 0, 1.2948e-12, 0, 0
0.188936, 0, 2.15024e-12, 0, 1.41421, -2.15024e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88358e-15, 0, 0, 7.34697e-17, 0, 2.55704e-15, 0, 2.13873e-12, 0, 0
0.196821, 0, 3.52909e-12, 0, 1.41421, -3.52909e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45803e-14, 0, 0, 1.23245e-16, 0, 4.32032e-15, 0, 3.51006e-12, 0, 0
0.204705, 0, 5.7552e-12, 0, 1.41421, -5.7552e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37777e-14, 0, 0, 2.05552e-16, 0, 7.26014e-15, 0, 5.72395e-12, 0, 0
0.212589, 0, 9.32598e-12, 0, 1.41421, -9.32598e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85318e-14, 0, 0, 3.4089e-16, 0, 1.21357e-14, 0, 9.27497e-12, 0, 0
0.220473, 0, 1.50169e-11, 0, 1.41421, -1.50169e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20481e-14, 0, 0, 5.6221e-16, 0, 2.018e-14, 0, 1.49341e-11, 0, 0
0.228357, 0, 2.40285e-11, 0, 1.41421, -2.40285e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.92912e-14, 0, 0, 9.22248e-16, 0, 3.33854e-14, 0, 2.3895e-11, 0, 0
0.236241, 0, 3.82076e-11, 0, 1.41421, -3.82076e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.579e-13, 0, 0, 1.50495e-15, 0, 5.49565e-14, 0, 3.79933e-11, 0, 0
0.244125, 0, 6.03751e-11, 0, 1.41421, -6.03751e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49549e-13, 0, 0, 2.4434e-15, 0, 9.00243e-14, 0, 6.00331e-11, 0, 0
0.252009, 0, 9.48117e-11, 0, 1.41421, -9.48117e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91965e-13, 0, 0, 3.94777e-15, 0, 1.4677e-13, 0, 9.4269e-11, 0, 0
0.259893, 0, 1.4797e-10, 0, 1.41421, -1.4797e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.11887e-13, 0, 0, 6.34873e-15, 0, 2.38185e-13, 0, 1.47113e-10, 0, 0
0.267778, 0, 2.29508e-10, 0, 1.41421, -2.29508e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49383e-13, 0, 0, 1.01648e-14, 0, 3.84819e-13, 0, 2.28164e-10, 0, 0
0.275662, 0, 3.53794e-10, 0, 1.41421, -3.53794e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46412e-12, 0, 0, 1.62073e-14, 0, 6.19068e-13, 0, 3.51694e-10, 0, 0
0.283546, 0, 5.42046e-10, 2.99878e-43, 1.41421, -5.42046e-10, 2.99878e-43, 0, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.99878e-43, 2.24435e-12, 2.99878e-43, 2.99878e-43, 2.57421e-14, 2.99878e-43, 9.91833e-13, 2.99878e-43, 5.38785e-10, 2.99878e-43, 2.99878e-43
0.29143, 0, 8.25402e-10, 5.20582e-42, 1.41421, -8.25402e-10, 5.20582e-42, 0, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 5.20582e-42, 3.41981e-12, 5.20582e-42, 5.20582e-42, 4.07411e-14, 5.20582e-42, 1.58285e-12, 5.20582e-42, 8.20359e-10, 5.20582e-42, 5.20582e-42
0.299314, 0, 1.24925e-09, 7.56687e-41, 1.41421, -1.24925e-09, 7.56687e-41, 0, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 7.56687e-41, 5.18002e-12, 7.56687e-41, 7.56687e-41, 6.42731e-14, 7.56687e-41, 2.51675e-12, 7.56687e-41, 1.24149e-09, 7.56687e-41, 7.56687e-41
0.307198, 0, 1.8793e-09, 9.72636e-40, 1.41421, -1.8793e-09, 9.72636e-40, 0, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 9.72636e-40, 7.80009e-12, 9.72636e-40, 9.72636e-40, 1.01109e-13, 9.72636e-40, 3.98779e-12, 9.72636e-40, 1.86741e-09, 9.72636e-40, 9.72636e-40
0.315082, 0, 2.81006e-09, 1.11975e-38, 1.41421, -2.81006e-09, 1.11975e-38, 0, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.11975e-38, 1.1677e-11, 1.11975e-38, 1.11975e-38, 1.58663e-13, 1.11975e-38, 6.29823e-12, 1.11975e-38, 2.79192e-09, 1.11975e-38, 1.11975e-38
0.322966, 0, 4.17654e-09, 1.16271e-37, 1.41421, -4.17654e-09, 1.16271e-37, 0, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.16271e-37, 1.73799e-11, 1.16271e-37, 1.16271e-37, 2.48459e-13, 1.16271e-37, 9.91751e-12, 1.16271e-37, 4.149e-09, 1.16271e-37, 1.16271e-37
0.33085, 0, 6.1704e-09, 1.09467e-36, 1.41421, -6.1704e-09, 1.09467e-36, 0, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 1.09467e-36, 2.57204e-11, 1.09467e-36, 1.09467e-36, 3.88415e-13, 1.09467e-36, 1.55737e-11, 1.09467e-36, 6.12872e-09, 1.09467e-36, 1.09467e-36
0.338735, 0, 9.06183e-09, 9.39586e-36, 1.41421, -9.06183e-09, 9.39586e-36, 0, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 9.39586e-36, 3.7849e-11, 9.39586e-36, 9.39586e-36, 6.06403e-13, 9.39586e-36, 2.43945e-11, 9.39586e-36, 8.99898e-09, 9.39586e-36, 9.39586e-36
0.346619, 0, 1.32292e-08, 7.38857e-35, 1.41421, -1.32292e-08, 7.38857e-35, 0, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 7.38857e-35, 5.5387e-11, 7.38857e-35, 7.38857e-35, 9.45802e-13, 7.38857e-35, 3.81244e-11, 7.38857e-35, 1.31348e-08, 7.38857e-35, 7.38857e-35
0.354503, 0, 1.91993e-08, 5.34969e-34, 1.41421, -1.91993e-08, 5.34969e-34, 0, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 5.34969e-34, 8.06078e-11, 5.34969e-34, 5.34969e-34, 1.47417e-12, 5.34969e-34, 5.94596e-11, 5.34969e-34, 1.90577e-08, 5.34969e-34, 5.34969e-34
0.362387, 0, 2.76999e-08, 3.63406e-33, 1.41421, -2.76999e-08, 3.63406e-33, 0, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 3.63406e-33, 1.16681e-10, 3.63406e-33, 3.63406e-33, 2.29677e-12, 3.63406e-33, 9.25618e-11, 3.63406e-33, 2.74884e-08, 3.63406e-33, 3.63406e-33
0.370271, 0, 3.97313e-08, 2.44731e-32, 1.41421, -3.97313e-08, 2.44731e-32, 0, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 2.44731e-32, 1.68004e-10, 2.44731e-32, 2.44731e-32, 3.5776e-12, 2.44731e-32, 1.43849e-10, 2.44731e-32, 3.94158e-08, 2.44731e-32, 2.44731e-32
0.378155, 0, 5.66578e-08, 1.55879e-31, 1.41421, -5.66578e-08, 1.55879e-31, 0, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 1.55879e-31, 2.40646e-10, 1.55879e-31, 1.55879e-31, 5.57211e-12, 1.55879e-31, 2.232e-10, 1.55879e-31, 5.61884e-08, 1.55879e-31, 1.55879e-31
