   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_235.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0298252, 470, 0, 0, 21.7256, 470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0219553, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140853, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00621537, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00165458, 0, 2.78945e-24, 0, 1.41421, -2.78945e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94612e-26, 0, 0, 2.64103e-29, 0, 2.97173e-28, 0, 2.75966e-24, 0, 0, 0
0.00952453, 0, 8.31017e-24, 0, 1.41421, -8.31017e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77691e-26, 0, 0, 7.96709e-29, 0, 9.19029e-28, 0, 8.22141e-24, 0, 0, 0
0.0173945, 0, 2.39452e-23, 0, 1.41421, -2.39452e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52899e-25, 0, 0, 2.32506e-28, 0, 2.7367e-27, 0, 2.36893e-23, 0, 0, 0
0.0252644, 0, 6.6985e-23, 0, 1.41421, -6.6985e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07466e-25, 0, 0, 6.58851e-28, 0, 7.88514e-27, 0, 6.6269e-23, 0, 0, 0
0.0331344, 0, 1.8246e-22, 0, 1.41421, -1.8246e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92706e-24, 0, 0, 1.81813e-27, 0, 2.2064e-26, 0, 1.80509e-22, 0, 0, 0
0.0410043, 0, 4.85079e-22, 0, 1.41421, -4.85079e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12316e-24, 0, 0, 4.89746e-27, 0, 6.01329e-26, 0, 4.7989e-22, 0, 0, 0
0.0488743, 0, 1.2611e-21, 0, 1.41421, -1.2611e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33191e-23, 0, 0, 1.29022e-26, 0, 1.59996e-25, 0, 1.24761e-21, 0, 0, 0
0.0567442, 0, 3.21125e-21, 0, 1.41421, -3.21125e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39154e-23, 0, 0, 3.32969e-26, 0, 4.1639e-25, 0, 3.17689e-21, 0, 0, 0
0.0646142, 0, 8.02004e-21, 0, 1.41421, -8.02004e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.47029e-23, 0, 0, 8.42911e-26, 0, 1.06168e-24, 0, 7.93419e-21, 0, 0, 0
0.0724841, 0, 1.96677e-20, 0, 1.41421, -1.96677e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07718e-22, 0, 0, 2.09557e-25, 0, 2.65568e-24, 0, 1.94571e-20, 0, 0, 0
0.080354, 0, 4.74066e-20, 0, 1.41421, -4.74066e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00677e-22, 0, 0, 5.12154e-25, 0, 6.52451e-24, 0, 4.68989e-20, 0, 0, 0
0.088224, 0, 1.12412e-19, 0, 1.41421, -1.12412e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18721e-21, 0, 0, 1.23158e-24, 0, 1.57597e-23, 0, 1.11207e-19, 0, 0, 0
0.0960939, 0, 2.62418e-19, 0, 1.41421, -2.62418e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77147e-21, 0, 0, 2.91617e-24, 0, 3.74581e-23, 0, 2.59606e-19, 0, 0, 0
0.103964, 0, 6.03505e-19, 0, 1.41421, -6.03505e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37377e-21, 0, 0, 6.80383e-24, 0, 8.76765e-23, 0, 5.97036e-19, 0, 0, 0
0.111834, 0, 1.36812e-18, 0, 1.41421, -1.36812e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44491e-20, 0, 0, 1.56509e-23, 0, 2.02232e-22, 0, 1.35346e-18, 0, 0, 0
