   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_25.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.4632, 2, 1.93459, 0.857952, 2, 0.0654056, 0, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857952, 0.857953, 0.857952, 0.857952, 1.93459, 0.857952
13.4711, 2, 1.92068, 0.851864, 2, 0.0793188, 0, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851864, 0.851865, 0.851864, 0.851864, 1.92068, 0.851864
13.479, 0, 1.9113, 0.856788, 1.41421, -1.9113, 0, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856788, 0.856789, 0.856788, 0.856788, 1.9113, 0.856788
13.4869, 2, 1.89077, 0.856778, 2, 0.109234, 0, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856778, 0.856779, 0.856778, 0.856778, 1.89077, 0.856778
13.4948, 0, 1.86015, 0.852517, 1.41421, -1.86015, 0, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852517, 0.852518, 0.852517, 0.852517, 1.86015, 0.852517
13.5027, 2, 1.82206, 0.84615, 2, 0.177937, 0, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.84615, 0.846151, 0.84615, 0.84615, 1.82206, 0.84615
13.5106, 2, 1.77921, 0.839807, 2, 0.220794, 0, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 0.839807, 1.77921, 0.839807
13.5185, 0, 1.74315, 0.844436, 1.41421, -1.74315, 0, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 0.844436, 1.74315, 0.844436
13.5264, 0, 1.69888, 0.844358, 1.41421, -1.69888, 0, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844358, 0.844359, 0.844358, 0.844358, 1.69888, 0.844358
13.5343, 2, 1.64774, 0.840193, 2, 0.352264, 0, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 0.840193, 1.64774, 0.840193
13.5422, 0, 1.59249, 0.834003, 1.41421, -1.59249, 0, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 0.834003, 1.59249, 0.834003
13.5501, 4, 1.5359, 0.827836, 2.44949, 2.4641, 0, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 0.827836, 1.5359, 0.827836
13.558, 2, 1.48846, 0.831476, 2, 0.511545, 0, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831476, 0.831477, 0.831476, 0.831476, 1.48845, 0.831476
13.5659, 0, 1.4366, 0.830735, 1.41421, -1.4366, 0, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830735, 0.830736, 0.830735, 0.830735, 1.4366, 0.830735
13.5738, 2, 1.38151, 0.826172, 2, 0.618491, 0, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 0.826172, 1.38151, 0.826172
13.5817, 0, 1.32566, 0.819718, 1.41421, -1.32566, 0, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 0.819718, 1.32566, 0.819718
13.5896, 2, 1.27143, 0.813289, 2, 0.728571, 0, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.813289, 0.81329, 0.813289, 0.813289, 1.27143, 0.813289
13.5975, 4, 1.2289, 0.816561, 2.44949, 2.7711, 0, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816561, 0.816562, 0.816561, 0.816561, 1.2289, 0.816561
13.6054, 2, 1.18463, 0.815737, 2, 0.815373, 0, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815737, 0.815738, 0.815737, 0.815737, 1.18463, 0.815737
13.6133, 0, 1.13932, 0.811299, 1.41421, -1.13932, 0, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.811299, 0.8113, 0.811299, 0.811299, 1.13931, 0.811299
13.6212, 0, 1.09499, 0.805073, 1.41421, -1.09499, 0, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805073, 0.805074, 0.805073, 0.805073, 1.09499, 0.805073
13.6291, 2, 1.05357, 0.798872, 2, 0.946432, 0, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 0.798872, 1.05357, 0.798872
13.637, 0, 1.0234, 0.80099, 1.41421, -1.0234, 0, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.80099, 0.800991, 0.80099, 0.80099, 1.0234, 0.80099
13.6449, 0, 0.992528, 0.799473, 1.41421, -0.992528, 0, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.799473, 0.992527, 0.799473
13.6528, 0, 0.961253, 0.794689, 1.41421, -0.961253, 0, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.794689, 0.961252, 0.794689
13.6607, 2, 0.931142, 0.788292, 2, 1.06886, 0, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.788292, 0.931142, 0.788292
13.6686, 4, 0.903701, 0.781921, 2.44949, 3.0963, 0, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781921, 0.781922, 0.781921, 0.781921, 0.903701, 0.781921
13.6765, 4, 0.886011, 0.782815, 2.44949, 3.11399, 0, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.782815, 0.88601, 0.782815
13.6844, 4, 0.867881, 0.780952, 2.44949, 3.13212, 0, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780952, 0.780953, 0.780952, 0.780952, 0.867881, 0.780952
13.6923, 2, 0.849314, 0.776523, 2, 1.15069, 0, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.776523, 0.849313, 0.776523
13.7002, 2, 0.831416, 0.770827, 2, 1.16858, 0, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.770827, 0.831416, 0.770827
13.7081, 0, 0.815289, 0.765152, 1.41421, -0.815289, 0, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.765152, 0.815289, 0.765152
13.716, 4, 0.803659, 0.762414, 2.44949, 3.19634, 0, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.762414, 0.803659, 0.762414
13.7239, 8, 0.792702, 0.758969, 3.16228, 7.2073, 0, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.758969, 0.792701, 0.758969
13.7318, 0, 0.782292, 0.754858, 1.41421, -0.782292, 0, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754858, 0.754859, 0.754858, 0.754858, 0.782292, 0.754858
13.7397, 0, 0.771825, 0.749638, 1.41421, -0.771825, 0, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.749638, 0.771824, 0.749638
13.7476, 0, 0.761335, 0.743485, 1.41421, -0.761335, 0, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743485, 0.743486, 0.743485, 0.743485, 0.761335, 0.743485
13.7555, 2, 0.750983, 0.736691, 2, 1.24902, 0, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.736691, 0.750983, 0.736691
13.7634, 0, 0.740897, 0.729499, 1.41421, -0.740897, 0, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.729499, 0.740897, 0.729499
13.7713, 2, 0.731194, 0.722129, 2, 1.26881, 0, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.722129, 0.731193, 0.722129
13.7792, 0, 0.722, 0.714796, 1.41421, -0.722, 0, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.714796, 0.722, 0.714796
13.7871, 2, 0.71538, 0.709639, 2, 1.28462, 0, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.709639, 0.70964, 0.709639, 0.709639, 0.715379, 0.709639
13.795, 2, 0.707096, 0.702486, 2, 1.2929, 0, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702486, 0.702487, 0.702486, 0.702486, 0.707095, 0.702486
13.8029, 0, 0.697402, 0.693645, 1.41421, -0.697402, 0, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.693645, 0.697402, 0.693645
13.8108, 4, 0.687145, 0.684003, 2.44949, 3.31286, 0, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684003, 0.684004, 0.684003, 0.684003, 0.687144, 0.684003
13.8187, 2, 0.677157, 0.674429, 2, 1.32284, 0, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.674429, 0.67443, 0.674429, 0.674429, 0.677156, 0.674429
13.8266, 2, 0.673323, 0.670834, 2, 1.32668, 0, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670834, 0.670835, 0.670834, 0.670834, 0.673322, 0.670834
13.8345, 0, 0.666744, 0.664338, 1.41421, -0.666744, 0, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664338, 0.664339, 0.664338, 0.664338, 0.666743, 0.664338
13.8424, 2, 0.657856, 0.655391, 2, 1.34214, 0, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655391, 0.655392, 0.655391, 0.655391, 0.657856, 0.655391
13.8503, 0, 0.647933, 0.645274, 1.41421, -0.647933, 0, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645274, 0.645275, 0.645274, 0.645274, 0.647933, 0.645274
13.8582, 6, 0.638221, 0.635235, 2.82843, 5.36178, 0, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635235, 0.635236, 0.635235, 0.635235, 0.63822, 0.635235
13.8661, 0, 0.635826, 0.632382, 1.41421, -0.635826, 0, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632382, 0.632383, 0.632382, 0.632382, 0.635825, 0.632382
13.874, 2, 0.630144, 0.626106, 2, 1.36986, 0, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626106, 0.626107, 0.626106, 0.626106, 0.630144, 0.626106
13.8819, 2, 0.621727, 0.61695, 2, 1.37827, 0, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.61695, 0.621726, 0.61695
13.8898, 2, 0.612087, 0.606419, 2, 1.38791, 0, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.606419, 0.612087, 0.606419
13.8977, 0, 0.602701, 0.595979, 1.41421, -0.602701, 0, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.595979, 0.602701, 0.595979
13.9056, 0, 0.601828, 0.593876, 1.41421, -0.601828, 0, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.593876, 0.601827, 0.593876
13.9135, 2, 0.597402, 0.588034, 2, 1.4026, 0, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588034, 0.588035, 0.588034, 0.588034, 0.597402, 0.588034
13.9214, 0, 0.589981, 0.578999, 1.41421, -0.589981, 0, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.578999, 0.58998, 0.578999
13.9293, 4, 0.581243, 0.568438, 2.44949, 3.41876, 0, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.568438, 0.581242, 0.568438
13.9372, 0, 0.572819, 0.557974, 1.41421, -0.572819, 0, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.557974, 0.572819, 0.557974
13.9451, 0, 0.573182, 0.556071, 1.41421, -0.573182, 0, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556071, 0.556072, 0.556071, 0.556071, 0.573181, 0.556071
13.953, 0, 0.569939, 0.550336, 1.41421, -0.569939, 0, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550336, 0.550337, 0.550336, 0.550336, 0.569939, 0.550336
13.9609, 2, 0.563628, 0.541305, 2, 1.43637, 0, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.541305, 0.563627, 0.541305
13.9688, 0, 0.555969, 0.530703, 1.41421, -0.555969, 0, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.530703, 0.555969, 0.530703
13.9767, 2, 0.548629, 0.520205, 2, 1.45137, 0, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520205, 0.520206, 0.520205, 0.520205, 0.548629, 0.520205
13.9846, 4, 0.550493, 0.518712, 2.44949, 3.44951, 0, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518712, 0.518713, 0.518712, 0.518712, 0.550493, 0.518712
13.9925, 0, 0.548613, 0.513295, 1.41421, -0.548613, 0, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513295, 0.513296, 0.513295, 0.513295, 0.548613, 0.513295
14.0004, 2, 0.5435, 0.504489, 2, 1.4565, 0, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.504489, 0.50449, 0.504489, 0.504489, 0.543499, 0.504489
14.0083, 2, 0.536897, 0.49407, 2, 1.4631, 0, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.49407, 0.494071, 0.49407, 0.49407, 0.536896, 0.49407
14.0162, 4, 0.530489, 0.48376, 2.44949, 3.46951, 0, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.48376, 0.483761, 0.48376, 0.48376, 0.530488, 0.48376
14.0241, 2, 0.533145, 0.482468, 2, 1.46685, 0, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.482468, 0.533145, 0.482468
14.032, 2, 0.531821, 0.477194, 2, 1.46818, 0, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.477194, 0.531821, 0.477194
14.0399, 2, 0.526995, 0.468468, 2, 1.473, 0, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468468, 0.468469, 0.468468, 0.468468, 0.526995, 0.468468
14.0478, 0, 0.52043, 0.458104, 1.41421, -0.52043, 0, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.458104, 0.520429, 0.458104
14.0557, 0, 0.513825, 0.447855, 1.41421, -0.513825, 0, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.447855, 0.513824, 0.447855
14.0636, 4, 0.516344, 0.446939, 2.44949, 3.48366, 0, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.446939, 0.516344, 0.446939
14.0715, 2, 0.514558, 0.441978, 2, 1.48544, 0, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441978, 0.441979, 0.441978, 0.441978, 0.514557, 0.441978
14.0794, 0, 0.508943, 0.433501, 1.41421, -0.508943, 0, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433501, 0.433502, 0.433501, 0.433501, 0.508942, 0.433501
14.0873, 0, 0.501302, 0.423357, 1.41421, -0.501302, 0, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423357, 0.423358, 0.423357, 0.423357, 0.501301, 0.423357
14.0952, 0, 0.49338, 0.413334, 1.41421, -0.49338, 0, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.413334, 0.49338, 0.413334
14.1031, 0, 0.494348, 0.412636, 1.41421, -0.494348, 0, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.412636, 0.494347, 0.412636
14.111, 2, 0.490773, 0.407862, 2, 1.50923, 0, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.407862, 0.490773, 0.407862
14.1189, 2, 0.483158, 0.399533, 2, 1.51684, 0, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399533, 0.399534, 0.399533, 0.399533, 0.483158, 0.399533
14.1268, 2, 0.473364, 0.389524, 2, 1.52664, 0, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.389524, 0.473363, 0.389524
14.1347, 4, 0.463195, 0.379642, 2.44949, 3.5368, 0, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.379642, 0.463195, 0.379642
14.1426, 2, 0.462052, 0.37928, 2, 1.53795, 0, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.37928, 0.379281, 0.37928, 0.37928, 0.462051, 0.37928
14.1505, 2, 0.456319, 0.374811, 2, 1.54368, 0, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374811, 0.374812, 0.374811, 0.374811, 0.456318, 0.374811
14.1584, 0, 0.446538, 0.366753, 1.41421, -0.446538, 0, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366753, 0.366754, 0.366753, 0.366753, 0.446538, 0.366753
14.1663, 4, 0.434637, 0.357002, 2.44949, 3.56536, 0, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.357002, 0.434637, 0.357002
14.1742, 2, 0.422476, 0.347382, 2, 1.57752, 0, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.347382, 0.422475, 0.347382
14.1821, 0, 0.419374, 0.347168, 1.41421, -0.419374, 0, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347168, 0.347169, 0.347168, 0.347168, 0.419373, 0.347168
14.19, 2, 0.411908, 0.342891, 2, 1.58809, 0, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.342891, 0.411908, 0.342891
14.1979, 2, 0.400644, 0.335065, 2, 1.59936, 0, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335065, 0.335066, 0.335065, 0.335065, 0.400643, 0.335065
14.2058, 0, 0.387514, 0.325571, 1.41421, -0.387514, 0, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.325571, 0.387513, 0.325571
14.2137, 0, 0.374377, 0.316212, 1.41421, -0.374377, 0, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316212, 0.316213, 0.316212, 0.316212, 0.374376, 0.316212
14.2216, 4, 0.370478, 0.316184, 2.44949, 3.62952, 0, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.316184, 0.370477, 0.316184
