   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_330.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.152837, 0, 3.44537e-16, 0, 1.41421, -3.44537e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89363e-18, 0, 0, 1.747e-21, 0, 0, 3.42642e-16, 0, 0, 0
0.160701, 0, 6.85626e-16, 0, 1.41421, -6.85626e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76831e-18, 0, 0, 3.53915e-21, 0, 0, 6.81854e-16, 0, 0, 0
0.168566, 0, 1.35053e-15, 0, 1.41421, -1.35053e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42273e-18, 0, 0, 7.09888e-21, 0, 0, 1.3431e-15, 0, 0, 0
0.17643, 0, 2.6337e-15, 0, 1.41421, -2.6337e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44752e-17, 0, 0, 1.41009e-20, 0, 0, 2.61921e-15, 0, 0, 0
0.184295, 0, 5.08557e-15, 0, 1.41421, -5.08557e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7951e-17, 0, 0, 2.77427e-20, 0, 0, 5.0576e-15, 0, 0, 0
0.192159, 0, 9.72499e-15, 0, 1.41421, -9.72499e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34497e-17, 0, 0, 5.40702e-20, 0, 0, 9.67148e-15, 0, 0, 0
0.200024, 0, 1.84194e-14, 0, 1.41421, -1.84194e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01235e-16, 0, 0, 1.04411e-19, 0, 0, 1.8318e-14, 0, 0, 0
0.207888, 0, 3.4558e-14, 0, 1.41421, -3.4558e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89934e-16, 0, 0, 1.99786e-19, 0, 0, 3.43679e-14, 0, 0, 0
0.215753, 0, 6.42338e-14, 0, 1.41421, -6.42338e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53034e-16, 0, 0, 3.7888e-19, 0, 0, 6.38804e-14, 0, 0, 0
0.223617, 0, 1.18294e-13, 0, 1.41421, -1.18294e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50155e-16, 0, 0, 7.12208e-19, 0, 0, 1.17644e-13, 0, 0, 0
0.231482, 0, 2.15872e-13, 0, 1.41421, -2.15872e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18645e-15, 0, 0, 1.32722e-18, 0, 0, 2.14684e-13, 0, 0, 0
0.239347, 0, 3.90387e-13, 0, 1.41421, -3.90387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14559e-15, 0, 0, 2.45229e-18, 0, 0, 3.88239e-13, 0, 0, 0
0.247211, 0, 6.99684e-13, 0, 1.41421, -6.99684e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84552e-15, 0, 0, 4.49318e-18, 0, 0, 6.95834e-13, 0, 0, 0
0.255076, 0, 1.24294e-12, 0, 1.41421, -1.24294e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83133e-15, 0, 0, 8.16501e-18, 0, 0, 1.2361e-12, 0, 0, 0
0.26294, 0, 2.18862e-12, 0, 1.41421, -2.18862e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20291e-14, 0, 0, 1.47181e-17, 0, 0, 2.17658e-12, 0, 0, 0
0.270805, 0, 3.8203e-12, 0, 1.41421, -3.8203e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09974e-14, 0, 0, 2.63221e-17, 0, 0, 3.79928e-12, 0, 0, 0
0.278669, 0, 6.61084e-12, 0, 1.41421, -6.61084e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63358e-14, 0, 0, 4.67137e-17, 0, 0, 6.57446e-12, 0, 0, 0
0.286534, 0, 1.13417e-11, 0, 1.41421, -1.13417e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23406e-14, 0, 0, 8.22849e-17, 0, 0, 1.12792e-11, 0, 0, 0
0.294398, 0, 1.92922e-11, 0, 1.41421, -1.92922e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06047e-13, 0, 0, 1.43898e-16, 0, 0, 1.9186e-11, 0, 0, 0
0.302263, 0, 3.25386e-11, 0, 1.41421, -3.25386e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78873e-13, 0, 0, 2.49906e-16, 0, 0, 3.23594e-11, 0, 0, 0
0.310127, 0, 5.44185e-11, 0, 1.41421, -5.44185e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99182e-13, 0, 0, 4.31132e-16, 0, 0, 5.41189e-11, 0, 0, 0
0.317992, 0, 9.02508e-11, 0, 1.41421, -9.02508e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96244e-13, 0, 0, 7.39112e-16, 0, 0, 8.97538e-11, 0, 0, 0
0.325857, 0, 1.48434e-10, 3.96567e-43, 1.41421, -1.48434e-10, 0, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 8.16301e-13, 3.96567e-43, 3.96567e-43, 1.25964e-15, 3.96567e-43, 3.96567e-43, 1.47617e-10, 3.96567e-43, 3.96567e-43, 3.96567e-43
0.333721, 0, 2.42111e-10, 6.82993e-42, 1.41421, -2.42111e-10, 0, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 6.82993e-42, 1.33176e-12, 6.82993e-42, 6.82993e-42, 2.135e-15, 6.82993e-42, 6.82993e-42, 2.40777e-10, 6.82993e-42, 6.82993e-42, 6.82993e-42
0.341586, 0, 3.91665e-10, 9.74281e-41, 1.41421, -3.91665e-10, 0, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 9.74281e-41, 2.15499e-12, 9.74281e-41, 9.74281e-41, 3.60059e-15, 9.74281e-41, 9.74281e-41, 3.89507e-10, 9.74281e-41, 9.74281e-41, 9.74281e-41
0.34945, 0, 6.28427e-10, 1.23236e-39, 1.41421, -6.28427e-10, 0, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 1.23236e-39, 3.4589e-12, 1.23236e-39, 1.23236e-39, 6.04494e-15, 1.23236e-39, 1.23236e-39, 6.24962e-10, 1.23236e-39, 1.23236e-39, 1.23236e-39
0.357315, 0, 1.00013e-09, 1.39554e-38, 1.41421, -1.00013e-09, 0, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 1.39554e-38, 5.50721e-12, 1.39554e-38, 1.39554e-38, 1.01085e-14, 1.39554e-38, 1.39554e-38, 9.9461e-10, 1.39554e-38, 1.39554e-38, 1.39554e-38
0.365179, 0, 1.57883e-09, 1.42879e-37, 1.41421, -1.57883e-09, 0, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 1.42879e-37, 8.69868e-12, 1.42879e-37, 1.42879e-37, 1.68461e-14, 1.42879e-37, 1.42879e-37, 1.57012e-09, 1.42879e-37, 1.42879e-37, 1.42879e-37
0.373044, 0, 2.47241e-09, 1.32935e-36, 1.41421, -2.47241e-09, 0, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.32935e-36, 1.36312e-11, 1.32935e-36, 1.32935e-36, 2.79946e-14, 1.32935e-36, 1.32935e-36, 2.45875e-09, 1.32935e-36, 1.32935e-36, 1.32935e-36
0.380908, 0, 3.84084e-09, 1.13119e-35, 1.41421, -3.84084e-09, 0, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 1.13119e-35, 2.11938e-11, 1.13119e-35, 1.13119e-35, 4.64144e-14, 1.13119e-35, 1.13119e-35, 3.8196e-09, 1.13119e-35, 1.13119e-35, 1.13119e-35
0.388773, 0, 5.91941e-09, 8.83848e-35, 1.41421, -5.91941e-09, 0, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 8.83848e-35, 3.26972e-11, 8.83848e-35, 8.83848e-35, 7.68171e-14, 8.83848e-35, 8.83848e-35, 5.88663e-09, 8.83848e-35, 8.83848e-35, 8.83848e-35
0.396637, 0, 9.05102e-09, 6.36939e-34, 1.41421, -9.05102e-09, 0, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 6.36939e-34, 5.00584e-11, 6.36939e-34, 6.36939e-34, 1.26965e-13, 6.36939e-34, 6.36939e-34, 9.00083e-09, 6.36939e-34, 6.36939e-34, 6.36939e-34
0.404502, 0, 1.37318e-08, 1.04262e-32, 1.41421, -1.37318e-08, 0, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 1.04262e-32, 7.60637e-11, 1.04262e-32, 1.04262e-32, 2.09972e-13, 1.04262e-32, 1.04262e-32, 1.36556e-08, 1.04262e-32, 1.04262e-32, 1.04262e-32
0.412367, 0, 2.06706e-08, 6.14897e-32, 1.41421, -2.06706e-08, 0, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 6.14897e-32, 1.14708e-10, 6.14897e-32, 6.14897e-32, 3.46443e-13, 6.14897e-32, 6.14897e-32, 2.05555e-08, 6.14897e-32, 6.14897e-32, 6.14897e-32
0.420231, 0, 3.08758e-08, 3.24384e-31, 1.41421, -3.08758e-08, 0, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 3.24384e-31, 1.71715e-10, 3.24384e-31, 3.24384e-31, 5.71286e-13, 3.24384e-31, 3.24384e-31, 3.07035e-08, 3.24384e-31, 3.24384e-31, 3.24384e-31
0.428096, 0, 4.57672e-08, 1.67662e-30, 1.41421, -4.57672e-08, 0, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 1.67662e-30, 2.55192e-10, 1.67662e-30, 1.67662e-30, 9.4152e-13, 1.67662e-30, 1.67662e-30, 4.55111e-08, 1.67662e-30, 1.67662e-30, 1.67662e-30
0.43596, 0, 6.73266e-08, 8.28399e-30, 1.41421, -6.73266e-08, 0, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 8.28399e-30, 3.76553e-10, 8.28399e-30, 8.28399e-30, 1.55061e-12, 8.28399e-30, 8.28399e-30, 6.69485e-08, 8.28399e-30, 8.28399e-30, 8.28399e-30
0.443825, 0, 9.82984e-08, 3.88603e-29, 1.41421, -9.82984e-08, 0, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 3.88603e-29, 5.51748e-10, 3.88603e-29, 3.88603e-29, 2.55128e-12, 3.88603e-29, 3.88603e-29, 9.77441e-08, 3.88603e-29, 3.88603e-29, 3.88603e-29
0.451689, 0, 1.4245e-07, 1.7653e-28, 1.41421, -1.4245e-07, 0, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 1.7653e-28, 8.02915e-10, 1.7653e-28, 1.7653e-28, 4.19218e-12, 1.7653e-28, 1.7653e-28, 1.41643e-07, 1.7653e-28, 1.7653e-28, 1.7653e-28
0.459554, 0, 2.04913e-07, 7.68496e-28, 1.41421, -2.04913e-07, 0, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 7.68496e-28, 1.16058e-09, 7.68496e-28, 7.68496e-28, 6.87619e-12, 7.68496e-28, 7.68496e-28, 2.03745e-07, 7.68496e-28, 7.68496e-28, 7.68496e-28
0.467418, 0, 2.92616e-07, 3.1935e-27, 1.41421, -2.92616e-07, 0, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 3.1935e-27, 1.66656e-09, 3.1935e-27, 3.1935e-27, 1.12527e-11, 3.1935e-27, 3.1935e-27, 2.90938e-07, 3.1935e-27, 3.1935e-27, 3.1935e-27
0.475283, 0, 4.14843e-07, 1.26737e-26, 1.41421, -4.14843e-07, 0, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 1.26737e-26, 2.37778e-09, 1.26737e-26, 1.26737e-26, 1.83621e-11, 1.26737e-26, 1.26737e-26, 4.12447e-07, 1.26737e-26, 1.26737e-26, 1.26737e-26
0.483148, 0, 5.83935e-07, 4.80863e-26, 1.41421, -5.83935e-07, 0, 4.80863e-26, 4.80863e-26, 4.80863e-26, 4.80863e-26, 4.80863e-26, 4.80863e-26, 2.6991e-12, 4.80863e-26, 4.80863e-26, 3.37124e-09, 4.80863e-26, 4.80863e-26, 2.98604e-11, 4.80863e-26, 4.80863e-26, 5.80531e-07, 4.80863e-26, 4.80863e-26, 4.80863e-26
0.491012, 0, 8.1616e-07, 1.74731e-25, 1.41421, -8.1616e-07, 0, 1.74731e-25, 1.74731e-25, 1.74731e-25, 1.74731e-25, 1.74731e-25, 1.74731e-25, 9.37742e-12, 1.74731e-25, 1.74731e-25, 4.75052e-09, 1.74731e-25, 1.74731e-25, 4.83651e-11, 1.74731e-25, 1.74731e-25, 8.11352e-07, 1.74731e-25, 1.74731e-25, 1.74731e-25
0.498877, 0, 1.1328e-06, 6.14057e-25, 1.41421, -1.1328e-06, 0, 6.14057e-25, 6.14057e-25, 6.14057e-25, 6.14057e-25, 6.14057e-25, 6.14057e-25, 2.53609e-11, 6.14057e-25, 6.14057e-25, 6.65403e-09, 6.14057e-25, 6.14057e-25, 7.79817e-11, 6.14057e-25, 6.14057e-25, 1.12604e-06, 6.14057e-25, 6.14057e-25, 6.14057e-25
0.506741, 0, 1.56361e-06, 2.95419e-10, 1.41421, -1.56361e-06, 2.95419e-10, 2.95446e-10, 2.95448e-10, 8.30735e-10, 3.09354e-10, 2.95467e-10, 3.46517e-10, 4.85024e-10, 3.46087e-10, 1.15376e-09, 9.56133e-09, 2.96521e-10, 2.97317e-10, 4.2052e-10, 2.95419e-10, 2.95421e-10, 1.5525e-06, 2.95419e-10, 2.95419e-10, 3.15013e-10
0.514606, 0, 2.14519e-06, 1.02311e-09, 1.41421, -2.14519e-06, 1.02311e-09, 1.0232e-09, 1.02321e-09, 2.87262e-09, 1.07125e-09, 1.02328e-09, 1.19965e-09, 1.60891e-09, 1.19817e-09, 3.98866e-09, 1.38523e-08, 1.02692e-09, 1.02967e-09, 1.22272e-09, 1.02311e-09, 1.02312e-09, 2.12628e-06, 1.02311e-09, 1.02311e-09, 1.09081e-09
0.52247, 0, 2.92756e-06, 2.75724e-09, 1.41421, -2.92756e-06, 2.75724e-09, 2.75748e-09, 2.7575e-09, 7.73436e-09, 2.8868e-09, 2.75769e-09, 3.23232e-09, 4.27159e-09, 3.22832e-09, 1.07377e-08, 2.04203e-08, 2.76748e-09, 2.77488e-09, 3.07385e-09, 2.75724e-09, 2.75726e-09, 2.89382e-06, 2.75724e-09, 2.75724e-09, 2.93941e-09
0.530335, 0, 3.97787e-06, 6.77411e-09, 1.41421, -3.97787e-06, 6.77411e-09, 6.77471e-09, 6.77476e-09, 1.89937e-08, 7.09219e-09, 6.77521e-09, 7.94051e-09, 1.04088e-08, 7.9307e-09, 2.63674e-08, 3.09584e-08, 6.79926e-09, 6.81743e-09, 7.27316e-09, 6.77411e-09, 6.77416e-09, 3.91458e-06, 6.77411e-09, 6.77411e-09, 7.22138e-09
0.538199, 0, 5.38958e-06, 1.58414e-08, 1.41421, -5.38958e-06, 1.58414e-08, 1.58428e-08, 1.58429e-08, 4.44049e-08, 1.65849e-08, 1.58439e-08, 1.85678e-08, 2.41955e-08, 1.85449e-08, 6.16409e-08, 4.8775e-08, 1.59001e-08, 1.59426e-08, 1.66228e-08, 1.58414e-08, 1.58415e-08, 5.26576e-06, 1.58414e-08, 1.58414e-08, 1.68869e-08
0.546064, 0, 7.29885e-06, 3.57994e-08, 1.41421, -7.29885e-06, 3.57994e-08, 3.58026e-08, 3.58028e-08, 1.00331e-07, 3.74792e-08, 3.58052e-08, 4.19591e-08, 5.57135e-08, 4.19073e-08, 1.3927e-07, 8.04077e-08, 3.59322e-08, 3.60282e-08, 3.70147e-08, 3.57994e-08, 3.57997e-08, 7.04842e-06, 3.57994e-08, 3.57994e-08, 3.81614e-08
0.553928, 0, 9.91098e-06, 7.86545e-08, 1.41421, -9.91098e-06, 7.86545e-08, 7.86614e-08, 7.8662e-08, 2.20403e-07, 8.23443e-08, 7.86672e-08, 9.21848e-08, 1.24814e-07, 9.2071e-08, 3.05938e-07, 1.38757e-07, 7.89462e-08, 7.9157e-08, 8.05311e-08, 7.86545e-08, 7.8655e-08, 9.39716e-06, 7.86545e-08, 7.86545e-08, 8.38428e-08
0.561793, 0, 1.35764e-05, 1.68443e-07, 1.41421, -1.35764e-05, 1.68443e-07, 1.68457e-07, 1.68459e-07, 4.71945e-07, 1.76343e-07, 1.6847e-07, 1.97413e-07, 2.96971e-07, 1.97169e-07, 6.55087e-07, 2.48996e-07, 1.69067e-07, 1.69518e-07, 1.7132e-07, 1.68443e-07, 1.68444e-07, 1.24958e-05, 1.68443e-07, 1.68443e-07, 1.79551e-07
0.569658, 0, 1.88404e-05, 3.52029e-07, 1.41421, -1.88404e-05, 3.52029e-07, 3.5206e-07, 3.52063e-07, 9.86203e-07, 3.68537e-07, 3.52086e-07, 4.12563e-07, 6.61522e-07, 4.12053e-07, 1.36888e-06, 4.59436e-07, 3.53334e-07, 3.54277e-07, 3.56408e-07, 3.52029e-07, 3.52031e-07, 1.66042e-05, 3.52029e-07, 3.52029e-07, 3.75241e-07
0.577522, 0, 2.66537e-05, 7.18397e-07, 1.41421, -2.66537e-05, 7.18397e-07, 7.1846e-07, 7.18465e-07, 2.01233e-06, 7.52078e-07, 7.18512e-07, 8.41906e-07, 1.41765e-06, 8.40867e-07, 2.79313e-06, 8.60876e-07, 7.21059e-07, 7.22983e-07, 7.25015e-07, 7.18397e-07, 7.18401e-07, 2.21022e-05, 7.18397e-07, 7.18397e-07, 7.65757e-07
0.585387, 0, 3.86642e-05, 1.43209e-06, 1.41421, -3.86642e-05, 1.43209e-06, 1.43221e-06, 1.43222e-06, 4.01099e-06, 1.49922e-06, 1.43232e-06, 1.67825e-06, 2.95243e-06, 1.67618e-06, 5.56716e-06, 1.62014e-06, 1.43739e-06, 1.44123e-06, 1.44201e-06, 1.43209e-06, 1.4321e-06, 2.95651e-05, 1.43209e-06, 1.43209e-06, 1.52648e-06
0.593251, 0, 5.77353e-05, 2.78932e-06, 1.41421, -5.77353e-05, 2.78932e-06, 2.78957e-06, 2.78959e-06, 7.81135e-06, 2.92005e-06, 2.78977e-06, 3.26869e-06, 6.00175e-06, 3.26465e-06, 1.08418e-05, 3.03631e-06, 2.79966e-06, 2.80712e-06, 2.8041e-06, 2.78932e-06, 2.78934e-06, 3.98883e-05, 2.78932e-06, 2.78932e-06, 2.97314e-06
0.601116, 0, 8.88225e-05, 5.30933e-06, 1.41421, -8.88225e-05, 5.30933e-06, 5.30979e-06, 5.30983e-06, 1.48666e-05, 5.5581e-06, 5.31018e-06, 6.22159e-06, 1.19466e-05, 6.21391e-06, 2.06336e-05, 5.63218e-06, 5.32899e-06, 5.3432e-06, 5.33118e-06, 5.30933e-06, 5.30936e-06, 5.44882e-05, 5.30933e-06, 5.30933e-06, 5.65914e-06
0.60898, 0, 0.000140429, 9.8781e-06, 1.41421, -0.000140429, 9.8781e-06, 9.87897e-06, 9.87904e-06, 2.76558e-05, 1.03409e-05, 9.87969e-06, 1.1575e-05, 2.33519e-05, 1.15608e-05, 3.83834e-05, 1.02982e-05, 9.91469e-06, 9.94112e-06, 9.91018e-06, 9.8781e-06, 9.87817e-06, 7.56237e-05, 9.8781e-06, 9.8781e-06, 1.05288e-05
0.616845, 0, 0.000226867, 1.7967e-05, 1.41421, -0.000226867, 1.7967e-05, 1.79686e-05, 1.79687e-05, 5.02955e-05, 1.88085e-05, 1.79699e-05, 2.10529e-05, 4.48356e-05, 2.10269e-05, 6.98034e-05, 1.85112e-05, 1.80335e-05, 1.80816e-05, 1.80138e-05, 1.7967e-05, 1.79671e-05, 0.000106884, 1.7967e-05, 1.7967e-05, 1.91503e-05
0.624709, 0, 0.00037184, 3.19538e-05, 1.41421, -0.00037184, 3.19538e-05, 3.19566e-05, 3.19568e-05, 8.94365e-05, 3.34501e-05, 3.19589e-05, 3.74407e-05, 8.45735e-05, 3.73945e-05, 0.000124123, 3.2656e-05, 3.20721e-05, 3.21576e-05, 3.20215e-05, 3.19538e-05, 3.1954e-05, 0.000153937, 3.19538e-05, 3.19538e-05, 3.40578e-05
