   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.69284, 36, 41.672, 24.6344, 6.16441, -5.67203, 0, 24.6344, 24.6345, 24.6344, 41.5938, 24.6933, 24.6399, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6344, 24.6482, 24.6344
4.70071, 32, 40.8513, 24.7399, 5.83095, -8.85132, 0, 24.7399, 24.74, 24.7399, 40.771, 24.8031, 24.7455, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7399, 24.7514, 24.7399
4.70858, 28, 39.9051, 24.8455, 5.47723, -11.9051, 0, 24.8455, 24.8456, 24.8455, 39.8227, 24.9127, 24.8512, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.8455, 24.855, 24.8455
4.71645, 22, 38.8658, 24.9512, 4.89898, -16.8658, 0, 24.9512, 24.9513, 24.9512, 38.7815, 25.022, 24.9569, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.9512, 24.959, 24.9512
4.72431, 38, 37.7667, 25.057, 6.32456, 0.233345, 0, 25.057, 25.0571, 25.057, 37.6807, 25.1309, 25.0628, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.057, 25.0633, 25.057
4.73218, 24, 36.6401, 25.1629, 5.09902, -12.6401, 0, 25.1629, 25.163, 25.1629, 36.5529, 25.2391, 25.1688, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1629, 25.1679, 25.1629
4.74005, 30, 35.5166, 25.2689, 5.65685, -5.51659, 0, 25.2689, 25.269, 25.2689, 35.4287, 25.3468, 25.2749, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2689, 25.2729, 25.2689
4.74792, 16, 34.4231, 25.375, 4.24264, -18.4231, 0, 25.375, 25.375, 25.375, 34.335, 25.4538, 25.381, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.375, 25.3781, 25.375
4.75578, 22, 33.3826, 25.4811, 4.89898, -11.3826, 0, 25.4811, 25.4812, 25.4811, 33.2949, 25.5601, 25.4873, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4811, 25.4836, 25.4811
4.76365, 16, 32.4133, 25.5874, 4.24264, -16.4133, 0, 25.5874, 25.5874, 25.5874, 32.3267, 25.6656, 25.5936, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5874, 25.5893, 25.5874
4.77152, 12, 31.5287, 25.6936, 3.74166, -19.5287, 0, 25.6936, 25.6937, 25.6936, 31.4438, 25.7705, 25.7, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6936, 25.6953, 25.6936
4.77938, 10, 30.7374, 25.8, 3.4641, -20.7374, 0, 25.8, 25.8, 25.8, 30.6548, 25.8747, 25.8064, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8, 25.8014, 25.8
4.78725, 24, 30.0438, 25.9064, 5.09902, -6.04383, 0, 25.9064, 25.9064, 25.9064, 29.9641, 25.9783, 25.9129, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9064, 25.9077, 25.9064
4.79512, 24, 29.4484, 26.0128, 5.09902, -5.44838, 0, 26.0129, 26.0129, 26.0129, 29.3719, 26.0814, 26.0194, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0128, 26.0141, 26.0128
4.80299, 18, 28.9483, 26.1194, 4.47214, -10.9483, 0, 26.1194, 26.1194, 26.1194, 28.8754, 26.1842, 26.126, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1194, 26.1206, 26.1194
4.81085, 18, 28.5383, 26.2259, 4.47214, -10.5383, 0, 26.2259, 26.2259, 26.2259, 28.4692, 26.2867, 26.2327, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2259, 26.2273, 26.2259
4.81872, 26, 28.2112, 26.3325, 5.2915, -2.21124, 0, 26.3325, 26.3325, 26.3325, 28.1461, 26.3891, 26.3394, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3325, 26.3341, 26.3325
4.82659, 12, 27.959, 26.4391, 3.74166, -15.959, 0, 26.4391, 26.4392, 26.4391, 27.8978, 26.4914, 26.4461, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4391, 26.4409, 26.4391
4.83445, 14, 27.7728, 26.5458, 4, -13.7728, 0, 26.5458, 26.5458, 26.5458, 27.7154, 26.5938, 26.5528, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5458, 26.5479, 26.5458
4.84232, 14, 27.6436, 26.6525, 4, -13.6436, 0, 26.6525, 26.6525, 26.6525, 27.5899, 26.6964, 26.6596, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.6525, 26.655, 26.6525
4.85019, 4, 27.5631, 26.7592, 2.44949, -23.5631, 0, 26.7592, 26.7592, 26.7592, 27.5128, 26.7992, 26.7664, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7592, 26.7621, 26.7592
4.85806, 22, 27.5231, 26.8659, 4.89898, -5.52311, 0, 26.8659, 26.866, 26.8659, 27.4759, 26.9023, 26.8732, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8659, 26.8693, 26.8659
4.86592, 18, 27.5166, 26.9727, 4.47214, -9.51657, 0, 26.9727, 26.9727, 26.9727, 27.4721, 27.0057, 26.9801, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9727, 26.9766, 26.9727
4.87379, 18, 27.5371, 27.0794, 4.47214, -9.53708, 0, 27.0794, 27.0795, 27.0794, 27.495, 27.1094, 27.0869, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0794, 27.0839, 27.0794
4.88166, 16, 27.5792, 27.1862, 4.24264, -11.5792, 0, 27.1862, 27.1862, 27.1862, 27.5391, 27.2135, 27.1938, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1862, 27.1913, 27.1862
4.88952, 10, 27.6383, 27.293, 3.4641, -17.6383, 0, 27.293, 27.293, 27.293, 27.5997, 27.318, 27.3007, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.293, 27.2986, 27.293
4.89739, 14, 27.7106, 27.3997, 4, -13.7106, 0, 27.3997, 27.3998, 27.3997, 27.6733, 27.4228, 27.4075, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.3997, 27.406, 27.3997
4.90526, 14, 27.793, 27.5065, 4, -13.793, 0, 27.5065, 27.5065, 27.5065, 27.7566, 27.528, 27.5144, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5065, 27.5134, 27.5065
4.91313, 20, 27.883, 27.6132, 4.69042, -7.88304, 0, 27.6133, 27.6133, 27.6133, 27.8472, 27.6334, 27.6212, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6132, 27.6208, 27.6132
4.92099, 26, 27.9788, 27.72, 5.2915, -1.9788, 0, 27.72, 27.72, 27.72, 27.9434, 27.7391, 27.7281, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.72, 27.7281, 27.72
4.92886, 16, 28.0788, 27.8267, 4.24264, -12.0788, 0, 27.8267, 27.8268, 27.8267, 28.0435, 27.845, 27.8349, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8267, 27.8354, 27.8267
4.93673, 20, 28.1819, 27.9334, 4.69042, -8.18186, 0, 27.9334, 27.9335, 27.9334, 28.1466, 27.9511, 27.9417, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9334, 27.9426, 27.9334
4.9446, 26, 28.2871, 28.0401, 5.2915, -2.28715, 0, 28.0401, 28.0401, 28.0401, 28.2518, 28.0573, 28.0485, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0401, 28.0497, 28.0401
4.95246, 14, 28.394, 28.1467, 4, -14.394, 0, 28.1467, 28.1468, 28.1467, 28.3584, 28.1637, 28.1552, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1467, 28.1568, 28.1467
4.96033, 16, 28.502, 28.2533, 4.24264, -12.502, 0, 28.2533, 28.2534, 28.2533, 28.4662, 28.2701, 28.2619, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2533, 28.2637, 28.2533
4.9682, 18, 28.6108, 28.3599, 4.47214, -10.6108, 0, 28.3599, 28.3599, 28.3599, 28.5747, 28.3766, 28.3686, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3599, 28.3704, 28.3599
4.97606, 10, 28.7201, 28.4664, 3.4641, -18.7201, 0, 28.4664, 28.4664, 28.4664, 28.6838, 28.4831, 28.4752, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.4664, 28.477, 28.4664
4.98393, 18, 28.8298, 28.5728, 4.47214, -10.8298, 0, 28.5728, 28.5729, 28.5728, 28.7933, 28.5896, 28.5817, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5728, 28.5835, 28.5728
4.9918, 18, 28.9397, 28.6792, 4.47214, -10.9397, 0, 28.6792, 28.6793, 28.6792, 28.9031, 28.6961, 28.6882, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6792, 28.6898, 28.6792
4.99967, 18, 29.0498, 28.7855, 4.47214, -11.0498, 0, 28.7855, 28.7856, 28.7855, 29.0131, 28.8026, 28.7946, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.7855, 28.796, 28.7855
5.00753, 28, 29.1601, 28.8918, 5.47723, -1.16012, 0, 28.8918, 28.8918, 28.8918, 29.1233, 28.9091, 28.901, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.8918, 28.902, 28.8918
5.0154, 24, 29.2706, 28.9979, 5.09902, -5.27057, 0, 28.998, 28.998, 28.998, 29.2337, 29.0154, 29.0073, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 28.9979, 29.0079, 28.9979
5.02327, 12, 29.3812, 29.104, 3.74166, -17.3812, 0, 29.104, 29.104, 29.104, 29.3443, 29.1217, 29.1134, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.104, 29.1136, 29.104
5.03113, 16, 29.492, 29.21, 4.24264, -13.492, 0, 29.21, 29.21, 29.21, 29.4552, 29.2279, 29.2195, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.21, 29.2192, 29.21
5.039, 18, 29.6031, 29.3158, 4.47214, -11.6031, 0, 29.3158, 29.3159, 29.3158, 29.5663, 29.334, 29.3255, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3158, 29.3247, 29.3158
5.04687, 30, 29.7146, 29.4216, 5.65685, 0.285376, 0, 29.4216, 29.4216, 29.4216, 29.6778, 29.44, 29.4314, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.4216, 29.43, 29.4216
5.05474, 22, 29.8266, 29.5272, 4.89898, -7.82662, 0, 29.5272, 29.5272, 29.5272, 29.7898, 29.5459, 29.5371, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5272, 29.5352, 29.5272
5.0626, 10, 29.9393, 29.6326, 3.4641, -19.9393, 0, 29.6326, 29.6327, 29.6326, 29.9024, 29.6516, 29.6428, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6326, 29.6403, 29.6326
5.07047, 28, 30.0528, 29.738, 5.47723, -2.05282, 0, 29.738, 29.738, 29.738, 30.0158, 29.7572, 29.7484, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.738, 29.7452, 29.738
5.07834, 10, 30.1675, 29.8431, 3.4641, -20.1675, 0, 29.8431, 29.8432, 29.8431, 30.1303, 29.8627, 29.8539, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8501, 29.8431
5.0862, 18, 30.2837, 29.9481, 4.47214, -12.2837, 0, 29.9482, 29.9482, 29.9482, 30.246, 29.968, 29.9593, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9481, 29.9548, 29.9481
5.09407, 12, 30.4017, 30.053, 3.74166, -18.4017, 0, 30.053, 30.053, 30.053, 30.3634, 30.0731, 30.0648, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.053, 30.0594, 30.053
5.10194, 28, 30.5222, 30.1576, 5.47723, -2.52224, 0, 30.1576, 30.1577, 30.1576, 30.4828, 30.178, 30.1704, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1576, 30.1638, 30.1576
5.10981, 12, 30.6459, 30.2621, 3.74166, -18.6459, 0, 30.2621, 30.2621, 30.2621, 30.6049, 30.2827, 30.2763, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2621, 30.2681, 30.2621
5.11767, 16, 30.7734, 30.3663, 4.24264, -14.7734, 0, 30.3664, 30.3664, 30.3664, 30.7301, 30.3873, 30.3828, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3663, 30.3723, 30.3663
5.12554, 20, 30.906, 30.4704, 4.69042, -10.906, 0, 30.4704, 30.4704, 30.4704, 30.8591, 30.4916, 30.4901, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4704, 30.4762, 30.4704
5.13341, 8, 31.0448, 30.5742, 3.16228, -23.0448, 0, 30.5742, 30.5743, 30.5742, 30.9928, 30.5957, 30.5988, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.5742, 30.58, 30.5742
5.14127, 14, 31.1914, 30.6778, 4, -17.1914, 0, 30.6778, 30.6778, 30.6778, 31.1319, 30.6996, 30.7096, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6778, 30.6836, 30.6778
5.14914, 18, 31.3476, 30.7811, 4.47214, -13.3476, 0, 30.7812, 30.7812, 30.7812, 31.2773, 30.8032, 30.8234, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.7811, 30.787, 30.7811
5.15701, 28, 31.5159, 30.8842, 5.47723, -3.51592, 0, 30.8843, 30.8843, 30.8843, 31.43, 30.9066, 30.9418, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8842, 30.8902, 30.8842
5.16488, 16, 31.6989, 30.9871, 4.24264, -15.6989, 0, 30.9871, 30.9871, 30.9871, 31.5908, 31.0098, 31.0663, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9871, 30.9932, 30.9871
5.17274, 20, 31.8999, 31.0897, 4.69042, -11.8999, 0, 31.0897, 31.0897, 31.0897, 31.7607, 31.1127, 31.1996, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0897, 31.0959, 31.0897
5.18061, 12, 32.1227, 31.192, 3.74166, -20.1227, 0, 31.192, 31.192, 31.192, 31.9403, 31.2153, 31.3446, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.192, 31.1984, 31.192
5.18848, 20, 32.3719, 31.294, 4.69042, -12.3719, 0, 31.294, 31.294, 31.294, 32.1302, 31.3176, 31.5054, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.294, 31.3006, 31.294
5.19635, 32, 32.6527, 31.3957, 5.83095, -0.652676, 0, 31.3957, 31.3958, 31.3957, 32.3307, 31.4196, 31.6869, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.3957, 31.4025, 31.3957
5.20421, 26, 32.9711, 31.4971, 5.2915, -6.97107, 0, 31.4972, 31.4972, 31.4972, 32.5417, 31.5213, 31.8952, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.4971, 31.5042, 31.4971
5.21208, 30, 33.3339, 31.5983, 5.65685, -3.33395, 0, 31.5983, 31.5983, 31.5983, 32.7627, 31.6228, 32.1376, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.5983, 31.6057, 31.5983
5.21995, 22, 33.7489, 31.6991, 4.89898, -11.7489, 0, 31.6991, 31.6991, 31.6991, 32.9928, 31.7239, 32.4226, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.6991, 31.7069, 31.6991
5.22781, 34, 34.2242, 31.7996, 6, -0.224216, 0, 31.7996, 31.7996, 31.7996, 33.2306, 31.8247, 32.7598, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.7996, 31.8077, 31.7996
5.23568, 24, 34.7689, 31.8998, 5.09902, -10.7689, 0, 31.8998, 31.8998, 31.8998, 33.4743, 31.9252, 33.1603, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.8998, 31.9083, 31.8998
5.24355, 46, 35.3921, 31.9996, 6.9282, 10.6079, 0, 31.9996, 31.9997, 31.9996, 33.7213, 32.0254, 33.6356, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 31.9996, 32.0086, 31.9996
5.25142, 24, 36.1031, 32.0991, 5.09902, -12.1031, 0, 32.0991, 32.0992, 32.0992, 33.9688, 32.1252, 34.1978, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.0991, 32.1086, 32.0991
5.25928, 50, 36.911, 32.1983, 7.2111, 13.089, 0, 32.1983, 32.1984, 32.1983, 34.2137, 32.2247, 34.8592, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.1983, 32.2083, 32.1983
5.26715, 42, 37.8233, 32.2971, 6.63325, 4.17667, 0, 32.2972, 32.2972, 32.2972, 34.4523, 32.3238, 35.631, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.2971, 32.3077, 32.2971
5.27502, 36, 38.8467, 32.3956, 6.16441, -2.84666, 0, 32.3956, 32.3957, 32.3956, 34.681, 32.4226, 36.5231, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.3956, 32.4067, 32.3956
5.28288, 36, 39.9849, 32.4937, 6.16441, -3.98487, 0, 32.4938, 32.4938, 32.4938, 34.8965, 32.5211, 37.5432, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.4937, 32.5053, 32.4937
5.29075, 46, 41.2385, 32.5915, 6.9282, 4.76151, 0, 32.5915, 32.5915, 32.5915, 35.0951, 32.6191, 38.6951, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.5915, 32.6035, 32.5915
5.29862, 50, 42.6046, 32.6889, 7.2111, 7.39536, 0, 32.6889, 32.6889, 32.6889, 35.2741, 32.7168, 39.9789, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.7014, 32.6889
5.30649, 56, 44.0753, 32.7858, 7.61577, 11.9247, 0, 32.7858, 32.7859, 32.7859, 35.4308, 32.8141, 41.389, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7858, 32.7988, 32.7858
5.31435, 48, 45.6372, 32.8824, 7.07107, 2.36276, 0, 32.8824, 32.8825, 32.8824, 35.5636, 32.911, 42.914, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8824, 32.8958, 32.8824
5.32222, 66, 47.2723, 32.9786, 8.24621, 18.7277, 0, 32.9786, 32.9786, 32.9786, 35.6714, 33.0075, 44.5367, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9786, 32.9923, 32.9786
5.33009, 52, 48.9558, 33.0744, 7.34847, 3.04419, 0, 33.0744, 33.0744, 33.0744, 35.7541, 33.1036, 46.2328, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0744, 33.0884, 33.0744
5.33795, 80, 50.6582, 33.1697, 9.05539, 29.3418, 0, 33.1697, 33.1698, 33.1697, 35.8121, 33.1993, 47.9718, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.1697, 33.184, 33.1697
5.34582, 62, 52.3453, 33.2646, 8, 9.65467, 0, 33.2646, 33.2647, 33.2647, 35.8471, 33.2945, 49.7185, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2646, 33.2791, 33.2646
5.35369, 74, 53.979, 33.3591, 8.7178, 20.021, 0, 33.3591, 33.3592, 33.3591, 35.861, 33.3893, 51.4323, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3591, 33.3737, 33.3591
5.36156, 88, 55.519, 33.4531, 9.48683, 32.481, 0, 33.4531, 33.4532, 33.4531, 35.8566, 33.4837, 53.0703, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4531, 33.4677, 33.4531
5.36942, 82, 56.9244, 33.5467, 9.16515, 25.0756, 0, 33.5467, 33.5467, 33.5467, 35.8371, 33.5776, 54.5885, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5467, 33.5612, 33.5467
5.37729, 86, 58.1557, 33.6398, 9.38083, 27.8443, 0, 33.6398, 33.6398, 33.6398, 35.806, 33.671, 55.9438, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6398, 33.6543, 33.6398
5.38516, 86, 59.1768, 33.7324, 9.38083, 26.8232, 0, 33.7324, 33.7324, 33.7324, 35.7668, 33.7639, 57.0965, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7324, 33.7467, 33.7324
5.39303, 90, 59.9567, 33.8245, 9.59166, 30.0433, 0, 33.8245, 33.8246, 33.8245, 35.7231, 33.8564, 58.0119, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8245, 33.8387, 33.8245
5.40089, 78, 60.4712, 33.9161, 8.94427, 17.5288, 0, 33.9161, 33.9162, 33.9161, 35.6784, 33.9483, 58.6627, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9161, 33.9301, 33.9161
5.40876, 60, 60.7049, 34.0072, 7.87401, -0.704865, 0, 34.0073, 34.0073, 34.0073, 35.6356, 34.0398, 59.0302, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0072, 34.0209, 34.0072
5.41663, 70, 60.6512, 34.0978, 8.48528, 9.34883, 0, 34.0979, 34.0979, 34.0979, 35.5973, 34.1307, 59.1053, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.0978, 34.1113, 34.0978
5.42449, 68, 60.3135, 34.1879, 8.3666, 7.68651, 0, 34.1879, 34.188, 34.1879, 35.5659, 34.2212, 58.8891, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.1879, 34.201, 34.1879
