   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_18.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0341739, 36, 0, 0, 6.16441, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0262672, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0183604, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0104536, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00254681, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00535997, 0, 9.87584e-23, 0, 1.41421, -9.87584e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86755e-25, 0, 0, 7.79185e-28, 0, 0, 9.83709e-23, 0, 0, 0
0.0132667, 0, 2.59182e-22, 0, 1.41421, -2.59182e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.015e-24, 0, 0, 2.07317e-27, 0, 0, 2.58165e-22, 0, 0, 0
0.0211735, 0, 6.6539e-22, 0, 1.41421, -6.6539e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60578e-24, 0, 0, 5.39656e-27, 0, 0, 6.62778e-22, 0, 0, 0
0.0290803, 0, 1.67373e-21, 0, 1.41421, -1.67373e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55463e-24, 0, 0, 1.37654e-26, 0, 0, 1.66716e-21, 0, 0, 0
0.0369871, 0, 4.13062e-21, 0, 1.41421, -4.13062e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61762e-23, 0, 0, 3.44532e-26, 0, 0, 4.11441e-21, 0, 0, 0
0.0448939, 0, 1.0013e-20, 0, 1.41421, -1.0013e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92126e-23, 0, 0, 8.47127e-26, 0, 0, 9.97369e-21, 0, 0, 0
0.0528007, 0, 2.38649e-20, 0, 1.41421, -2.38649e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3459e-23, 0, 0, 2.04822e-25, 0, 0, 2.37712e-20, 0, 0, 0
0.0607074, 0, 5.59726e-20, 0, 1.41421, -5.59726e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19198e-22, 0, 0, 4.87407e-25, 0, 0, 5.57529e-20, 0, 0, 0
0.0686142, 0, 1.29283e-19, 0, 1.41421, -1.29283e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06293e-22, 0, 0, 1.14242e-24, 0, 0, 1.28775e-19, 0, 0, 0
0.076521, 0, 2.94266e-19, 0, 1.41421, -2.94266e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1524e-21, 0, 0, 2.63918e-24, 0, 0, 2.93111e-19, 0, 0, 0
0.0844278, 0, 6.60436e-19, 0, 1.41421, -6.60436e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58638e-21, 0, 0, 6.01289e-24, 0, 0, 6.57843e-19, 0, 0, 0
0.0923346, 0, 1.46231e-18, 0, 1.41421, -1.46231e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72665e-21, 0, 0, 1.35176e-23, 0, 0, 1.45657e-18, 0, 0, 0
0.100241, 0, 3.19572e-18, 0, 1.41421, -3.19572e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2515e-20, 0, 0, 3.00003e-23, 0, 0, 3.18317e-18, 0, 0, 0
0.108148, 0, 6.89607e-18, 0, 1.41421, -6.89607e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70062e-20, 0, 0, 6.57582e-23, 0, 0, 6.869e-18, 0, 0, 0
0.116055, 0, 1.46994e-17, 0, 1.41421, -1.46994e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75655e-20, 0, 0, 1.4241e-22, 0, 0, 1.46417e-17, 0, 0, 0
0.123962, 0, 3.09609e-17, 0, 1.41421, -3.09609e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21248e-19, 0, 0, 3.04824e-22, 0, 0, 3.08394e-17, 0, 0, 0
0.131868, 0, 6.44578e-17, 0, 1.41421, -6.44578e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52427e-19, 0, 0, 6.45085e-22, 0, 0, 6.42047e-17, 0, 0, 0
0.139775, 0, 1.32681e-16, 0, 1.41421, -1.32681e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19601e-19, 0, 0, 1.35012e-21, 0, 0, 1.3216e-16, 0, 0, 0
0.147682, 0, 2.70102e-16, 0, 1.41421, -2.70102e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05776e-18, 0, 0, 2.79542e-21, 0, 0, 2.69042e-16, 0, 0, 0
0.155589, 0, 5.43914e-16, 0, 1.41421, -5.43914e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13006e-18, 0, 0, 5.72707e-21, 0, 0, 5.41778e-16, 0, 0, 0
0.163496, 0, 1.0837e-15, 0, 1.41421, -1.0837e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24393e-18, 0, 0, 1.16125e-20, 0, 0, 1.07944e-15, 0, 0, 0
0.171402, 0, 2.13671e-15, 0, 1.41421, -2.13671e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36769e-18, 0, 0, 2.33088e-20, 0, 0, 2.12832e-15, 0, 0, 0
0.179309, 0, 4.16989e-15, 0, 1.41421, -4.16989e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63299e-17, 0, 0, 4.63232e-20, 0, 0, 4.15351e-15, 0, 0, 0
0.187216, 0, 8.05589e-15, 0, 1.41421, -8.05589e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1548e-17, 0, 0, 9.11671e-20, 0, 0, 8.02425e-15, 0, 0, 0
0.195123, 0, 1.54892e-14, 0, 1.41421, -1.54892e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06579e-17, 0, 0, 1.79047e-19, 0, 0, 1.54284e-14, 0, 0, 0
