   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_349.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
8.15039, 16, 15.3925, 12.8672, 4.24264, 0.607525, 0, 12.8672, 12.8673, 12.9008, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 12.8672, 15.3587, 12.8672
8.15826, 10, 15.3713, 12.8566, 3.4641, -5.37132, 0, 12.8566, 12.8568, 12.8953, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 12.8566, 15.3325, 12.8566
8.16612, 16, 15.3262, 12.8454, 4.24264, 0.673781, 0, 12.8454, 12.8455, 12.8894, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 12.8454, 15.2821, 12.8454
8.17398, 20, 15.2581, 12.8334, 4.69042, 4.7419, 0, 12.8334, 12.8335, 12.8829, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 12.8334, 15.2084, 12.8334
8.18185, 18, 15.1686, 12.8205, 4.47214, 2.83136, 0, 12.8205, 12.8206, 12.8757, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 12.8205, 15.1132, 12.8205
8.18971, 16, 15.0602, 12.8069, 4.24264, 0.939848, 0, 12.8069, 12.807, 12.8679, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 12.8069, 14.9989, 12.8069
8.19757, 22, 14.9354, 12.7926, 4.89898, 7.06464, 0, 12.7926, 12.7928, 12.8594, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 12.7926, 14.8684, 12.7926
8.20544, 18, 14.7972, 12.7778, 4.47214, 3.20283, 0, 12.7778, 12.7779, 12.8502, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 12.7778, 14.7246, 12.7778
8.2133, 12, 14.6487, 12.7623, 3.74166, -2.64868, 0, 12.7623, 12.7624, 12.84, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 14.5708, 12.7623
8.22116, 12, 14.4928, 12.746, 3.74166, -2.49279, 0, 12.746, 12.7461, 12.8286, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 12.746, 14.41, 12.746
8.22903, 24, 14.3326, 12.7289, 5.09902, 9.66745, 0, 12.7289, 12.729, 12.8158, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 12.7289, 14.2454, 12.7289
8.23689, 24, 14.1709, 12.7111, 5.09902, 9.82911, 0, 12.7111, 12.7112, 12.8017, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 12.7111, 14.0801, 12.7111
8.24476, 18, 14.0104, 12.6924, 4.47214, 3.98963, 0, 12.6925, 12.6926, 12.7861, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 12.6924, 13.9166, 12.6924
8.25262, 12, 13.8533, 12.6731, 3.74166, -1.85327, 0, 12.6731, 12.6733, 12.7688, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 12.6731, 13.7573, 12.6731
8.26048, 22, 13.7014, 12.653, 4.89898, 8.29856, 0, 12.653, 12.6532, 12.75, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 12.653, 13.6043, 12.653
8.26835, 10, 13.5565, 12.6322, 3.4641, -3.55649, 0, 12.6322, 12.6324, 12.7295, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 12.6322, 13.4589, 12.6322
8.27621, 14, 13.4196, 12.6109, 4, 0.580357, 0, 12.6109, 12.6112, 12.7076, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 12.6109, 13.3227, 12.6109
8.28407, 16, 13.2916, 12.589, 4.24264, 2.70837, 0, 12.5891, 12.5894, 12.6842, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 12.589, 13.1961, 12.589
8.29194, 28, 13.1726, 12.5664, 5.47723, 14.8274, 0, 12.5665, 12.5669, 12.6592, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 12.5664, 13.0793, 12.5664
8.2998, 14, 13.0625, 12.543, 4, 0.937483, 0, 12.543, 12.5436, 12.6326, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.543, 12.9723, 12.543
8.30766, 20, 12.9613, 12.5188, 4.69042, 7.0387, 0, 12.5188, 12.5196, 12.6045, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.5188, 12.8748, 12.5188
8.31553, 12, 12.8687, 12.4939, 3.74166, -0.868676, 0, 12.4939, 12.4949, 12.5752, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.4939, 12.7864, 12.4939
8.32339, 8, 12.7843, 12.4685, 3.16228, -4.78433, 0, 12.4685, 12.47, 12.5448, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.4685, 12.7066, 12.4685
8.33126, 18, 12.7077, 12.4428, 4.47214, 5.29226, 0, 12.4428, 12.4448, 12.5137, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.4428, 12.6348, 12.4428
8.33912, 16, 12.6381, 12.4165, 4.24264, 3.36194, 0, 12.4165, 12.4192, 12.4818, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.4165, 12.57, 12.4165
8.34698, 16, 12.5746, 12.3896, 4.24264, 3.42542, 0, 12.3896, 12.3933, 12.4492, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.3896, 12.5112, 12.3896
8.35485, 8, 12.5165, 12.3619, 3.16228, -4.51654, 0, 12.3619, 12.367, 12.4159, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.3619, 12.4575, 12.3619
8.36271, 14, 12.4634, 12.3336, 4, 1.53664, 0, 12.3336, 12.3406, 12.3819, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.3336, 12.4081, 12.3336
8.37057, 16, 12.4147, 12.3048, 4.24264, 3.58528, 0, 12.3048, 12.3142, 12.3477, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3048, 12.3624, 12.3048
8.37844, 18, 12.3704, 12.2758, 4.47214, 5.62958, 0, 12.2758, 12.2884, 12.3134, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.2758, 12.3201, 12.2758
8.3863, 24, 12.33, 12.2463, 5.09902, 11.67, 0, 12.2463, 12.2632, 12.2792, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2463, 12.2802, 12.2463
8.39417, 12, 12.2931, 12.2165, 3.74166, -0.293135, 0, 12.2165, 12.2389, 12.2448, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2165, 12.2424, 12.2165
8.40203, 18, 12.2595, 12.186, 4.47214, 5.74047, 0, 12.1861, 12.2155, 12.2103, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.186, 12.2059, 12.186
8.40989, 12, 12.2291, 12.155, 3.74166, -0.229093, 0, 12.155, 12.1933, 12.1755, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.155, 12.1702, 12.155
8.41776, 12, 12.2021, 12.1234, 3.74166, -0.202058, 0, 12.1234, 12.1728, 12.1406, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1234, 12.1354, 12.1234
8.42562, 8, 12.1788, 12.0916, 3.16228, -4.17883, 0, 12.0916, 12.1549, 12.1059, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.0916, 12.1012, 12.0916
8.43348, 18, 12.1597, 12.0596, 4.47214, 5.84033, 0, 12.0596, 12.1398, 12.0714, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0596, 12.0677, 12.0596
8.44135, 14, 12.1448, 12.0274, 4, 1.85522, 0, 12.0274, 12.1281, 12.037, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0274, 12.0344, 12.0274
8.44921, 20, 12.1343, 11.9946, 4.69042, 7.86575, 0, 11.9946, 12.1199, 12.0024, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 11.9946, 12.0011, 11.9946
8.45707, 16, 12.1284, 11.9612, 4.24264, 3.87162, 0, 11.9613, 12.1157, 11.9675, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9612, 11.9676, 11.9612
8.46494, 10, 12.1277, 11.9274, 3.4641, -2.12766, 0, 11.9274, 12.1161, 11.9324, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.9274, 11.934, 11.9274
8.4728, 20, 12.1327, 11.8934, 4.69042, 7.86732, 0, 11.8934, 12.1217, 11.8973, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.8934, 11.9005, 11.8934
8.48067, 12, 12.1436, 11.8591, 3.74166, -0.14359, 0, 11.8591, 12.1327, 11.8621, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8591, 11.8669, 11.8591
8.48853, 18, 12.1606, 11.8245, 4.47214, 5.83936, 0, 11.8245, 12.1494, 11.8269, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8245, 11.8334, 11.8245
8.49639, 4, 12.1838, 11.7896, 2.44949, -8.18384, 0, 11.7896, 12.1718, 11.7914, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7896, 11.7998, 11.7896
8.50426, 4, 12.213, 11.7542, 2.44949, -8.21297, 0, 11.7542, 12.1996, 11.7556, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7542, 11.7662, 11.7542
8.51212, 16, 12.2478, 11.7184, 4.24264, 3.7522, 0, 11.7184, 12.2327, 11.7195, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7184, 11.7325, 11.7184
8.51998, 2, 12.2877, 11.6821, 2, -10.2877, 0, 11.6821, 12.2702, 11.6829, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6821, 11.6988, 11.6821
8.52785, 18, 12.332, 11.6452, 4.47214, 5.66799, 0, 11.6452, 12.3116, 11.6457, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.6452, 11.665, 11.6452
8.53571, 18, 12.38, 11.6078, 4.47214, 5.62003, 0, 11.6078, 12.3559, 11.6082, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6078, 11.6314, 11.6078
8.54358, 10, 12.4307, 11.5702, 3.4641, -2.43069, 0, 11.5702, 12.4022, 11.5705, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5702, 11.5984, 11.5702
8.55144, 16, 12.4826, 11.5321, 4.24264, 3.51745, 0, 11.5321, 12.4487, 11.5323, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5321, 11.5657, 11.5321
8.5593, 18, 12.534, 11.4933, 4.47214, 5.46603, 0, 11.4933, 12.4938, 11.4935, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.4933, 11.5333, 11.4933
8.56717, 20, 12.5833, 11.4537, 4.69042, 7.41667, 0, 11.4538, 12.5357, 11.4539, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.4537, 11.5012, 11.4537
8.57503, 12, 12.629, 11.4135, 3.74166, -0.62904, 0, 11.4135, 12.5728, 11.4136, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4135, 11.4697, 11.4135
8.58289, 14, 12.6693, 11.3725, 4, 1.33072, 0, 11.3725, 12.603, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.3725, 11.4387, 11.3725
8.59076, 12, 12.7025, 11.3307, 3.74166, -0.702516, 0, 11.3307, 12.6248, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.3307, 11.4083, 11.3307
8.59862, 8, 12.7272, 11.2881, 3.16228, -4.7272, 0, 11.2881, 12.6366, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.2881, 11.3787, 11.2881
8.60648, 10, 12.742, 11.2447, 3.4641, -2.74202, 0, 11.2447, 12.6368, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.2447, 11.3498, 11.2447
8.61435, 16, 12.7457, 11.2004, 4.24264, 3.25428, 0, 11.2004, 12.6244, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.2004, 11.3217, 11.2004
8.62221, 12, 12.7375, 11.1551, 3.74166, -0.737466, 0, 11.1551, 12.5984, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.1551, 11.2942, 11.1551
8.63007, 8, 12.7166, 11.1088, 3.16228, -4.71663, 0, 11.1088, 12.5581, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.1088, 11.2673, 11.1088
8.63794, 16, 12.6831, 11.0616, 4.24264, 3.3169, 0, 11.0616, 12.5037, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.0616, 11.241, 11.0616
8.6458, 10, 12.6372, 11.0136, 3.4641, -2.63717, 0, 11.0137, 12.4354, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.0136, 11.2154, 11.0136
8.65367, 18, 12.5794, 10.9651, 4.47214, 5.42056, 0, 10.9651, 12.354, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 10.9651, 11.1905, 10.9651
8.66153, 16, 12.5108, 10.9162, 4.24264, 3.48923, 0, 10.9162, 12.2606, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 10.9162, 11.1663, 10.9162
8.66939, 18, 12.4319, 10.8667, 4.47214, 5.56806, 0, 10.8667, 12.1562, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 10.8667, 11.1424, 10.8667
8.67726, 10, 12.344, 10.8165, 3.4641, -2.34404, 0, 10.8166, 12.0422, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 10.8165, 11.1184, 10.8165
8.68512, 24, 12.2484, 10.7659, 5.09902, 11.7516, 0, 10.7659, 11.9202, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 10.7659, 11.0941, 10.7659
8.69298, 10, 12.1464, 10.7147, 3.4641, -2.14643, 0, 10.7147, 11.7919, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 10.7147, 11.0692, 10.7147
8.70085, 16, 12.0395, 10.663, 4.24264, 3.96052, 0, 10.663, 11.6593, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 10.663, 11.0432, 10.663
8.70871, 18, 11.9291, 10.6111, 4.47214, 6.07095, 0, 10.6111, 11.5241, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 10.6111, 11.016, 10.6111
8.71658, 12, 11.8166, 10.5591, 3.74166, 0.18343, 0, 10.5591, 11.3882, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.5591, 10.9874, 10.5591
8.72444, 12, 11.7031, 10.507, 3.74166, 0.296854, 0, 10.507, 11.2531, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.9569, 10.507
8.7323, 24, 11.5897, 10.4548, 5.09902, 12.4103, 0, 10.4548, 11.1203, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.4548, 10.9242, 10.4548
8.74017, 12, 11.4769, 10.4024, 3.74166, 0.523107, 0, 10.4024, 10.9906, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.4024, 10.8887, 10.4024
8.74803, 8, 11.3652, 10.3498, 3.16228, -3.36519, 0, 10.3498, 10.865, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.3498, 10.85, 10.3498
8.75589, 12, 11.2551, 10.2969, 3.74166, 0.744933, 0, 10.2969, 10.7441, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.8079, 10.2969
8.76376, 14, 11.147, 10.244, 4, 2.85303, 0, 10.244, 10.6287, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.244, 10.7623, 10.244
8.77162, 12, 11.0412, 10.1912, 3.74166, 0.958764, 0, 10.1912, 10.5191, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.1912, 10.7132, 10.1912
8.77949, 14, 10.9378, 10.1384, 4, 3.06218, 0, 10.1384, 10.4155, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.6607, 10.1384
8.78735, 16, 10.8367, 10.0857, 4.24264, 5.1633, 0, 10.0857, 10.3177, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.0857, 10.6046, 10.0857
8.79521, 14, 10.7376, 10.0328, 4, 3.26235, 0, 10.0328, 10.2254, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.0328, 10.545, 10.0328
8.80308, 16, 10.6405, 9.97974, 4.24264, 5.35948, 0, 9.97975, 10.1382, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 9.97974, 10.4821, 9.97974
8.81094, 12, 10.5455, 9.92663, 3.74166, 1.45455, 0, 9.92664, 10.0558, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 9.92663, 10.4163, 9.92663
8.8188, 26, 10.4526, 9.87366, 5.2915, 15.5474, 0, 9.87367, 9.97802, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 9.87366, 10.3482, 9.87366
8.82667, 12, 10.3621, 9.82092, 3.74166, 1.63793, 0, 9.82093, 9.90449, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 9.82092, 10.2785, 9.82092
8.83453, 20, 10.2737, 9.76815, 4.69042, 9.72626, 0, 9.76817, 9.83449, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 9.76815, 10.2074, 9.76815
8.84239, 20, 10.1879, 9.71553, 4.69042, 9.81211, 0, 9.71555, 9.76773, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 9.71553, 10.1357, 9.71553
8.85026, 16, 10.1044, 9.6628, 4.24264, 5.89557, 0, 9.66282, 9.70351, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 9.6628, 10.0637, 9.6628
