   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_285.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0891909, 0, 1.16952e-18, 0, 1.41421, -1.16952e-18, 0, 0, 0, 0, 0, 0, 0, 0, 1.01919e-21, 0, 0, 0, 0, 1.1685e-18, 0, 0, 0
0.0970565, 0, 2.61955e-18, 0, 1.41421, -2.61955e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.28283e-21, 0, 0, 0, 0, 2.61727e-18, 0, 0, 0
0.104922, 0, 5.61169e-18, 0, 1.41421, -5.61169e-18, 0, 0, 0, 0, 0, 0, 0, 0, 4.89036e-21, 0, 0, 0, 0, 5.6068e-18, 0, 0, 0
0.112788, 0, 1.18788e-17, 0, 1.41421, -1.18788e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.03519e-20, 0, 0, 0, 0, 1.18685e-17, 0, 0, 0
0.120653, 0, 2.48552e-17, 0, 1.41421, -2.48552e-17, 0, 0, 0, 0, 0, 0, 0, 0, 2.16603e-20, 0, 0, 0, 0, 2.48335e-17, 0, 0, 0
0.128519, 0, 5.14223e-17, 0, 1.41421, -5.14223e-17, 0, 0, 0, 0, 0, 0, 0, 0, 4.48125e-20, 0, 0, 0, 0, 5.13775e-17, 0, 0, 0
0.136384, 0, 1.05221e-16, 0, 1.41421, -1.05221e-16, 0, 0, 0, 0, 0, 0, 0, 0, 9.16955e-20, 0, 0, 0, 0, 1.05129e-16, 0, 0, 0
0.14425, 0, 2.12995e-16, 0, 1.41421, -2.12995e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.85617e-19, 0, 0, 0, 0, 2.1281e-16, 0, 0, 0
0.152115, 0, 4.26638e-16, 0, 1.41421, -4.26638e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.71798e-19, 0, 0, 0, 0, 4.26266e-16, 0, 0, 0
0.159981, 0, 8.45782e-16, 0, 1.41421, -8.45782e-16, 0, 0, 0, 0, 0, 0, 0, 0, 7.37064e-19, 0, 0, 0, 0, 8.45045e-16, 0, 0, 0
0.167846, 0, 1.65978e-15, 0, 1.41421, -1.65978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.44642e-18, 0, 0, 0, 0, 1.65833e-15, 0, 0, 0
0.175712, 0, 3.22484e-15, 0, 1.41421, -3.22484e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.81031e-18, 0, 0, 0, 0, 3.22202e-15, 0, 0, 0
0.183577, 0, 6.20444e-15, 0, 1.41421, -6.20444e-15, 0, 0, 0, 0, 0, 0, 0, 0, 5.4069e-18, 0, 0, 0, 0, 6.19903e-15, 0, 0, 0
0.191443, 0, 1.18222e-14, 0, 1.41421, -1.18222e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.03025e-17, 0, 0, 0, 0, 1.18119e-14, 0, 0, 0
0.199309, 0, 2.23128e-14, 0, 1.41421, -2.23128e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.94446e-17, 0, 0, 0, 0, 2.22934e-14, 0, 0, 0
0.207174, 0, 4.17182e-14, 0, 1.41421, -4.17182e-14, 0, 0, 0, 0, 0, 0, 0, 0, 3.63554e-17, 0, 0, 0, 0, 4.16819e-14, 0, 0, 0
0.21504, 0, 7.72794e-14, 0, 1.41421, -7.72794e-14, 0, 0, 0, 0, 0, 0, 0, 0, 6.7345e-17, 0, 0, 0, 0, 7.72121e-14, 0, 0, 0
0.222905, 0, 1.41845e-13, 0, 1.41421, -1.41845e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.2361e-16, 0, 0, 0, 0, 1.41721e-13, 0, 0, 0
0.230771, 0, 2.58002e-13, 0, 1.41421, -2.58002e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.24835e-16, 0, 0, 0, 0, 2.57777e-13, 0, 0, 0
0.238636, 0, 4.65081e-13, 0, 1.41421, -4.65081e-13, 0, 0, 0, 0, 0, 0, 0, 0, 4.05294e-16, 0, 0, 0, 0, 4.64676e-13, 0, 0, 0
0.246502, 0, 8.30942e-13, 0, 1.41421, -8.30942e-13, 0, 0, 0, 0, 0, 0, 0, 0, 7.24124e-16, 0, 0, 0, 0, 8.30218e-13, 0, 0, 0
0.254367, 0, 1.47158e-12, 0, 1.41421, -1.47158e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.28242e-15, 0, 0, 0, 0, 1.4703e-12, 0, 0, 0
0.262233, 0, 2.58346e-12, 0, 1.41421, -2.58346e-12, 0, 0, 0, 0, 0, 0, 0, 0, 2.2514e-15, 0, 0, 0, 0, 2.58121e-12, 0, 0, 0
0.270098, 0, 4.49629e-12, 0, 1.41421, -4.49629e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.91843e-15, 0, 0, 0, 0, 4.49237e-12, 0, 0, 0
0.277964, 0, 7.75837e-12, 0, 1.41421, -7.75837e-12, 0, 0, 0, 0, 0, 0, 0, 0, 6.76146e-15, 0, 0, 0, 0, 7.75161e-12, 0, 0, 0
0.285829, 0, 1.32733e-11, 0, 1.41421, -1.32733e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.15682e-14, 0, 0, 0, 0, 1.32617e-11, 0, 0, 0
0.293695, 0, 2.25165e-11, 0, 1.41421, -2.25165e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.96251e-14, 0, 0, 0, 0, 2.24969e-11, 0, 0, 0
0.301561, 0, 3.7876e-11, 0, 1.41421, -3.7876e-11, 0, 0, 0, 0, 0, 0, 0, 0, 3.30147e-14, 0, 0, 0, 0, 3.7843e-11, 0, 0, 0
0.309426, 0, 6.31816e-11, 0, 1.41421, -6.31816e-11, 0, 0, 0, 0, 0, 0, 0, 0, 5.50779e-14, 0, 0, 0, 0, 6.31265e-11, 0, 0, 0
0.317292, 0, 1.04521e-10, 0, 1.41421, -1.04521e-10, 0, 0, 0, 0, 0, 0, 0, 0, 9.11268e-14, 0, 0, 0, 0, 1.04429e-10, 0, 0, 0
0.325157, 0, 1.71482e-10, 3.13891e-43, 1.41421, -1.71482e-10, 0, 3.13891e-43, 3.13891e-43, 3.13891e-43, 3.13891e-43, 3.13891e-43, 3.13891e-43, 3.13891e-43, 1.49533e-13, 3.13891e-43, 3.13891e-43, 3.13891e-43, 3.13891e-43, 1.71332e-10, 3.13891e-43, 3.13891e-43, 3.13891e-43
0.333023, 0, 2.79036e-10, 5.45245e-42, 1.41421, -2.79036e-10, 0, 5.45245e-42, 5.45245e-42, 5.45245e-42, 5.45245e-42, 5.45245e-42, 5.45245e-42, 5.45245e-42, 2.43377e-13, 5.45245e-42, 5.45245e-42, 5.45245e-42, 5.45245e-42, 2.78793e-10, 5.45245e-42, 5.45245e-42, 5.45245e-42
0.340888, 0, 4.5035e-10, 7.85414e-41, 1.41421, -4.5035e-10, 0, 7.85414e-41, 7.85414e-41, 7.85414e-41, 7.85414e-41, 7.85414e-41, 7.85414e-41, 7.85414e-41, 3.92911e-13, 7.85414e-41, 7.85414e-41, 7.85414e-41, 7.85414e-41, 4.49957e-10, 7.85414e-41, 7.85414e-41, 7.85414e-41
0.348754, 0, 7.20952e-10, 1.0023e-39, 1.41421, -7.20952e-10, 0, 1.0023e-39, 1.0023e-39, 1.0023e-39, 1.0023e-39, 1.0023e-39, 1.0023e-39, 1.0023e-39, 6.2923e-13, 1.0023e-39, 1.0023e-39, 1.0023e-39, 1.0023e-39, 7.20322e-10, 1.0023e-39, 1.0023e-39, 1.0023e-39
0.356619, 0, 1.14485e-09, 1.14496e-38, 1.41421, -1.14485e-09, 0, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14496e-38, 9.99658e-13, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14496e-38, 1.14385e-09, 1.14496e-38, 1.14496e-38, 1.14496e-38
0.364485, 0, 1.80342e-09, 1.18171e-37, 1.41421, -1.80342e-09, 0, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.57561e-12, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.18171e-37, 1.80184e-09, 1.18171e-37, 1.18171e-37, 1.18171e-37
0.37235, 0, 2.8182e-09, 1.10767e-36, 1.41421, -2.8182e-09, 0, 1.10767e-36, 1.10767e-36, 1.10767e-36, 1.10767e-36, 1.10767e-36, 1.10767e-36, 1.10767e-36, 2.46396e-12, 1.10767e-36, 1.10767e-36, 1.10767e-36, 1.10767e-36, 2.81574e-09, 1.10767e-36, 1.10767e-36, 1.10767e-36
0.380216, 0, 4.36949e-09, 3.04937e-35, 1.41421, -4.36949e-09, 0, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.82368e-12, 3.04937e-35, 3.04937e-35, 3.04937e-35, 3.04937e-35, 4.36567e-09, 3.04937e-35, 3.04937e-35, 3.04937e-35
0.388081, 0, 6.72076e-09, 2.21609e-34, 1.41421, -6.72076e-09, 0, 2.21609e-34, 2.21609e-34, 2.21609e-34, 2.21609e-34, 2.21609e-34, 2.21609e-34, 2.21609e-34, 5.88752e-12, 2.21609e-34, 2.21609e-34, 2.21609e-34, 2.21609e-34, 6.71487e-09, 2.21609e-34, 2.21609e-34, 2.21609e-34
0.395947, 0, 1.02565e-08, 1.5274e-33, 1.41421, -1.02565e-08, 0, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.5274e-33, 8.99652e-12, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.5274e-33, 1.02475e-08, 1.5274e-33, 1.5274e-33, 1.5274e-33
0.403813, 0, 1.55308e-08, 9.10916e-33, 1.41421, -1.55308e-08, 0, 9.10916e-33, 9.10916e-33, 9.10916e-33, 9.10916e-33, 9.10916e-33, 9.10916e-33, 9.10916e-33, 1.36442e-11, 9.10916e-33, 9.10916e-33, 9.10916e-33, 9.10916e-33, 1.55172e-08, 9.10916e-33, 9.10916e-33, 9.10916e-33
0.411678, 0, 2.33361e-08, 5.45757e-32, 1.41421, -2.33361e-08, 0, 5.45757e-32, 5.45757e-32, 5.45757e-32, 5.45757e-32, 5.45757e-32, 5.45757e-32, 5.45757e-32, 2.05399e-11, 5.45757e-32, 5.45757e-32, 5.45757e-32, 5.45757e-32, 2.33156e-08, 5.45757e-32, 5.45757e-32, 5.45757e-32
0.419544, 0, 3.4796e-08, 2.93428e-31, 1.41421, -3.4796e-08, 0, 2.93428e-31, 2.93428e-31, 2.93428e-31, 2.93428e-31, 2.93428e-31, 2.93428e-31, 2.93428e-31, 3.06951e-11, 2.93428e-31, 2.93428e-31, 2.93428e-31, 2.93428e-31, 3.47653e-08, 2.93428e-31, 2.93428e-31, 2.93428e-31
0.427409, 0, 5.14896e-08, 1.53776e-30, 1.41421, -5.14896e-08, 0, 1.53776e-30, 1.53776e-30, 1.53776e-30, 1.53776e-30, 1.53776e-30, 1.53776e-30, 1.53776e-30, 4.55419e-11, 1.53776e-30, 1.53776e-30, 1.53776e-30, 1.53776e-30, 5.14441e-08, 1.53776e-30, 1.53776e-30, 1.53776e-30
0.435275, 0, 7.56186e-08, 7.68177e-30, 1.41421, -7.56186e-08, 0, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.68177e-30, 6.7093e-11, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.68177e-30, 7.55515e-08, 7.68177e-30, 7.68177e-30, 7.68177e-30
0.44314, 0, 1.10226e-07, 3.63147e-29, 1.41421, -1.10226e-07, 0, 3.63147e-29, 3.63147e-29, 3.63147e-29, 3.63147e-29, 3.63147e-29, 3.63147e-29, 3.63147e-29, 9.81575e-11, 3.63147e-29, 3.63147e-29, 3.63147e-29, 3.63147e-29, 1.10128e-07, 3.63147e-29, 3.63147e-29, 3.63147e-29
0.451006, 0, 1.59485e-07, 1.65867e-28, 1.41421, -1.59485e-07, 0, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.42629e-10, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.65867e-28, 1.59342e-07, 1.65867e-28, 1.65867e-28, 1.65867e-28
0.458871, 0, 2.29067e-07, 7.25247e-28, 1.41421, -2.29067e-07, 0, 7.25247e-28, 7.25247e-28, 7.25247e-28, 7.25247e-28, 7.25247e-28, 7.25247e-28, 7.25247e-28, 2.0587e-10, 7.25247e-28, 7.25247e-28, 7.25247e-28, 7.25247e-28, 2.28861e-07, 7.25247e-28, 7.25247e-28, 7.25247e-28
0.466737, 0, 3.26623e-07, 3.02513e-27, 1.41421, -3.26623e-07, 0, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.02513e-27, 2.95217e-10, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.02513e-27, 3.26328e-07, 3.02513e-27, 3.02513e-27, 3.02513e-27
0.474602, 0, 4.62389e-07, 1.20449e-26, 1.41421, -4.62389e-07, 0, 1.20449e-26, 1.20449e-26, 1.20449e-26, 1.20449e-26, 1.20449e-26, 1.20449e-26, 1.20449e-26, 4.20644e-10, 1.20449e-26, 1.20449e-26, 1.20449e-26, 1.20449e-26, 4.61968e-07, 1.20449e-26, 1.20449e-26, 1.20449e-26
0.482468, 0, 6.49949e-07, 4.58338e-26, 1.41421, -6.49949e-07, 0, 4.58338e-26, 4.58338e-26, 4.58338e-26, 4.58338e-26, 2.01393e-12, 4.58338e-26, 4.58338e-26, 5.95634e-10, 4.58338e-26, 4.58338e-26, 4.58338e-26, 4.58338e-26, 6.49351e-07, 4.58338e-26, 4.58338e-26, 4.58338e-26
0.490334, 0, 9.07189e-07, 1.66986e-25, 1.41421, -9.07189e-07, 0, 1.66986e-25, 1.66986e-25, 1.66986e-25, 1.66986e-25, 6.97392e-12, 1.66986e-25, 1.66986e-25, 8.38296e-10, 1.66986e-25, 1.66986e-25, 1.66986e-25, 1.66986e-25, 9.06344e-07, 1.66986e-25, 1.66986e-25, 1.66986e-25
0.498199, 0, 1.25747e-06, 5.8776e-25, 1.41421, -1.25747e-06, 0, 5.8776e-25, 5.8776e-25, 5.8776e-25, 5.8776e-25, 1.87941e-11, 5.8776e-25, 5.8776e-25, 1.17281e-09, 5.8776e-25, 5.8776e-25, 5.8776e-25, 5.8776e-25, 1.25628e-06, 5.8776e-25, 5.8776e-25, 5.8776e-25
0.506065, 0, 1.73339e-06, 2.97327e-10, 1.41421, -1.73339e-06, 2.97327e-10, 2.97332e-10, 7.97042e-10, 3.0975e-10, 3.31371e-10, 4.38169e-10, 4.69437e-10, 1.26319e-09, 1.92864e-09, 2.98391e-10, 2.99431e-10, 2.97347e-10, 2.97328e-10, 1.72992e-06, 2.97327e-10, 2.97327e-10, 3.1481e-10
0.51393, 0, 2.37492e-06, 1.01661e-09, 1.41421, -2.37492e-06, 1.01661e-09, 1.01663e-09, 2.7376e-09, 1.0594e-09, 1.13386e-09, 1.45063e-09, 1.60935e-09, 4.343e-09, 3.27279e-09, 1.02028e-09, 1.02386e-09, 1.01711e-09, 1.01662e-09, 2.36636e-06, 1.01661e-09, 1.01661e-09, 1.07682e-09
0.521796, 0, 3.23667e-06, 2.71379e-09, 1.41421, -3.23667e-06, 2.71379e-09, 2.71384e-09, 7.32915e-09, 2.82853e-09, 3.02823e-09, 3.83218e-09, 4.3034e-09, 1.16345e-08, 5.81681e-09, 2.72362e-09, 2.73322e-09, 2.71547e-09, 2.71381e-09, 3.2167e-06, 2.71379e-09, 2.71379e-09, 2.87527e-09
0.529661, 0, 4.39155e-06, 6.61825e-09, 1.41421, -4.39155e-06, 6.61825e-09, 6.61837e-09, 1.79095e-08, 6.89895e-09, 7.3875e-09, 9.29352e-09, 1.05072e-08, 2.84424e-08, 1.08626e-08, 6.64229e-09, 6.66579e-09, 6.62285e-09, 6.61828e-09, 4.34611e-06, 6.61825e-09, 6.61825e-09, 7.01329e-09
0.537527, 0, 5.94064e-06, 1.53847e-08, 1.41421, -5.94064e-06, 1.53847e-08, 1.5385e-08, 4.16847e-08, 1.60385e-08, 1.71765e-08, 2.1513e-08, 2.44429e-08, 6.62181e-08, 2.11589e-08, 1.54407e-08, 1.54954e-08, 1.53962e-08, 1.53848e-08, 5.839e-06, 1.53847e-08, 1.53847e-08, 1.63049e-08
0.545392, 0, 8.02986e-06, 3.45886e-08, 1.41421, -8.02986e-06, 3.45886e-08, 3.45892e-08, 9.37991e-08, 3.60605e-08, 3.86224e-08, 4.91621e-08, 5.49817e-08, 1.49033e-07, 4.24023e-08, 3.47146e-08, 3.48378e-08, 3.46156e-08, 3.45887e-08, 7.80544e-06, 3.45886e-08, 3.45886e-08, 3.66601e-08
0.553258, 0, 1.08777e-05, 7.5638e-08, 1.41421, -1.08777e-05, 7.5638e-08, 7.56393e-08, 2.0526e-07, 7.88603e-08, 8.44688e-08, 1.09342e-07, 1.20282e-07, 3.26175e-07, 8.6156e-08, 7.5914e-08, 7.61836e-08, 7.56995e-08, 7.56383e-08, 1.03912e-05, 7.5638e-08, 7.5638e-08, 8.0173e-08
0.561123, 0, 1.48458e-05, 1.6127e-07, 1.41421, -1.48458e-05, 1.6127e-07, 1.61272e-07, 4.37903e-07, 1.68147e-07, 1.80116e-07, 2.55212e-07, 2.56547e-07, 6.95955e-07, 1.75354e-07, 1.61859e-07, 1.62434e-07, 1.61405e-07, 1.6127e-07, 1.37939e-05, 1.6127e-07, 1.6127e-07, 1.70948e-07
0.568989, 0, 2.05011e-05, 3.35618e-07, 1.41421, -2.05011e-05, 3.35618e-07, 3.35624e-07, 9.1184e-07, 3.49942e-07, 3.74874e-07, 5.61557e-07, 5.34078e-07, 1.44936e-06, 3.54382e-07, 3.36845e-07, 3.38044e-07, 3.35909e-07, 3.35619e-07, 1.82903e-05, 3.35618e-07, 3.35618e-07, 3.55778e-07
0.576854, 0, 2.88156e-05, 6.82116e-07, 1.41421, -2.88156e-05, 6.82116e-07, 6.82128e-07, 1.8543e-06, 7.11257e-07, 7.61974e-07, 1.19163e-06, 1.08584e-06, 2.94776e-06, 7.06987e-07, 6.84612e-07, 6.87051e-07, 6.82726e-07, 6.82119e-07, 2.42816e-05, 6.82116e-07, 6.82116e-07, 7.23127e-07
0.58472, 0, 4.14553e-05, 1.35437e-06, 1.41421, -4.14553e-05, 1.35437e-06, 1.35439e-06, 3.68395e-06, 1.41228e-06, 1.51308e-06, 2.45976e-06, 2.15671e-06, 5.85707e-06, 1.38717e-06, 1.35933e-06, 1.36417e-06, 1.35561e-06, 1.35437e-06, 3.23683e-05, 1.35437e-06, 1.35437e-06, 1.43587e-06
0.592586, 0, 6.12873e-05, 2.62773e-06, 1.41421, -6.12873e-05, 2.62773e-06, 2.62777e-06, 7.15193e-06, 2.7402e-06, 2.93595e-06, 4.95795e-06, 4.18594e-06, 1.13723e-05, 2.67077e-06, 2.63736e-06, 2.64677e-06, 2.63022e-06, 2.62774e-06, 4.34768e-05, 2.62773e-06, 2.62773e-06, 2.78601e-06
0.600451, 0, 9.32222e-05, 4.98278e-06, 1.41421, -9.32222e-05, 4.98278e-06, 4.98287e-06, 1.35704e-05, 5.19627e-06, 5.56783e-06, 9.7859e-06, 7.9405e-06, 2.15812e-05, 5.03901e-06, 5.00106e-06, 5.01893e-06, 4.98766e-06, 4.9828e-06, 5.90606e-05, 4.98278e-06, 4.98278e-06, 5.28323e-06
0.608317, 0, 0.000145595, 9.23608e-06, 1.41421, -0.000145595, 9.23608e-06, 9.23624e-06, 2.5171e-05, 9.63222e-06, 1.03217e-05, 1.8964e-05, 1.47243e-05, 4.00357e-05, 9.30919e-06, 9.27001e-06, 9.30316e-06, 9.2454e-06, 9.23612e-06, 8.14212e-05, 9.23608e-06, 9.23608e-06, 9.79359e-06
0.616182, 0, 0.000232292, 1.67379e-05, 1.41421, -0.000232292, 1.67379e-05, 1.67382e-05, 4.5648e-05, 1.74566e-05, 1.87074e-05, 3.60927e-05, 2.6695e-05, 7.26162e-05, 1.68325e-05, 1.67994e-05, 1.68596e-05, 1.67553e-05, 1.67379e-05, 0.000114196, 1.67379e-05, 1.67379e-05, 1.77493e-05
0.624048, 0, 0.000376064, 2.96608e-05, 1.41421, -0.000376064, 2.96608e-05, 2.96613e-05, 8.0952e-05, 3.09359e-05, 3.31551e-05, 6.74815e-05, 4.73263e-05, 0.000128798, 2.97828e-05, 2.977e-05, 2.98767e-05, 2.96926e-05, 2.96609e-05, 0.000163105, 2.96608e-05, 2.96608e-05, 3.14553e-05
0.631913, 0, 0.000613386, 5.14052e-05, 1.41421, -0.000613386, 5.14052e-05, 5.14061e-05, 0.000140409, 5.36178e-05, 5.74688e-05, 0.000123969, 8.20596e-05, 0.000223435, 5.1562e-05, 5.15947e-05, 5.17799e-05, 5.14623e-05, 5.14054e-05, 0.000236965, 5.14052e-05, 5.14052e-05, 5.45191e-05
0.639779, 0, 0.00100158, 8.71467e-05, 1.41421, -0.00100158, 8.71467e-05, 8.71482e-05, 0.000238232, 9.09026e-05, 9.74397e-05, 0.000223808, 0.000139183, 0.00037917, 8.73475e-05, 8.74683e-05, 8.77827e-05, 8.72467e-05, 8.7147e-05, 0.000349173, 8.71467e-05, 8.71467e-05, 9.24326e-05
0.647644, 0, 0.00162874, 0.000144541, 1.41421, -0.00162874, 0.000144541, 0.000144543, 0.000395479, 0.000150779, 0.000161636, 0.000397107, 0.000230968, 0.000629562, 0.000144797, 0.000145075, 0.000145597, 0.000144712, 0.000144541, 0.000519649, 0.000144541, 0.000144541, 0.00015332
0.65551, 0, 0.00262735, 0.000234589, 1.41421, -0.00262735, 0.000234589, 0.000234593, 0.000642459, 0.000244728, 0.000262376, 0.000692516, 0.000375066, 0.00102293, 0.000234915, 0.000235457, 0.000236306, 0.000234877, 0.00023459, 0.000777327, 0.000234589, 0.000234589, 0.000248859
0.663375, 0, 0.00419219, 0.000372635, 1.41421, -0.00419219, 0.000372635, 0.000372642, 0.00102153, 0.000388767, 0.000416843, 0.00118696, 0.000596125, 0.00162685, 0.00037305, 0.000374017, 0.000375367, 0.00037311, 0.000372637, 0.00116321, 0.000372635, 0.000372635, 0.000395338
0.671241, 0, 0.00660324, 0.000579441, 1.41421, -0.00660324, 0.000579441, 0.000579452, 0.00159013, 0.000604567, 0.000648297, 0.00199938, 0.000927539, 0.00253294, 0.000579966, 0.000581593, 0.000583697, 0.000580208, 0.000579444, 0.00173396, 0.000579441, 0.000579441, 0.000614802
0.679107, 0, 0.0102539, 0.000882215, 1.41421, -0.0102539, 0.000882215, 0.000882231, 0.00242372, 0.000920537, 0.000987234, 0.0033095, 0.00141313, 0.00386169, 0.000882879, 0.000885497, 0.000888706, 0.000883427, 0.000882219, 0.00256573, 0.000882215, 0.000882215, 0.000936148
0.686972, 0, 0.0156841, 0.00131545, 1.41421, -0.0156841, 0.00131545, 0.00131548, 0.00361825, 0.0013727, 0.00147234, 0.0053824, 0.00210857, 0.00576637, 0.00131629, 0.00132036, 0.00132515, 0.00131733, 0.00131546, 0.00375833, 0.00131545, 0.00131545, 0.00139602
0.694838, 0, 0.0236184, 0.00192138, 1.41421, -0.0236184, 0.00192138, 0.00192141, 0.00529156, 0.00200516, 0.00215098, 0.00859926, 0.00308211, 0.00843536, 0.00192243, 0.00192855, 0.00193557, 0.00192424, 0.00192139, 0.00543897, 0.00192138, 0.00192138, 0.0020393
0.702703, 0, 0.0350046, 0.00274975, 1.41421, -0.0350046, 0.00274975, 0.0027498, 0.00758311, 0.00286991, 0.00307904, 0.0134938, 0.00441442, 0.0120918, 0.00275107, 0.00276004, 0.00277011, 0.00275402, 0.00274976, 0.00776563, 0.00274975, 0.00274975, 0.00291887
0.710569, 0, 0.0510534, 0.00385683, 1.41421, -0.0510534, 0.00385683, 0.0038569, 0.0106514, 0.00402574, 0.00431973, 0.0207926, 0.00619696, 0.0169896, 0.00385847, 0.0038713, 0.00388546, 0.00386308, 0.00385685, 0.0109296, 0.00385683, 0.00385683, 0.00409459
0.718434, 0, 0.0732703, 0.00530329, 1.41421, -0.0732703, 0.00530329, 0.00530338, 0.0146684, 0.0055361, 0.00594131, 0.0314553, 0.00852874, 0.0234046, 0.00530532, 0.00532322, 0.00534276, 0.00531227, 0.00530331, 0.0151572, 0.00530329, 0.00530329, 0.00563101
