   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_217.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.050548, 0, 8.40908e-21, 0, 1.41421, -8.40908e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75147e-23, 0, 0, 1.2067e-26, 7.03969e-25, 0, 8.36085e-21, 0, 0, 0
0.0584162, 0, 1.98613e-20, 0, 1.41421, -1.98613e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12224e-22, 0, 0, 2.8952e-26, 1.69221e-24, 0, 1.97474e-20, 0, 0, 0
0.0662844, 0, 4.6178e-20, 0, 1.41421, -4.6178e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60923e-22, 0, 0, 6.83855e-26, 4.00207e-24, 0, 4.5913e-20, 0, 0, 0
0.0741526, 0, 1.05767e-19, 0, 1.41421, -1.05767e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97624e-22, 0, 0, 1.5914e-25, 9.3199e-24, 0, 1.0516e-19, 0, 0, 0
0.0820208, 0, 2.38803e-19, 0, 1.41421, -2.38803e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34933e-21, 0, 0, 3.65104e-25, 2.13876e-23, 0, 2.37432e-19, 0, 0, 0
0.089889, 0, 5.31808e-19, 0, 1.41421, -5.31808e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00491e-21, 0, 0, 8.26293e-25, 4.83977e-23, 0, 5.28754e-19, 0, 0, 0
0.0977572, 0, 1.16875e-18, 0, 1.41421, -1.16875e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60383e-21, 0, 0, 1.84571e-24, 1.08058e-22, 0, 1.16203e-18, 0, 0, 0
0.105625, 0, 2.53592e-18, 0, 1.41421, -2.53592e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43288e-20, 0, 0, 4.07105e-24, 2.38171e-22, 0, 2.52135e-18, 0, 0, 0
0.113494, 0, 5.43473e-18, 0, 1.41421, -5.43473e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07081e-20, 0, 0, 8.87057e-24, 5.18471e-22, 0, 5.4035e-18, 0, 0, 0
0.121362, 0, 1.15083e-17, 0, 1.41421, -1.15083e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50257e-20, 0, 0, 1.91014e-23, 1.1152e-21, 0, 1.14421e-17, 0, 0, 0
0.12923, 0, 2.40868e-17, 0, 1.41421, -2.40868e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36098e-19, 0, 0, 4.0663e-23, 2.37107e-21, 0, 2.39483e-17, 0, 0, 0
0.137098, 0, 4.98442e-17, 0, 1.41421, -4.98442e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81635e-19, 0, 0, 8.56033e-23, 4.98486e-21, 0, 4.95575e-17, 0, 0, 0
0.144966, 0, 1.02009e-16, 0, 1.41421, -1.02009e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76379e-19, 0, 0, 1.78265e-22, 1.03662e-20, 0, 1.01422e-16, 0, 0, 0
0.152835, 0, 2.06516e-16, 0, 1.41421, -2.06516e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16687e-18, 0, 0, 3.67316e-22, 2.13293e-20, 0, 2.05327e-16, 0, 0, 0
0.160703, 0, 4.13682e-16, 0, 1.41421, -4.13682e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33742e-18, 0, 0, 7.49082e-22, 4.34369e-20, 0, 4.113e-16, 0, 0, 0
0.168571, 0, 8.27823e-16, 0, 1.41421, -8.27823e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67742e-18, 0, 0, 1.53154e-21, 8.86813e-20, 0, 8.23055e-16, 0, 0, 0
0.176439, 0, 1.62257e-15, 0, 1.41421, -1.62257e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16793e-18, 0, 0, 3.05709e-21, 1.76806e-19, 0, 1.61322e-15, 0, 0, 0
0.184307, 0, 3.14897e-15, 0, 1.41421, -3.14897e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77924e-17, 0, 0, 6.04393e-21, 3.49176e-19, 0, 3.13082e-15, 0, 0, 0
0.192175, 0, 6.05194e-15, 0, 1.41421, -6.05194e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41947e-17, 0, 0, 1.18367e-20, 6.83219e-19, 0, 6.01705e-15, 0, 0, 0
0.200044, 0, 1.15197e-14, 0, 1.41421, -1.15197e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50882e-17, 0, 0, 2.29671e-20, 1.32472e-18, 0, 1.14532e-14, 0, 0, 0
0.207912, 0, 2.17201e-14, 0, 1.41421, -2.17201e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22722e-16, 0, 0, 4.4158e-20, 2.54573e-18, 0, 2.15948e-14, 0, 0, 0
0.21578, 0, 4.05704e-14, 0, 1.41421, -4.05704e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29228e-16, 0, 0, 8.41424e-20, 4.84955e-18, 0, 4.03363e-14, 0, 0, 0
0.223648, 0, 7.50805e-14, 0, 1.41421, -7.50805e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24213e-16, 0, 0, 1.5892e-19, 9.15918e-18, 0, 7.4647e-14, 0, 0, 0
0.231516, 0, 1.37677e-13, 0, 1.41421, -1.37677e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77887e-16, 0, 0, 2.97552e-19, 1.71533e-17, 0, 1.36882e-13, 0, 0, 0
0.239385, 0, 2.50177e-13, 0, 1.41421, -2.50177e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41352e-15, 0, 0, 5.52358e-19, 3.18594e-17, 0, 2.48731e-13, 0, 0, 0
0.247253, 0, 4.5053e-13, 0, 1.41421, -4.5053e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54552e-15, 0, 0, 1.01676e-18, 5.86931e-17, 0, 4.47924e-13, 0, 0, 0
0.255121, 0, 8.04125e-13, 0, 1.41421, -8.04125e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54337e-15, 0, 0, 1.85615e-18, 1.07265e-16, 0, 7.99473e-13, 0, 0, 0
0.262989, 0, 1.42259e-12, 0, 1.41421, -1.42259e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03777e-15, 0, 0, 3.36108e-18, 1.9451e-16, 0, 1.41435e-12, 0, 0, 0
0.270857, 0, 2.49471e-12, 0, 1.41421, -2.49471e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40955e-14, 0, 0, 6.03794e-18, 3.50016e-16, 0, 2.48025e-12, 0, 0, 0
0.278726, 0, 4.33683e-12, 0, 1.41421, -4.33683e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45043e-14, 0, 0, 1.07627e-17, 6.25126e-16, 0, 4.31169e-12, 0, 0, 0
0.286594, 0, 7.47416e-12, 0, 1.41421, -7.47416e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22324e-14, 0, 0, 1.90403e-17, 1.10829e-15, 0, 7.4308e-12, 0, 0, 0
0.294462, 0, 1.27708e-11, 0, 1.41421, -1.27708e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21637e-14, 0, 0, 3.34384e-17, 1.95086e-15, 0, 1.26966e-11, 0, 0, 0
0.30233, 0, 2.1635e-11, 0, 1.41421, -2.1635e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22261e-13, 0, 0, 5.83118e-17, 3.41013e-15, 0, 2.15093e-11, 0, 0, 0
0.310198, 0, 3.63419e-11, 0, 1.41421, -3.63419e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05388e-13, 0, 0, 1.01003e-16, 5.92085e-15, 0, 3.61305e-11, 0, 0, 0
0.318067, 0, 6.05326e-11, 0, 1.41421, -6.05326e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42142e-13, 0, 0, 1.73831e-16, 1.02134e-14, 0, 6.01801e-11, 0, 0, 0
0.325935, 0, 9.99822e-11, 3.96567e-43, 1.41421, -9.99822e-11, 0, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 3.96567e-43, 5.65206e-13, 3.96567e-43, 3.96567e-43, 2.97369e-16, 1.75084e-14, 3.96567e-43, 9.93992e-11, 3.96567e-43, 3.96567e-43, 3.96567e-43
0.333803, 0, 1.63768e-10, 6.82292e-42, 1.41421, -1.63768e-10, 0, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 6.82292e-42, 9.25976e-13, 6.82292e-42, 6.82292e-42, 5.05855e-16, 2.98363e-14, 6.82292e-42, 1.62811e-10, 6.82292e-42, 6.82292e-42, 6.82292e-42
0.341671, 0, 2.66028e-10, 9.73594e-41, 1.41421, -2.66028e-10, 0, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 9.73594e-41, 1.50457e-12, 9.73594e-41, 9.73594e-41, 8.56089e-16, 5.05604e-14, 9.73594e-41, 2.64472e-10, 9.73594e-41, 9.73594e-41, 9.73594e-41
0.349539, 0, 4.28589e-10, 1.22952e-39, 1.41421, -4.28589e-10, 0, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 1.22952e-39, 2.42476e-12, 1.22952e-39, 1.22952e-39, 1.44209e-15, 8.52319e-14, 1.22952e-39, 4.26077e-10, 1.22952e-39, 1.22952e-39, 1.22952e-39
0.357407, 0, 6.84837e-10, 1.39207e-38, 1.41421, -6.84837e-10, 0, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 1.39207e-38, 3.87614e-12, 1.39207e-38, 1.39207e-38, 2.41924e-15, 1.42987e-13, 1.39207e-38, 6.80815e-10, 1.39207e-38, 1.39207e-38, 1.39207e-38
0.365276, 0, 1.0854e-09, 1.42451e-37, 1.41421, -1.0854e-09, 0, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 1.42451e-37, 6.14653e-12, 1.42451e-37, 1.42451e-37, 4.04413e-15, 2.38826e-13, 1.42451e-37, 1.07901e-09, 1.42451e-37, 1.42451e-37, 1.42451e-37
0.373144, 0, 1.70633e-09, 1.32464e-36, 1.41421, -1.70633e-09, 0, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 1.32464e-36, 9.66922e-12, 1.32464e-36, 1.32464e-36, 6.74025e-15, 3.97338e-13, 1.32464e-36, 1.69626e-09, 1.32464e-36, 1.32464e-36, 1.32464e-36
0.381012, 0, 2.66095e-09, 1.12571e-35, 1.41421, -2.66095e-09, 0, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.12571e-35, 1.5091e-11, 1.12571e-35, 1.12571e-35, 1.12067e-14, 6.58784e-13, 1.12571e-35, 2.64519e-09, 1.12571e-35, 1.12571e-35, 1.12571e-35
0.38888, 0, 4.11649e-09, 8.78331e-35, 1.41421, -4.11649e-09, 0, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 8.78331e-35, 2.33691e-11, 8.78331e-35, 8.78331e-35, 1.85977e-14, 1.08904e-12, 8.78331e-35, 4.09201e-09, 8.78331e-35, 8.78331e-35, 8.78331e-35
0.396748, 0, 6.3177e-09, 6.32117e-34, 1.41421, -6.3177e-09, 0, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 6.32117e-34, 3.59089e-11, 6.32117e-34, 6.32117e-34, 3.08197e-14, 1.79589e-12, 6.32117e-34, 6.27996e-09, 6.32117e-34, 6.32117e-34, 6.32117e-34
0.404617, 0, 9.61957e-09, 4.35057e-33, 1.41421, -9.61957e-09, 0, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 4.35057e-33, 5.47571e-11, 4.35057e-33, 4.35057e-33, 5.10217e-14, 2.95559e-12, 4.35057e-33, 9.56181e-09, 4.35057e-33, 4.35057e-33, 4.35057e-33
0.412485, 0, 1.45325e-08, 2.65832e-32, 1.41421, -1.45325e-08, 0, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 2.65832e-32, 8.28703e-11, 2.65832e-32, 2.65832e-32, 8.44044e-14, 4.85646e-12, 2.65832e-32, 1.44447e-08, 2.65832e-32, 2.65832e-32, 2.65832e-32
0.420353, 0, 2.17843e-08, 1.6063e-31, 1.41421, -2.17843e-08, 0, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.6063e-31, 1.24487e-10, 1.6063e-31, 1.6063e-31, 1.39549e-13, 7.96994e-12, 1.6063e-31, 2.16517e-08, 1.6063e-31, 1.6063e-31, 1.6063e-31
0.428221, 0, 3.24031e-08, 8.76818e-31, 1.41421, -3.24031e-08, 0, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 8.76818e-31, 1.85638e-10, 8.76818e-31, 8.76818e-31, 2.30597e-13, 1.30664e-11, 8.76818e-31, 3.22042e-08, 8.76818e-31, 8.76818e-31, 8.76818e-31
0.436089, 0, 4.783e-08, 4.62433e-30, 1.41421, -4.783e-08, 0, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 4.62433e-30, 2.7484e-10, 4.62433e-30, 4.62433e-30, 3.808e-13, 2.14033e-11, 4.62433e-30, 4.75334e-08, 4.62433e-30, 4.62433e-30, 4.62433e-30
0.443958, 0, 7.00673e-08, 2.31583e-29, 1.41421, -7.00673e-08, 0, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 2.31583e-29, 4.04036e-10, 2.31583e-29, 2.31583e-29, 6.28274e-13, 3.50291e-11, 2.31583e-29, 6.96276e-08, 2.31583e-29, 2.31583e-29, 2.31583e-29
0.451826, 0, 1.01875e-07, 2.07193e-28, 1.41421, -1.01875e-07, 0, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 2.07193e-28, 5.89875e-10, 2.07193e-28, 2.07193e-28, 1.03614e-12, 5.73119e-11, 2.07193e-28, 1.01227e-07, 2.07193e-28, 2.07193e-28, 2.07193e-28
0.459694, 0, 1.47021e-07, 9.04463e-28, 1.41421, -1.47021e-07, 0, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 9.04463e-28, 8.55336e-10, 9.04463e-28, 9.04463e-28, 1.70427e-12, 9.35745e-11, 9.04463e-28, 1.4607e-07, 9.04463e-28, 9.04463e-28, 9.04463e-28
0.467562, 0, 2.10615e-07, 3.76362e-27, 1.41421, -2.10615e-07, 0, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 3.76362e-27, 1.23205e-09, 3.76362e-27, 3.76362e-27, 2.79697e-12, 1.52528e-10, 3.76362e-27, 2.09228e-07, 3.76362e-27, 3.76362e-27, 3.76362e-27
0.47543, 0, 2.99525e-07, 1.49444e-26, 1.41421, -2.99525e-07, 0, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.49444e-26, 1.76319e-09, 1.49444e-26, 1.49444e-26, 4.57748e-12, 2.48088e-10, 1.49444e-26, 2.97509e-07, 1.49444e-26, 1.49444e-26, 1.49444e-26
0.483298, 0, 4.22913e-07, 5.67133e-26, 1.41421, -4.22913e-07, 0, 5.67133e-26, 5.67133e-26, 5.67133e-26, 5.67133e-26, 5.67133e-26, 5.67133e-26, 5.67133e-26, 5.67133e-26, 2.99524e-12, 5.67133e-26, 5.67133e-26, 5.67133e-26, 2.50734e-09, 5.67133e-26, 5.67133e-26, 7.46618e-12, 4.02409e-10, 5.67133e-26, 4.19993e-07, 5.67133e-26, 5.67133e-26, 5.67133e-26
0.491167, 0, 5.92899e-07, 2.06094e-25, 1.41421, -5.92899e-07, 0, 2.06094e-25, 2.06094e-25, 2.06094e-25, 2.06094e-25, 2.06094e-25, 2.06094e-25, 2.06094e-25, 2.06094e-25, 1.0464e-11, 2.06094e-25, 2.06094e-25, 2.06094e-25, 3.54356e-09, 2.06094e-25, 2.06094e-25, 1.21299e-11, 6.50513e-10, 2.06094e-25, 5.88682e-07, 2.06094e-25, 2.06094e-25, 2.06094e-25
0.499035, 0, 8.2539e-07, 7.24539e-25, 1.41421, -8.2539e-07, 0, 7.24539e-25, 7.24539e-25, 7.24539e-25, 7.24539e-25, 7.24539e-25, 7.24539e-25, 7.24539e-25, 7.24539e-25, 2.84768e-11, 7.24539e-25, 7.24539e-25, 7.24539e-25, 4.97781e-09, 7.24539e-25, 7.24539e-25, 1.96179e-11, 1.0473e-09, 7.24539e-25, 8.19317e-07, 7.24539e-25, 7.24539e-25, 7.24539e-25
0.506903, 0, 1.14331e-06, 2.03052e-10, 1.41421, -1.14331e-06, 2.03052e-10, 2.03073e-10, 2.0306e-10, 2.03101e-10, 5.4704e-10, 2.08835e-10, 2.19752e-10, 2.53054e-10, 2.6027e-10, 4.14528e-10, 4.27441e-10, 2.07799e-10, 1.20693e-09, 7.15454e-09, 2.07397e-10, 2.04671e-10, 2.34621e-10, 1.88114e-09, 2.03054e-10, 1.1327e-06, 2.03052e-10, 2.03052e-10, 2.26888e-10
0.514771, 0, 1.57453e-06, 7.00157e-10, 1.41421, -1.57453e-06, 7.00157e-10, 7.00228e-10, 7.00183e-10, 7.00325e-10, 1.89528e-09, 7.20247e-10, 7.58178e-10, 8.73882e-10, 8.98951e-10, 1.35636e-09, 1.47976e-09, 7.1665e-10, 4.18798e-09, 1.03519e-08, 7.15253e-10, 7.0578e-10, 7.50685e-10, 3.37434e-09, 7.00164e-10, 1.55546e-06, 7.00157e-10, 7.00157e-10, 7.8297e-10
0.522639, 0, 2.15804e-06, 1.88515e-09, 1.41421, -2.15804e-06, 1.88515e-09, 1.88535e-09, 1.88522e-09, 1.88561e-09, 5.12163e-09, 1.93956e-09, 2.04228e-09, 2.35561e-09, 2.4235e-09, 3.59132e-09, 3.99637e-09, 1.92982e-09, 1.13304e-08, 1.52104e-08, 1.92604e-09, 1.90038e-09, 1.96555e-09, 6.12071e-09, 1.88517e-09, 2.12236e-06, 1.88515e-09, 1.88515e-09, 2.10942e-09
0.530508, 0, 2.94763e-06, 4.64302e-09, 1.41421, -2.94763e-06, 4.64302e-09, 4.64349e-09, 4.64319e-09, 4.64414e-09, 1.26428e-08, 4.77749e-09, 5.03139e-09, 5.80587e-09, 5.97368e-09, 8.76419e-09, 9.86143e-09, 4.75341e-09, 2.79894e-08, 2.29379e-08, 4.74406e-09, 4.68065e-09, 4.77012e-09, 1.13067e-08, 4.64306e-09, 2.87803e-06, 4.64302e-09, 4.64302e-09, 5.19734e-09
0.538376, 0, 4.02064e-06, 1.09029e-08, 1.41421, -4.02064e-06, 1.09029e-08, 1.0904e-08, 1.09033e-08, 1.09055e-08, 2.97325e-08, 1.12194e-08, 1.1817e-08, 1.364e-08, 1.40349e-08, 2.04381e-08, 2.31857e-08, 1.11627e-08, 6.58545e-08, 3.58837e-08, 1.11407e-08, 1.09915e-08, 1.11025e-08, 2.13104e-08, 1.0903e-08, 3.88046e-06, 1.09029e-08, 1.09029e-08, 1.22076e-08
0.546244, 0, 5.49494e-06, 2.47624e-08, 1.41421, -5.49494e-06, 2.47624e-08, 2.47649e-08, 2.47633e-08, 2.47684e-08, 6.75999e-08, 2.54825e-08, 2.68421e-08, 3.09893e-08, 3.18879e-08, 4.75887e-08, 5.2706e-08, 2.53536e-08, 1.49778e-07, 5.86892e-08, 2.53035e-08, 2.49639e-08, 2.50738e-08, 4.09096e-08, 2.47626e-08, 5.20547e-06, 2.47624e-08, 2.47624e-08, 2.77307e-08
0.554112, 0, 7.55649e-06, 5.46943e-08, 1.41421, -7.55649e-06, 5.46943e-08, 5.46999e-08, 5.46963e-08, 5.47076e-08, 1.49441e-07, 5.6287e-08, 5.92941e-08, 6.84668e-08, 7.04543e-08, 1.07822e-07, 1.165e-07, 5.60018e-08, 3.31201e-07, 1.00526e-07, 5.58911e-08, 5.51401e-08, 5.51766e-08, 7.95282e-08, 5.46948e-08, 6.95389e-06, 5.46943e-08, 5.46943e-08, 6.12595e-08
0.56198, 0, 1.05417e-05, 1.17762e-07, 1.41421, -1.05417e-05, 1.17762e-07, 1.17774e-07, 1.17766e-07, 1.1779e-07, 3.22005e-07, 1.21195e-07, 1.27677e-07, 1.4745e-07, 1.51735e-07, 2.65086e-07, 2.50993e-07, 1.2058e-07, 7.13819e-07, 1.79348e-07, 1.20341e-07, 1.18722e-07, 1.18503e-07, 1.55639e-07, 1.17763e-07, 9.26312e-06, 1.17762e-07, 1.17762e-07, 1.31914e-07
0.569849, 0, 1.49914e-05, 2.47415e-07, 1.41421, -1.49914e-05, 2.47415e-07, 2.47441e-07, 2.47424e-07, 2.47476e-07, 6.77017e-07, 2.54637e-07, 2.68271e-07, 3.09862e-07, 3.18874e-07, 6.02684e-07, 5.27652e-07, 2.53344e-07, 1.50115e-06, 3.29744e-07, 2.52842e-07, 2.49436e-07, 2.48547e-07, 3.04696e-07, 2.47418e-07, 1.23266e-05, 2.47415e-07, 2.47415e-07, 2.77183e-07
