   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_164.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.02493, 22, 17.8048, 11.9381, 4.89898, 4.19524, 0, 11.9381, 11.9382, 12.1673, 11.9424, 11.9682, 11.9505, 11.9511, 11.9608, 11.9381, 11.9381, 11.9381, 11.9381, 11.9381, 11.9381, 11.9381, 11.9381, 17.2744, 11.9381, 11.9381, 12.1568
3.0328, 14, 17.1706, 11.7646, 4, -3.17064, 0, 11.7646, 11.7647, 11.9938, 11.7689, 11.7947, 11.7783, 11.7781, 11.7798, 11.7646, 11.7646, 11.7646, 11.7646, 11.7646, 11.7646, 11.7646, 11.7646, 16.7137, 11.7646, 11.7646, 11.9156
3.04067, 18, 16.5625, 11.5998, 4.47214, 1.43753, 0, 11.5998, 11.5998, 11.829, 11.604, 11.6298, 11.6152, 11.6137, 11.6098, 11.5998, 11.5998, 11.5998, 11.5998, 11.5998, 11.5998, 11.5998, 11.5998, 16.1567, 11.5998, 11.5998, 11.7025
3.04854, 10, 15.9841, 11.4457, 3.4641, -5.98411, 0, 11.4457, 11.4457, 11.6749, 11.45, 11.4758, 11.4633, 11.4601, 11.4523, 11.4457, 11.4457, 11.4457, 11.4457, 11.4457, 11.4457, 11.4457, 11.4457, 15.613, 11.4457, 11.4457, 11.5146
3.05641, 8, 15.4396, 11.3039, 3.16228, -7.43955, 0, 11.3039, 11.304, 11.5331, 11.3082, 11.334, 11.3242, 11.3188, 11.3082, 11.3039, 11.3039, 11.3039, 11.3039, 11.3039, 11.3039, 11.3039, 11.3039, 15.091, 11.3039, 11.3039, 11.3495
3.06429, 2, 14.9325, 11.1753, 2, -12.9325, 0, 11.1753, 11.1753, 11.4045, 11.1795, 11.2053, 11.1988, 11.1907, 11.178, 11.1753, 11.1753, 11.1753, 11.1753, 11.1753, 11.1753, 11.1753, 11.1753, 14.5977, 11.1753, 11.1753, 11.205
3.07216, 16, 14.4658, 11.06, 4.24264, 1.5342, 0, 11.06, 11.06, 11.2892, 11.0642, 11.09, 11.0872, 11.0758, 11.0616, 11.06, 11.06, 11.06, 11.06, 11.06, 11.06, 11.06, 11.06, 14.1383, 11.06, 11.06, 11.079
3.08003, 4, 14.0415, 10.9576, 2.44949, -10.0415, 0, 10.9576, 10.9576, 11.1868, 10.9619, 10.9877, 10.9893, 10.974, 10.9586, 10.9576, 10.9576, 10.9576, 10.9576, 10.9576, 10.9576, 10.9576, 10.9576, 13.7167, 10.9576, 10.9576, 10.9697
3.0879, 4, 13.6602, 10.8675, 2.44949, -9.6602, 0, 10.8675, 10.8675, 11.0967, 10.8717, 10.8975, 10.9042, 10.8843, 10.8681, 10.8675, 10.8675, 10.8675, 10.8675, 10.8675, 10.8675, 10.8675, 10.8675, 13.3349, 10.8675, 10.8675, 10.875
3.09577, 10, 13.3217, 10.7885, 3.4641, -3.32173, 0, 10.7885, 10.7885, 11.0177, 10.7927, 10.8185, 10.8308, 10.8059, 10.7889, 10.7885, 10.7885, 10.7885, 10.7885, 10.7885, 10.7885, 10.7885, 10.7885, 12.9934, 10.7885, 10.7885, 10.7931
3.10364, 10, 13.0246, 10.7195, 3.4641, -3.0246, 0, 10.7195, 10.7196, 10.9487, 10.7238, 10.7496, 10.768, 10.7374, 10.7197, 10.7195, 10.7195, 10.7195, 10.7195, 10.7195, 10.7195, 10.7195, 10.7195, 12.6916, 10.7195, 10.7195, 10.7223
3.11151, 8, 12.7665, 10.6594, 3.16228, -4.76646, 0, 10.6594, 10.6594, 10.8886, 10.6636, 10.6894, 10.7145, 10.6778, 10.6595, 10.6594, 10.6594, 10.6594, 10.6594, 10.6594, 10.6594, 10.6594, 10.6594, 12.4276, 10.6594, 10.6594, 10.6611
3.11939, 4, 12.5443, 10.607, 2.44949, -8.5443, 0, 10.607, 10.607, 10.8362, 10.6113, 10.6371, 10.669, 10.626, 10.6071, 10.607, 10.607, 10.607, 10.607, 10.607, 10.607, 10.607, 10.607, 12.1987, 10.607, 10.607, 10.608
3.12726, 10, 12.3547, 10.5615, 3.4641, -2.35469, 0, 10.5616, 10.5616, 10.7907, 10.5658, 10.5916, 10.6306, 10.581, 10.5616, 10.5615, 10.5615, 10.5615, 10.5615, 10.5615, 10.5615, 10.5615, 10.5615, 12.0019, 10.5615, 10.5615, 10.5621
3.13513, 10, 12.1939, 10.5223, 3.4641, -2.19395, 0, 10.5224, 10.5224, 10.7515, 10.5266, 10.5524, 10.5985, 10.5424, 10.5224, 10.5223, 10.5223, 10.5223, 10.5223, 10.5223, 10.5223, 10.5223, 10.5223, 11.8338, 10.5223, 10.5223, 10.5227
3.143, 12, 12.0585, 10.4891, 3.74166, -0.0584717, 0, 10.4891, 10.4891, 10.7183, 10.4933, 10.5191, 10.5721, 10.5097, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 10.4891, 11.6911, 10.4891, 10.4891, 10.4893
3.15087, 2, 11.9448, 10.4617, 2, -9.94484, 0, 10.4617, 10.4617, 10.6909, 10.4659, 10.4917, 10.551, 10.4828, 10.4617, 10.4617, 10.4617, 10.4617, 10.4617, 10.4617, 10.4617, 10.4617, 10.4617, 11.5707, 10.4617, 10.4617, 10.4618
3.15874, 0, 11.85, 10.4402, 1.41421, -11.85, 0, 10.4402, 10.4402, 10.6694, 10.4445, 10.4703, 10.5352, 10.4619, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 11.4696, 10.4402, 10.4402, 10.4403
3.16661, 0, 11.7712, 10.425, 1.41421, -11.7712, 0, 10.425, 10.425, 10.6542, 10.4292, 10.455, 10.5247, 10.4472, 10.425, 10.425, 10.425, 10.425, 10.425, 10.425, 10.425, 10.425, 10.425, 11.3856, 10.425, 10.425, 10.425
3.17448, 4, 11.7064, 10.4164, 2.44949, -7.70638, 0, 10.4164, 10.4164, 10.6456, 10.4206, 10.4464, 10.5198, 10.4392, 10.4164, 10.4164, 10.4164, 10.4164, 10.4164, 10.4164, 10.4164, 10.4164, 10.4164, 11.3165, 10.4164, 10.4164, 10.4164
3.18236, 10, 11.6536, 10.4148, 3.4641, -1.65365, 0, 10.4148, 10.4148, 10.644, 10.419, 10.4448, 10.5206, 10.4382, 10.4148, 10.4148, 10.4148, 10.4148, 10.4148, 10.4148, 10.4148, 10.4148, 10.4148, 11.2608, 10.4148, 10.4148, 10.4148
3.19023, 8, 11.6117, 10.4206, 3.16228, -3.61166, 0, 10.4206, 10.4206, 10.6498, 10.4248, 10.4506, 10.5275, 10.4446, 10.4206, 10.4206, 10.4206, 10.4206, 10.4206, 10.4206, 10.4206, 10.4206, 10.4206, 11.2172, 10.4206, 10.4206, 10.4206
3.1981, 8, 11.5794, 10.434, 3.16228, -3.57941, 0, 10.4341, 10.4341, 10.6632, 10.4383, 10.4641, 10.5406, 10.4587, 10.434, 10.434, 10.434, 10.434, 10.434, 10.434, 10.434, 10.434, 10.434, 11.1847, 10.434, 10.434, 10.434
3.20597, 8, 11.5561, 10.4553, 3.16228, -3.55614, 0, 10.4553, 10.4553, 10.6845, 10.4596, 10.4854, 10.5601, 10.4805, 10.4553, 10.4553, 10.4553, 10.4553, 10.4553, 10.4553, 10.4553, 10.4553, 10.4553, 11.1625, 10.4553, 10.4553, 10.4553
3.21384, 10, 11.5413, 10.4843, 3.4641, -1.5413, 0, 10.4843, 10.4844, 10.7135, 10.4886, 10.5144, 10.5861, 10.5102, 10.4843, 10.4843, 10.4843, 10.4843, 10.4843, 10.4843, 10.4843, 10.4843, 10.4843, 11.1501, 10.4843, 10.4843, 10.4843
3.22171, 8, 11.5345, 10.5209, 3.16228, -3.53449, 0, 10.521, 10.521, 10.7501, 10.5252, 10.551, 10.6185, 10.5474, 10.5209, 10.5209, 10.5209, 10.5209, 10.5209, 10.5209, 10.5209, 10.5209, 10.5209, 11.1469, 10.5209, 10.521, 10.5209
3.22958, 4, 11.5354, 10.5648, 2.44949, -7.53538, 0, 10.5648, 10.5648, 10.794, 10.5691, 10.5949, 10.6571, 10.5919, 10.5648, 10.5648, 10.5648, 10.5648, 10.5648, 10.5648, 10.5648, 10.5648, 10.5648, 11.1524, 10.5648, 10.5648, 10.5648
3.23746, 6, 11.5437, 10.6154, 2.82843, -5.54366, 0, 10.6154, 10.6154, 10.8446, 10.6197, 10.6455, 10.7016, 10.6431, 10.6154, 10.6154, 10.6154, 10.6154, 10.6154, 10.6154, 10.6154, 10.6154, 10.6154, 11.1662, 10.6154, 10.6155, 10.6154
3.24533, 8, 11.559, 10.6721, 3.16228, -3.55904, 0, 10.6722, 10.6722, 10.9013, 10.6764, 10.7022, 10.7516, 10.7005, 10.6721, 10.6721, 10.6721, 10.6721, 10.6721, 10.6721, 10.6721, 10.6721, 10.6721, 11.1875, 10.6721, 10.6722, 10.6721
3.2532, 12, 11.5811, 10.7343, 3.74166, 0.418864, 0, 10.7343, 10.7343, 10.9635, 10.7385, 10.7643, 10.8067, 10.7633, 10.7343, 10.7343, 10.7343, 10.7343, 10.7343, 10.7343, 10.7343, 10.7343, 10.7343, 11.216, 10.7343, 10.7344, 10.7343
3.26107, 8, 11.6095, 10.801, 3.16228, -3.60954, 0, 10.801, 10.801, 11.0302, 10.8052, 10.831, 10.8662, 10.8306, 10.801, 10.801, 10.801, 10.801, 10.801, 10.801, 10.801, 10.801, 10.801, 11.2509, 10.801, 10.8012, 10.801
3.26894, 6, 11.6438, 10.8715, 2.82843, -5.64377, 0, 10.8715, 10.8715, 11.1007, 10.8757, 10.9015, 10.9296, 10.9018, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 11.2914, 10.8715, 10.8718, 10.8715
3.27681, 0, 11.6833, 10.9448, 1.41421, -11.6833, 0, 10.9449, 10.9449, 11.174, 10.9491, 10.9749, 10.9961, 10.9758, 10.9448, 10.9448, 10.9448, 10.9448, 10.9448, 10.9448, 10.9448, 10.9448, 10.9448, 11.337, 10.9448, 10.9453, 10.9448
3.28468, 12, 11.7274, 11.0202, 3.74166, 0.272597, 0, 11.0203, 11.0203, 11.2494, 11.0245, 11.0503, 11.065, 11.0519, 11.0202, 11.0202, 11.0202, 11.0202, 11.0202, 11.0202, 11.0202, 11.0202, 11.0203, 11.3867, 11.0202, 11.0209, 11.0202
3.29256, 10, 11.7755, 11.0968, 3.4641, -1.77548, 0, 11.0969, 11.0969, 11.326, 11.1011, 11.1269, 11.1356, 11.1291, 11.0968, 11.0968, 11.0968, 11.0968, 11.0968, 11.0968, 11.0968, 11.0968, 11.0968, 11.4398, 11.0968, 11.0978, 11.0968
3.30043, 6, 11.8268, 11.1738, 2.82843, -5.82678, 0, 11.1738, 11.1738, 11.403, 11.1781, 11.2039, 11.2072, 11.2068, 11.1738, 11.1738, 11.1738, 11.1738, 11.1738, 11.1738, 11.1738, 11.1738, 11.1738, 11.4954, 11.1738, 11.1752, 11.1738
3.3083, 4, 11.8806, 11.2504, 2.44949, -7.88056, 0, 11.2504, 11.2504, 11.4796, 11.2546, 11.2805, 11.2789, 11.2841, 11.2504, 11.2504, 11.2504, 11.2504, 11.2504, 11.2504, 11.2504, 11.2504, 11.2504, 11.5527, 11.2504, 11.2523, 11.2504
3.31617, 8, 11.936, 11.3259, 3.16228, -3.93603, 0, 11.3259, 11.3259, 11.555, 11.3301, 11.356, 11.3502, 11.3602, 11.3259, 11.3259, 11.3259, 11.3259, 11.3259, 11.3259, 11.3259, 11.3259, 11.3259, 11.6109, 11.3259, 11.3286, 11.3259
3.32404, 12, 11.9925, 11.3996, 3.74166, 0.00754356, 0, 11.3996, 11.3997, 11.6288, 11.4039, 11.4298, 11.4205, 11.4347, 11.3996, 11.3996, 11.3996, 11.3996, 11.3996, 11.3996, 11.3996, 11.3996, 11.3996, 11.6691, 11.3996, 11.4033, 11.3996
3.33191, 14, 12.0492, 11.4711, 4, 1.95084, 0, 11.4711, 11.4712, 11.7003, 11.4754, 11.5013, 11.489, 11.5069, 11.4711, 11.4711, 11.4711, 11.4711, 11.4711, 11.4711, 11.4711, 11.4711, 11.4711, 11.7268, 11.4711, 11.4761, 11.4711
3.33978, 18, 12.1055, 11.5399, 4.47214, 5.89447, 0, 11.5399, 11.54, 11.7691, 11.5442, 11.5702, 11.5553, 11.5764, 11.5399, 11.5399, 11.5399, 11.5399, 11.5399, 11.5399, 11.5399, 11.5399, 11.5399, 11.7831, 11.5399, 11.5466, 11.5399
3.34766, 8, 12.161, 11.6057, 3.16228, -4.16104, 0, 11.6057, 11.6057, 11.8349, 11.6099, 11.6361, 11.6191, 11.6429, 11.6057, 11.6057, 11.6057, 11.6057, 11.6057, 11.6057, 11.6057, 11.6057, 11.6057, 11.8377, 11.6057, 11.6144, 11.6057
3.35553, 8, 12.2153, 11.6682, 3.16228, -4.2153, 0, 11.6682, 11.6683, 11.8974, 11.6725, 11.6988, 11.6801, 11.7062, 11.6682, 11.6682, 11.6682, 11.6682, 11.6682, 11.6682, 11.6682, 11.6682, 11.6682, 11.8901, 11.6682, 11.6794, 11.6682
3.3634, 6, 12.2681, 11.7275, 2.82843, -6.26807, 0, 11.7275, 11.7275, 11.9567, 11.7317, 11.7583, 11.7381, 11.7662, 11.7275, 11.7275, 11.7275, 11.7275, 11.7275, 11.7275, 11.7275, 11.7275, 11.7275, 11.9401, 11.7275, 11.7416, 11.7275
3.37127, 2, 12.3192, 11.7834, 2, -10.3192, 0, 11.7835, 11.7835, 12.0126, 11.7877, 11.8146, 11.7932, 11.823, 11.7834, 11.7834, 11.7834, 11.7834, 11.7834, 11.7834, 11.7834, 11.7834, 11.7834, 11.9875, 11.7834, 11.8011, 11.7834
3.37914, 10, 12.3689, 11.8364, 3.4641, -2.36889, 0, 11.8364, 11.8364, 12.0656, 11.8407, 11.8681, 11.8455, 11.8769, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 12.0324, 11.8364, 11.8581, 11.8364
3.38701, 6, 12.4173, 11.8867, 2.82843, -6.41727, 0, 11.8867, 11.8867, 12.1159, 11.891, 11.9191, 11.8953, 11.9282, 11.8867, 11.8867, 11.8867, 11.8867, 11.8867, 11.8867, 11.8867, 11.8867, 11.8867, 12.0749, 11.8867, 11.913, 11.8867
3.39488, 6, 12.4648, 11.9347, 2.82843, -6.46477, 0, 11.9348, 11.9348, 12.1639, 11.939, 11.9682, 11.9431, 11.9774, 11.9347, 11.9347, 11.9347, 11.9347, 11.9347, 11.9347, 11.9347, 11.9347, 11.9347, 12.1155, 11.9347, 11.9661, 11.9347
3.40276, 8, 12.512, 11.9811, 3.16228, -4.51198, 0, 11.9811, 11.9812, 12.2103, 11.9854, 12.0159, 11.9893, 12.0253, 11.9811, 11.9811, 11.9811, 11.9811, 11.9811, 11.9811, 11.9811, 11.9811, 11.9811, 12.1545, 11.9811, 12.018, 11.9811
3.41063, 4, 12.5597, 12.0265, 2.44949, -8.55966, 0, 12.0265, 12.0265, 12.2557, 12.0308, 12.0631, 12.0346, 12.0727, 12.0265, 12.0265, 12.0265, 12.0265, 12.0265, 12.0265, 12.0265, 12.0265, 12.0265, 12.1925, 12.0265, 12.0691, 12.0265
3.4185, 8, 12.6088, 12.0715, 3.16228, -4.60876, 0, 12.0715, 12.0716, 12.3007, 12.0758, 12.1107, 12.0796, 12.1206, 12.0715, 12.0715, 12.0715, 12.0715, 12.0715, 12.0715, 12.0715, 12.0715, 12.0715, 12.2302, 12.0715, 12.1201, 12.0715
3.42637, 8, 12.6605, 12.1169, 3.16228, -4.66045, 0, 12.117, 12.117, 12.3461, 12.1212, 12.1595, 12.1251, 12.1702, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.1169, 12.2683, 12.1169, 12.1715, 12.1169
3.43424, 4, 12.7162, 12.1634, 2.44949, -8.71621, 0, 12.1634, 12.1635, 12.3926, 12.1677, 12.2106, 12.1717, 12.2229, 12.1634, 12.1634, 12.1634, 12.1634, 12.1634, 12.1634, 12.1634, 12.1634, 12.1634, 12.3073, 12.1634, 12.2239, 12.1634
3.44211, 4, 12.7779, 12.2116, 2.44949, -8.77785, 0, 12.2116, 12.2116, 12.4408, 12.2159, 12.2648, 12.22, 12.2804, 12.2116, 12.2116, 12.2116, 12.2116, 12.2116, 12.2116, 12.2116, 12.2116, 12.2116, 12.348, 12.2116, 12.2775, 12.2116
3.44998, 2, 12.8477, 12.2621, 2, -10.8477, 0, 12.2621, 12.2621, 12.4913, 12.2663, 12.3232, 12.2707, 12.3447, 12.2621, 12.2621, 12.2621, 12.2621, 12.2621, 12.2621, 12.2621, 12.2621, 12.2621, 12.391, 12.2621, 12.333, 12.2621
3.45786, 4, 12.9289, 12.3153, 2.44949, -8.92886, 0, 12.3154, 12.3154, 12.5445, 12.3196, 12.3869, 12.3241, 12.4186, 12.3153, 12.3153, 12.3153, 12.3153, 12.3153, 12.3153, 12.3153, 12.3153, 12.3154, 12.4367, 12.3153, 12.3904, 12.3153
3.46573, 4, 13.0251, 12.3718, 2.44949, -9.02513, 0, 12.3718, 12.3718, 12.601, 12.376, 12.4569, 12.3808, 12.5053, 12.3718, 12.3718, 12.3718, 12.3718, 12.3718, 12.3718, 12.3718, 12.3718, 12.3718, 12.4855, 12.3718, 12.4501, 12.3718
3.4736, 4, 13.1416, 12.4316, 2.44949, -9.14158, 0, 12.4316, 12.4316, 12.6608, 12.4359, 12.5343, 12.4409, 12.6092, 12.4316, 12.4316, 12.4316, 12.4316, 12.4316, 12.4316, 12.4316, 12.4316, 12.4316, 12.5378, 12.4316, 12.5122, 12.4316
3.48147, 6, 13.2847, 12.495, 2.82843, -7.28469, 0, 12.495, 12.4951, 12.7242, 12.4993, 12.6203, 12.5046, 12.7358, 12.495, 12.495, 12.495, 12.495, 12.495, 12.495, 12.495, 12.495, 12.495, 12.5938, 12.495, 12.5767, 12.495
3.48934, 4, 13.4627, 12.562, 2.44949, -9.46269, 0, 12.562, 12.5621, 12.7912, 12.5663, 12.716, 12.5719, 12.8922, 12.562, 12.562, 12.562, 12.562, 12.562, 12.562, 12.562, 12.562, 12.562, 12.6535, 12.562, 12.6437, 12.562
3.49721, 6, 13.6858, 12.6326, 2.82843, -7.68583, 0, 12.6326, 12.6326, 12.8618, 12.6368, 12.8227, 12.6427, 13.0872, 12.6326, 12.6326, 12.6326, 12.6326, 12.6326, 12.6326, 12.6326, 12.6326, 12.6326, 12.717, 12.6326, 12.713, 12.6326
3.50508, 6, 13.9666, 12.7065, 2.82843, -7.96664, 0, 12.7066, 12.7066, 12.9357, 12.7108, 12.9418, 12.717, 13.3318, 12.7065, 12.7065, 12.7065, 12.7065, 12.7065, 12.7065, 12.7065, 12.7065, 12.7065, 12.784, 12.7065, 12.7846, 12.7065
3.51296, 10, 14.3201, 12.7837, 3.4641, -4.32007, 0, 12.7837, 12.7837, 13.0129, 12.7879, 13.0748, 12.7945, 13.6391, 12.7837, 12.7837, 12.7837, 12.7837, 12.7837, 12.7837, 12.7837, 12.7837, 12.7837, 12.8545, 12.7837, 12.8584, 12.7837
3.52083, 4, 14.7635, 12.8637, 2.44949, -10.7635, 0, 12.8638, 12.8638, 13.0929, 12.868, 13.223, 12.8749, 14.0246, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8637, 12.8638, 12.9282, 12.8637, 12.9342, 12.8637
3.5287, 12, 15.3164, 12.9465, 3.74166, -3.31637, 0, 12.9465, 12.9465, 13.1757, 12.9507, 13.388, 12.958, 14.5059, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 12.9465, 13.0049, 12.9465, 13.012, 12.9465
3.53657, 6, 15.9999, 13.0316, 2.82843, -9.99993, 0, 13.0316, 13.0316, 13.2608, 13.0358, 13.571, 13.0434, 15.1023, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0316, 13.0842, 13.0316, 13.0916, 13.0316
3.54444, 14, 16.8362, 13.1187, 4, -2.83617, 0, 13.1187, 13.1187, 13.3479, 13.1229, 13.7731, 13.131, 15.8344, 13.1187, 13.1187, 13.1187, 13.1187, 13.1187, 13.1187, 13.1187, 13.1187, 13.1187, 13.1659, 13.1187, 13.1729, 13.1187
3.55231, 4, 17.8468, 13.2076, 2.44949, -13.8468, 0, 13.2076, 13.2076, 13.4368, 13.2118, 13.995, 13.2203, 16.7227, 13.2076, 13.2076, 13.2076, 13.2076, 13.2076, 13.2076, 13.2076, 13.2076, 13.2076, 13.2498, 13.2076, 13.2559, 13.2076
3.56018, 14, 19.0517, 13.298, 4, -5.05168, 0, 13.298, 13.298, 13.5272, 13.3022, 14.2367, 13.3111, 17.7864, 13.298, 13.298, 13.298, 13.298, 13.298, 13.298, 13.298, 13.298, 13.298, 13.3355, 13.298, 13.3405, 13.298
3.56805, 30, 20.4669, 13.3897, 5.65685, 9.5331, 0, 13.3897, 13.3897, 13.6189, 13.3939, 14.4976, 13.4032, 19.0419, 13.3897, 13.3897, 13.3897, 13.3897, 13.3897, 13.3897, 13.3897, 13.3897, 13.3897, 13.4229, 13.3897, 13.4264, 13.3897
3.57593, 8, 22.103, 13.4824, 3.16228, -14.103, 0, 13.4824, 13.4824, 13.7116, 13.4866, 14.7764, 13.4963, 20.5008, 13.4824, 13.4824, 13.4824, 13.4824, 13.4824, 13.4824, 13.4824, 13.4824, 13.4824, 13.5117, 13.4824, 13.5138, 13.4824
3.5838, 14, 23.9626, 13.576, 4, -9.96256, 0, 13.576, 13.576, 13.8052, 13.5803, 15.0706, 13.5904, 22.1679, 13.576, 13.576, 13.576, 13.576, 13.576, 13.576, 13.576, 13.576, 13.576, 13.6017, 13.576, 13.6024, 13.576
3.59167, 16, 26.0387, 13.6703, 4.24264, -10.0387, 0, 13.6704, 13.6704, 13.8995, 13.6746, 15.3769, 13.6851, 24.0394, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6703, 13.6928, 13.6703, 13.6923, 13.6703
3.59954, 24, 28.3126, 13.7653, 5.09902, -4.31257, 0, 13.7653, 13.7654, 13.9945, 13.7696, 15.6907, 13.7806, 26.1009, 13.7653, 13.7653, 13.7653, 13.7653, 13.7653, 13.7653, 13.7653, 13.7653, 13.7653, 13.7848, 13.7653, 13.7833, 13.7653
3.60741, 32, 30.7533, 13.8608, 5.83095, 1.24673, 0, 13.8608, 13.8608, 14.09, 13.8651, 16.0069, 13.8765, 28.3266, 13.8608, 13.8608, 13.8608, 13.8608, 13.8608, 13.8608, 13.8608, 13.8608, 13.8608, 13.8777, 13.8608, 13.8753, 13.8608
3.61528, 34, 33.3167, 13.9567, 6, 0.68327, 0, 13.9567, 13.9568, 14.1859, 13.961, 16.3192, 13.9729, 30.6784, 13.9567, 13.9567, 13.9567, 13.9567, 13.9567, 13.9567, 13.9567, 13.9567, 13.9567, 13.9713, 13.9567, 13.9683, 13.9567
3.62315, 36, 35.9466, 14.0531, 6.16441, 0.0533943, 0, 14.0531, 14.0531, 14.2822, 14.0573, 16.6212, 14.0697, 33.1067, 14.0531, 14.0531, 14.0531, 14.0531, 14.0531, 14.0531, 14.0531, 14.0531, 14.0531, 14.0655, 14.0531, 14.0621, 14.0531
3.63103, 32, 38.5755, 14.1497, 5.83095, -6.57554, 0, 14.1497, 14.1498, 14.3789, 14.154, 16.906, 14.1669, 35.5509, 14.1497, 14.1497, 14.1497, 14.1497, 14.1497, 14.1497, 14.1497, 14.1497, 14.1497, 14.1603, 14.1497, 14.1567, 14.1497
3.6389, 30, 41.1281, 14.2467, 5.65685, -11.1281, 0, 14.2467, 14.2467, 14.4759, 14.251, 17.167, 14.2644, 37.9422, 14.2467, 14.2467, 14.2467, 14.2467, 14.2467, 14.2467, 14.2467, 14.2467, 14.2467, 14.2557, 14.2467, 14.2521, 14.2467
3.64677, 38, 43.5243, 14.344, 6.32456, -5.52428, 0, 14.344, 14.344, 14.5732, 14.3482, 17.3982, 14.3622, 40.2067, 14.344, 14.344, 14.344, 14.344, 14.344, 14.344, 14.344, 14.344, 14.344, 14.3516, 14.344, 14.348, 14.344
3.65464, 46, 45.6834, 14.4415, 6.9282, 0.316593, 0, 14.4416, 14.4416, 14.6707, 14.4458, 17.5943, 14.4602, 42.269, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.4415, 14.448, 14.4415, 14.4446, 14.4415
3.66251, 56, 47.5289, 14.5394, 7.61577, 8.4711, 0, 14.5394, 14.5394, 14.7686, 14.5436, 17.7515, 14.5586, 44.0564, 14.5394, 14.5394, 14.5394, 14.5394, 14.5394, 14.5394, 14.5394, 14.5394, 14.5394, 14.5448, 14.5394, 14.5416, 14.5394
3.67038, 40, 48.9932, 14.6375, 6.48074, -8.99323, 0, 14.6375, 14.6375, 14.8667, 14.6417, 17.8673, 14.6572, 45.504, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.642, 14.6375, 14.6391, 14.6375
3.67825, 54, 50.022, 14.7359, 7.48331, 3.97801, 0, 14.7359, 14.7359, 14.9651, 14.7401, 17.941, 14.7562, 46.5582, 14.7359, 14.7359, 14.7359, 14.7359, 14.7359, 14.7359, 14.7359, 14.7359, 14.7359, 14.7396, 14.7359, 14.737, 14.7359
3.68613, 50, 50.5775, 14.8345, 7.2111, -0.577507, 0, 14.8345, 14.8345, 15.0637, 14.8388, 17.9735, 14.8553, 47.1802, 14.8345, 14.8345, 14.8345, 14.8345, 14.8345, 14.8345, 14.8345, 14.8345, 14.8345, 14.8376, 14.8345, 14.8353, 14.8345
3.694, 58, 50.6414, 14.9334, 7.74597, 7.35861, 0, 14.9334, 14.9334, 15.1626, 14.9377, 17.9674, 14.9548, 47.3494, 14.9334, 14.9334, 14.9334, 14.9334, 14.9334, 14.9334, 14.9334, 14.9334, 14.9334, 14.9359, 14.9334, 14.934, 14.9334
3.70187, 64, 50.2158, 15.0326, 8.12404, 13.7842, 0, 15.0326, 15.0326, 15.2618, 15.0368, 17.9267, 15.0546, 47.0638, 15.0326, 15.0326, 15.0326, 15.0326, 15.0326, 15.0326, 15.0326, 15.0326, 15.0326, 15.0347, 15.0326, 15.033, 15.0326
3.70974, 68, 49.3232, 15.132, 8.3666, 18.6768, 0, 15.1321, 15.1321, 15.3612, 15.1363, 17.8566, 15.1546, 46.3406, 15.132, 15.132, 15.132, 15.132, 15.132, 15.132, 15.132, 15.132, 15.132, 15.1337, 15.132, 15.1323, 15.132
3.71761, 60, 48.0046, 15.2318, 7.87401, 11.9954, 0, 15.2318, 15.2318, 15.461, 15.236, 17.7634, 15.2549, 45.2148, 15.2318, 15.2318, 15.2318, 15.2318, 15.2318, 15.2318, 15.2318, 15.2318, 15.2318, 15.2331, 15.2318, 15.2319, 15.2318
3.72548, 96, 46.3171, 15.3318, 9.8995, 49.6829, 0, 15.3318, 15.3318, 15.561, 15.336, 17.6536, 15.3555, 43.7368, 15.3318, 15.3318, 15.3318, 15.3318, 15.3318, 15.3318, 15.3318, 15.3318, 15.3318, 15.3329, 15.3318, 15.3319, 15.3318
