   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_163.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0280284, 326, 0, 0, 18.1108, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0201586, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0122888, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00441903, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00345075, 0, 2.35036e-21, 0, 1.41421, -2.35036e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09814e-23, 0, 0, 0, 1.18882e-24, 0, 2.29819e-21, 0, 0, 0
0.0113205, 0, 5.30126e-21, 0, 1.41421, -5.30126e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14988e-22, 0, 0, 0, 2.74433e-24, 0, 5.18353e-21, 0, 0, 0
0.0191903, 0, 1.17902e-20, 0, 1.41421, -1.17902e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55734e-22, 0, 0, 0, 6.24213e-24, 0, 1.15282e-20, 0, 0, 0
0.0270601, 0, 2.58725e-20, 0, 1.41421, -2.58725e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61177e-22, 0, 0, 0, 1.40003e-23, 0, 2.52973e-20, 0, 0, 0
0.0349299, 0, 5.60496e-20, 0, 1.41421, -5.60496e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21571e-21, 0, 0, 0, 3.09846e-23, 0, 5.48029e-20, 0, 0, 0
0.0427996, 0, 1.19935e-19, 0, 1.41421, -1.19935e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60134e-21, 0, 0, 0, 6.7705e-23, 0, 1.17266e-19, 0, 0, 0
0.0506694, 0, 2.53601e-19, 0, 1.41421, -2.53601e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50045e-21, 0, 0, 0, 1.46148e-22, 0, 2.47955e-19, 0, 0, 0
0.0585392, 0, 5.30108e-19, 0, 1.41421, -5.30108e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14976e-20, 0, 0, 0, 3.118e-22, 0, 5.18299e-19, 0, 0, 0
0.066409, 0, 1.09583e-18, 0, 1.41421, -1.09583e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37674e-20, 0, 0, 0, 6.57742e-22, 0, 1.07141e-18, 0, 0, 0
0.0742788, 0, 2.24094e-18, 0, 1.41421, -2.24094e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86028e-20, 0, 0, 0, 1.37248e-21, 0, 2.19096e-18, 0, 0, 0
0.0821485, 0, 4.53475e-18, 0, 1.41421, -4.53475e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.83511e-20, 0, 0, 0, 2.83387e-21, 0, 4.43357e-18, 0, 0, 0
0.0900183, 0, 9.083e-18, 0, 1.41421, -9.083e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96992e-19, 0, 0, 0, 5.79194e-21, 0, 8.88021e-18, 0, 0, 0
0.0978881, 0, 1.80121e-17, 0, 1.41421, -1.80121e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90642e-19, 0, 0, 0, 1.17211e-20, 0, 1.76097e-17, 0, 0, 0
0.105758, 0, 3.53716e-17, 0, 1.41421, -3.53716e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67121e-19, 0, 0, 0, 2.34926e-20, 0, 3.4581e-17, 0, 0, 0
0.113628, 0, 6.88004e-17, 0, 1.41421, -6.88004e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49208e-18, 0, 0, 0, 4.66473e-20, 0, 6.72616e-17, 0, 0, 0
0.121497, 0, 1.32572e-16, 0, 1.41421, -1.32572e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87507e-18, 0, 0, 0, 9.17818e-20, 0, 1.29605e-16, 0, 0, 0
0.129367, 0, 2.53111e-16, 0, 1.41421, -2.53111e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48911e-18, 0, 0, 0, 1.78985e-19, 0, 2.47443e-16, 0, 0, 0
0.137237, 0, 4.78895e-16, 0, 1.41421, -4.78895e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03854e-17, 0, 0, 0, 3.46018e-19, 0, 4.68164e-16, 0, 0, 0
0.145107, 0, 9.04278e-16, 0, 1.41421, -9.04278e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.961e-17, 0, 0, 0, 6.70309e-19, 0, 8.83998e-16, 0, 0, 0
0.152977, 0, 1.67953e-15, 0, 1.41421, -1.67953e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64213e-17, 0, 0, 0, 1.27293e-18, 0, 1.64184e-15, 0, 0, 0
0.160846, 0, 3.09281e-15, 0, 1.41421, -3.09281e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70677e-17, 0, 0, 0, 2.39796e-18, 0, 3.02335e-15, 0, 0, 0
0.168716, 0, 5.64737e-15, 0, 1.41421, -5.64737e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22461e-16, 0, 0, 0, 4.48175e-18, 0, 5.52043e-15, 0, 0, 0
0.176586, 0, 1.0226e-14, 0, 1.41421, -1.0226e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21743e-16, 0, 0, 0, 8.31163e-18, 0, 9.99596e-15, 0, 0, 0
0.184456, 0, 1.83642e-14, 0, 1.41421, -1.83642e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98205e-16, 0, 0, 0, 1.52975e-17, 0, 1.79507e-14, 0, 0, 0
0.192325, 0, 3.271e-14, 0, 1.41421, -3.271e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09263e-16, 0, 0, 0, 2.79451e-17, 0, 3.19728e-14, 0, 0, 0
0.200195, 0, 5.77915e-14, 0, 1.41421, -5.77915e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25309e-15, 0, 0, 0, 5.06757e-17, 0, 5.64877e-14, 0, 0, 0
0.208065, 0, 1.01287e-13, 0, 1.41421, -1.01287e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19615e-15, 0, 0, 0, 9.12339e-17, 0, 9.89994e-14, 0, 0, 0
0.215935, 0, 1.76107e-13, 0, 1.41421, -1.76107e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81838e-15, 0, 0, 0, 1.6309e-16, 0, 1.72125e-13, 0, 0, 0
0.223805, 0, 3.03781e-13, 0, 1.41421, -3.03781e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58654e-15, 0, 0, 0, 2.89511e-16, 0, 2.96905e-13, 0, 0, 0
