   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.9602, 4, 2.33343, 1.86304, 2.44949, 1.66657, 0, 1.86423, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 1.86304, 2.33224, 1.86304
12.9681, 4, 2.26227, 1.85389, 2.44949, 1.73773, 0, 1.85547, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 1.85389, 2.2607, 1.85389
12.976, 8, 2.19524, 1.84267, 3.16228, 5.80476, 0, 1.84475, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 1.84267, 2.19317, 1.84267
12.9839, 2, 2.13431, 1.83149, 2, -0.134308, 0, 1.8342, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 1.83149, 2.1316, 1.83149
12.9917, 2, 2.09005, 1.83115, 2, -0.090049, 0, 1.83467, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 1.83115, 2.08653, 1.83115
12.9996, 2, 2.04678, 1.82623, 2, -0.0467784, 0, 1.83077, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 1.82623, 2.04224, 1.82623
13.0075, 4, 2.00464, 1.81721, 2.44949, 1.99536, 0, 1.82303, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.81721, 1.99883, 1.81721
13.0153, 2, 1.96536, 1.80617, 2, 0.0346352, 0, 1.81356, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.80617, 1.95797, 1.80617
13.0232, 2, 1.93065, 1.79515, 2, 0.069346, 0, 1.80449, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.79515, 1.92131, 1.79515
13.0311, 2, 1.91025, 1.79427, 2, 0.0897532, 0, 1.80598, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.79427, 1.89853, 1.79427
13.039, 4, 1.8893, 1.789, 2.44949, 2.1107, 0, 1.8036, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.789, 1.8747, 1.789
13.0468, 0, 1.86792, 1.77978, 1.41421, -1.86792, 0, 1.79784, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.77978, 1.84986, 1.77978
13.0547, 0, 1.84782, 1.76861, 1.41421, -1.84782, 0, 1.7908, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.76861, 1.82563, 1.76861
13.0626, 0, 1.83074, 1.75748, 1.41421, -1.83074, 0, 1.78456, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.75748, 1.80366, 1.75748
13.0704, 4, 1.82647, 1.7564, 2.44949, 2.17353, 0, 1.78922, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.7564, 1.79365, 1.7564
13.0783, 8, 1.82059, 1.75114, 3.16228, 6.17941, 0, 1.79064, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.75114, 1.78109, 1.75114
13.0862, 2, 1.81331, 1.74207, 2, 0.186695, 0, 1.78928, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.74207, 1.7661, 1.74207
13.0941, 2, 1.80643, 1.73112, 2, 0.193571, 0, 1.78715, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.73112, 1.75039, 1.73112
13.1019, 4, 1.80176, 1.7202, 2.44949, 2.19824, 0, 1.78626, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7202, 1.7357, 1.7202
13.1098, 4, 1.80833, 1.71843, 2.44949, 2.19167, 0, 1.79578, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.71843, 1.73099, 1.71843
13.1177, 4, 1.81299, 1.71274, 2.44949, 2.18701, 0, 1.80267, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.71274, 1.72306, 1.71274
13.1256, 0, 1.81599, 1.70346, 1.41421, -1.81599, 0, 1.80731, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.70346, 1.71213, 1.70346
13.1334, 2, 1.81908, 1.6924, 2, 0.180918, 0, 1.81151, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.6924, 1.69997, 1.6924
13.1413, 2, 1.824, 1.68138, 2, 0.176002, 0, 1.81706, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68138, 1.68832, 1.68138
13.1492, 4, 1.83956, 1.67931, 2.44949, 2.16044, 0, 1.83281, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.67931, 1.68606, 1.67931
13.157, 2, 1.85306, 1.67358, 2, 0.14694, 0, 1.84607, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67358, 1.67359, 1.67358, 1.67358, 1.68057, 1.67358
13.1649, 4, 1.86466, 1.66449, 2.44949, 2.13534, 0, 1.85698, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.66449, 1.67216, 1.66449
13.1728, 0, 1.87592, 1.65373, 1.41421, -1.87592, 0, 1.86711, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.65373, 1.66254, 1.65373
13.1807, 4, 1.88839, 1.643, 2.44949, 2.11161, 0, 1.87793, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.643, 1.65346, 1.643
13.1885, 4, 1.90972, 1.64016, 2.44949, 2.09028, 0, 1.89707, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.64016, 1.65282, 1.64016
13.1964, 0, 1.92849, 1.63395, 1.41421, -1.92849, 0, 1.91301, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.63395, 1.64943, 1.63395
13.2043, 6, 1.94472, 1.62463, 2.82843, 4.05528, 0, 1.9257, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.62463, 1.64364, 1.62463
13.2121, 0, 1.95979, 1.61377, 1.41421, -1.95979, 0, 1.93643, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.61377, 1.63713, 1.61377
13.22, 0, 1.97506, 1.60295, 1.41421, -1.97506, 0, 1.94643, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.60295, 1.63158, 1.60295
13.2279, 4, 1.99789, 1.59975, 2.44949, 2.00211, 0, 1.96296, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.59975, 1.63468, 1.59975
13.2358, 4, 2.0174, 1.59348, 2.44949, 1.9826, 0, 1.97501, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.63587, 1.59348
13.2436, 2, 2.03363, 1.58437, 2, -0.0336301, 0, 1.98249, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.58437, 1.63551, 1.58437
13.2515, 6, 2.04788, 1.57387, 2.82843, 3.95212, 0, 1.98656, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.57387, 1.63518, 1.57387
13.2594, 4, 2.06144, 1.5634, 2.44949, 1.93856, 0, 1.9884, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.5634, 1.63643, 1.5634
13.2673, 4, 2.0806, 1.55934, 2.44949, 1.9194, 0, 1.99418, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.55934, 1.64576, 1.55934
13.2751, 2, 2.09613, 1.55254, 2, -0.096132, 0, 1.99455, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55254, 1.55255, 1.55254, 1.55254, 1.65412, 1.55254
13.283, 2, 2.10821, 1.54322, 2, -0.108212, 0, 1.98963, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.54322, 1.6618, 1.54322
13.2909, 2, 2.11813, 1.53266, 2, -0.118129, 0, 1.98063, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.53266, 1.67016, 1.53266
13.2987, 0, 2.12718, 1.52213, 1.41421, -2.12718, 0, 1.96882, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.52213, 1.68049, 1.52213
13.3066, 2, 2.14162, 1.51786, 2, -0.141621, 0, 1.96049, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.51786, 1.69899, 1.51786
13.3145, 2, 2.15273, 1.51107, 2, -0.152729, 0, 1.94694, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.51107, 1.71686, 1.51107
13.3224, 2, 2.16073, 1.50194, 2, -0.160735, 0, 1.92853, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.50194, 1.73414, 1.50194
13.3302, 0, 2.16688, 1.49166, 1.41421, -2.16688, 0, 1.90665, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.49166, 1.75189, 1.49166
13.3381, 2, 2.1724, 1.48141, 2, -0.172398, 0, 1.88272, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.48141, 1.77109, 1.48141
13.346, 0, 2.18263, 1.47655, 1.41421, -2.18263, 0, 1.86237, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.47655, 1.79682, 1.47655
13.3538, 4, 2.18983, 1.46933, 2.44949, 1.81017, 0, 1.83813, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.46933, 1.82103, 1.46933
13.3617, 2, 2.19412, 1.45993, 2, -0.194118, 0, 1.81052, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.45993, 1.84353, 1.45993
13.3696, 4, 2.19652, 1.44947, 2.44949, 1.80348, 0, 1.78094, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.44947, 1.86505, 1.44947
13.3775, 4, 2.198, 1.43905, 2.44949, 1.802, 0, 1.7508, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.43905, 1.88625, 1.43905
13.3853, 2, 2.20392, 1.43419, 2, -0.203923, 0, 1.72593, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.91218, 1.43419
13.3932, 2, 2.20622, 1.42705, 2, -0.20622, 0, 1.69875, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.42705, 1.93452, 1.42705
13.4011, 2, 2.20484, 1.41781, 2, -0.204837, 0, 1.66969, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.41781, 1.95296, 1.41781
13.4089, 2, 2.20059, 1.40753, 2, -0.200595, 0, 1.64004, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.40753, 1.96809, 1.40753
13.4168, 6, 2.1943, 1.3973, 2.82843, 3.8057, 0, 1.61105, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.3973, 1.98055, 1.3973
13.4247, 2, 2.19061, 1.39203, 2, -0.190615, 0, 1.58781, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.39203, 1.99483, 1.39203
13.4326, 8, 2.18212, 1.38455, 3.16228, 5.81788, 0, 1.56326, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 1.38455, 2.0034, 1.38455
13.4404, 6, 2.16877, 1.37503, 2.82843, 3.83123, 0, 1.53766, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 1.37503, 2.00614, 1.37503
13.4483, 2, 2.15142, 1.36452, 2, -0.151424, 0, 1.51211, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 1.36452, 2.00383, 1.36452
13.4562, 2, 2.13099, 1.35405, 2, -0.130994, 0, 1.48767, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.35405, 1.99738, 1.35405
13.4641, 4, 2.1127, 1.34892, 2.44949, 1.8873, 0, 1.46964, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.34892, 1.99198, 1.34892
13.4719, 8, 2.08898, 1.34157, 3.16228, 5.91102, 0, 1.45044, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.9801, 1.34157
13.4798, 0, 2.06008, 1.33219, 1.41421, -2.06008, 0, 1.43023, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.33219, 1.96203, 1.33219
13.4877, 4, 2.02717, 1.32182, 2.44949, 1.97283, 0, 1.41, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.32182, 1.93898, 1.32182
13.4955, 6, 1.99147, 1.31149, 2.82843, 4.00853, 0, 1.39072, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.31149, 1.91223, 1.31149
13.5034, 6, 1.95809, 1.30606, 2.82843, 4.04191, 0, 1.37719, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.30606, 1.88697, 1.30606
13.5113, 2, 1.92028, 1.29845, 2, 0.0797224, 0, 1.36225, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29845, 1.29846, 1.29845, 1.29845, 1.85648, 1.29845
13.5192, 0, 1.87853, 1.28883, 1.41421, -1.87853, 0, 1.34602, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28883, 1.28884, 1.28883, 1.28883, 1.82134, 1.28883
13.527, 2, 1.83428, 1.27824, 2, 0.165725, 0, 1.32945, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.27824, 1.78307, 1.27824
13.5349, 6, 1.78895, 1.26769, 2.82843, 4.21105, 0, 1.3135, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.26769, 1.74313, 1.26769
13.5428, 6, 1.74824, 1.26245, 2.82843, 4.25176, 0, 1.3034, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.26245, 1.70729, 1.26245
13.5506, 0, 1.70503, 1.255, 1.41421, -1.70503, 0, 1.29155, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.255, 1.66848, 1.255
13.5585, 8, 1.6599, 1.24552, 3.16228, 6.3401, 0, 1.27809, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.24552, 1.62733, 1.24552
13.5664, 2, 1.61429, 1.23505, 2, 0.385707, 0, 1.26402, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.23505, 1.58532, 1.23505
13.5743, 4, 1.56958, 1.22463, 2.44949, 2.43042, 0, 1.25034, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.22463, 1.54387, 1.22463
13.5821, 4, 1.53105, 1.21922, 2.44949, 2.46895, 0, 1.24198, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.21922, 1.50828, 1.21922
13.59, 0, 1.49173, 1.21159, 1.41421, -1.49173, 0, 1.23169, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.21159, 1.47163, 1.21159
13.5979, 4, 1.45202, 1.20192, 2.44949, 2.54798, 0, 1.21961, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.20192, 1.43433, 1.20192
13.6058, 6, 1.41314, 1.19126, 2.82843, 4.58686, 0, 1.20677, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.19126, 1.39762, 1.19126
13.6136, 2, 1.37626, 1.18065, 2, 0.623743, 0, 1.1942, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.18065, 1.3627, 1.18065
13.6215, 6, 1.34685, 1.17548, 2.82843, 4.65315, 0, 1.18728, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.17548, 1.33505, 1.17548
13.6294, 4, 1.31722, 1.16804, 2.44949, 2.68278, 0, 1.17826, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.16804, 1.30699, 1.16804
13.6372, 6, 1.28755, 1.15851, 2.82843, 4.71245, 0, 1.16733, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.27873, 1.15851
13.6451, 4, 1.25888, 1.14797, 2.44949, 2.74112, 0, 1.15554, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.14797, 1.25131, 1.14797
13.653, 6, 1.23221, 1.13747, 2.82843, 4.76779, 0, 1.14394, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.13747, 1.22574, 1.13747
13.6609, 4, 1.21265, 1.13225, 2.44949, 2.78735, 0, 1.13775, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.13225, 1.20715, 1.13225
13.6687, 0, 1.19252, 1.12472, 1.41421, -1.19252, 0, 1.12937, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.12472, 1.18787, 1.12472
13.6766, 4, 1.17188, 1.11506, 2.44949, 2.82812, 0, 1.11897, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11506, 1.11507, 1.11506, 1.11506, 1.16797, 1.11506
13.6845, 2, 1.15169, 1.10438, 2, 0.84831, 0, 1.10765, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.10438, 1.14842, 1.10438
13.6923, 0, 1.13289, 1.09375, 1.41421, -1.13289, 0, 1.09647, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.09375, 1.13017, 1.09375
13.7002, 4, 1.12092, 1.08874, 2.44949, 2.87908, 0, 1.09099, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.08874, 1.11867, 1.08874
13.7081, 0, 1.10768, 1.08139, 1.41421, -1.10768, 0, 1.08324, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.08139, 1.10583, 1.08139
13.716, 2, 1.09324, 1.07189, 2, 0.906762, 0, 1.0734, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.07189, 1.09173, 1.07189
