   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.308819, 0, 1.5003e-10, 1.44194e-42, 1.41421, -1.5003e-10, 0, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 1.44194e-42, 9.50718e-13, 1.44194e-42, 9.43081e-15, 1.44194e-42, 2.74249e-14, 1.44194e-42, 1.49042e-10, 1.44194e-42, 1.44194e-42, 1.44194e-42
0.316698, 0, 2.35079e-10, 2.08135e-41, 1.41421, -2.35079e-10, 0, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 2.08135e-41, 1.49012e-12, 2.08135e-41, 1.53797e-14, 2.08135e-41, 4.50344e-14, 2.08135e-41, 2.33528e-10, 2.08135e-41, 2.08135e-41, 2.08135e-41
0.324577, 0, 3.65714e-10, 2.6579e-40, 1.41421, -3.65714e-10, 0, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.6579e-40, 2.31909e-12, 2.6579e-40, 2.49812e-14, 2.6579e-40, 7.36299e-14, 2.6579e-40, 3.63296e-10, 2.6579e-40, 2.6579e-40, 2.6579e-40
0.332456, 0, 5.64904e-10, 3.04272e-39, 1.41421, -5.64904e-10, 0, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.04272e-39, 3.58393e-12, 3.04272e-39, 4.0433e-14, 3.04272e-39, 1.19896e-13, 3.04272e-39, 5.6116e-10, 3.04272e-39, 3.04272e-39, 3.04272e-39
0.340334, 0, 8.66427e-10, 3.14455e-38, 1.41421, -8.66427e-10, 0, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 3.14455e-38, 5.5001e-12, 3.14455e-38, 6.52403e-14, 3.14455e-38, 1.94507e-13, 3.14455e-38, 8.60667e-10, 3.14455e-38, 3.14455e-38, 3.14455e-38
0.348213, 0, 1.31955e-09, 2.94987e-37, 1.41421, -1.31955e-09, 0, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 2.94987e-37, 8.38255e-12, 2.94987e-37, 1.04992e-13, 2.94987e-37, 3.14478e-13, 2.94987e-37, 1.31075e-09, 2.94987e-37, 2.94987e-37, 2.94987e-37
0.356092, 0, 1.99562e-09, 2.52563e-36, 1.41421, -1.99562e-09, 0, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 2.52563e-36, 1.26883e-11, 2.52563e-36, 1.68602e-13, 2.52563e-36, 5.06895e-13, 2.52563e-36, 1.98225e-09, 2.52563e-36, 2.52563e-36, 2.52563e-36
0.363971, 0, 2.99709e-09, 1.98349e-35, 1.41421, -2.99709e-09, 0, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.98349e-35, 1.90757e-11, 1.98349e-35, 2.70289e-13, 1.98349e-35, 8.1482e-13, 1.98349e-35, 2.97693e-09, 1.98349e-35, 1.98349e-35, 1.98349e-35
0.37185, 0, 4.47003e-09, 1.43555e-34, 1.41421, -4.47003e-09, 0, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 1.43555e-34, 2.84862e-11, 1.43555e-34, 4.32748e-13, 1.43555e-34, 1.30666e-12, 1.43555e-34, 4.4398e-09, 1.43555e-34, 1.43555e-34, 1.43555e-34
0.379729, 0, 6.62109e-09, 9.87983e-34, 1.41421, -6.62109e-09, 0, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 9.87983e-34, 4.22576e-11, 9.87983e-34, 6.92218e-13, 9.87983e-34, 2.09098e-12, 9.87983e-34, 6.57605e-09, 9.87983e-34, 9.87983e-34, 9.87983e-34
0.387607, 0, 9.74036e-09, 6.48608e-33, 1.41421, -9.74036e-09, 0, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.48608e-33, 6.22761e-11, 6.48608e-33, 1.10656e-12, 6.48608e-33, 3.33992e-12, 6.48608e-33, 9.67364e-09, 6.48608e-33, 6.48608e-33, 6.48608e-33
0.395486, 0, 1.42321e-08, 4.07887e-32, 1.41421, -1.42321e-08, 0, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 4.07887e-32, 9.11856e-11, 4.07887e-32, 1.76817e-12, 4.07887e-32, 5.32617e-12, 4.07887e-32, 1.41338e-08, 4.07887e-32, 4.07887e-32, 4.07887e-32
0.403365, 0, 2.06552e-08, 2.36764e-31, 1.41421, -2.06552e-08, 0, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 2.36764e-31, 1.32666e-10, 2.36764e-31, 2.82443e-12, 2.36764e-31, 8.48102e-12, 2.36764e-31, 2.05113e-08, 2.36764e-31, 2.36764e-31, 2.36764e-31
0.411244, 0, 2.97771e-08, 1.29876e-30, 1.41421, -2.97771e-08, 0, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.29876e-30, 1.91805e-10, 1.29876e-30, 4.5102e-12, 1.29876e-30, 1.34855e-11, 1.29876e-30, 2.95673e-08, 1.29876e-30, 1.29876e-30, 1.29876e-30
0.419123, 0, 4.26433e-08, 6.70144e-30, 1.41421, -4.26433e-08, 0, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 6.70144e-30, 2.75601e-10, 6.70144e-30, 7.19897e-12, 6.70144e-30, 2.14124e-11, 6.70144e-30, 4.23391e-08, 6.70144e-30, 6.70144e-30, 6.70144e-30
0.427002, 0, 6.06676e-08, 3.25404e-29, 1.41421, -6.06676e-08, 0, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.25404e-29, 3.9361e-10, 3.25404e-29, 1.14832e-11, 3.25404e-29, 3.3947e-11, 3.25404e-29, 6.02286e-08, 3.25404e-29, 3.25404e-29, 3.25404e-29
0.43488, 0, 8.5749e-08, 1.50063e-28, 1.41421, -8.5749e-08, 0, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 1.50063e-28, 5.58815e-10, 1.50063e-28, 1.82995e-11, 1.50063e-28, 5.37272e-11, 1.50063e-28, 8.51182e-08, 1.50063e-28, 1.50063e-28, 1.50063e-28
0.442759, 0, 1.20419e-07, 6.56707e-28, 1.41421, -1.20419e-07, 0, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 6.56707e-28, 7.88747e-10, 6.56707e-28, 2.91232e-11, 6.56707e-28, 8.48647e-11, 6.56707e-28, 1.19516e-07, 6.56707e-28, 6.56707e-28, 6.56707e-28
0.450638, 0, 1.68027e-07, 2.73065e-27, 1.41421, -1.68027e-07, 0, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 2.73065e-27, 1.10695e-09, 2.73065e-27, 4.62669e-11, 2.73065e-27, 1.33737e-10, 2.73065e-27, 1.6674e-07, 2.73065e-27, 2.73065e-27, 2.73065e-27
0.458517, 0, 2.32977e-07, 1.08106e-26, 1.41421, -2.32977e-07, 0, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.08106e-26, 1.54488e-09, 1.08106e-26, 7.33381e-11, 1.08106e-26, 2.1018e-10, 1.08106e-26, 2.31149e-07, 1.08106e-26, 1.08106e-26, 1.08106e-26
0.466396, 0, 3.21019e-07, 4.08446e-26, 1.41421, -3.21019e-07, 0, 4.08446e-26, 4.08446e-26, 4.08446e-26, 4.08446e-26, 4.08446e-26, 4.08446e-26, 4.08446e-26, 2.92411e-12, 4.08446e-26, 4.08446e-26, 4.08446e-26, 2.14432e-09, 4.08446e-26, 1.15932e-10, 4.08446e-26, 3.2927e-10, 4.08446e-26, 3.18427e-07, 4.08446e-26, 4.08446e-26, 4.08446e-26
0.474275, 0, 4.39604e-07, 1.4761e-25, 1.41421, -4.39604e-07, 0, 1.4761e-25, 1.4761e-25, 1.4761e-25, 1.4761e-25, 1.4761e-25, 1.4761e-25, 1.4761e-25, 9.74217e-12, 1.4761e-25, 1.4761e-25, 1.4761e-25, 2.9605e-09, 1.4761e-25, 1.82673e-10, 1.4761e-25, 5.13951e-10, 1.4761e-25, 4.35937e-07, 1.4761e-25, 1.4761e-25, 1.4761e-25
0.482153, 0, 5.98324e-07, 5.15474e-25, 1.41421, -5.98324e-07, 0, 5.15474e-25, 5.15474e-25, 5.15474e-25, 5.15474e-25, 5.15474e-25, 5.15474e-25, 5.15474e-25, 2.51874e-11, 5.15474e-25, 5.15474e-25, 5.15474e-25, 4.06602e-09, 5.15474e-25, 2.8677e-10, 5.15474e-25, 7.98879e-10, 5.15474e-25, 5.93147e-07, 5.15474e-25, 5.15474e-25, 5.15474e-25
0.490032, 0, 8.12737e-07, 3.48215e-10, 1.41421, -8.12737e-07, 3.48215e-10, 3.48245e-10, 3.48386e-10, 3.48266e-10, 5.10066e-10, 3.49536e-10, 3.48348e-10, 3.54193e-10, 5.43029e-10, 4.17697e-10, 3.48765e-10, 2.77074e-09, 5.9042e-09, 3.49496e-10, 7.96528e-10, 3.48252e-10, 1.5842e-09, 3.48217e-10, 8.02604e-07, 3.48215e-10, 3.48215e-10, 3.83332e-10
0.497911, 0, 1.09948e-06, 1.14753e-09, 1.41421, -1.09948e-06, 1.14753e-09, 1.14763e-09, 1.1481e-09, 1.1477e-09, 1.68418e-09, 1.15191e-09, 1.14797e-09, 1.16735e-09, 1.7298e-09, 1.37791e-09, 1.14935e-09, 9.17978e-09, 8.7015e-09, 1.15178e-09, 1.84525e-09, 1.14846e-09, 3.04994e-09, 1.14754e-09, 1.0798e-06, 1.14753e-09, 1.14753e-09, 1.26397e-09
0.50579, 0, 1.48368e-06, 2.94099e-09, 1.41421, -1.48368e-06, 2.94099e-09, 2.94124e-09, 2.94245e-09, 2.94142e-09, 4.32265e-09, 2.95227e-09, 2.94212e-09, 2.99202e-09, 4.38628e-09, 3.53413e-09, 2.94568e-09, 2.36211e-08, 1.3161e-08, 2.95193e-09, 4.02144e-09, 2.94398e-09, 5.85263e-09, 2.941e-09, 1.44499e-06, 2.94099e-09, 2.94099e-09, 3.24077e-09
0.513669, 0, 2.00117e-06, 6.88193e-09, 1.41421, -2.00117e-06, 6.88193e-09, 6.88253e-09, 6.88535e-09, 6.88295e-09, 1.01238e-08, 6.9084e-09, 6.88459e-09, 7.00168e-09, 1.0206e-08, 8.27367e-09, 6.89294e-09, 5.54054e-08, 2.06421e-08, 6.9076e-09, 8.54615e-09, 6.8898e-09, 1.13111e-08, 6.88197e-09, 1.92394e-06, 6.88193e-09, 6.88193e-09, 7.58533e-09
0.521548, 0, 2.70601e-06, 1.53539e-08, 1.41421, -2.70601e-06, 1.53539e-08, 1.53553e-08, 1.53616e-08, 1.53562e-08, 2.25992e-08, 1.54131e-08, 1.53599e-08, 1.56216e-08, 2.26755e-08, 1.84643e-08, 1.53785e-08, 1.23798e-07, 3.37923e-08, 1.54113e-08, 1.79029e-08, 1.53728e-08, 2.20477e-08, 1.5354e-08, 2.55019e-06, 1.53539e-08, 1.53539e-08, 1.69259e-08
0.529426, 0, 3.6848e-06, 3.31725e-08, 1.41421, -3.6848e-06, 3.31725e-08, 3.31753e-08, 3.3189e-08, 3.31774e-08, 4.88447e-08, 3.33004e-08, 3.31853e-08, 3.37514e-08, 5.01736e-08, 3.99005e-08, 3.32257e-08, 2.67748e-07, 5.77633e-08, 3.32965e-08, 3.70534e-08, 3.32153e-08, 4.32322e-08, 3.31726e-08, 3.36793e-06, 3.31725e-08, 3.31725e-08, 3.65729e-08
0.537305, 0, 5.07942e-06, 6.9842e-08, 1.41421, -5.07942e-06, 6.9842e-08, 6.9848e-08, 6.98768e-08, 6.98523e-08, 1.0287e-07, 7.01116e-08, 6.98691e-08, 7.1062e-08, 1.08289e-07, 8.40207e-08, 6.99541e-08, 5.64188e-07, 1.02486e-07, 7.01035e-08, 7.57147e-08, 6.99356e-08, 8.48415e-08, 6.98424e-08, 4.4367e-06, 6.9842e-08, 6.9842e-08, 7.7008e-08
0.545184, 0, 7.15712e-06, 1.43689e-07, 1.41421, -7.15712e-06, 1.43689e-07, 1.43701e-07, 1.4376e-07, 1.4371e-07, 2.11695e-07, 1.44244e-07, 1.43744e-07, 1.46201e-07, 2.53412e-07, 1.72883e-07, 1.4392e-07, 1.16158e-06, 1.86822e-07, 1.44227e-07, 1.52519e-07, 1.43888e-07, 1.65892e-07, 1.43689e-07, 5.83919e-06, 1.43689e-07, 1.43689e-07, 1.58444e-07
0.553063, 0, 1.03426e-05, 2.89235e-07, 1.41421, -1.03426e-05, 2.89235e-07, 2.8926e-07, 2.8938e-07, 2.89278e-07, 4.26234e-07, 2.90354e-07, 2.89348e-07, 2.94296e-07, 5.50549e-07, 3.48048e-07, 2.89701e-07, 2.33977e-06, 3.45969e-07, 2.9032e-07, 3.02429e-07, 2.89648e-07, 3.21858e-07, 2.89237e-07, 7.69416e-06, 2.89235e-07, 2.89235e-07, 3.1896e-07
0.560942, 0, 1.5403e-05, 5.70007e-07, 1.41421, -1.5403e-05, 5.70007e-07, 5.70057e-07, 5.70293e-07, 5.70092e-07, 8.40202e-07, 5.72214e-07, 5.70229e-07, 5.79988e-07, 1.14777e-06, 6.86001e-07, 5.70925e-07, 4.61416e-06, 6.44293e-07, 5.72147e-07, 5.89599e-07, 5.70845e-07, 6.17583e-07, 5.70011e-07, 1.01781e-05, 5.70007e-07, 5.70007e-07, 6.28632e-07
0.568821, 0, 2.36822e-05, 1.10017e-06, 1.41421, -2.36822e-05, 1.10017e-06, 1.10027e-06, 1.10072e-06, 1.10034e-06, 1.62208e-06, 1.10443e-06, 1.1006e-06, 1.11945e-06, 2.32418e-06, 1.32422e-06, 1.10194e-06, 8.9118e-06, 1.19701e-06, 1.1043e-06, 1.12906e-06, 1.10183e-06, 1.16904e-06, 1.10018e-06, 1.35604e-05, 1.10017e-06, 1.10017e-06, 1.21341e-06
0.576699, 0, 3.75124e-05, 2.08012e-06, 1.41421, -3.75124e-05, 2.08012e-06, 2.0803e-06, 2.08116e-06, 2.08043e-06, 3.06767e-06, 2.08818e-06, 2.08093e-06, 2.1166e-06, 4.59499e-06, 2.50407e-06, 2.08347e-06, 1.68614e-05, 2.20579e-06, 2.08794e-06, 2.12245e-06, 2.08335e-06, 2.17907e-06, 2.08013e-06, 1.82623e-05, 2.08012e-06, 2.08012e-06, 2.29439e-06
