   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_276.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0278233, 552, 0, 0, 23.5372, 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.019957, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00422433, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00364201, 0, 1.03663e-23, 0, 1.41421, -1.03663e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74834e-25, 0, 0, 0, 6.53424e-27, 0, 9.78489e-24, 0, 0, 0
0.0115084, 0, 2.75417e-23, 0, 1.41421, -2.75417e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52723e-24, 0, 0, 0, 1.77977e-26, 0, 2.59966e-23, 0, 0, 0
0.0193747, 0, 7.14695e-23, 0, 1.41421, -7.14695e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96303e-24, 0, 0, 0, 4.72547e-26, 0, 6.74592e-23, 0, 0, 0
0.027241, 0, 1.81485e-22, 0, 1.41421, -1.81485e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00633e-23, 0, 0, 0, 1.22583e-25, 0, 1.71299e-22, 0, 0, 0
0.0351074, 0, 4.51691e-22, 0, 1.41421, -4.51691e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50459e-23, 0, 0, 0, 3.11272e-25, 0, 4.26334e-22, 0, 0, 0
0.0429737, 0, 1.10332e-21, 0, 1.41421, -1.10332e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.11772e-23, 0, 0, 0, 7.74942e-25, 0, 1.04136e-21, 0, 0, 0
0.05084, 0, 2.64797e-21, 0, 1.41421, -2.64797e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46824e-22, 0, 0, 0, 1.89406e-24, 0, 2.49925e-21, 0, 0, 0
0.0587064, 0, 6.25034e-21, 0, 1.41421, -6.25034e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46562e-22, 0, 0, 0, 4.54993e-24, 0, 5.89922e-21, 0, 0, 0
0.0665727, 0, 1.45226e-20, 0, 1.41421, -1.45226e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05223e-22, 0, 0, 0, 1.0753e-23, 0, 1.37066e-20, 0, 0, 0
0.0744391, 0, 3.32396e-20, 0, 1.41421, -3.32396e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84299e-21, 0, 0, 0, 2.50229e-23, 0, 3.13716e-20, 0, 0, 0
0.0823054, 0, 7.4994e-20, 0, 1.41421, -7.4994e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15804e-21, 0, 0, 0, 5.73796e-23, 0, 7.07786e-20, 0, 0, 0
