   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_33.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.76839, 6, 8.55047, 8.54004, 2.82843, -2.55047, 0, 8.54084, 8.54106, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54004, 8.54864, 8.54004
7.77628, 12, 8.46058, 8.45161, 3.74166, 3.53942, 0, 8.45245, 8.45234, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.45161, 8.459, 8.45161
7.78418, 12, 8.37136, 8.36364, 3.74166, 3.62864, 0, 8.36451, 8.36416, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36996, 8.36364
7.79207, 8, 8.42634, 8.41967, 3.16228, -0.426339, 0, 8.42058, 8.42004, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41967, 8.41968, 8.41967, 8.41967, 8.42507, 8.41967
7.79996, 6, 8.48099, 8.4752, 2.82843, -2.48099, 0, 8.47613, 8.47546, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.4752, 8.47981, 8.4752
7.80785, 12, 8.53601, 8.53092, 3.74166, 3.46399, 0, 8.53186, 8.5311, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53092, 8.53488, 8.53092
7.81574, 8, 8.59206, 8.58749, 3.16228, -0.592063, 0, 8.58845, 8.58762, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.58749, 8.5875, 8.58749, 8.58749, 8.59098, 8.58749
7.82363, 6, 8.64781, 8.64358, 2.82843, -2.64781, 0, 8.64455, 8.64367, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64358, 8.64675, 8.64358
7.83152, 18, 8.70392, 8.69985, 4.47214, 9.29608, 0, 8.70082, 8.69991, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.69985, 8.7029, 8.69985
7.83941, 18, 8.75994, 8.75581, 4.47214, 9.24006, 0, 8.75677, 8.75585, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75581, 8.75894, 8.75581
7.84731, 16, 8.81572, 8.81127, 4.24264, 7.18428, 0, 8.81222, 8.8113, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81127, 8.81474, 8.81127
7.8552, 10, 8.87197, 8.86691, 3.4641, 1.12803, 0, 8.86784, 8.86693, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.86691, 8.87101, 8.86691
7.86309, 20, 8.92944, 8.92339, 4.69042, 11.0706, 0, 8.9243, 8.92341, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92339, 8.92851, 8.92339
7.87098, 14, 8.98687, 8.97938, 4, 5.01313, 0, 8.98027, 8.9794, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.97938, 8.98597, 8.97938
7.87887, 18, 9.04506, 9.03555, 4.47214, 8.95494, 0, 9.03641, 9.03557, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.04418, 9.03555
7.88676, 8, 9.10302, 9.09079, 3.16228, -1.10302, 0, 9.09162, 9.09081, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.09079, 9.10218, 9.09079
7.89465, 10, 9.16139, 9.14555, 3.4641, 0.838612, 0, 9.14634, 9.14557, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.14555, 9.16058, 9.14555
7.90254, 14, 9.22101, 9.20047, 4, 4.77899, 0, 9.20123, 9.20049, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20047, 9.20048, 9.20047, 9.20047, 9.22024, 9.20047
7.91044, 4, 9.28277, 9.25621, 2.44949, -5.28277, 0, 9.25692, 9.25622, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.25621, 9.28204, 9.25621
7.91833, 6, 9.34567, 9.31147, 2.82843, -3.34567, 0, 9.31214, 9.31149, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.31147, 9.34497, 9.31147
7.92622, 22, 9.41043, 9.36665, 4.89898, 12.5896, 0, 9.36729, 9.36668, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.36665, 9.40975, 9.36665
7.93411, 26, 9.47627, 9.42064, 5.2915, 16.5237, 0, 9.42125, 9.42068, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.42064, 9.47562, 9.42064
7.942, 14, 9.54424, 9.47412, 4, 4.45576, 0, 9.47468, 9.47417, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.47412, 9.54362, 9.47412
7.94989, 14, 9.61542, 9.52774, 4, 4.38458, 0, 9.52828, 9.52781, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.52774, 9.61481, 9.52774
7.95778, 12, 9.69075, 9.58205, 3.74166, 2.30925, 0, 9.58256, 9.58215, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.58205, 9.69014, 9.58205
7.96568, 12, 9.76952, 9.63593, 3.74166, 2.23048, 0, 9.6364, 9.63607, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.63593, 9.7689, 9.63593
7.97357, 8, 9.85209, 9.68935, 3.16228, -1.85209, 0, 9.6898, 9.68955, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.68935, 9.85145, 9.68935
7.98146, 6, 9.938, 9.7415, 2.82843, -3.938, 0, 9.74193, 9.74177, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.7415, 9.93731, 9.7415
7.98935, 8, 10.0282, 9.79308, 3.16228, -2.02824, 0, 9.79348, 9.79344, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 9.79308, 10.0275, 9.79308
7.99724, 14, 10.1237, 9.84479, 4, 3.8763, 0, 9.84518, 9.84528, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 9.84479, 10.1228, 9.84479
8.00513, 18, 10.2249, 9.89703, 4.47214, 7.7751, 0, 9.8974, 9.8977, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 9.89703, 10.2239, 9.89703
8.01302, 14, 10.3308, 9.94887, 4, 3.66916, 0, 9.94923, 9.94976, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 9.94887, 10.3296, 9.94887
8.02091, 12, 10.4409, 9.9999, 3.74166, 1.55906, 0, 10.0002, 10.0011, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 9.9999, 10.4394, 9.9999
8.0288, 12, 10.5543, 10.0496, 3.74166, 1.44572, 0, 10.0499, 10.0511, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.0496, 10.5524, 10.0496
8.0367, 20, 10.6711, 10.0986, 4.69042, 9.32894, 0, 10.0989, 10.1006, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.0986, 10.6687, 10.0986
8.04459, 12, 10.7913, 10.1477, 3.74166, 1.20869, 0, 10.1481, 10.1503, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.1477, 10.7884, 10.1477
8.05248, 16, 10.9144, 10.1973, 4.24264, 5.08562, 0, 10.1976, 10.2006, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.1973, 10.9108, 10.1973
8.06037, 10, 11.0384, 10.2464, 3.4641, -1.03844, 0, 10.2467, 10.2506, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 10.2464, 11.0339, 10.2464
8.06826, 14, 11.1615, 10.2944, 4, 2.83851, 0, 10.2947, 10.2997, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 10.2944, 11.1559, 10.2944
8.07615, 12, 11.2819, 10.341, 3.74166, 0.718085, 0, 10.3413, 10.3475, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 10.341, 11.275, 10.341
8.08404, 6, 11.3991, 10.3868, 2.82843, -5.39908, 0, 10.3871, 10.3949, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 10.3868, 11.3907, 10.3868
8.09194, 20, 11.5123, 10.4328, 4.69042, 8.48769, 0, 10.4331, 10.4427, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 11.5021, 10.4328
8.09983, 26, 11.6203, 10.479, 5.2915, 14.3797, 0, 10.4793, 10.491, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 10.479, 11.608, 10.479
8.10772, 16, 11.7211, 10.5248, 4.24264, 4.27885, 0, 10.5252, 10.5392, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 10.5248, 11.7064, 10.5248
8.11561, 6, 11.8124, 10.5692, 2.82843, -5.81243, 0, 10.5695, 10.5863, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 10.5692, 11.795, 10.5692
8.1235, 26, 11.8931, 10.612, 5.2915, 14.1069, 0, 10.6123, 10.6322, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 10.612, 11.8726, 10.612
8.13139, 10, 11.9631, 10.6541, 3.4641, -1.96309, 0, 10.6544, 10.6777, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 10.6541, 11.9392, 10.6541
8.13928, 12, 12.0226, 10.6963, 3.74166, -0.0225945, 0, 10.6966, 10.7236, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 10.6963, 11.9949, 10.6963
8.14717, 18, 12.0713, 10.7386, 4.47214, 5.92873, 0, 10.7389, 10.7699, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 10.7386, 12.0396, 10.7386
8.15507, 22, 12.1085, 10.7803, 4.89898, 9.89153, 0, 10.7807, 10.816, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 10.7803, 12.0725, 10.7803
8.16296, 8, 12.1333, 10.8204, 3.16228, -4.13328, 0, 10.8208, 10.8607, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 10.8204, 12.0927, 10.8204
8.17085, 18, 12.1463, 10.859, 4.47214, 5.85369, 0, 10.8594, 10.904, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 10.859, 12.101, 10.859
8.17874, 18, 12.1491, 10.8969, 4.47214, 5.85091, 0, 10.8972, 10.9467, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 12.099, 10.8969
8.18663, 12, 12.1433, 10.9348, 3.74166, -0.143346, 0, 10.9352, 10.9895, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 10.9348, 12.0884, 10.9348
8.19452, 12, 12.13, 10.9726, 3.74166, -0.129967, 0, 10.973, 11.032, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 10.9726, 12.0702, 10.9726
8.20241, 10, 12.1096, 11.0097, 3.4641, -2.10961, 0, 11.01, 11.0738, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 11.0097, 12.0452, 11.0097
8.2103, 12, 12.0826, 11.0451, 3.74166, -0.0826225, 0, 11.0454, 11.1135, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 11.0451, 12.0138, 11.0451
8.2182, 12, 12.0505, 11.0789, 3.74166, -0.050499, 0, 11.0793, 11.1514, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.0789, 11.9776, 11.0789
8.22609, 14, 12.0153, 11.1121, 4, 1.98466, 0, 11.1125, 11.1882, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.1121, 11.9388, 11.1121
8.23398, 12, 11.9792, 11.1452, 3.74166, 0.020813, 0, 11.1457, 11.2244, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 11.8995, 11.1452
8.24187, 16, 11.9428, 11.1781, 4.24264, 4.05723, 0, 11.1785, 11.2598, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.1781, 11.8606, 11.1781
8.24976, 12, 11.9066, 11.21, 3.74166, 0.0934, 0, 11.2105, 11.2935, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.21, 11.8225, 11.21
8.25765, 14, 11.8707, 11.2401, 4, 2.12925, 0, 11.2408, 11.3248, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.2401, 11.7854, 11.2401
8.26554, 6, 11.8362, 11.2688, 2.82843, -5.83618, 0, 11.2696, 11.3539, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.2688, 11.7503, 11.2688
8.27344, 16, 11.8043, 11.2967, 4.24264, 4.19571, 0, 11.2977, 11.3814, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.2967, 11.7186, 11.2967
8.28133, 14, 11.7763, 11.3247, 4, 2.2237, 0, 11.326, 11.4083, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.3247, 11.6914, 11.3247
8.28922, 10, 11.752, 11.3521, 3.4641, -1.75195, 0, 11.3538, 11.434, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.3521, 11.6684, 11.3521
8.29711, 14, 11.731, 11.3785, 4, 2.26905, 0, 11.3808, 11.4579, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.3785, 11.6492, 11.3785
8.305, 16, 11.7127, 11.4031, 4.24264, 4.28733, 0, 11.4062, 11.4795, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.4031, 11.6332, 11.4031
8.31289, 12, 11.6974, 11.4262, 3.74166, 0.302602, 0, 11.4304, 11.499, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.4262, 11.6203, 11.4262
8.32078, 16, 11.6859, 11.4485, 4.24264, 4.31413, 0, 11.4542, 11.5173, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.4485, 11.6113, 11.4485
8.32868, 6, 11.6787, 11.4708, 2.82843, -5.67873, 0, 11.4786, 11.5353, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.4708, 11.6064, 11.4708
8.33657, 12, 11.6754, 11.4925, 3.74166, 0.32458, 0, 11.503, 11.5524, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.4925, 11.6049, 11.4925
8.34446, 18, 11.6753, 11.513, 4.47214, 6.32473, 0, 11.5273, 11.5682, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.513, 11.6058, 11.513
8.35235, 18, 11.6776, 11.5317, 4.47214, 6.32236, 0, 11.5509, 11.5822, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.5317, 11.608, 11.5317
8.36024, 16, 11.6829, 11.5489, 4.24264, 4.31713, 0, 11.5745, 11.5946, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.5489, 11.6116, 11.5489
8.36813, 16, 11.6919, 11.5654, 4.24264, 4.30814, 0, 11.5993, 11.6064, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.5654, 11.617, 11.5654
8.37602, 22, 11.7055, 11.5817, 4.89898, 10.2945, 0, 11.6263, 11.6182, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.5817, 11.6244, 11.5817
8.38391, 16, 11.7236, 11.5974, 4.24264, 4.27644, 0, 11.6556, 11.6296, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.5974, 11.6331, 11.5974
8.3918, 8, 11.7459, 11.6119, 3.16228, -3.74593, 0, 11.6873, 11.6401, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6119, 11.6423, 11.6119
8.3997, 16, 11.7725, 11.6245, 4.24264, 4.22747, 0, 11.7214, 11.649, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6245, 11.6512, 11.6245
8.40759, 12, 11.8044, 11.6356, 3.74166, 0.195621, 0, 11.7591, 11.6567, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6356, 11.6598, 11.6356
8.41548, 16, 11.843, 11.646, 4.24264, 4.15695, 0, 11.8021, 11.664, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.646, 11.669, 11.646
8.42337, 14, 11.89, 11.6562, 4, 2.10997, 0, 11.8518, 11.6714, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6562, 11.6792, 11.6562
8.43126, 14, 11.9459, 11.6658, 4, 2.05406, 0, 11.9089, 11.6785, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6658, 11.6901, 11.6658
8.43915, 12, 12.0111, 11.6741, 3.74166, -0.0111361, 0, 11.9736, 11.6847, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.6741, 11.7009, 11.6741
8.44704, 12, 12.0862, 11.6805, 3.74166, -0.0862198, 0, 12.0465, 11.6893, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.6805, 11.7114, 11.6805
8.45493, 20, 12.1726, 11.6854, 4.69042, 7.82737, 0, 12.1288, 11.6926, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.6854, 11.7221, 11.6854
8.46282, 18, 12.2722, 11.6896, 4.47214, 5.72777, 0, 12.2221, 11.6954, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.6896, 11.7339, 11.6896
8.47072, 20, 12.3866, 11.6936, 4.69042, 7.6134, 0, 12.3277, 11.6983, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.6936, 11.7478, 11.6936
8.47861, 2, 12.5162, 11.697, 2, -10.5162, 0, 12.4456, 11.7007, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.697, 11.7638, 11.697
8.4865, 8, 12.661, 11.6991, 3.16228, -4.66099, 0, 12.5754, 11.7021, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.6991, 11.7818, 11.6991
8.49439, 18, 12.8208, 11.6994, 4.47214, 5.17915, 0, 12.7163, 11.7017, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.6994, 11.8016, 11.6994
8.50228, 18, 12.9962, 11.6982, 4.47214, 5.00382, 0, 12.8682, 11.7, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.6982, 11.8243, 11.6982
8.51017, 10, 13.1874, 11.6962, 3.4641, -3.18742, 0, 13.0309, 11.6976, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.6962, 11.8513, 11.6962
8.51806, 12, 13.3945, 11.694, 3.74166, -1.39453, 0, 13.2036, 11.6951, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.694, 11.8839, 11.694
8.52596, 14, 13.6159, 11.6913, 4, 0.384079, 0, 13.3841, 11.6921, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.6913, 11.9223, 11.6913
8.53385, 6, 13.8494, 11.6873, 2.82843, -7.84937, 0, 13.5694, 11.688, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.6873, 11.9667, 11.6873
8.54174, 32, 14.0923, 11.6816, 5.83095, 17.9077, 0, 13.7563, 11.6821, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 11.6816, 12.0171, 11.6816
8.54963, 18, 14.3425, 11.6744, 4.47214, 3.65752, 0, 13.9419, 11.6747, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 11.6744, 12.0746, 11.6744
8.55752, 26, 14.5978, 11.6664, 5.2915, 11.4022, 0, 14.1237, 11.6666, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 11.6664, 12.1402, 11.6664
8.56541, 26, 14.8555, 11.6583, 5.2915, 11.1445, 0, 14.2987, 11.6585, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 11.6583, 12.2149, 11.6583
