   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_319.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0275349, 638, 0, 0, 25.2982, 638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0196704, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.011806, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00394152, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00392292, 0, 1.20369e-22, 0, 1.41421, -1.20369e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05693e-24, 0, 0, 0, 4.2292e-26, 0, 1.18269e-22, 0, 0, 0
0.0117874, 0, 2.95079e-22, 0, 1.41421, -2.95079e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04245e-24, 0, 0, 0, 1.06031e-25, 0, 2.8993e-22, 0, 0, 0
0.0196518, 0, 7.09914e-22, 0, 1.41421, -7.09914e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21313e-23, 0, 0, 0, 2.60678e-25, 0, 6.97522e-22, 0, 0, 0
0.0275163, 0, 1.67826e-21, 0, 1.41421, -1.67826e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86785e-23, 0, 0, 0, 6.29341e-25, 0, 1.64895e-21, 0, 0, 0
0.0353807, 0, 3.90265e-21, 0, 1.41421, -3.90265e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66889e-23, 0, 0, 0, 1.49378e-24, 0, 3.83447e-21, 0, 0, 0
0.0432452, 0, 8.93525e-21, 0, 1.41421, -8.93525e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52685e-22, 0, 0, 0, 3.48943e-24, 0, 8.77908e-21, 0, 0, 0
0.0511096, 0, 2.01577e-20, 0, 1.41421, -2.01577e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44452e-22, 0, 0, 0, 8.02905e-24, 0, 1.98052e-20, 0, 0, 0
0.0589741, 0, 4.48399e-20, 0, 1.41421, -4.48399e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66211e-22, 0, 0, 0, 1.82117e-23, 0, 4.40555e-20, 0, 0, 0
0.0668385, 0, 9.84107e-20, 0, 1.41421, -9.84107e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6816e-21, 0, 0, 0, 4.07482e-23, 0, 9.66884e-20, 0, 0, 0
0.074703, 0, 2.13209e-19, 0, 1.41421, -2.13209e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64319e-21, 0, 0, 0, 8.99903e-23, 0, 2.09476e-19, 0, 0, 0
0.0825674, 0, 4.56207e-19, 0, 1.41421, -4.56207e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79533e-21, 0, 0, 0, 1.96266e-22, 0, 4.48215e-19, 0, 0, 0
0.0904319, 0, 9.6448e-19, 0, 1.41421, -9.6448e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64802e-20, 0, 0, 0, 4.22923e-22, 0, 9.47577e-19, 0, 0, 0
0.0982963, 0, 2.01542e-18, 0, 1.41421, -2.01542e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44375e-20, 0, 0, 0, 9.00808e-22, 0, 1.98008e-18, 0, 0, 0
0.106161, 0, 4.16417e-18, 0, 1.41421, -4.16417e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11525e-20, 0, 0, 0, 1.89726e-21, 0, 4.09112e-18, 0, 0, 0
0.114025, 0, 8.50961e-18, 0, 1.41421, -8.50961e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45401e-19, 0, 0, 0, 3.95274e-21, 0, 8.36026e-18, 0, 0, 0
0.12189, 0, 1.72041e-17, 0, 1.41421, -1.72041e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93959e-19, 0, 0, 0, 8.14862e-21, 0, 1.6902e-17, 0, 0, 0
0.129754, 0, 3.44195e-17, 0, 1.41421, -3.44195e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88105e-19, 0, 0, 0, 1.66271e-20, 0, 3.38148e-17, 0, 0, 0
0.137619, 0, 6.81592e-17, 0, 1.41421, -6.81592e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16458e-18, 0, 0, 0, 3.35899e-20, 0, 6.69611e-17, 0, 0, 0
0.145483, 0, 1.33624e-16, 0, 1.41421, -1.33624e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2831e-18, 0, 0, 0, 6.72009e-20, 0, 1.31273e-16, 0, 0, 0
0.153347, 0, 2.59395e-16, 0, 1.41421, -2.59395e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43198e-18, 0, 0, 0, 1.33173e-19, 0, 2.5483e-16, 0, 0, 0
0.161212, 0, 4.98696e-16, 0, 1.41421, -4.98696e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52055e-18, 0, 0, 0, 2.61472e-19, 0, 4.89914e-16, 0, 0, 0
0.169076, 0, 9.49671e-16, 0, 1.41421, -9.49671e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62256e-17, 0, 0, 0, 5.08735e-19, 0, 9.32937e-16, 0, 0, 0
0.176941, 0, 1.79159e-15, 0, 1.41421, -1.79159e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06098e-17, 0, 0, 0, 9.81074e-19, 0, 1.76e-15, 0, 0, 0
0.184805, 0, 3.34881e-15, 0, 1.41421, -3.34881e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72145e-17, 0, 0, 0, 1.87557e-18, 0, 3.28972e-15, 0, 0, 0
