   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_288.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0295453, 576, 0, 0, 24.0416, 576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0216775, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0138096, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00594176, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00192609, 0, 5.27247e-24, 0, 1.41421, -5.27247e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91523e-26, 0, 0, 4.08959e-29, 0, 0, 5.24327e-24, 0, 0, 0
0.00979394, 0, 1.54095e-23, 0, 1.41421, -1.54095e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52013e-26, 0, 0, 1.21132e-28, 0, 0, 1.53241e-23, 0, 0, 0
0.0176618, 0, 4.35717e-23, 0, 1.41421, -4.35717e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40915e-25, 0, 0, 3.47193e-28, 0, 0, 4.33304e-23, 0, 0, 0
0.0255296, 0, 1.19646e-22, 0, 1.41421, -1.19646e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61543e-25, 0, 0, 9.66549e-28, 0, 0, 1.18984e-22, 0, 0, 0
0.0333975, 0, 3.2e-22, 0, 1.41421, -3.2e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76933e-24, 0, 0, 2.62109e-27, 0, 0, 3.18228e-22, 0, 0, 0
0.0412653, 0, 8.35561e-22, 0, 1.41421, -8.35561e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61995e-24, 0, 0, 6.94007e-27, 0, 0, 8.30934e-22, 0, 0, 0
