   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_124.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.75747, 58, 53.6066, 52.5767, 7.74597, 4.39339, 0, 52.5767, 52.5789, 53.5354, 52.6457, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767, 52.5767
6.76534, 44, 53.7931, 52.5701, 6.78233, -9.79309, 0, 52.5701, 52.5726, 53.7416, 52.6191, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701, 52.5701
6.77321, 56, 54.1283, 52.563, 7.61577, 1.87168, 0, 52.563, 52.5658, 54.091, 52.5974, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563, 52.563
6.78108, 48, 54.646, 52.5551, 7.07107, -6.64603, 0, 52.5551, 52.5583, 54.6188, 52.5791, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551, 52.5551
6.78896, 82, 55.3968, 52.5466, 9.16515, 26.6032, 0, 52.5466, 52.5502, 55.3767, 52.5631, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466, 52.5466
6.79683, 54, 56.4497, 52.5372, 7.48331, -2.44968, 0, 52.5372, 52.5413, 56.4344, 52.5485, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372, 52.5372
6.8047, 44, 57.895, 52.5271, 6.78233, -13.895, 0, 52.5271, 52.5315, 57.8829, 52.5347, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271, 52.5271
6.81257, 62, 59.8473, 52.5159, 8, 2.15265, 0, 52.5159, 52.5208, 59.8374, 52.521, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159, 52.5159
6.82044, 58, 62.4484, 52.5037, 7.74597, -4.44836, 0, 52.5038, 52.509, 62.4397, 52.5071, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037, 52.5037
6.82831, 66, 65.87, 52.4904, 8.24621, 0.129967, 0, 52.4904, 52.496, 65.8621, 52.4926, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904, 52.4904
6.83619, 88, 70.3171, 52.4757, 9.48683, 17.6829, 0, 52.4757, 52.4817, 70.3096, 52.4772, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757, 52.4757
6.84406, 82, 76.0273, 52.4594, 9.16515, 5.97271, 0, 52.4594, 52.4658, 76.02, 52.4604, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594, 52.4594
6.85193, 110, 83.2739, 52.4412, 10.583, 26.7261, 0, 52.4412, 52.4479, 83.2667, 52.4418, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412, 52.4412
6.8598, 108, 92.3591, 52.4207, 10.4881, 15.6409, 0, 52.4207, 52.4276, 92.3519, 52.4211, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207, 52.4207
6.86767, 100, 103.615, 52.3973, 10.0995, -3.61511, 0, 52.3973, 52.4044, 103.608, 52.3975, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973, 52.3973
6.87555, 160, 117.394, 52.3703, 12.7279, 42.6058, 0, 52.3703, 52.3775, 117.387, 52.3704, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703, 52.3703
6.88342, 166, 134.056, 52.3387, 12.9615, 31.944, 0, 52.3388, 52.346, 134.049, 52.3388, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387, 52.3387
6.89129, 146, 153.959, 52.3015, 12.1655, -7.95854, 0, 52.3015, 52.3088, 153.951, 52.3016, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015, 52.3015
6.89916, 196, 177.439, 52.2572, 14.0712, 18.5608, 0, 52.2572, 52.2644, 177.432, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572, 52.2572
6.90703, 238, 204.79, 52.2039, 15.4919, 33.2101, 0, 52.2039, 52.211, 204.783, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039, 52.2039
6.9149, 258, 236.245, 52.1395, 16.1245, 21.7548, 0, 52.1395, 52.1464, 236.238, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395, 52.1395
6.92278, 336, 271.945, 52.0615, 18.3848, 64.0554, 0, 52.0615, 52.0681, 271.938, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615, 52.0615
6.93065, 342, 311.925, 51.9666, 18.5472, 30.0753, 0, 51.9666, 51.973, 311.918, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666, 51.9666
6.93852, 400, 356.081, 51.8516, 20.0499, 43.9186, 0, 51.8516, 51.8576, 356.075, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516, 51.8516
6.94639, 404, 404.157, 51.7123, 20.1494, -0.156525, 0, 51.7123, 51.718, 404.151, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123, 51.7123
6.95426, 446, 455.729, 51.5443, 21.166, -9.72934, 0, 51.5443, 51.5495, 455.724, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443, 51.5443
6.96214, 532, 510.205, 51.3425, 23.1084, 21.7951, 0, 51.3425, 51.3474, 510.2, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425, 51.3425
6.97001, 584, 566.803, 51.1018, 24.2074, 17.1971, 0, 51.1018, 51.1062, 566.798, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018, 51.1018
6.97788, 654, 624.591, 50.8164, 25.6125, 29.4087, 0, 50.8164, 50.8205, 624.587, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164, 50.8164
6.98575, 632, 682.479, 50.4807, 25.1794, -50.4786, 0, 50.4808, 50.4844, 682.475, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4807, 50.4808, 50.4807, 50.4807, 50.4807, 50.4807
6.99362, 792, 739.268, 50.089, 28.178, 52.7325, 0, 50.089, 50.0922, 739.264, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089, 50.089
7.00149, 758, 793.622, 49.5746, 27.5681, -35.6223, 0, 49.5746, 49.5775, 793.619, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746, 49.5746
7.00937, 884, 843.7, 48.4039, 29.7658, 40.3001, 0, 48.4039, 48.4064, 843.697, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039, 48.4039
7.01724, 876, 888.811, 47.176, 29.6311, -12.8105, 0, 47.176, 47.1782, 888.808, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176, 47.176
7.02511, 880, 927.747, 45.893, 29.6985, -47.7473, 0, 45.893, 45.8949, 927.745, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893, 45.893
7.03298, 938, 959.42, 44.5588, 30.6594, -21.4198, 0, 44.5588, 44.5604, 959.418, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588, 44.5588
7.04085, 902, 982.922, 43.1782, 30.0666, -80.922, 0, 43.1782, 43.1796, 982.921, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782, 43.1782
7.04873, 844, 997.559, 41.7576, 29.0861, -153.559, 0, 41.7576, 41.7588, 997.558, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576, 41.7576
7.0566, 998, 1002.89, 40.3047, 31.6228, -4.8905, 0, 40.3047, 40.3057, 1002.89, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047, 40.3047
7.06447, 930, 998.746, 38.8283, 30.5287, -68.7457, 0, 38.8283, 38.8292, 998.745, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283, 38.8283
7.07234, 910, 985.234, 37.3383, 30.1993, -75.2335, 0, 37.3383, 37.3391, 985.233, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383, 37.3383
7.08021, 836, 962.733, 35.8453, 28.9482, -126.733, 0, 35.8453, 35.8459, 962.733, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453, 35.8453
7.08809, 878, 931.88, 34.3601, 29.6648, -53.8802, 0, 34.3601, 34.3606, 931.88, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601, 34.3601
7.09596, 810, 893.534, 32.8941, 28.4956, -83.5344, 0, 32.8941, 32.8945, 893.534, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941, 32.8941
7.10383, 794, 848.73, 31.4576, 28.2135, -54.73, 0, 31.4576, 31.458, 848.73, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576, 31.4576
7.1117, 720, 798.645, 30.061, 26.8701, -78.6454, 0, 30.061, 30.0613, 798.645, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061, 30.061
7.11957, 664, 744.534, 28.7132, 25.807, -80.5339, 0, 28.7132, 28.7134, 744.534, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132, 28.7132
7.12744, 574, 687.677, 27.4213, 24, -113.677, 0, 27.4213, 27.4216, 687.676, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213, 27.4213
7.13532, 570, 629.346, 26.1916, 23.9165, -59.3457, 0, 26.1916, 26.1918, 629.345, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916, 26.1916
7.14319, 482, 570.733, 25.0281, 22, -88.7333, 0, 25.0281, 25.0283, 570.733, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281, 25.0281
7.15106, 440, 512.942, 23.9335, 21.0238, -72.9418, 0, 23.9336, 23.9337, 512.942, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9335, 23.9336, 23.9335
7.15893, 362, 456.929, 22.9093, 19.0788, -94.9293, 0, 22.9093, 22.9095, 456.929, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9093, 22.9094, 22.9093
7.1668, 342, 403.496, 21.9547, 18.5472, -61.4956, 0, 21.9547, 21.9548, 403.495, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547, 21.9547
7.17467, 340, 353.293, 21.067, 18.4932, -13.2932, 0, 21.067, 21.0671, 353.293, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.067, 21.0671, 21.067
7.18255, 266, 306.786, 20.2426, 16.3707, -40.7865, 0, 20.2427, 20.2428, 306.786, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2426, 20.2428, 20.2426
7.19042, 252, 264.28, 19.4763, 15.9374, -12.2802, 0, 19.4763, 19.4765, 264.28, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4763, 19.4765, 19.4763
7.19829, 184, 225.936, 18.7627, 13.6382, -41.9359, 0, 18.7627, 18.7628, 225.935, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7627, 18.7629, 18.7627
7.20616, 186, 191.772, 18.0962, 13.7113, -5.77156, 0, 18.0962, 18.0963, 191.771, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0962, 18.0965, 18.0962
7.21403, 160, 161.699, 17.4708, 12.7279, -1.69948, 0, 17.4708, 17.471, 161.699, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4708, 17.4712, 17.4708
7.22191, 150, 135.534, 16.8806, 12.3288, 14.4662, 0, 16.8806, 16.8807, 135.533, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8806, 16.8811, 16.8806
7.22978, 92, 113.018, 16.3181, 9.69536, -21.018, 0, 16.3181, 16.3182, 113.017, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3181, 16.3187, 16.3181
7.23765, 80, 93.8519, 15.7767, 9.05539, -13.8519, 0, 15.7768, 15.7769, 93.851, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7767, 15.7775, 15.7767
7.24552, 76, 77.7025, 15.2516, 8.83176, -1.70253, 0, 15.2516, 15.2517, 77.7015, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2516, 15.2525, 15.2516
7.25339, 76, 64.228, 14.7376, 8.83176, 11.772, 0, 14.7376, 14.7378, 64.2268, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7376, 14.7387, 14.7376
7.26126, 42, 53.0876, 14.23, 6.63325, -11.0876, 0, 14.23, 14.2302, 53.0862, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.23, 14.2312, 14.23
7.26914, 30, 43.9528, 13.7252, 5.65685, -13.9528, 0, 13.7252, 13.7254, 43.9512, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7252, 13.7266, 13.7252
7.27701, 36, 36.5192, 13.2208, 6.16441, -0.519207, 0, 13.2208, 13.221, 36.5174, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2208, 13.2224, 13.2208
7.28488, 24, 30.5079, 12.7147, 5.09902, -6.50787, 0, 12.7148, 12.7149, 30.5058, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7147, 12.7166, 12.7147
7.29275, 26, 25.6683, 12.204, 5.2915, 0.331659, 0, 12.204, 12.2041, 25.6661, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.204, 12.206, 12.204
7.30062, 28, 21.7823, 11.686, 5.47723, 6.21774, 0, 11.686, 11.6862, 21.7797, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.686, 11.6884, 11.686
7.3085, 26, 18.8547, 11.3527, 5.2915, 7.14527, 0, 11.3527, 11.3529, 18.852, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3527, 11.3553, 11.3527
7.31637, 10, 16.5487, 11.0246, 3.4641, -6.54866, 0, 11.0246, 11.0248, 16.5457, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0246, 11.0274, 11.0246
7.32424, 14, 14.732, 10.7009, 4, -0.73204, 0, 10.7009, 10.7011, 14.7288, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7009, 10.7039, 10.7009
7.33211, 4, 13.2974, 10.3819, 2.44949, -9.29739, 0, 10.3819, 10.3821, 13.2939, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3819, 10.3852, 10.3819
7.33998, 6, 12.1584, 10.0684, 2.82843, -6.15841, 0, 10.0684, 10.0685, 12.1547, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0684, 10.0718, 10.0684
7.34785, 10, 11.2443, 9.75904, 3.4641, -1.24434, 0, 9.75905, 9.75922, 11.2405, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.75904, 9.76271, 9.75904
7.35573, 10, 10.501, 9.45455, 3.4641, -0.50104, 0, 9.45455, 9.45473, 10.497, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45455, 9.45838, 9.45455
7.3636, 6, 10.1917, 9.46051, 2.82843, -4.19174, 0, 9.46052, 9.4607, 10.1876, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46051, 9.46052, 9.46051, 9.46051, 9.4645, 9.46051
7.37147, 12, 9.97319, 9.46633, 3.74166, 2.02681, 0, 9.46634, 9.46652, 9.96889, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.46633, 9.47044, 9.46633
7.37934, 10, 9.82085, 9.47215, 3.4641, 0.17915, 0, 9.47216, 9.47234, 9.81645, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47215, 9.47636, 9.47215
7.38721, 14, 9.71637, 9.47809, 4, 4.28363, 0, 9.4781, 9.47828, 9.71189, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.47809, 9.48237, 9.47809
7.39509, 8, 9.64585, 9.48393, 3.16228, -1.64585, 0, 9.48394, 9.48412, 9.64129, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48393, 9.48828, 9.48393
7.40296, 12, 9.59935, 9.48974, 3.74166, 2.40065, 0, 9.48975, 9.48994, 9.59473, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.48974, 9.49416, 9.48974
7.41083, 16, 9.56946, 9.49534, 4.24264, 6.43054, 0, 9.49535, 9.49554, 9.56477, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49534, 9.49535, 9.49534, 9.49534, 9.49983, 9.49534
7.4187, 8, 9.55062, 9.50033, 3.16228, -1.55062, 0, 9.50034, 9.50052, 9.54584, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.50033, 9.5049, 9.50033
7.42657, 20, 9.53903, 9.50454, 4.69042, 10.461, 0, 9.50455, 9.50474, 9.53412, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50454, 9.50924, 9.50454
7.43444, 8, 9.53171, 9.50756, 3.16228, -1.53171, 0, 9.50757, 9.50776, 9.52662, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.50756, 9.51244, 9.50756
7.44232, 8, 9.52681, 9.5093, 3.16228, -1.52681, 0, 9.50931, 9.5095, 9.52147, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.5093, 9.51443, 9.5093
7.45019, 14, 9.52316, 9.50976, 4, 4.47684, 0, 9.50977, 9.50996, 9.51747, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.50976, 9.51523, 9.50976
7.45806, 10, 9.52003, 9.50903, 3.4641, 0.479972, 0, 9.50904, 9.50924, 9.51387, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50904, 9.50903, 9.50903, 9.51497, 9.50903
7.46593, 6, 9.51697, 9.50719, 2.82843, -3.51697, 0, 9.5072, 9.5074, 9.5102, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.50719, 9.51374, 9.50719
7.4738, 12, 9.51328, 9.50389, 3.74166, 2.48672, 0, 9.5039, 9.5041, 9.50575, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.50389, 9.5112, 9.50389
7.48168, 4, 9.50871, 9.49908, 2.44949, -5.50871, 0, 9.49909, 9.49929, 9.50022, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.49908, 9.50736, 9.49908
7.48955, 18, 9.50305, 9.4927, 4.47214, 8.49695, 0, 9.49271, 9.49291, 9.49339, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.4927, 9.50214, 9.4927
