   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.200734, 0, 2.17455e-14, 0, 1.41421, -2.17455e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78039e-17, 0, 0, 2.76971e-19, 1.63597e-18, 0, 2.16958e-14, 0, 0, 0
0.2086, 0, 4.02561e-14, 0, 1.41421, -4.02561e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.84964e-17, 0, 0, 5.21291e-19, 3.10047e-18, 0, 4.0164e-14, 0, 0, 0
0.216465, 0, 7.38417e-14, 0, 1.41421, -7.38417e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62328e-16, 0, 0, 9.72641e-19, 5.82592e-18, 0, 7.36725e-14, 0, 0, 0
0.224331, 0, 1.34221e-13, 0, 1.41421, -1.34221e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95062e-16, 0, 0, 1.79933e-18, 1.08557e-17, 0, 1.33914e-13, 0, 0, 0
0.232196, 0, 2.41788e-13, 0, 1.41421, -2.41788e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3153e-16, 0, 0, 3.30076e-18, 2.0062e-17, 0, 2.41233e-13, 0, 0, 0
0.240062, 0, 4.31695e-13, 0, 1.41421, -4.31695e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49015e-16, 0, 0, 6.00512e-18, 3.67777e-17, 0, 4.30703e-13, 0, 0, 0
0.247927, 0, 7.63988e-13, 0, 1.41421, -7.63988e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67952e-15, 0, 0, 1.08367e-17, 6.68888e-17, 0, 7.62231e-13, 0, 0, 0
0.255793, 0, 1.34028e-12, 0, 1.41421, -1.34028e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94647e-15, 0, 0, 1.94003e-17, 1.2071e-16, 0, 1.33719e-12, 0, 0, 0
0.263658, 0, 2.33097e-12, 0, 1.41421, -2.33097e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1245e-15, 0, 0, 3.44604e-17, 2.162e-16, 0, 2.32559e-12, 0, 0, 0
0.271523, 0, 4.01918e-12, 0, 1.41421, -4.01918e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83622e-15, 0, 0, 6.07453e-17, 3.84364e-16, 0, 4.0099e-12, 0, 0, 0
0.279389, 0, 6.87108e-12, 0, 1.41421, -6.87108e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51068e-14, 0, 0, 1.06283e-16, 6.78383e-16, 0, 6.85519e-12, 0, 0, 0
0.287254, 0, 1.16473e-11, 0, 1.41421, -1.16473e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56094e-14, 0, 0, 1.84614e-16, 1.18886e-15, 0, 1.16203e-11, 0, 0, 0
0.29512, 0, 1.95778e-11, 0, 1.41421, -1.95778e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30501e-14, 0, 0, 3.18437e-16, 2.06917e-15, 0, 1.95324e-11, 0, 0, 0
0.302985, 0, 3.26333e-11, 0, 1.41421, -3.26333e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1766e-14, 0, 0, 5.45574e-16, 3.57732e-15, 0, 3.25574e-11, 0, 0, 0
0.310851, 0, 5.39436e-11, 0, 1.41421, -5.39436e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18648e-13, 0, 0, 9.28717e-16, 6.1449e-15, 0, 5.38179e-11, 0, 0, 0
0.318716, 0, 8.84347e-11, 0, 1.41421, -8.84347e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94547e-13, 0, 0, 1.57129e-15, 1.04901e-14, 0, 8.82281e-11, 0, 0, 0
0.326581, 0, 1.4379e-10, 3.82554e-43, 1.41421, -1.4379e-10, 0, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.16399e-13, 3.82554e-43, 3.82554e-43, 2.64324e-15, 1.78019e-14, 3.82554e-43, 1.43453e-10, 3.82554e-43, 3.82554e-43, 3.82554e-43
0.334447, 0, 2.31889e-10, 6.51604e-42, 1.41421, -2.31889e-10, 0, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 6.51604e-42, 5.1041e-13, 6.51604e-42, 6.51604e-42, 4.42285e-15, 3.0041e-14, 6.51604e-42, 2.31344e-10, 6.51604e-42, 6.51604e-42, 6.51604e-42
0.342312, 0, 3.70933e-10, 9.21045e-41, 1.41421, -3.70933e-10, 0, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 9.21045e-41, 8.16773e-13, 9.21045e-41, 9.21045e-41, 7.36466e-15, 5.04279e-14, 9.21045e-41, 3.70058e-10, 9.21045e-41, 9.21045e-41, 9.21045e-41
0.350178, 0, 5.88567e-10, 1.15319e-39, 1.41421, -5.88567e-10, 0, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.15319e-39, 1.29661e-12, 1.15319e-39, 1.15319e-39, 1.22097e-14, 8.4236e-14, 1.15319e-39, 5.87174e-10, 1.15319e-39, 1.15319e-39, 1.15319e-39
0.358043, 0, 9.26409e-10, 1.29495e-38, 1.41421, -9.26409e-10, 0, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 1.29495e-38, 2.0421e-12, 1.29495e-38, 1.29495e-38, 2.01646e-14, 1.40079e-13, 1.29495e-38, 9.24206e-10, 1.29495e-38, 1.29495e-38, 1.29495e-38
0.365909, 0, 1.44669e-09, 4.94852e-37, 1.41421, -1.44669e-09, 0, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 4.94852e-37, 3.1914e-12, 4.94852e-37, 4.94852e-37, 3.32469e-14, 2.32375e-13, 4.94852e-37, 1.44324e-09, 4.94852e-37, 4.94852e-37, 4.94852e-37
0.373774, 0, 2.24104e-09, 4.18626e-36, 1.41421, -2.24104e-09, 0, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.18626e-36, 4.94819e-12, 4.18626e-36, 4.18626e-36, 5.45787e-14, 3.83474e-13, 4.18626e-36, 2.23566e-09, 4.18626e-36, 4.18626e-36, 4.18626e-36
0.38164, 0, 3.44425e-09, 3.25268e-35, 1.41421, -3.44425e-09, 0, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 3.25268e-35, 7.6132e-12, 3.25268e-35, 3.25268e-35, 8.94032e-14, 6.30835e-13, 3.25268e-35, 3.43591e-09, 3.25268e-35, 3.25268e-35, 3.25268e-35
0.389505, 0, 5.25209e-09, 2.33184e-34, 1.41421, -5.25209e-09, 0, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 2.33184e-34, 1.16247e-11, 2.33184e-34, 2.33184e-34, 1.46208e-13, 1.03499e-12, 2.33184e-34, 5.23929e-09, 2.33184e-34, 2.33184e-34, 2.33184e-34
0.39737, 0, 7.94671e-09, 1.60853e-33, 1.41421, -7.94671e-09, 0, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.60853e-33, 1.7617e-11, 1.60853e-33, 1.60853e-33, 2.38829e-13, 1.69433e-12, 1.60853e-33, 7.92716e-09, 1.60853e-33, 1.60853e-33, 1.60853e-33
0.405236, 0, 1.19312e-08, 9.98612e-33, 1.41421, -1.19312e-08, 0, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 9.98612e-33, 2.65009e-11, 9.98612e-33, 9.98612e-33, 3.89827e-13, 2.76875e-12, 9.98612e-33, 1.19015e-08, 9.98612e-33, 9.98612e-33, 9.98612e-33
0.413101, 0, 1.77765e-08, 6.0718e-32, 1.41421, -1.77765e-08, 0, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 6.0718e-32, 3.95744e-11, 6.0718e-32, 6.0718e-32, 6.35998e-13, 4.51808e-12, 6.0718e-32, 1.77318e-08, 6.0718e-32, 6.0718e-32, 6.0718e-32
0.420967, 0, 2.62848e-08, 3.3522e-31, 1.41421, -2.62848e-08, 0, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 3.3522e-31, 5.86737e-11, 3.3522e-31, 3.3522e-31, 1.03733e-12, 7.36441e-12, 3.3522e-31, 2.62178e-08, 3.3522e-31, 3.3522e-31, 3.3522e-31
0.428832, 0, 3.85733e-08, 1.77848e-30, 1.41421, -3.85733e-08, 0, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 1.77848e-30, 8.63777e-11, 1.77848e-30, 1.77848e-30, 1.69151e-12, 1.19928e-11, 1.77848e-30, 3.84732e-08, 1.77848e-30, 1.77848e-30, 1.77848e-30
0.436698, 0, 5.61851e-08, 8.94228e-30, 1.41421, -5.61851e-08, 0, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 8.94228e-30, 1.26283e-10, 8.94228e-30, 8.94228e-30, 2.75732e-12, 1.95138e-11, 8.94228e-30, 5.60366e-08, 8.94228e-30, 8.94228e-30, 8.94228e-30
0.444563, 0, 8.12342e-08, 4.25705e-29, 1.41421, -8.12342e-08, 0, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 4.25705e-29, 1.83373e-10, 4.25705e-29, 4.25705e-29, 4.49222e-12, 3.1723e-11, 4.25705e-29, 8.10146e-08, 4.25705e-29, 4.25705e-29, 4.25705e-29
0.452428, 0, 1.16594e-07, 1.94216e-28, 1.41421, -1.16594e-07, 0, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 1.94216e-28, 2.64504e-10, 1.94216e-28, 1.94216e-28, 7.31224e-12, 5.15169e-11, 1.94216e-28, 1.1627e-07, 1.94216e-28, 1.94216e-28, 1.94216e-28
0.460294, 0, 1.66134e-07, 8.44907e-28, 1.41421, -1.66134e-07, 0, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 8.44907e-28, 3.79053e-10, 8.44907e-28, 8.44907e-28, 1.18868e-11, 8.35471e-11, 8.44907e-28, 1.6566e-07, 8.44907e-28, 8.44907e-28, 8.44907e-28
0.468159, 0, 2.35034e-07, 3.50127e-27, 1.41421, -2.35034e-07, 0, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 3.50127e-27, 5.3976e-10, 3.50127e-27, 3.50127e-27, 1.92879e-11, 1.35251e-10, 3.50127e-27, 2.3434e-07, 3.50127e-27, 3.50127e-27, 3.50127e-27
0.476025, 0, 3.30159e-07, 1.38409e-26, 1.41421, -3.30159e-07, 0, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 1.38409e-26, 7.63836e-10, 1.38409e-26, 1.38409e-26, 3.12228e-11, 2.18449e-10, 1.38409e-26, 3.29146e-07, 1.38409e-26, 1.38409e-26, 1.38409e-26
0.48389, 0, 4.6055e-07, 5.2286e-26, 1.41421, -4.6055e-07, 0, 5.2286e-26, 5.2286e-26, 5.2286e-26, 5.2286e-26, 5.2286e-26, 5.2286e-26, 5.2286e-26, 1.83827e-12, 5.2286e-26, 5.2286e-26, 5.2286e-26, 1.07439e-09, 5.2286e-26, 5.2286e-26, 5.03935e-11, 3.51809e-10, 5.2286e-26, 4.59071e-07, 5.2286e-26, 5.2286e-26, 5.2286e-26
0.491756, 0, 6.38011e-07, 1.89124e-25, 1.41421, -6.38011e-07, 0, 1.89124e-25, 1.89124e-25, 1.89124e-25, 1.89124e-25, 1.89124e-25, 1.89124e-25, 1.89124e-25, 6.35371e-12, 1.89124e-25, 1.89124e-25, 1.89124e-25, 1.50225e-09, 1.89124e-25, 1.89124e-25, 8.10484e-11, 5.64587e-10, 1.89124e-25, 6.35856e-07, 1.89124e-25, 1.89124e-25, 1.89124e-25
0.499621, 0, 8.80646e-07, 6.62355e-25, 1.41421, -8.80646e-07, 0, 8.30419e-15, 5.69891e-14, 4.93194e-14, 3.70561e-10, 7.95522e-12, 1.00232e-11, 2.52707e-13, 1.0151e-10, 9.80618e-10, 2.0661e-12, 1.21485e-09, 2.0884e-09, 5.83184e-13, 2.38938e-12, 1.29819e-10, 9.02261e-10, 2.09536e-15, 8.74809e-07, 6.62355e-25, 6.62355e-25, 2.50381e-11
0.507487, 0, 1.20968e-06, 3.12168e-10, 1.41421, -1.20968e-06, 3.12168e-10, 3.12196e-10, 3.12364e-10, 3.12337e-10, 1.58708e-09, 3.39538e-10, 3.46652e-10, 3.13037e-10, 6.44513e-10, 3.68598e-09, 3.19276e-10, 4.49184e-09, 3.19897e-09, 3.14174e-10, 3.20388e-10, 5.19161e-10, 1.74707e-09, 3.12175e-10, 1.19582e-06, 3.12168e-10, 3.12168e-10, 3.98311e-10
0.515352, 0, 1.6557e-06, 1.06834e-09, 1.41421, -1.6557e-06, 1.06834e-09, 1.06842e-09, 1.06887e-09, 1.0688e-09, 4.48319e-09, 1.14165e-09, 1.16071e-09, 1.07067e-09, 1.94405e-09, 1.01051e-08, 1.08738e-09, 1.22636e-08, 5.03663e-09, 1.07372e-09, 1.09036e-09, 1.39672e-09, 3.33775e-09, 1.06836e-09, 1.62417e-06, 1.06834e-09, 1.06834e-09, 1.29908e-09
0.523217, 0, 2.26313e-06, 2.8513e-09, 1.41421, -2.26313e-06, 2.8513e-09, 2.85148e-09, 2.85258e-09, 2.85241e-09, 1.1194e-08, 3.0304e-09, 3.07695e-09, 2.85699e-09, 4.97226e-09, 2.49285e-08, 2.89781e-09, 3.02018e-08, 8.27646e-09, 2.86443e-09, 2.90509e-09, 3.36939e-09, 6.41853e-09, 2.85134e-09, 2.19264e-06, 2.8513e-09, 2.8513e-09, 3.41499e-09
0.531083, 0, 3.09876e-06, 6.94651e-09, 1.41421, -3.09876e-06, 6.94651e-09, 6.94694e-09, 6.94949e-09, 6.94909e-09, 2.63496e-08, 7.36306e-09, 7.47134e-09, 6.95974e-09, 1.18498e-08, 5.82931e-08, 7.05469e-09, 7.05577e-08, 1.43236e-08, 6.97704e-09, 7.07162e-09, 7.75908e-09, 1.25162e-08, 6.94662e-09, 2.9432e-06, 6.94651e-09, 6.94651e-09, 8.25754e-09
0.538948, 0, 4.26904e-06, 1.61186e-08, 1.41421, -4.26904e-06, 1.61186e-08, 1.61195e-08, 1.61253e-08, 1.61244e-08, 5.97344e-08, 1.70549e-08, 1.72983e-08, 1.61483e-08, 2.70844e-08, 1.31539e-07, 1.63618e-08, 1.59109e-07, 2.60967e-08, 1.61872e-08, 1.63998e-08, 1.73851e-08, 2.47519e-08, 1.61188e-08, 3.93046e-06, 1.61186e-08, 1.61186e-08, 1.90656e-08
0.546814, 0, 5.95255e-06, 3.6158e-08, 1.41421, -5.95255e-06, 3.6158e-08, 3.61602e-08, 3.61727e-08, 3.61707e-08, 1.31491e-07, 3.82046e-08, 3.87367e-08, 3.62231e-08, 6.09496e-08, 2.88437e-07, 3.66896e-08, 3.48696e-07, 4.95835e-08, 3.63081e-08, 3.67728e-08, 3.81192e-08, 4.9454e-08, 3.61586e-08, 5.22647e-06, 3.6158e-08, 3.6158e-08, 4.25995e-08
0.554679, 0, 8.45769e-06, 7.88861e-08, 1.41421, -8.45769e-06, 7.88861e-08, 7.88907e-08, 7.89174e-08, 7.89132e-08, 2.8202e-07, 8.3247e-08, 8.43806e-08, 7.90247e-08, 1.33587e-07, 6.16439e-07, 8.00187e-08, 7.44839e-07, 9.68564e-08, 7.92058e-08, 8.01959e-08, 8.19026e-08, 9.91844e-08, 7.88873e-08, 6.92852e-06, 7.88861e-08, 7.88861e-08, 9.26115e-08
0.562545, 0, 1.23485e-05, 1.67803e-07, 1.41421, -1.23485e-05, 1.67803e-07, 1.67813e-07, 1.67868e-07, 1.6786e-07, 5.90263e-07, 1.76873e-07, 1.7923e-07, 1.68091e-07, 3.04132e-07, 1.28576e-06, 1.70159e-07, 1.55279e-06, 1.91734e-07, 1.68468e-07, 1.70527e-07, 1.72411e-07, 1.98539e-07, 1.67806e-07, 9.17232e-06, 1.67803e-07, 1.67803e-07, 1.96348e-07
0.57041, 0, 1.86019e-05, 3.48411e-07, 1.41421, -1.86019e-05, 3.48411e-07, 3.48431e-07, 3.48543e-07, 3.48526e-07, 1.20646e-06, 3.66832e-07, 3.7162e-07, 3.48996e-07, 6.57564e-07, 2.61907e-06, 3.53195e-07, 3.16144e-06, 3.80117e-07, 3.49762e-07, 3.53944e-07, 3.55401e-07, 3.94563e-07, 3.48416e-07, 1.21541e-05, 3.48411e-07, 3.48411e-07, 4.06388e-07
0.578275, 0, 2.89698e-05, 7.06525e-07, 1.41421, -2.89698e-05, 7.06525e-07, 7.06563e-07, 7.06787e-07, 7.06752e-07, 2.40915e-06, 7.43077e-07, 7.52579e-07, 7.07686e-07, 1.37473e-06, 5.2122e-06, 7.16018e-07, 6.28842e-06, 7.48324e-07, 7.09205e-07, 7.17504e-07, 7.17054e-07, 7.75243e-07, 7.06535e-07, 1.61679e-05, 7.06525e-07, 7.06525e-07, 8.21569e-07
0.586141, 0, 4.65342e-05, 1.39977e-06, 1.41421, -4.65342e-05, 1.39977e-06, 1.39984e-06, 1.40028e-06, 1.40021e-06, 4.70133e-06, 1.47065e-06, 1.48907e-06, 1.40202e-06, 2.80003e-06, 1.01367e-05, 1.41818e-06, 1.22236e-05, 1.4546e-06, 1.40496e-06, 1.42106e-06, 1.41551e-06, 1.50123e-06, 1.39979e-06, 2.16682e-05, 1.39977e-06, 1.39977e-06, 1.62285e-06
