   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_197.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.144849, 0, 4.08367e-16, 0, 1.41421, -4.08367e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04126e-21, 3.99511e-21, 0, 4.08355e-16, 0, 0, 0
0.152718, 0, 8.00537e-16, 0, 1.41421, -8.00537e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61108e-20, 7.99581e-21, 0, 8.00513e-16, 0, 0, 0
0.160587, 0, 1.53854e-15, 0, 1.41421, -1.53854e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.154e-20, 1.564e-20, 0, 1.53849e-15, 0, 0, 0
0.168457, 0, 2.92941e-15, 0, 1.41421, -2.92941e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1189e-20, 3.03223e-20, 0, 2.92932e-15, 0, 0, 0
0.176326, 0, 5.52659e-15, 0, 1.41421, -5.52659e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17656e-19, 5.82797e-20, 0, 5.52641e-15, 0, 0, 0
0.184195, 0, 1.03321e-14, 0, 1.41421, -1.03321e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24257e-19, 1.11064e-19, 0, 1.03318e-14, 0, 0, 0
0.192065, 0, 1.9144e-14, 0, 1.41421, -1.9144e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23762e-19, 2.09897e-19, 0, 1.91433e-14, 0, 0, 0
0.199934, 0, 3.51583e-14, 0, 1.41421, -3.51583e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93989e-19, 3.93444e-19, 0, 3.51571e-14, 0, 0, 0
0.207803, 0, 6.40059e-14, 0, 1.41421, -6.40059e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47528e-18, 7.31585e-19, 0, 6.40037e-14, 0, 0, 0
0.215673, 0, 1.15517e-13, 0, 1.41421, -1.15517e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71863e-18, 1.34963e-18, 0, 1.15513e-13, 0, 0, 0
0.223542, 0, 2.06702e-13, 0, 1.41421, -2.06702e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96934e-18, 2.47054e-18, 0, 2.06695e-13, 0, 0, 0
0.231411, 0, 3.66733e-13, 0, 1.41421, -3.66733e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01104e-18, 4.48802e-18, 0, 3.6672e-13, 0, 0, 0
0.239281, 0, 6.45195e-13, 0, 1.41421, -6.45195e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62118e-17, 8.09202e-18, 0, 6.4517e-13, 0, 0, 0
0.24715, 0, 1.12563e-12, 0, 1.41421, -1.12563e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8942e-17, 1.44839e-17, 0, 1.12559e-12, 0, 0, 0
0.255019, 0, 1.94759e-12, 0, 1.41421, -1.94759e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12778e-17, 2.57385e-17, 0, 1.94751e-12, 0, 0, 0
0.262889, 0, 3.34205e-12, 0, 1.41421, -3.34205e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01782e-17, 4.54164e-17, 0, 3.34192e-12, 0, 0, 0
0.270758, 0, 5.68817e-12, 0, 1.41421, -5.68817e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57443e-16, 7.95869e-17, 0, 5.68794e-12, 0, 0, 0
0.278627, 0, 9.60279e-12, 0, 1.41421, -9.60279e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7295e-16, 1.38529e-16, 0, 9.60238e-12, 0, 0, 0
0.286497, 0, 1.60808e-11, 0, 1.41421, -1.60808e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69975e-16, 2.39542e-16, 0, 1.60801e-11, 0, 0, 0
0.294366, 0, 2.67132e-11, 0, 1.41421, -2.67132e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03908e-16, 4.11579e-16, 0, 2.6712e-11, 0, 0, 0
0.302235, 0, 4.40219e-11, 0, 1.41421, -4.40219e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36646e-15, 7.02818e-16, 0, 4.40198e-11, 0, 0, 0
0.310105, 0, 7.19711e-11, 0, 1.41421, -7.19711e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30877e-15, 1.19303e-15, 0, 7.19676e-11, 0, 0, 0
0.317974, 0, 1.16738e-10, 3.08286e-43, 1.41421, -1.16738e-10, 0, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.08286e-43, 3.87892e-15, 2.0137e-15, 3.08286e-43, 1.16732e-10, 3.08286e-43, 3.08286e-43, 3.08286e-43
0.325843, 0, 1.87867e-10, 5.2927e-42, 1.41421, -1.87867e-10, 0, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 5.2927e-42, 6.48268e-15, 3.38058e-15, 5.2927e-42, 1.87857e-10, 5.2927e-42, 5.2927e-42, 5.2927e-42
0.333713, 0, 2.99977e-10, 7.53352e-41, 1.41421, -2.99977e-10, 0, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 7.53352e-41, 1.07819e-14, 5.64647e-15, 7.53352e-41, 2.99961e-10, 7.53352e-41, 7.53352e-41, 7.53352e-41
0.341582, 0, 4.75275e-10, 9.49758e-40, 1.41421, -4.75275e-10, 0, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 9.49758e-40, 1.7854e-14, 9.38646e-15, 9.49758e-40, 4.75248e-10, 9.49758e-40, 9.49758e-40, 9.49758e-40
0.349451, 0, 7.47205e-10, 1.07295e-38, 1.41421, -7.47205e-10, 0, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 1.07295e-38, 2.94502e-14, 1.55354e-14, 1.07295e-38, 7.4716e-10, 1.07295e-38, 1.07295e-38, 1.07295e-38
0.35732, 0, 1.16571e-09, 1.09551e-37, 1.41421, -1.16571e-09, 0, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 1.09551e-37, 4.84149e-14, 2.56103e-14, 1.09551e-37, 1.16564e-09, 1.09551e-37, 1.09551e-37, 1.09551e-37
0.36519, 0, 1.80475e-09, 1.01649e-36, 1.41421, -1.80475e-09, 0, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 1.01649e-36, 7.93664e-14, 4.20679e-14, 1.01649e-36, 1.80462e-09, 1.01649e-36, 1.01649e-36, 1.01649e-36
0.373059, 0, 2.77291e-09, 8.62099e-36, 1.41421, -2.77291e-09, 0, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 8.62099e-36, 1.29804e-13, 6.88836e-14, 8.62099e-36, 2.77271e-09, 8.62099e-36, 8.62099e-36, 8.62099e-36
0.380928, 0, 4.22832e-09, 6.71277e-35, 1.41421, -4.22832e-09, 0, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 6.71277e-35, 2.1191e-13, 1.12485e-13, 6.71277e-35, 4.228e-09, 6.71277e-35, 6.71277e-35, 6.71277e-35
0.388798, 0, 6.39934e-09, 4.82056e-34, 1.41421, -6.39934e-09, 0, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 4.82056e-34, 3.45481e-13, 1.83257e-13, 4.82056e-34, 6.39881e-09, 4.82056e-34, 4.82056e-34, 4.82056e-34
0.396667, 0, 9.61298e-09, 3.3122e-33, 1.41421, -9.61298e-09, 0, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 3.3122e-33, 5.62697e-13, 2.97974e-13, 3.3122e-33, 9.61212e-09, 3.3122e-33, 3.3122e-33, 3.3122e-33
0.404536, 0, 1.43337e-08, 1.98994e-32, 1.41421, -1.43337e-08, 0, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 1.98994e-32, 9.15873e-13, 4.83718e-13, 1.98994e-32, 1.43323e-08, 1.98994e-32, 1.98994e-32, 1.98994e-32
0.412406, 0, 2.12159e-08, 1.19141e-31, 1.41421, -2.12159e-08, 0, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.19141e-31, 1.49e-12, 7.84173e-13, 1.19141e-31, 2.12137e-08, 1.19141e-31, 1.19141e-31, 1.19141e-31
0.420275, 0, 3.11739e-08, 6.41497e-31, 1.41421, -3.11739e-08, 0, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 6.41497e-31, 2.42304e-12, 1.26974e-12, 6.41497e-31, 3.11702e-08, 6.41497e-31, 6.41497e-31, 6.41497e-31
0.428144, 0, 4.54748e-08, 3.35278e-30, 1.41421, -4.54748e-08, 0, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.35278e-30, 3.93853e-12, 2.05367e-12, 3.35278e-30, 4.54688e-08, 3.35278e-30, 3.35278e-30, 3.35278e-30
0.436014, 0, 6.58611e-08, 1.66671e-29, 1.41421, -6.58611e-08, 0, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 1.66671e-29, 6.39782e-12, 3.31779e-12, 1.66671e-29, 6.58514e-08, 1.66671e-29, 1.66671e-29, 1.66671e-29
0.443883, 0, 9.47097e-08, 7.8488e-29, 1.41421, -9.47097e-08, 0, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 7.8488e-29, 1.03832e-11, 5.35305e-12, 7.8488e-29, 9.4694e-08, 7.8488e-29, 7.8488e-29, 7.8488e-29
0.451752, 0, 1.35238e-07, 6.55669e-28, 1.41421, -1.35238e-07, 0, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 6.55669e-28, 1.68415e-11, 8.62788e-12, 6.55669e-28, 1.35213e-07, 6.55669e-28, 6.55669e-28, 6.55669e-28
0.459622, 0, 1.91764e-07, 2.71796e-27, 1.41421, -1.91764e-07, 0, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.71796e-27, 2.72463e-11, 1.38708e-11, 2.71796e-27, 1.91723e-07, 2.71796e-27, 2.71796e-27, 2.71796e-27
0.467491, 0, 2.70041e-07, 1.0752e-26, 1.41421, -2.70041e-07, 0, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 1.0752e-26, 4.39796e-11, 2.2247e-11, 1.0752e-26, 2.69975e-07, 1.0752e-26, 1.0752e-26, 1.0752e-26
0.47536, 0, 3.77682e-07, 4.0648e-26, 1.41421, -3.77682e-07, 0, 4.0648e-26, 4.0648e-26, 4.0648e-26, 4.0648e-26, 4.0648e-26, 1.22523e-12, 4.0648e-26, 4.0648e-26, 4.0648e-26, 4.0648e-26, 4.0648e-26, 7.07913e-11, 3.55785e-11, 4.0648e-26, 3.77574e-07, 4.0648e-26, 4.0648e-26, 4.0648e-26
0.48323, 0, 5.24671e-07, 1.47135e-25, 1.41421, -5.24671e-07, 0, 1.47135e-25, 1.47135e-25, 1.47135e-25, 1.47135e-25, 1.47135e-25, 4.20754e-12, 1.47135e-25, 1.47135e-25, 1.47135e-25, 1.47135e-25, 1.47135e-25, 1.13569e-10, 5.67031e-11, 1.47135e-25, 5.24496e-07, 1.47135e-25, 1.47135e-25, 1.47135e-25
0.491099, 0, 7.24012e-07, 5.15319e-25, 1.41421, -7.24012e-07, 0, 5.15319e-25, 5.15319e-25, 5.15319e-25, 5.15319e-25, 5.15319e-25, 1.12411e-11, 5.15319e-25, 5.15319e-25, 5.15319e-25, 5.15319e-25, 5.15319e-25, 1.81489e-10, 9.00045e-11, 5.15319e-25, 7.23729e-07, 5.15319e-25, 5.15319e-25, 5.15319e-25
0.498968, 0, 9.94488e-07, 1.36454e-10, 1.41421, -9.94488e-07, 1.36454e-10, 1.3652e-10, 1.36458e-10, 5.11203e-10, 1.44705e-10, 1.51555e-10, 2.21214e-10, 5.31116e-10, 1.36869e-10, 1.00043e-09, 1.36727e-10, 1.3824e-10, 4.25212e-10, 2.78653e-10, 1.36455e-10, 9.92297e-07, 1.36454e-10, 1.36454e-10, 1.52704e-10
0.506838, 0, 1.35851e-06, 4.61672e-10, 1.41421, -1.35851e-06, 4.61672e-10, 4.61898e-10, 4.61685e-10, 1.74185e-09, 4.89858e-10, 5.13261e-10, 7.212e-10, 1.80987e-09, 4.63091e-10, 3.41308e-09, 4.62605e-10, 4.67773e-10, 9.18918e-10, 6.85156e-10, 4.61678e-10, 1.35184e-06, 4.61672e-10, 4.61672e-10, 5.17186e-10
0.514707, 0, 1.8474e-06, 1.22e-09, 1.41421, -1.8474e-06, 1.22e-09, 1.2206e-09, 1.22004e-09, 4.62436e-09, 1.29496e-09, 1.35719e-09, 1.88373e-09, 4.80526e-09, 1.22378e-09, 9.06863e-09, 1.22248e-09, 1.23623e-09, 1.9402e-09, 1.56919e-09, 1.22002e-09, 1.83044e-06, 1.22e-09, 1.22e-09, 1.36763e-09
0.522576, 0, 2.50397e-06, 2.94743e-09, 1.41421, -2.50397e-06, 2.94743e-09, 2.94888e-09, 2.94751e-09, 1.12072e-08, 3.12928e-09, 3.28028e-09, 4.52308e-09, 1.16461e-08, 2.95658e-09, 2.199e-08, 2.95345e-09, 2.98679e-09, 4.07535e-09, 3.48955e-09, 2.94747e-09, 2.46379e-06, 2.94743e-09, 2.94743e-09, 3.30561e-09
0.530446, 0, 3.38937e-06, 6.79347e-09, 1.41421, -3.38937e-06, 6.79347e-09, 6.79683e-09, 6.79366e-09, 2.58818e-08, 7.21373e-09, 7.56269e-09, 1.03768e-08, 2.68961e-08, 6.81463e-09, 5.08011e-08, 6.80738e-09, 6.88443e-09, 8.54929e-09, 7.62934e-09, 6.79356e-09, 3.29785e-06, 6.79347e-09, 6.79347e-09, 7.62122e-09
0.538315, 0, 4.59522e-06, 1.51574e-08, 1.41421, -4.59522e-06, 1.51574e-08, 1.51649e-08, 1.51578e-08, 5.78241e-08, 1.60967e-08, 1.68767e-08, 2.36429e-08, 6.00913e-08, 1.52046e-08, 1.13524e-07, 1.51884e-08, 1.53607e-08, 1.78733e-08, 1.64381e-08, 1.51575e-08, 4.39197e-06, 1.51574e-08, 1.51574e-08, 1.70076e-08
0.546184, 0, 6.26442e-06, 3.29235e-08, 1.41421, -6.26442e-06, 3.29235e-08, 3.29399e-08, 3.29245e-08, 1.25731e-07, 3.49668e-08, 3.66635e-08, 5.24744e-08, 1.30663e-07, 3.30264e-08, 2.46889e-07, 3.29911e-08, 3.33658e-08, 3.70971e-08, 3.48698e-08, 3.29239e-08, 5.8238e-06, 3.29235e-08, 3.29235e-08, 3.69481e-08
0.554054, 0, 8.64168e-06, 6.97876e-08, 1.41421, -8.64168e-06, 6.97876e-08, 6.98223e-08, 6.97896e-08, 2.66751e-07, 7.41241e-08, 7.77249e-08, 1.24502e-07, 2.77217e-07, 7.0006e-08, 5.23881e-07, 6.99311e-08, 7.07262e-08, 7.61577e-08, 7.27222e-08, 6.97885e-08, 7.69702e-06, 6.97876e-08, 6.97876e-08, 7.83288e-08
0.561923, 0, 1.2125e-05, 1.44515e-07, 1.41421, -1.2125e-05, 1.44515e-07, 1.44587e-07, 1.44519e-07, 5.52854e-07, 1.53505e-07, 1.6097e-07, 2.75893e-07, 5.74552e-07, 1.44968e-07, 1.08593e-06, 1.44813e-07, 1.46461e-07, 1.54171e-07, 1.48904e-07, 1.44517e-07, 1.01539e-05, 1.44515e-07, 1.44515e-07, 1.62222e-07
0.569792, 0, 1.7412e-05, 2.92514e-07, 1.41421, -1.7412e-05, 2.92514e-07, 2.92659e-07, 2.92522e-07, 1.11998e-06, 3.10732e-07, 3.25859e-07, 5.87837e-07, 1.16395e-06, 2.93431e-07, 2.20022e-06, 2.93117e-07, 2.96457e-07, 3.07052e-07, 2.99026e-07, 2.92517e-07, 1.3396e-05, 2.92514e-07, 2.92514e-07, 3.28396e-07
0.577662, 0, 2.57187e-05, 5.78917e-07, 1.41421, -2.57187e-05, 5.78917e-07, 5.79206e-07, 5.78934e-07, 2.2185e-06, 6.15016e-07, 6.44989e-07, 1.21726e-06, 2.30562e-06, 5.80735e-07, 4.35892e-06, 5.80112e-07, 5.8673e-07, 6.00647e-07, 5.885e-07, 5.78925e-07, 1.77183e-05, 5.78917e-07, 5.78917e-07, 6.50016e-07
0.585531, 0, 3.916e-05, 1.12053e-06, 1.41421, -3.916e-05, 1.12053e-06, 1.12109e-06, 1.12056e-06, 4.29789e-06, 1.19048e-06, 1.24857e-06, 2.46114e-06, 4.46673e-06, 1.12405e-06, 8.44585e-06, 1.12284e-06, 1.13567e-06, 1.15278e-06, 1.13452e-06, 1.12054e-06, 2.35669e-05, 1.12053e-06, 1.12053e-06, 1.25831e-06
0.5934, 0, 6.13809e-05, 2.12147e-06, 1.41421, -6.13809e-05, 2.12147e-06, 2.12253e-06, 2.12153e-06, 8.14474e-06, 2.25409e-06, 2.3642e-06, 4.87494e-06, 8.4648e-06, 2.12815e-06, 1.60079e-05, 2.12586e-06, 2.15018e-06, 2.169e-06, 2.14174e-06, 2.1215e-06, 3.16291e-05, 2.12147e-06, 2.12147e-06, 2.38267e-06
0.60127, 0, 9.8586e-05, 3.92944e-06, 1.41421, -9.8586e-05, 3.92944e-06, 3.9314e-06, 3.92955e-06, 1.51007e-05, 4.17539e-06, 4.37962e-06, 9.48869e-06, 1.56943e-05, 3.94182e-06, 2.96844e-05, 3.93758e-06, 3.98267e-06, 3.99901e-06, 3.95857e-06, 3.92949e-06, 4.29806e-05, 3.92944e-06, 3.92944e-06, 4.41387e-06
0.609139, 0, 0.000161129, 7.12145e-06, 1.41421, -0.000161129, 7.12145e-06, 7.12501e-06, 7.12165e-06, 2.73956e-05, 7.56781e-06, 7.93845e-06, 1.81529e-05, 2.84729e-05, 7.14392e-06, 5.38629e-05, 7.13622e-06, 7.21805e-06, 7.2226e-06, 7.16303e-06, 7.12153e-06, 5.93072e-05, 7.12145e-06, 7.12145e-06, 8.00062e-06
0.617008, 0, 0.000265968, 1.26304e-05, 1.41421, -0.000265968, 1.26304e-05, 1.26367e-05, 1.26307e-05, 4.86405e-05, 1.34232e-05, 1.40815e-05, 3.41398e-05, 5.0554e-05, 1.26703e-05, 9.56506e-05, 1.26566e-05, 1.2802e-05, 1.27765e-05, 1.26894e-05, 1.26305e-05, 8.32496e-05, 1.26304e-05, 1.26304e-05, 1.41919e-05
0.624878, 0, 0.000440284, 2.19251e-05, 1.41421, -0.000440284, 2.19251e-05, 2.19361e-05, 2.19257e-05, 8.4531e-05, 2.33035e-05, 2.4448e-05, 6.31256e-05, 8.78577e-05, 2.19945e-05, 0.000166261, 2.19707e-05, 2.22234e-05, 2.21349e-05, 2.20083e-05, 2.19254e-05, 0.000118875, 2.19251e-05, 2.19251e-05, 2.464e-05
0.632747, 0, 0.000726729, 3.72574e-05, 1.41421, -0.000726729, 3.72574e-05, 3.72761e-05, 3.72585e-05, 0.000143815, 3.96034e-05, 4.15515e-05, 0.000114765, 0.000149477, 3.73755e-05, 0.000282923, 3.7335e-05, 3.77652e-05, 3.75568e-05, 3.73741e-05, 3.72579e-05, 0.000172377, 3.72574e-05, 3.72574e-05, 4.18782e-05
0.640616, 0, 0.00119076, 6.19867e-05, 1.41421, -0.00119076, 6.19867e-05, 6.2018e-05, 6.19885e-05, 0.000239572, 6.58966e-05, 6.91431e-05, 0.000205156, 0.000249008, 6.21836e-05, 0.000471403, 6.21161e-05, 6.2833e-05, 6.24118e-05, 6.21498e-05, 6.19875e-05, 0.000253006, 6.19867e-05, 6.19867e-05, 6.96876e-05
0.648486, 0, 0.0019306, 0.000100989, 1.41421, -0.0019306, 0.000100989, 0.00010104, 0.000100992, 0.000390825, 0.00010737, 0.000112669, 0.000360588, 0.000406226, 0.00010131, 0.000769197, 0.0001012, 0.00010237, 0.000101589, 0.000101216, 0.00010099, 0.00037429, 0.000100989, 0.000100989, 0.000113557
