   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_203.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.168975, 0, 7.92094e-16, 0, 1.41421, -7.92094e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10429e-18, 0, 0, 5.66416e-21, 1.70054e-19, 0, 7.83814e-16, 0, 0, 0
0.176843, 0, 1.54604e-15, 0, 1.41421, -1.54604e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58182e-17, 0, 0, 1.12152e-20, 3.39023e-19, 0, 1.52987e-15, 0, 0, 0
0.184712, 0, 2.98757e-15, 0, 1.41421, -2.98757e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05669e-17, 0, 0, 2.19944e-20, 6.69404e-19, 0, 2.95631e-15, 0, 0, 0
0.19258, 0, 5.71658e-15, 0, 1.41421, -5.71658e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84881e-17, 0, 0, 4.2729e-20, 1.30934e-18, 0, 5.65674e-15, 0, 0, 0
0.200449, 0, 1.08827e-14, 0, 1.41421, -1.08827e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11344e-16, 0, 0, 8.27776e-20, 2.55625e-18, 0, 1.07688e-14, 0, 0, 0
0.208317, 0, 2.04129e-14, 0, 1.41421, -2.04129e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08848e-16, 0, 0, 1.57769e-19, 4.90561e-18, 0, 2.0199e-14, 0, 0, 0
0.216186, 0, 3.79304e-14, 0, 1.41421, -3.79304e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88071e-16, 0, 0, 2.98037e-19, 9.33177e-18, 0, 3.75327e-14, 0, 0, 0
0.224055, 0, 6.98282e-14, 0, 1.41421, -6.98282e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14417e-16, 0, 0, 5.58108e-19, 1.75989e-17, 0, 6.90956e-14, 0, 0, 0
0.231923, 0, 1.27372e-13, 0, 1.41421, -1.27372e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30315e-15, 0, 0, 1.03615e-18, 3.29099e-17, 0, 1.26035e-13, 0, 0, 0
0.239792, 0, 2.30227e-13, 0, 1.41421, -2.30227e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35546e-15, 0, 0, 1.9074e-18, 6.10308e-17, 0, 2.27808e-13, 0, 0, 0
0.24766, 0, 4.12391e-13, 0, 1.41421, -4.12391e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21919e-15, 0, 0, 3.48204e-18, 1.12258e-16, 0, 4.08056e-13, 0, 0, 0
0.255529, 0, 7.32094e-13, 0, 1.41421, -7.32094e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.49013e-15, 0, 0, 6.30469e-18, 2.04829e-16, 0, 7.24393e-13, 0, 0, 0
0.263397, 0, 1.28813e-12, 0, 1.41421, -1.28813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31792e-14, 0, 0, 1.13239e-17, 3.7082e-16, 0, 1.27457e-12, 0, 0, 0
0.271266, 0, 2.24655e-12, 0, 1.41421, -2.24655e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29854e-14, 0, 0, 2.01794e-17, 6.66169e-16, 0, 2.22288e-12, 0, 0, 0
0.279134, 0, 3.88386e-12, 0, 1.41421, -3.88386e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97387e-14, 0, 0, 3.56845e-17, 1.18775e-15, 0, 3.8429e-12, 0, 0, 0
0.287003, 0, 6.65622e-12, 0, 1.41421, -6.65622e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81078e-14, 0, 0, 6.26325e-17, 2.10215e-15, 0, 6.58595e-12, 0, 0, 0
0.294871, 0, 1.13092e-11, 0, 1.41421, -1.13092e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15725e-13, 0, 0, 1.09137e-16, 3.69382e-15, 0, 1.11896e-11, 0, 0, 0
0.30274, 0, 1.90501e-11, 0, 1.41421, -1.90501e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94954e-13, 0, 0, 1.8885e-16, 6.4454e-15, 0, 1.88485e-11, 0, 0, 0
0.310608, 0, 3.18164e-11, 0, 1.41421, -3.18164e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25637e-13, 0, 0, 3.24608e-16, 1.11707e-14, 0, 3.14792e-11, 0, 0, 0
0.318477, 0, 5.2688e-11, 0, 1.41421, -5.2688e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39338e-13, 0, 0, 5.5443e-16, 1.92343e-14, 0, 5.21288e-11, 0, 0, 0
0.326346, 0, 8.65172e-11, 2.69049e-43, 1.41421, -8.65172e-11, 0, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 8.85806e-13, 2.69049e-43, 2.69049e-43, 9.41344e-16, 3.2912e-14, 2.69049e-43, 8.55975e-11, 2.69049e-43, 2.69049e-43, 2.69049e-43
0.334214, 0, 1.40878e-10, 4.61167e-42, 1.41421, -1.40878e-10, 0, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 4.61167e-42, 1.44275e-12, 4.61167e-42, 4.61167e-42, 1.58944e-15, 5.59813e-14, 4.61167e-42, 1.39378e-10, 4.61167e-42, 4.61167e-42, 4.61167e-42
0.342083, 0, 2.27487e-10, 6.53678e-41, 1.41421, -2.27487e-10, 0, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 6.53678e-41, 2.33049e-12, 6.53678e-41, 6.53678e-41, 2.6702e-15, 9.46868e-14, 6.53678e-41, 2.25059e-10, 6.53678e-41, 6.53678e-41, 6.53678e-41
0.349951, 0, 3.64304e-10, 8.22048e-40, 1.41421, -3.64304e-10, 0, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 8.22048e-40, 3.73365e-12, 8.22048e-40, 8.22048e-40, 4.46548e-15, 1.59314e-13, 8.22048e-40, 3.60406e-10, 8.22048e-40, 8.22048e-40, 8.22048e-40
0.35782, 0, 5.78608e-10, 9.2535e-39, 1.41421, -5.78608e-10, 0, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 9.2535e-39, 5.93307e-12, 9.2535e-39, 9.2535e-39, 7.43796e-15, 2.66754e-13, 9.2535e-39, 5.72401e-10, 9.2535e-39, 9.2535e-39, 9.2535e-39
0.365688, 0, 9.11469e-10, 9.42247e-38, 1.41421, -9.11469e-10, 0, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.42247e-38, 9.35225e-12, 9.42247e-38, 9.42247e-38, 1.23468e-14, 4.44687e-13, 9.42247e-38, 9.0166e-10, 9.42247e-38, 9.42247e-38, 9.42247e-38
0.373557, 0, 1.42416e-09, 8.72568e-37, 1.41421, -1.42416e-09, 0, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 8.72568e-37, 1.46244e-11, 8.72568e-37, 8.72568e-37, 2.04372e-14, 7.3839e-13, 8.72568e-37, 1.40878e-09, 8.72568e-37, 8.72568e-37, 8.72568e-37
0.381425, 0, 2.20727e-09, 7.39353e-36, 1.41421, -2.20727e-09, 0, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 7.39353e-36, 2.26881e-11, 7.39353e-36, 7.39353e-36, 3.37529e-14, 1.22185e-12, 7.39353e-36, 2.18333e-09, 7.39353e-36, 7.39353e-36, 7.39353e-36
0.389294, 0, 3.39359e-09, 5.75466e-35, 1.41421, -3.39359e-09, 0, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 5.75466e-35, 3.49235e-11, 5.75466e-35, 5.75466e-35, 5.56497e-14, 2.01593e-12, 5.75466e-35, 3.35659e-09, 5.75466e-35, 5.75466e-35, 5.75466e-35
0.397162, 0, 5.17599e-09, 4.13229e-34, 1.41421, -5.17599e-09, 0, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 4.13229e-34, 5.33428e-11, 4.13229e-34, 4.13229e-34, 9.16414e-14, 3.31793e-12, 4.13229e-34, 5.11923e-09, 4.13229e-34, 4.13229e-34, 4.13229e-34
0.405031, 0, 7.83219e-09, 2.85087e-33, 1.41421, -7.83219e-09, 0, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 2.85087e-33, 8.0857e-11, 2.85087e-33, 2.85087e-33, 1.50791e-13, 5.45009e-12, 2.85087e-33, 7.74573e-09, 2.85087e-33, 2.85087e-33, 2.85087e-33
0.412899, 0, 1.17587e-08, 1.72698e-32, 1.41421, -1.17587e-08, 0, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.72698e-32, 1.21644e-10, 1.72698e-32, 1.72698e-32, 2.47998e-13, 8.93864e-12, 1.72698e-32, 1.16278e-08, 1.72698e-32, 1.72698e-32, 1.72698e-32
0.420768, 0, 1.75164e-08, 1.03739e-31, 1.41421, -1.75164e-08, 0, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.03739e-31, 1.81654e-10, 1.03739e-31, 1.03739e-31, 4.07738e-13, 1.46428e-11, 1.03739e-31, 1.73196e-08, 1.03739e-31, 1.03739e-31, 1.03739e-31
0.428636, 0, 2.58924e-08, 5.61825e-31, 1.41421, -2.58924e-08, 0, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 5.61825e-31, 2.69299e-10, 5.61825e-31, 5.61825e-31, 6.70178e-13, 2.3965e-11, 5.61825e-31, 2.55984e-08, 5.61825e-31, 5.61825e-31, 5.61825e-31
0.436505, 0, 3.79816e-08, 2.94639e-30, 1.41421, -3.79816e-08, 0, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 2.94639e-30, 3.96386e-10, 2.94639e-30, 2.94639e-30, 1.1011e-12, 3.91918e-11, 2.94639e-30, 3.75449e-08, 2.94639e-30, 2.94639e-30, 2.94639e-30
0.444374, 0, 5.52946e-08, 1.46904e-29, 1.41421, -5.52946e-08, 0, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 1.46904e-29, 5.7937e-10, 1.46904e-29, 1.46904e-29, 1.80794e-12, 6.40452e-11, 1.46904e-29, 5.46493e-08, 1.46904e-29, 1.46904e-29, 1.46904e-29
0.452242, 0, 7.98975e-08, 6.94615e-29, 1.41421, -7.98975e-08, 0, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 6.94615e-29, 8.41028e-10, 6.94615e-29, 6.94615e-29, 2.96553e-12, 1.04568e-10, 6.94615e-29, 7.89489e-08, 6.94615e-29, 6.94615e-29, 6.94615e-29
0.460111, 0, 1.14595e-07, 5.68698e-28, 1.41421, -1.14595e-07, 0, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 5.68698e-28, 1.2127e-09, 5.68698e-28, 5.68698e-28, 4.86032e-12, 1.70631e-10, 5.68698e-28, 1.13207e-07, 5.68698e-28, 5.68698e-28, 5.68698e-28
0.467979, 0, 1.63159e-07, 2.36313e-27, 1.41421, -1.63159e-07, 0, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 2.36313e-27, 1.73715e-09, 2.36313e-27, 2.36313e-27, 7.94374e-12, 2.77824e-10, 2.36313e-27, 1.61136e-07, 2.36313e-27, 2.36313e-27, 2.36313e-27
0.475848, 0, 2.30628e-07, 9.37392e-27, 1.41421, -2.30628e-07, 0, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 9.37392e-27, 2.4725e-09, 9.37392e-27, 9.37392e-27, 1.29497e-11, 4.51443e-10, 9.37392e-27, 2.27691e-07, 9.37392e-27, 9.37392e-27, 9.37392e-27
0.483716, 0, 3.23676e-07, 3.5547e-26, 1.41421, -3.23676e-07, 0, 3.5547e-26, 3.5547e-26, 3.5547e-26, 3.5547e-26, 3.5547e-26, 3.5547e-26, 1.29527e-12, 3.5547e-26, 3.5547e-26, 3.5547e-26, 3.49717e-09, 3.5547e-26, 3.5547e-26, 2.1043e-11, 7.31646e-10, 3.5547e-26, 3.19424e-07, 3.5547e-26, 3.5547e-26, 3.5547e-26
0.491585, 0, 4.51074e-07, 1.29107e-25, 1.41421, -4.51074e-07, 0, 1.29107e-25, 1.29107e-25, 1.29107e-25, 1.29107e-25, 1.29107e-25, 1.29107e-25, 4.53694e-12, 1.29107e-25, 1.29107e-25, 1.29107e-25, 4.91633e-09, 1.29107e-25, 1.29107e-25, 3.40655e-11, 1.1819e-09, 1.29107e-25, 4.44937e-07, 1.29107e-25, 1.29107e-25, 1.29107e-25
0.499453, 0, 6.25918e-07, 4.53934e-25, 1.41421, -6.25918e-07, 0, 1.94163e-14, 1.81865e-14, 8.34692e-14, 3.53569e-10, 1.56009e-11, 1.18855e-11, 7.21512e-11, 1.05182e-10, 3.4124e-12, 1.0228e-09, 6.87033e-09, 5.64888e-13, 1.47875e-12, 5.49074e-11, 1.90166e-09, 4.81731e-16, 6.15484e-07, 4.53934e-25, 4.53934e-25, 1.96812e-11
0.507322, 0, 8.6401e-07, 1.88389e-10, 1.41421, -8.6401e-07, 1.88389e-10, 1.88457e-10, 1.88453e-10, 1.8868e-10, 1.42101e-09, 2.42778e-10, 2.29825e-10, 4.2758e-10, 5.55079e-10, 2.00286e-10, 3.7541e-09, 9.73343e-09, 1.90359e-10, 1.93545e-10, 2.76464e-10, 3.23392e-09, 1.88391e-10, 8.45743e-07, 1.88389e-10, 1.88389e-10, 2.57003e-10
0.51519, 0, 1.18781e-06, 6.50102e-10, 1.41421, -1.18781e-06, 6.50102e-10, 6.50286e-10, 6.50274e-10, 6.50893e-10, 3.99967e-09, 7.97898e-10, 7.627e-10, 1.28935e-09, 1.64656e-09, 6.82429e-10, 1.03397e-08, 1.38355e-08, 6.55453e-10, 6.64111e-10, 7.90628e-10, 5.50143e-09, 6.50106e-10, 1.15446e-06, 6.50102e-10, 6.50102e-10, 8.36553e-10
0.523059, 0, 1.62961e-06, 1.75368e-09, 1.41421, -1.62961e-06, 1.75368e-09, 1.75413e-09, 1.7541e-09, 1.75564e-09, 1.0061e-08, 2.12023e-09, 2.03293e-09, 3.32514e-09, 4.22502e-09, 1.83385e-09, 2.57851e-08, 1.98659e-08, 1.76695e-09, 1.78842e-09, 1.9766e-09, 9.435e-09, 1.75369e-09, 1.56597e-06, 1.75368e-09, 1.75368e-09, 2.2161e-09
0.530927, 0, 2.23748e-06, 4.32635e-09, 1.41421, -2.23748e-06, 4.32635e-09, 4.32743e-09, 4.32736e-09, 4.33098e-09, 2.39436e-08, 5.19195e-09, 4.9858e-09, 8.01436e-09, 1.01622e-08, 4.51568e-09, 6.10749e-08, 2.90692e-08, 4.35769e-09, 4.4084e-09, 4.6778e-09, 1.64078e-08, 4.32638e-09, 2.11149e-06, 4.32635e-09, 4.32635e-09, 5.41833e-09
0.538796, 0, 3.08728e-06, 1.01743e-08, 1.41421, -3.08728e-06, 1.01743e-08, 1.01768e-08, 1.01766e-08, 1.01849e-08, 5.49414e-08, 1.21496e-08, 1.16792e-08, 1.85462e-08, 2.3492e-08, 1.06064e-08, 1.39676e-07, 4.37917e-08, 1.02458e-08, 1.03616e-08, 1.07248e-08, 2.90398e-08, 1.01744e-08, 2.83161e-06, 1.01743e-08, 1.01743e-08, 1.26663e-08
0.546664, 0, 4.3053e-06, 2.31418e-08, 1.41421, -4.3053e-06, 2.31418e-08, 2.31473e-08, 2.31469e-08, 2.31652e-08, 1.22444e-07, 2.75234e-08, 2.64799e-08, 4.22911e-08, 5.26829e-08, 2.41002e-08, 3.10401e-07, 6.85717e-08, 2.33005e-08, 2.35571e-08, 2.39983e-08, 5.24051e-08, 2.31419e-08, 3.77969e-06, 2.31418e-08, 2.31418e-08, 2.86694e-08
0.554533, 0, 6.10897e-06, 5.11873e-08, 1.41421, -6.10897e-06, 5.11873e-08, 5.11991e-08, 5.11984e-08, 5.1238e-08, 2.65826e-07, 6.06581e-08, 5.84026e-08, 9.39078e-08, 1.1504e-07, 5.32589e-08, 6.72092e-07, 1.12255e-07, 5.15303e-08, 5.2085e-08, 5.25106e-08, 9.61863e-08, 5.11876e-08, 5.02745e-06, 5.11873e-08, 5.11873e-08, 6.31351e-08
0.562402, 0, 8.89691e-06, 1.10354e-07, 1.41421, -8.89691e-06, 1.10354e-07, 1.10379e-07, 1.10377e-07, 1.10461e-07, 5.62953e-07, 1.30324e-07, 1.25568e-07, 2.16616e-07, 2.44996e-07, 1.14722e-07, 1.41963e-06, 1.9201e-07, 1.11077e-07, 1.12247e-07, 1.12383e-07, 1.78978e-07, 1.10354e-07, 6.67431e-06, 1.10354e-07, 1.10354e-07, 1.35547e-07
0.57027, 0, 1.33632e-05, 2.32115e-07, 1.41421, -1.33632e-05, 2.32115e-07, 2.32166e-07, 2.32163e-07, 2.32335e-07, 1.16369e-06, 2.7322e-07, 2.63431e-07, 4.74252e-07, 5.09248e-07, 2.41106e-07, 2.92697e-06, 3.40736e-07, 2.33603e-07, 2.36011e-07, 2.35207e-07, 3.35881e-07, 2.32116e-07, 8.86304e-06, 2.32115e-07, 2.32115e-07, 2.83971e-07
0.578139, 0, 2.07626e-05, 4.76585e-07, 1.41421, -2.07626e-05, 4.76585e-07, 4.76688e-07, 4.76681e-07, 4.77027e-07, 2.3489e-06, 5.59199e-07, 5.39524e-07, 1.00374e-06, 1.03358e-06, 4.94655e-07, 5.89279e-06, 6.20338e-07, 4.79576e-07, 4.84415e-07, 4.8126e-07, 6.32142e-07, 4.76587e-07, 1.18067e-05, 4.76585e-07, 4.76585e-07, 5.80806e-07
0.586007, 0, 3.33239e-05, 9.55505e-07, 1.41421, -3.33239e-05, 9.55505e-07, 9.55707e-07, 9.55695e-07, 9.56373e-07, 4.6309e-06, 1.11768e-06, 1.07906e-06, 2.0693e-06, 2.04889e-06, 9.90978e-07, 1.15876e-05, 1.1448e-06, 9.61378e-07, 9.70877e-07, 9.62523e-07, 1.18671e-06, 9.5551e-07, 1.58334e-05, 9.55505e-07, 9.55505e-07, 1.16009e-06
0.593876, 0, 5.49363e-05, 1.87102e-06, 1.41421, -5.49363e-05, 1.87102e-06, 1.87141e-06, 1.87139e-06, 1.87269e-06, 8.91926e-06, 2.18202e-06, 2.10796e-06, 4.16115e-06, 3.96779e-06, 1.93905e-06, 2.22601e-05, 2.11908e-06, 1.88228e-06, 1.9005e-06, 1.88148e-06, 2.21176e-06, 1.87103e-06, 2.14614e-05, 1.87102e-06, 1.87102e-06, 2.26336e-06
