   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.159125, 0, 1.19578e-13, 0, 1.41421, -1.19578e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73613e-18, 0, 1.19577e-13, 0, 0, 0
0.167018, 0, 2.08458e-13, 0, 1.41421, -2.08458e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08252e-18, 0, 2.08455e-13, 0, 0, 0
0.174911, 0, 3.60642e-13, 0, 1.41421, -3.60642e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43403e-18, 0, 3.60636e-13, 0, 0, 0
0.182804, 0, 6.19241e-13, 0, 1.41421, -6.19241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51202e-18, 0, 6.19231e-13, 0, 0, 0
0.190697, 0, 1.05536e-12, 0, 1.41421, -1.05536e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65351e-17, 0, 1.05534e-12, 0, 0, 0
0.19859, 0, 1.78534e-12, 0, 1.41421, -1.78534e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85473e-17, 0, 1.78531e-12, 0, 0, 0
0.206483, 0, 2.99813e-12, 0, 1.41421, -2.99813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89554e-17, 0, 2.99809e-12, 0, 0, 0
0.214376, 0, 4.99817e-12, 0, 1.41421, -4.99817e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33987e-17, 0, 4.99809e-12, 0, 0, 0
0.222269, 0, 8.27226e-12, 0, 1.41421, -8.27226e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41156e-16, 0, 8.27212e-12, 0, 0, 0
0.230163, 0, 1.35928e-11, 0, 1.41421, -1.35928e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37397e-16, 0, 1.35926e-11, 0, 0, 0
0.238056, 0, 2.21762e-11, 0, 1.41421, -2.21762e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96783e-16, 0, 2.21758e-11, 0, 0, 0
0.245949, 0, 3.59233e-11, 0, 1.41421, -3.59233e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59193e-16, 0, 3.59227e-11, 0, 0, 0
0.253842, 0, 5.77821e-11, 0, 1.41421, -5.77821e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08877e-15, 0, 5.7781e-11, 0, 0, 0
0.261735, 0, 9.22896e-11, 0, 1.41421, -9.22896e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78816e-15, 0, 9.22878e-11, 0, 0, 0
0.269628, 0, 1.46377e-10, 0, 1.41421, -1.46377e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92098e-15, 0, 1.46374e-10, 0, 0, 0
0.277521, 0, 2.30619e-10, 0, 1.41421, -2.30619e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7548e-15, 0, 2.30615e-10, 0, 0, 0
0.285414, 0, 3.60715e-10, 0, 1.41421, -3.60715e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68981e-15, 0, 3.60707e-10, 0, 0, 0
0.293307, 0, 5.60325e-10, 1.68156e-43, 1.41421, -5.60325e-10, 0, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.68156e-43, 1.23804e-14, 1.68156e-43, 5.60313e-10, 1.68156e-43, 1.68156e-43, 1.68156e-43
0.3012, 0, 8.6445e-10, 2.88808e-42, 1.41421, -8.6445e-10, 0, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 2.88808e-42, 1.98491e-14, 2.88808e-42, 8.6443e-10, 2.88808e-42, 2.88808e-42, 2.88808e-42
0.309093, 0, 1.32458e-09, 4.13173e-41, 1.41421, -1.32458e-09, 0, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 4.13173e-41, 3.17033e-14, 4.13173e-41, 1.32454e-09, 4.13173e-41, 4.13173e-41, 4.13173e-41
0.316986, 0, 2.01589e-09, 5.2329e-40, 1.41421, -2.01589e-09, 0, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.2329e-40, 5.04665e-14, 5.2329e-40, 2.01584e-09, 5.2329e-40, 5.2329e-40, 5.2329e-40
0.324879, 0, 3.04736e-09, 5.94041e-39, 1.41421, -3.04736e-09, 0, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 5.94041e-39, 8.00991e-14, 5.94041e-39, 3.04728e-09, 5.94041e-39, 5.94041e-39, 5.94041e-39
0.332772, 0, 4.57577e-09, 6.08928e-38, 1.41421, -4.57577e-09, 0, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 6.08928e-38, 1.26816e-13, 6.08928e-38, 4.57564e-09, 6.08928e-38, 6.08928e-38, 6.08928e-38
0.340665, 0, 6.82501e-09, 5.66816e-37, 1.41421, -6.82501e-09, 0, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 5.66816e-37, 2.00375e-13, 5.66816e-37, 6.82481e-09, 5.66816e-37, 5.66816e-37, 5.66816e-37
0.348558, 0, 1.01125e-08, 4.818e-36, 1.41421, -1.01125e-08, 0, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 4.818e-36, 3.16104e-13, 4.818e-36, 1.01121e-08, 4.818e-36, 4.818e-36, 4.818e-36
0.356451, 0, 1.48848e-08, 3.75722e-35, 1.41421, -1.48848e-08, 0, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 3.75722e-35, 4.98103e-13, 3.75722e-35, 1.48843e-08, 3.75722e-35, 3.75722e-35, 3.75722e-35
0.364344, 0, 2.1766e-08, 2.70074e-34, 1.41421, -2.1766e-08, 0, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 2.70074e-34, 7.84293e-13, 2.70074e-34, 2.17653e-08, 2.70074e-34, 2.70074e-34, 2.70074e-34
0.372237, 0, 3.16216e-08, 1.86327e-33, 1.41421, -3.16216e-08, 0, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.86327e-33, 1.23437e-12, 1.86327e-33, 3.16204e-08, 1.86327e-33, 1.86327e-33, 1.86327e-33
0.38013, 0, 4.56432e-08, 1.18325e-32, 1.41421, -4.56432e-08, 0, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.18325e-32, 1.94237e-12, 1.18325e-32, 4.56412e-08, 1.18325e-32, 1.18325e-32, 1.18325e-32
0.388023, 0, 6.546e-08, 7.29322e-32, 1.41421, -6.546e-08, 0, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 7.29322e-32, 3.05634e-12, 7.29322e-32, 6.54569e-08, 7.29322e-32, 7.29322e-32, 7.29322e-32
0.395916, 0, 9.32834e-08, 4.09871e-31, 1.41421, -9.32834e-08, 0, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.09871e-31, 4.80926e-12, 4.09871e-31, 9.32786e-08, 4.09871e-31, 4.09871e-31, 4.09871e-31
0.403809, 0, 1.32094e-07, 2.19914e-30, 1.41421, -1.32094e-07, 0, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 2.19914e-30, 7.56733e-12, 2.19914e-30, 1.32087e-07, 2.19914e-30, 2.19914e-30, 2.19914e-30
0.411702, 0, 1.85883e-07, 1.11384e-29, 1.41421, -1.85883e-07, 0, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.11384e-29, 1.19049e-11, 1.11384e-29, 1.85871e-07, 1.11384e-29, 1.11384e-29, 1.11384e-29
0.419595, 0, 2.59951e-07, 5.32495e-29, 1.41421, -2.59951e-07, 0, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 5.32495e-29, 1.87208e-11, 5.32495e-29, 2.59933e-07, 5.32495e-29, 5.32495e-29, 5.32495e-29
0.427489, 0, 3.613e-07, 2.43033e-28, 1.41421, -3.613e-07, 0, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.43033e-28, 2.94163e-11, 2.43033e-28, 3.61271e-07, 2.43033e-28, 2.43033e-28, 2.43033e-28
0.435382, 0, 4.99107e-07, 1.05499e-27, 1.41421, -4.99107e-07, 0, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 1.05499e-27, 4.6169e-11, 1.05499e-27, 4.9906e-07, 1.05499e-27, 1.05499e-27, 1.05499e-27
0.443275, 0, 6.85322e-07, 4.35509e-27, 1.41421, -6.85322e-07, 0, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 4.35509e-27, 7.23461e-11, 4.35509e-27, 6.8525e-07, 4.35509e-27, 4.35509e-27, 4.35509e-27
0.451168, 0, 9.35403e-07, 1.71269e-26, 1.41421, -9.35403e-07, 0, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.71269e-26, 1.13129e-10, 1.71269e-26, 9.3529e-07, 1.71269e-26, 1.71269e-26, 1.71269e-26
0.459061, 0, 1.26922e-06, 6.4294e-26, 1.41421, -1.26922e-06, 0, 6.4294e-26, 6.4294e-26, 6.4294e-26, 6.4294e-26, 6.4294e-26, 4.27271e-12, 6.4294e-26, 6.4294e-26, 6.4294e-26, 6.4294e-26, 1.76448e-10, 6.4294e-26, 1.26904e-06, 6.4294e-26, 6.4294e-26, 6.4294e-26
0.466954, 0, 1.71211e-06, 2.30891e-25, 1.41421, -1.71211e-06, 0, 2.30891e-25, 2.30891e-25, 2.30891e-25, 2.30891e-25, 2.30891e-25, 1.4015e-11, 2.30891e-25, 2.30891e-25, 2.30891e-25, 2.30891e-25, 2.74364e-10, 2.30891e-25, 1.71182e-06, 2.30891e-25, 2.30891e-25, 2.30891e-25
0.474847, 0, 2.30033e-06, 8.02968e-25, 1.41421, -2.30033e-06, 0, 1.70528e-13, 3.59544e-10, 7.27153e-12, 2.07721e-12, 1.68942e-11, 2.29772e-10, 1.35094e-09, 1.83297e-09, 9.30492e-13, 2.85456e-12, 4.2511e-10, 1.83211e-15, 2.29608e-06, 8.02968e-25, 8.02968e-25, 2.46002e-11
0.48274, 0, 3.07576e-06, 2.89795e-10, 1.41421, -3.07576e-06, 2.89795e-10, 2.90352e-10, 1.4642e-09, 3.13547e-10, 2.9658e-10, 3.44978e-10, 1.00635e-09, 4.70248e-09, 6.27694e-09, 2.92835e-10, 2.99119e-10, 9.45887e-10, 2.89801e-10, 3.06263e-06, 2.89795e-10, 2.89795e-10, 3.70149e-10
0.490633, 0, 4.09524e-06, 9.38017e-10, 1.41421, -4.09524e-06, 9.38017e-10, 9.39428e-10, 3.91196e-09, 9.98163e-10, 9.55199e-10, 1.07776e-09, 2.72532e-09, 1.21123e-08, 1.60993e-08, 9.45714e-10, 9.61628e-10, 1.94618e-09, 9.38032e-10, 4.06268e-06, 9.38017e-10, 9.38017e-10, 1.1415e-09
0.498526, 0, 5.43545e-06, 2.35675e-09, 1.41421, -5.43545e-06, 2.35675e-09, 2.36001e-09, 9.21427e-09, 2.49544e-09, 2.39637e-09, 2.67897e-09, 6.44629e-09, 2.81231e-08, 3.73166e-08, 2.3745e-09, 2.4112e-09, 3.8985e-09, 2.35679e-09, 5.36118e-06, 2.35675e-09, 2.35675e-09, 2.82595e-09
0.506419, 0, 7.20083e-06, 5.40407e-09, 1.41421, -7.20083e-06, 5.40407e-09, 5.41121e-09, 2.04624e-08, 5.70861e-09, 5.49107e-09, 6.11163e-09, 1.43382e-08, 6.19838e-08, 8.21717e-08, 5.44304e-09, 5.52362e-09, 7.74975e-09, 5.40415e-09, 7.03885e-06, 5.40407e-09, 5.40407e-09, 6.43437e-09
0.514312, 0, 9.54046e-06, 1.18177e-08, 1.41421, -9.54046e-06, 1.18177e-08, 1.18329e-08, 4.38305e-08, 1.24651e-08, 1.20026e-08, 1.33219e-08, 3.07292e-08, 1.32102e-07, 1.7502e-07, 1.19005e-08, 1.20719e-08, 1.53672e-08, 1.18179e-08, 9.19763e-06, 1.18177e-08, 1.18177e-08, 1.4008e-08
0.522205, 0, 1.26772e-05, 2.50427e-08, 1.41421, -1.26772e-05, 2.50427e-08, 2.50741e-08, 9.13841e-08, 2.63844e-08, 2.54259e-08, 2.81599e-08, 6.61721e-08, 2.74313e-07, 3.63253e-07, 2.52143e-08, 2.55694e-08, 3.03832e-08, 2.5043e-08, 1.19668e-05, 2.50427e-08, 2.50427e-08, 2.95818e-08
0.530098, 0, 1.6953e-05, 5.17577e-08, 1.41421, -1.6953e-05, 5.17577e-08, 5.18215e-08, 1.86183e-07, 5.44764e-08, 5.25343e-08, 5.80741e-08, 1.39358e-07, 5.56846e-07, 7.37063e-07, 5.21056e-08, 5.2825e-08, 5.97458e-08, 5.17584e-08, 1.55121e-05, 5.17577e-08, 5.17577e-08, 6.09552e-08
0.537991, 0, 2.29573e-05, 1.04624e-07, 1.41421, -2.29573e-05, 1.04624e-07, 1.04751e-07, 3.71335e-07, 1.10018e-07, 1.06165e-07, 1.17156e-07, 3.30396e-07, 1.10676e-06, 1.46432e-06, 1.05314e-07, 1.06742e-07, 1.165e-07, 1.04626e-07, 2.00505e-05, 1.04624e-07, 1.04624e-07, 1.22873e-07
0.545884, 0, 3.15876e-05, 2.0712e-07, 1.41421, -3.15876e-05, 2.0712e-07, 2.07366e-07, 7.25651e-07, 2.17607e-07, 2.10116e-07, 2.31485e-07, 7.15713e-07, 2.15544e-06, 2.85061e-06, 2.08462e-07, 2.11237e-07, 2.24669e-07, 2.07122e-07, 2.58721e-05, 2.0712e-07, 2.0712e-07, 2.42598e-07
0.553777, 0, 4.43698e-05, 4.0181e-07, 1.41421, -4.43698e-05, 4.0181e-07, 4.02279e-07, 1.39004e-06, 4.21797e-07, 4.0752e-07, 4.48245e-07, 1.47915e-06, 4.11498e-06, 5.43986e-06, 4.04368e-07, 4.09656e-07, 4.27585e-07, 4.01815e-07, 3.33766e-05, 4.0181e-07, 4.0181e-07, 4.69426e-07
0.56167, 0, 6.38483e-05, 7.64149e-07, 1.41421, -6.38483e-05, 7.64149e-07, 7.65025e-07, 2.61088e-06, 8.01498e-07, 7.74818e-07, 8.50923e-07, 2.96464e-06, 7.70301e-06, 1.01788e-05, 7.68928e-07, 7.78811e-07, 8.01758e-07, 7.64158e-07, 4.31285e-05, 7.64149e-07, 7.64149e-07, 8.90503e-07
0.569563, 0, 9.42145e-05, 1.42492e-06, 1.41421, -9.42145e-05, 1.42492e-06, 1.42653e-06, 4.80936e-06, 1.49337e-06, 1.44448e-06, 1.58395e-06, 5.76488e-06, 1.41416e-05, 1.86789e-05, 1.43368e-06, 1.45179e-06, 1.47946e-06, 1.42494e-06, 5.59491e-05, 1.42492e-06, 1.42492e-06, 1.65649e-06
0.577456, 0, 0.000142453, 2.60572e-06, 1.41421, -0.000142453, 2.60572e-06, 2.6086e-06, 8.68946e-06, 2.72876e-06, 2.64086e-06, 2.89158e-06, 1.10409e-05, 2.54647e-05, 3.36208e-05, 2.62146e-06, 2.65402e-06, 2.6843e-06, 2.60575e-06, 7.30544e-05, 2.60572e-06, 2.60572e-06, 3.02197e-06
0.585349, 0, 0.000219903, 4.67357e-06, 1.41421, -0.000219903, 4.67357e-06, 4.67866e-06, 1.54016e-05, 4.89054e-06, 4.73555e-06, 5.17766e-06, 2.08292e-05, 4.49829e-05, 5.93654e-05, 4.70134e-06, 4.75875e-06, 4.78611e-06, 4.67363e-06, 9.62703e-05, 4.67357e-06, 4.67357e-06, 5.40759e-06
0.593242, 0, 0.000344743, 8.22255e-06, 1.41421, -0.000344743, 8.22255e-06, 8.23136e-06, 2.67829e-05, 8.59792e-06, 8.32978e-06, 9.09467e-06, 3.8709e-05, 7.79609e-05, 0.000102844, 8.27059e-06, 8.36991e-06, 8.38276e-06, 8.22265e-06, 0.000128347, 8.22255e-06, 8.22255e-06, 9.49246e-06
0.601135, 0, 0.000545699, 1.41925e-05, 1.41421, -0.000545699, 1.41925e-05, 1.42074e-05, 4.57013e-05, 1.48297e-05, 1.43745e-05, 1.5673e-05, 7.08656e-05, 0.000132583, 0.000174825, 1.4274e-05, 1.44427e-05, 1.44193e-05, 1.41927e-05, 0.000173465, 1.41925e-05, 1.41925e-05, 1.63483e-05
0.609028, 0, 0.000867199, 2.40352e-05, 1.41421, -0.000867199, 2.40352e-05, 2.40601e-05, 7.65284e-05, 2.50968e-05, 2.43385e-05, 2.65017e-05, 0.000127799, 0.000221272, 0.000291647, 2.4171e-05, 2.4452e-05, 2.43544e-05, 2.40355e-05, 0.000237774, 2.40352e-05, 2.40352e-05, 2.76268e-05
0.616921, 0, 0.00137697, 3.99419e-05, 1.41421, -0.00137697, 3.99419e-05, 3.99826e-05, 0.000125776, 4.16778e-05, 4.04378e-05, 4.39751e-05, 0.000227014, 0.000362454, 0.000477528, 4.0164e-05, 4.06234e-05, 4.03889e-05, 3.99423e-05, 0.000330441, 3.99419e-05, 3.99419e-05, 4.58147e-05
0.624815, 0, 0.00217627, 6.51419e-05, 1.41421, -0.00217627, 6.51419e-05, 6.52073e-05, 0.000202917, 6.79283e-05, 6.59379e-05, 7.16157e-05, 0.000397169, 0.000582814, 0.000767523, 6.54985e-05, 6.62358e-05, 6.57648e-05, 6.51426e-05, 0.000464792, 6.51419e-05, 6.51419e-05, 7.45686e-05
0.632708, 0, 0.00341361, 0.000104279, 1.41421, -0.00341361, 0.000104279, 0.000104382, 0.000321393, 0.00010867, 0.000105533, 0.00011448, 0.000684286, 0.000920057, 0.00121113, 0.00010484, 0.000106002, 0.000105142, 0.00010428, 0.000659899, 0.000104279, 0.000104279, 0.000119134
0.640601, 0, 0.00530291, 0.000163867, 1.41421, -0.00530291, 0.000163867, 0.000164026, 0.000499822, 0.000170661, 0.000165808, 0.000179653, 0.00116084, 0.00142617, 0.00187658, 0.000164736, 0.000166535, 0.00016506, 0.000163869, 0.000942564, 0.000163867, 0.000163867, 0.000186854
0.648494, 0, 0.00814642, 0.000252817, 1.41421, -0.00814642, 0.000252817, 0.000253059, 0.000763338, 0.000263142, 0.000255766, 0.000276805, 0.00193869, 0.00217103, 0.00285547, 0.000254138, 0.000256871, 0.000254458, 0.000252819, 0.00134971, 0.000252817, 0.000252817, 0.000287748
0.656387, 0, 0.0123633, 0.000383004, 1.41421, -0.0123633, 0.000383004, 0.000383366, 0.00114501, 0.000398415, 0.000387407, 0.000418809, 0.0031869, 0.00324613, 0.00426774, 0.000384976, 0.000389056, 0.000385254, 0.000383008, 0.00193118, 0.000383004, 0.000383004, 0.000435143
0.66428, 0, 0.0185238, 0.00056983, 1.41421, -0.0185238, 0.00056983, 0.00057036, 0.00168717, 0.000592427, 0.000576285, 0.000622331, 0.00515551, 0.00476807, 0.00626607, 0.000572721, 0.000578704, 0.000572903, 0.000569835, 0.00275291, 0.00056983, 0.00056983, 0.000646283
0.672173, 0, 0.0273887, 0.000832723, 1.41421, -0.0273887, 0.000832723, 0.000833486, 0.00244254, 0.00086528, 0.000842023, 0.000908365, 0.00820625, 0.00688133, 0.00903959, 0.000836889, 0.00084551, 0.000836908, 0.000832731, 0.00390032, 0.000832723, 0.000832723, 0.000942875
0.680066, 0, 0.0399531, 0.00119547, 1.41421, -0.0399531, 0.00119547, 0.00119655, 0.00347479, 0.00124156, 0.00120864, 0.00130257, 0.0128501, 0.00975961, 0.0128155, 0.00120137, 0.00121358, 0.00120115, 0.00119548, 0.00548186, 0.00119547, 0.00119547, 0.00135144
0.687959, 0, 0.0574928, 0.00168629, 1.41421, -0.0574928, 0.00168629, 0.00168779, 0.00485852, 0.00175045, 0.00170462, 0.00183535, 0.0197918, 0.0136053, 0.0178584, 0.0016945, 0.0017115, 0.00169397, 0.00168631, 0.00763267, 0.00168629, 0.00168629, 0.00190337
0.695852, 0, 0.0816082, 0.00233754, 1.41421, -0.0816082, 0.00233754, 0.0023396, 0.00667804, 0.00242533, 0.00236262, 0.00254149, 0.0299786, 0.018646, 0.0244655, 0.00234877, 0.00237206, 0.00234789, 0.00233757, 0.0105182, 0.00233754, 0.00233754, 0.00263459
0.703745, 0, 0.114265, 0.00318496, 1.41421, -0.114265, 0.00318496, 0.00318773, 0.00902521, 0.00330308, 0.00321871, 0.00345939, 0.0446501, 0.0251282, 0.0329587, 0.00320008, 0.00323143, 0.00319886, 0.00318499, 0.014338, 0.00318496, 0.00318496, 0.00358468
