   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_51.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.197578, 0, 3.765e-14, 0, 1.41421, -3.765e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80566e-15, 0, 0, 1.4564e-18, 0, 0, 3.48429e-14, 0, 0, 0
0.205467, 0, 6.51038e-14, 0, 1.41421, -6.51038e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85153e-15, 0, 0, 2.57751e-18, 0, 0, 6.02497e-14, 0, 0, 0
0.213356, 0, 1.11467e-13, 0, 1.41421, -1.11467e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30655e-15, 0, 0, 4.51165e-18, 0, 0, 1.03156e-13, 0, 0, 0
0.221244, 0, 1.89398e-13, 0, 1.41421, -1.89398e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41141e-14, 0, 0, 7.84182e-18, 0, 0, 1.75276e-13, 0, 0, 0
0.229133, 0, 3.19387e-13, 0, 1.41421, -3.19387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38014e-14, 0, 0, 1.35363e-17, 0, 0, 2.95572e-13, 0, 0, 0
0.237022, 0, 5.34559e-13, 0, 1.41421, -5.34559e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98374e-14, 0, 0, 2.32084e-17, 0, 0, 4.94698e-13, 0, 0, 0
0.24491, 0, 8.88037e-13, 0, 1.41421, -8.88037e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61819e-14, 0, 0, 3.95291e-17, 0, 0, 8.21816e-13, 0, 0, 0
0.252799, 0, 1.46435e-12, 0, 1.41421, -1.46435e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09137e-13, 0, 0, 6.68955e-17, 0, 0, 1.35514e-12, 0, 0, 0
0.260688, 0, 2.39692e-12, 0, 1.41421, -2.39692e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7865e-13, 0, 0, 1.12502e-16, 0, 0, 2.21816e-12, 0, 0, 0
0.268576, 0, 3.89474e-12, 0, 1.41421, -3.89474e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90309e-13, 0, 0, 1.88063e-16, 0, 0, 3.60424e-12, 0, 0, 0
0.276465, 0, 6.28253e-12, 0, 1.41421, -6.28253e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68338e-13, 0, 0, 3.12553e-16, 0, 0, 5.81388e-12, 0, 0, 0
0.284354, 0, 1.0061e-11, 0, 1.41421, -1.0061e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50097e-13, 0, 0, 5.16578e-16, 0, 0, 9.31034e-12, 0, 0, 0
0.292242, 0, 1.5996e-11, 0, 1.41421, -1.5996e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19277e-12, 0, 0, 8.49315e-16, 0, 0, 1.48024e-11, 0, 0, 0
0.300131, 0, 2.52501e-11, 1.35926e-43, 1.41421, -2.52501e-11, 0, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.8832e-12, 1.35926e-43, 1.35926e-43, 1.38951e-15, 1.35926e-43, 1.35926e-43, 2.33655e-11, 1.35926e-43, 1.35926e-43, 1.35926e-43
0.30802, 0, 3.95743e-11, 2.36539e-42, 1.41421, -3.95743e-11, 0, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.36539e-42, 2.95228e-12, 2.36539e-42, 2.36539e-42, 2.26293e-15, 2.36539e-42, 2.36539e-42, 3.66198e-11, 2.36539e-42, 2.36539e-42, 2.36539e-42
0.315908, 0, 6.15855e-11, 3.43781e-41, 1.41421, -6.15855e-11, 0, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 3.43781e-41, 4.59577e-12, 3.43781e-41, 3.43781e-41, 3.66999e-15, 3.43781e-41, 3.43781e-41, 5.69861e-11, 3.43781e-41, 3.43781e-41, 3.43781e-41
0.323797, 0, 9.5164e-11, 4.42576e-40, 1.41421, -9.5164e-11, 0, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 4.42576e-40, 7.10428e-12, 4.42576e-40, 4.42576e-40, 5.92959e-15, 4.42576e-40, 4.42576e-40, 8.80538e-11, 4.42576e-40, 4.42576e-40, 4.42576e-40
0.331686, 0, 1.4602e-10, 5.09337e-39, 1.41421, -1.4602e-10, 0, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 5.09337e-39, 1.0906e-11, 5.09337e-39, 5.09337e-39, 9.54868e-15, 5.09337e-39, 5.09337e-39, 1.35105e-10, 5.09337e-39, 5.09337e-39, 5.09337e-39
0.339574, 0, 2.22493e-10, 5.29135e-38, 1.41421, -2.22493e-10, 0, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 5.29135e-38, 1.66273e-11, 5.29135e-38, 5.29135e-38, 1.53328e-14, 5.29135e-38, 5.29135e-38, 2.05851e-10, 5.29135e-38, 5.29135e-38, 5.29135e-38
0.347463, 0, 3.36666e-10, 4.98692e-37, 1.41421, -3.36666e-10, 0, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 4.98692e-37, 2.51774e-11, 4.98692e-37, 4.98692e-37, 2.45615e-14, 4.98692e-37, 4.98692e-37, 3.11464e-10, 4.98692e-37, 4.98692e-37, 4.98692e-37
0.355352, 0, 5.05919e-10, 4.29292e-36, 1.41421, -5.05919e-10, 0, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 4.29292e-36, 3.7867e-11, 4.29292e-36, 4.29292e-36, 3.9269e-14, 4.29292e-36, 4.29292e-36, 4.68012e-10, 4.29292e-36, 4.29292e-36, 4.29292e-36
0.36324, 0, 7.55052e-10, 3.38909e-35, 1.41421, -7.55052e-10, 0, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 3.38909e-35, 5.65717e-11, 3.38909e-35, 3.38909e-35, 6.2689e-14, 3.38909e-35, 3.38909e-35, 6.98417e-10, 3.38909e-35, 3.38909e-35, 3.38909e-35
0.371129, 0, 1.1192e-09, 2.46465e-34, 1.41421, -1.1192e-09, 0, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 2.46465e-34, 8.39574e-11, 2.46465e-34, 2.46465e-34, 9.99659e-14, 2.46465e-34, 2.46465e-34, 1.03514e-09, 2.46465e-34, 2.46465e-34, 2.46465e-34
0.379018, 0, 1.64776e-09, 1.69534e-33, 1.41421, -1.64776e-09, 0, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.69534e-33, 1.23786e-10, 1.69534e-33, 1.69534e-33, 1.59285e-13, 1.69534e-33, 1.69534e-33, 1.52381e-09, 1.69534e-33, 1.69534e-33, 1.69534e-33
0.386906, 0, 2.40965e-09, 9.8714e-33, 1.41421, -2.40965e-09, 0, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 9.8714e-33, 1.81332e-10, 9.8714e-33, 9.8714e-33, 2.53672e-13, 9.8714e-33, 9.8714e-33, 2.22806e-09, 9.8714e-33, 9.8714e-33, 9.8714e-33
0.394795, 0, 3.50035e-09, 5.85812e-32, 1.41421, -3.50035e-09, 0, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 5.85812e-32, 2.6394e-10, 5.85812e-32, 5.85812e-32, 4.03848e-13, 5.85812e-32, 5.85812e-32, 3.23601e-09, 5.85812e-32, 5.85812e-32, 5.85812e-32
0.402684, 0, 5.05113e-09, 3.09541e-31, 1.41421, -5.05113e-09, 0, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.09541e-31, 3.81772e-10, 3.09541e-31, 3.09541e-31, 6.42743e-13, 3.09541e-31, 3.09541e-31, 4.66872e-09, 3.09541e-31, 3.09541e-31, 3.09541e-31
0.410572, 0, 7.2412e-09, 1.60633e-30, 1.41421, -7.2412e-09, 0, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 1.60633e-30, 5.48803e-10, 1.60633e-30, 1.60633e-30, 1.02262e-12, 1.60633e-30, 1.60633e-30, 6.69138e-09, 1.60633e-30, 1.60633e-30, 1.60633e-30
0.418461, 0, 1.03134e-08, 7.95946e-30, 1.41421, -1.03134e-08, 0, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.95946e-30, 7.84123e-10, 7.95946e-30, 7.95946e-30, 1.62626e-12, 7.95946e-30, 7.95946e-30, 9.52764e-09, 7.95946e-30, 7.95946e-30, 7.95946e-30
0.42635, 0, 1.45944e-08, 3.73169e-29, 1.41421, -1.45944e-08, 0, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 3.73169e-29, 1.11367e-09, 3.73169e-29, 3.73169e-29, 2.58435e-12, 3.73169e-29, 3.73169e-29, 1.34782e-08, 3.73169e-29, 3.73169e-29, 3.73169e-29
0.434238, 0, 2.05209e-08, 1.69491e-28, 1.41421, -2.05209e-08, 0, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.69491e-28, 1.57248e-09, 1.69491e-28, 1.69491e-28, 4.10265e-12, 1.69491e-28, 1.69491e-28, 1.89443e-08, 1.69491e-28, 1.69491e-28, 1.69491e-28
0.442127, 0, 2.8672e-08, 7.37442e-28, 1.41421, -2.8672e-08, 0, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 7.37442e-28, 2.20758e-09, 7.37442e-28, 7.37442e-28, 6.50361e-12, 7.37442e-28, 7.37442e-28, 2.64579e-08, 7.37442e-28, 7.37442e-28, 7.37442e-28
0.450016, 0, 3.98106e-08, 3.05958e-27, 1.41421, -3.98106e-08, 0, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.05958e-27, 3.08181e-09, 3.05958e-27, 3.05958e-27, 1.02903e-11, 3.05958e-27, 3.05958e-27, 3.67185e-08, 3.05958e-27, 3.05958e-27, 3.05958e-27
0.457904, 0, 5.49355e-08, 1.21101e-26, 1.41421, -5.49355e-08, 0, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 1.21101e-26, 4.27863e-09, 1.21101e-26, 1.21101e-26, 1.62437e-11, 1.21101e-26, 1.21101e-26, 5.06406e-08, 1.21101e-26, 1.21101e-26, 1.21101e-26
0.465793, 0, 7.53448e-08, 4.5776e-26, 1.41421, -7.53448e-08, 0, 4.5776e-26, 4.5776e-26, 4.5776e-26, 4.5776e-26, 4.5776e-26, 4.5776e-26, 8.1942e-13, 4.5776e-26, 4.5776e-26, 4.5776e-26, 5.90829e-09, 4.5776e-26, 4.5776e-26, 2.55686e-11, 4.5776e-26, 4.5776e-26, 6.94102e-08, 4.5776e-26, 4.5776e-26, 4.5776e-26
0.473682, 0, 1.02714e-07, 1.65546e-25, 1.41421, -1.02714e-07, 0, 1.65546e-25, 1.65546e-25, 1.65546e-25, 1.65546e-25, 1.65546e-25, 1.65546e-25, 2.70574e-12, 1.65546e-25, 1.65546e-25, 1.65546e-25, 8.11578e-09, 1.65546e-25, 1.65546e-25, 4.01128e-11, 1.65546e-25, 1.65546e-25, 9.45557e-08, 1.65546e-25, 1.65546e-25, 1.65546e-25
0.48157, 0, 1.39193e-07, 5.78521e-25, 1.41421, -1.39193e-07, 0, 5.78521e-25, 5.78521e-25, 5.78521e-25, 5.78521e-25, 5.78521e-25, 5.78521e-25, 6.92465e-12, 5.78521e-25, 5.78521e-25, 5.78521e-25, 1.10906e-08, 5.78521e-25, 5.78521e-25, 6.26913e-11, 5.78521e-25, 5.78521e-25, 1.28033e-07, 5.78521e-25, 5.78521e-25, 5.78521e-25
0.489459, 0, 1.90105e-07, 3.18432e-10, 1.41421, -1.90105e-07, 3.18432e-10, 3.18491e-10, 3.18457e-10, 1.19989e-09, 3.39244e-10, 3.24966e-10, 3.3576e-10, 3.72669e-10, 3.38255e-10, 3.23979e-10, 1.53575e-09, 1.53982e-08, 3.19027e-10, 3.23089e-10, 4.15994e-10, 3.18432e-10, 3.18435e-10, 1.72672e-07, 3.18432e-10, 3.18432e-10, 3.46532e-10
0.497348, 0, 2.59662e-07, 1.04561e-09, 1.41421, -2.59662e-07, 1.04561e-09, 1.04581e-09, 1.0457e-09, 3.94183e-09, 1.114e-09, 1.06708e-09, 1.10255e-09, 1.20658e-09, 1.11075e-09, 1.06384e-09, 5.04537e-09, 2.14479e-08, 1.04757e-09, 1.06091e-09, 1.19676e-09, 1.04561e-09, 1.04562e-09, 2.31712e-07, 1.04561e-09, 1.04561e-09, 1.13794e-09
0.505236, 0, 3.562e-07, 2.66276e-09, 1.41421, -3.562e-07, 2.66276e-09, 2.66326e-09, 2.66298e-09, 1.00428e-08, 2.83702e-09, 2.71747e-09, 2.80785e-09, 3.05852e-09, 2.82874e-09, 2.70921e-09, 1.28549e-08, 3.0132e-08, 2.66775e-09, 2.70175e-09, 2.89573e-09, 2.66276e-09, 2.66279e-09, 3.09663e-07, 2.66276e-09, 2.66276e-09, 2.89803e-09
0.513125, 0, 4.93383e-07, 6.17388e-09, 1.41421, -4.93383e-07, 6.17388e-09, 6.17504e-09, 6.17438e-09, 2.32987e-08, 6.57823e-09, 6.30084e-09, 6.51054e-09, 7.07449e-09, 6.55901e-09, 6.28166e-09, 2.98238e-08, 4.2981e-08, 6.18545e-09, 6.26436e-09, 6.53105e-09, 6.17388e-09, 6.17396e-09, 4.12533e-07, 6.17388e-09, 6.17388e-09, 6.71981e-09
0.521014, 0, 6.96233e-07, 1.37793e-08, 1.41421, -6.96233e-07, 1.37793e-08, 1.37819e-08, 1.37805e-08, 5.2033e-08, 1.46826e-08, 1.40629e-08, 1.45314e-08, 1.59244e-08, 1.46396e-08, 1.40201e-08, 6.66087e-08, 6.2866e-08, 1.38052e-08, 1.39815e-08, 1.43239e-08, 1.37793e-08, 1.37795e-08, 5.48882e-07, 1.37793e-08, 1.37793e-08, 1.49989e-08
0.528902, 0, 1.00442e-06, 2.92799e-08, 1.41421, -1.00442e-06, 2.92799e-08, 2.92854e-08, 2.92823e-08, 1.10592e-07, 3.11998e-08, 2.98827e-08, 3.08784e-08, 3.41587e-08, 3.11086e-08, 2.97917e-08, 1.41574e-07, 9.44373e-08, 2.93348e-08, 2.97095e-08, 3.01051e-08, 2.92799e-08, 2.92802e-08, 7.30406e-07, 2.92799e-08, 2.92799e-08, 3.18721e-08
0.536791, 0, 1.49864e-06, 6.08062e-08, 1.41421, -1.49864e-06, 6.08062e-08, 6.08175e-08, 6.0811e-08, 2.29716e-07, 6.47943e-08, 6.20583e-08, 6.41268e-08, 7.46931e-08, 6.46048e-08, 6.18692e-08, 2.94075e-07, 1.46897e-07, 6.09202e-08, 6.16986e-08, 6.20489e-08, 6.08062e-08, 6.08069e-08, 9.75411e-07, 6.08062e-08, 6.08062e-08, 6.61909e-08
0.54468, 0, 2.31828e-06, 1.23574e-07, 1.41421, -2.31828e-06, 1.23574e-07, 1.23597e-07, 1.23584e-07, 4.6693e-07, 1.31681e-07, 1.26119e-07, 1.30324e-07, 1.56752e-07, 1.31296e-07, 1.25735e-07, 5.97758e-07, 2.36804e-07, 1.23806e-07, 1.25388e-07, 1.25434e-07, 1.23574e-07, 1.23575e-07, 1.31216e-06, 1.23574e-07, 1.23574e-07, 1.3452e-07
0.552568, 0, 3.71844e-06, 2.45914e-07, 1.41421, -3.71844e-06, 2.45914e-07, 2.4596e-07, 2.45934e-07, 9.29371e-07, 2.62052e-07, 2.50981e-07, 2.5935e-07, 3.19641e-07, 2.61285e-07, 2.50216e-07, 1.18979e-06, 3.94165e-07, 2.46376e-07, 2.49525e-07, 2.48681e-07, 2.45914e-07, 2.45917e-07, 1.78612e-06, 2.45914e-07, 2.45914e-07, 2.67703e-07
0.560457, 0, 6.15577e-06, 4.79373e-07, 1.41421, -6.15577e-06, 4.79373e-07, 4.79463e-07, 4.79411e-07, 1.812e-06, 5.10838e-07, 4.89252e-07, 5.05571e-07, 6.36503e-07, 5.09343e-07, 4.8776e-07, 2.31977e-06, 6.72609e-07, 4.80273e-07, 4.86413e-07, 4.83461e-07, 4.79373e-07, 4.79378e-07, 2.47183e-06, 4.79373e-07, 4.79373e-07, 5.21856e-07
0.568346, 0, 1.04354e-05, 9.15584e-07, 1.41421, -1.04354e-05, 9.15584e-07, 9.15755e-07, 9.15657e-07, 3.46152e-06, 9.75697e-07, 9.34458e-07, 9.65634e-07, 1.24058e-06, 9.7284e-07, 9.31607e-07, 4.43159e-06, 1.16635e-06, 9.17303e-07, 9.29035e-07, 9.21586e-07, 9.15584e-07, 9.15594e-07, 3.49276e-06, 9.15584e-07, 9.15584e-07, 9.96747e-07
0.576234, 0, 1.79521e-05, 1.71368e-06, 1.41421, -1.79521e-05, 1.71368e-06, 1.714e-06, 1.71381e-06, 6.48015e-06, 1.82622e-06, 1.74901e-06, 1.80738e-06, 2.37098e-06, 1.82087e-06, 1.74367e-06, 8.29632e-06, 2.03769e-06, 1.7169e-06, 1.73886e-06, 1.72243e-06, 1.71368e-06, 1.7137e-06, 5.05328e-06, 1.71368e-06, 1.71368e-06, 1.86563e-06
0.584123, 0, 3.1079e-05, 3.14362e-06, 1.41421, -3.1079e-05, 3.14362e-06, 3.14421e-06, 3.14387e-06, 1.18899e-05, 3.35013e-06, 3.20846e-06, 3.31556e-06, 4.45158e-06, 3.34032e-06, 3.19867e-06, 1.52225e-05, 3.56053e-06, 3.14953e-06, 3.18983e-06, 3.15631e-06, 3.14362e-06, 3.14366e-06, 7.48934e-06, 3.14362e-06, 3.14362e-06, 3.42245e-06
0.592012, 0, 5.37649e-05, 5.65274e-06, 1.41421, -5.37649e-05, 5.65274e-06, 5.6538e-06, 5.65319e-06, 2.1385e-05, 6.0242e-06, 5.76937e-06, 5.96202e-06, 8.21305e-06, 6.00654e-06, 5.75175e-06, 2.73794e-05, 6.187e-06, 5.66336e-06, 5.73586e-06, 5.67101e-06, 5.65274e-06, 5.6528e-06, 1.13461e-05, 5.65274e-06, 5.65274e-06, 6.15427e-06
0.5999, 0, 9.24453e-05, 9.96479e-06, 1.41421, -9.24453e-05, 9.96479e-06, 9.96666e-06, 9.96559e-06, 3.77073e-05, 1.06198e-05, 1.01705e-05, 1.05102e-05, 1.4894e-05, 1.05887e-05, 1.01394e-05, 4.82779e-05, 1.06468e-05, 9.98353e-06, 1.01114e-05, 9.99094e-06, 9.96479e-06, 9.96491e-06, 1.74952e-05, 9.96479e-06, 9.96479e-06, 1.08492e-05
