   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.42253, 6590, 6553.85, 32.9394, 81.1911, 36.1509, 0, 32.9395, 32.9395, 32.9398, 6539.16, 47.6273, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394, 32.9394
6.43042, 6334, 6344.94, 32.9463, 79.599, -10.9443, 0, 32.9463, 32.9463, 32.9466, 6328.93, 48.9589, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463, 32.9463
6.43831, 6054, 6081.53, 32.95, 77.8203, -27.5337, 0, 32.95, 32.95, 32.9504, 6064.26, 50.2275, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95, 32.95
6.4462, 6040, 5771.16, 32.9505, 77.7303, 268.839, 0, 32.9505, 32.9505, 32.9509, 5752.71, 51.4018, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505, 32.9505
6.45409, 5552, 5422.48, 32.9477, 74.5252, 129.518, 0, 32.9477, 32.9477, 32.9481, 5402.98, 52.4509, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477, 32.9477
6.46198, 5218, 5044.66, 32.9414, 72.2496, 173.34, 0, 32.9414, 32.9414, 32.9418, 5024.25, 53.3461, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414, 32.9414
6.46987, 4430, 4647.06, 32.9318, 66.5733, -217.058, 0, 32.9318, 32.9318, 32.9322, 4625.93, 54.0622, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318, 32.9318
6.47777, 4260, 4239.02, 32.9188, 65.284, 20.9785, 0, 32.9188, 32.9188, 32.9193, 4217.36, 54.5782, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188, 32.9188
6.48566, 3836, 3829.23, 32.9026, 61.9516, 6.77466, 0, 32.9027, 32.9027, 32.9032, 3807.25, 54.8791, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026, 32.9026
6.49355, 3444, 3425.65, 32.8835, 58.7026, 18.353, 0, 32.8835, 32.8835, 32.884, 3403.57, 54.9558, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835, 32.8835
6.50144, 3122, 3035.25, 32.8615, 55.8928, 86.7456, 0, 32.8615, 32.8615, 32.862, 3013.31, 54.8063, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615, 32.8615
6.50933, 2670, 2663.78, 32.837, 51.6914, 6.21777, 0, 32.837, 32.837, 32.8376, 2642.18, 54.4351, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837, 32.837
6.51722, 2286, 2315.8, 32.8104, 47.833, -29.7964, 0, 32.8104, 32.8104, 32.811, 2294.75, 53.8535, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104, 32.8104
6.52511, 2104, 1994.61, 32.7821, 45.8912, 109.392, 0, 32.7821, 32.7821, 32.7827, 1974.31, 53.0786, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821, 32.7821
6.533, 1754, 1702.27, 32.7524, 41.9047, 51.7332, 0, 32.7524, 32.7524, 32.753, 1682.89, 52.1328, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524, 32.7524
6.54089, 1418, 1439.8, 32.7218, 37.6829, -21.7958, 0, 32.7219, 32.7219, 32.7224, 1421.47, 51.0427, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218, 32.7218
6.54878, 1250, 1207.17, 32.6908, 35.3836, 42.835, 0, 32.6909, 32.6909, 32.6914, 1190.02, 49.8372, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908, 32.6908
6.55668, 1010, 1003.63, 32.6598, 31.8119, 6.36816, 0, 32.6598, 32.6598, 32.6604, 987.744, 48.5474, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598, 32.6598
6.56457, 940, 827.719, 32.6292, 30.692, 112.281, 0, 32.6292, 32.6292, 32.6298, 813.143, 47.2044, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292, 32.6292
6.57246, 678, 677.481, 32.5994, 26.0768, 0.518555, 0, 32.5994, 32.5994, 32.5999, 664.242, 45.8379, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994, 32.5994
6.58035, 578, 550.706, 32.5708, 24.0832, 27.2935, 0, 32.5708, 32.5708, 32.5712, 538.8, 44.4765, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708, 32.5708
6.58824, 506, 444.943, 32.5435, 22.5389, 61.0567, 0, 32.5435, 32.5435, 32.544, 434.341, 43.1451, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435, 32.5435
6.59613, 358, 357.693, 32.5179, 18.9737, 0.307037, 0, 32.5179, 32.5179, 32.5183, 348.345, 41.8652, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179, 32.5179
6.60402, 232, 286.53, 32.4941, 15.2971, -54.5297, 0, 32.4941, 32.4941, 32.4945, 278.369, 40.6548, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941, 32.4941
6.61191, 250, 229.108, 32.4723, 15.8745, 20.8924, 0, 32.4723, 32.4723, 32.4727, 222.052, 39.5271, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723, 32.4723
6.6198, 226, 183.273, 32.4524, 15.0997, 42.7266, 0, 32.4524, 32.4524, 32.4528, 177.234, 38.4916, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524, 32.4524
6.62769, 148, 147.076, 32.4346, 12.2474, 0.923828, 0, 32.4346, 32.4346, 32.4349, 141.956, 37.554, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346, 32.4346
6.63558, 132, 118.784, 32.4187, 11.5758, 13.2164, 0, 32.4187, 32.4187, 32.419, 114.486, 36.7162, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187, 32.4187
6.64348, 114, 96.8989, 32.4046, 10.7703, 17.1011, 0, 32.4046, 32.4047, 32.4049, 93.3259, 35.9772, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046, 32.4046
6.65137, 82, 80.1396, 32.3923, 9.16515, 1.86041, 0, 32.3923, 32.3923, 32.3925, 77.1981, 35.3334, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923, 32.3923
6.65926, 74, 67.4344, 32.3815, 8.7178, 6.56563, 0, 32.3815, 32.3816, 32.3818, 65.0361, 34.7794, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815, 32.3815
6.66715, 50, 57.8979, 32.3722, 7.2111, -7.8979, 0, 32.3722, 32.3722, 32.3724, 55.9614, 34.3084, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722, 32.3722
6.67504, 46, 50.8085, 32.364, 6.9282, -4.80853, 0, 32.364, 32.3641, 32.3643, 49.2599, 33.9124, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364, 32.364
6.68293, 30, 45.5909, 32.3569, 5.65685, -15.5909, 0, 32.3569, 32.357, 32.3571, 44.3643, 33.5832, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569, 32.3569
6.69082, 32, 41.7883, 32.3507, 5.83095, -9.78825, 0, 32.3507, 32.3508, 32.3509, 40.8259, 33.3127, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507, 32.3507
6.69871, 52, 39.045, 32.3451, 7.34847, 12.955, 0, 32.3451, 32.3452, 32.3453, 38.2973, 33.0925, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451, 32.3451
6.7066, 34, 37.0892, 32.34, 6, -3.08923, 0, 32.34, 32.3401, 32.3402, 36.5137, 32.9152, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34, 32.34
6.71449, 28, 35.7143, 32.3352, 5.47723, -7.71428, 0, 32.3352, 32.3354, 32.3354, 35.2754, 32.7737, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352, 32.3352
6.72239, 40, 34.7671, 32.3307, 6.48074, 5.23287, 0, 32.3307, 32.3309, 32.3309, 34.4357, 32.6617, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307, 32.3307
6.73028, 38, 34.1373, 32.3263, 6.32456, 3.86268, 0, 32.3263, 32.3265, 32.3264, 33.8893, 32.5738, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263, 32.3263
6.73817, 28, 33.7475, 32.3218, 5.47723, -5.74751, 0, 32.3218, 32.3221, 32.3219, 33.5636, 32.5052, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218, 32.3218
6.74606, 36, 33.5477, 32.3171, 6.16441, 2.45232, 0, 32.3172, 32.3175, 32.3173, 33.4125, 32.4517, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171, 32.3171
6.75395, 28, 33.51, 32.3123, 5.47723, -5.51, 0, 32.3123, 32.3128, 32.3125, 33.4115, 32.4102, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123, 32.3123
6.76184, 28, 33.6259, 32.3072, 5.47723, -5.62587, 0, 32.3072, 32.3077, 32.3074, 33.5547, 32.3777, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072, 32.3072
6.76973, 46, 33.9042, 32.3018, 6.9282, 12.0958, 0, 32.3018, 32.3024, 32.3019, 33.8532, 32.3521, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018, 32.3018
6.77762, 28, 34.3711, 32.2959, 5.47723, -6.37111, 0, 32.296, 32.2966, 32.2961, 34.3347, 32.3315, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959, 32.2959
6.78551, 42, 35.0703, 32.2897, 6.63325, 6.92966, 0, 32.2897, 32.2904, 32.2898, 35.0445, 32.3146, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897, 32.2897
6.7934, 50, 36.0649, 32.2829, 7.2111, 13.9351, 0, 32.2829, 32.2837, 32.2831, 36.0466, 32.3002, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829, 32.2829
6.8013, 34, 37.4394, 32.2756, 6, -3.43939, 0, 32.2756, 32.2765, 32.2758, 37.4264, 32.2875, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756, 32.2756
6.80919, 44, 39.3022, 32.2677, 6.78233, 4.69781, 0, 32.2678, 32.2687, 32.2679, 39.2929, 32.2758, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677, 32.2677
6.81708, 44, 41.789, 32.2592, 6.78233, 2.21098, 0, 32.2592, 32.2602, 32.2593, 41.7823, 32.2646, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592, 32.2592
6.82497, 56, 45.066, 32.2498, 7.61577, 10.934, 0, 32.2498, 32.251, 32.25, 45.061, 32.2535, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498, 32.2498
6.83286, 96, 49.3304, 32.2396, 9.8995, 46.6696, 0, 32.2396, 32.2408, 32.2398, 49.3265, 32.242, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396, 32.2396
6.84075, 86, 54.8148, 32.2283, 9.38083, 31.1852, 0, 32.2283, 32.2296, 32.2284, 54.8117, 32.2299, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283, 32.2283
6.84864, 76, 61.7865, 32.2157, 8.83176, 14.2135, 0, 32.2157, 32.217, 32.2158, 61.7839, 32.2167, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157, 32.2157
6.85653, 124, 70.5456, 32.2015, 11.225, 53.4544, 0, 32.2015, 32.2029, 32.2016, 70.5433, 32.2021, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015, 32.2015
6.86442, 100, 81.4221, 32.1853, 10.0995, 18.5779, 0, 32.1853, 32.1868, 32.1855, 81.42, 32.1857, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853, 32.1853
6.87231, 118, 94.7691, 32.1666, 10.9545, 23.2309, 0, 32.1666, 32.1681, 32.1668, 94.7672, 32.1669, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666, 32.1666
6.8802, 132, 110.956, 32.1448, 11.5758, 21.0435, 0, 32.1449, 32.1464, 32.145, 110.955, 32.145, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448, 32.1448
6.8881, 150, 130.354, 32.1191, 12.3288, 19.6462, 0, 32.1192, 32.1207, 32.1193, 130.352, 32.1193, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1191, 32.1192, 32.1191
6.89599, 208, 153.316, 32.0886, 14.4914, 54.6842, 0, 32.0886, 32.0901, 32.0887, 153.314, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886, 32.0886
6.90388, 280, 180.169, 32.0519, 16.7929, 99.8313, 0, 32.0519, 32.0534, 32.052, 180.167, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519, 32.0519
6.91177, 278, 211.18, 32.0076, 16.7332, 66.8197, 0, 32.0076, 32.0091, 32.0078, 211.179, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076, 32.0076
6.91966, 318, 246.539, 31.9541, 17.8885, 71.4613, 0, 31.9541, 31.9555, 31.9543, 246.537, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541, 31.9541
6.92755, 310, 286.34, 31.8893, 17.6635, 23.6604, 0, 31.8893, 31.8906, 31.8894, 286.338, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893, 31.8893
6.93544, 362, 330.536, 31.8108, 19.0788, 31.4637, 0, 31.8108, 31.8121, 31.811, 330.535, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8108, 31.8109, 31.8108
6.94333, 394, 378.949, 31.7161, 19.8997, 15.0509, 0, 31.7161, 31.7173, 31.7163, 378.948, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7161, 31.7162, 31.7161
6.95122, 468, 431.234, 31.6022, 21.6795, 36.7663, 0, 31.6022, 31.6033, 31.6024, 431.232, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6022, 31.6023, 31.6022
6.95911, 516, 486.864, 31.4659, 22.7596, 29.1361, 0, 31.4659, 31.467, 31.4661, 486.862, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4659, 31.4661, 31.4659
6.967, 552, 545.134, 31.3039, 23.5372, 6.86609, 0, 31.3039, 31.3048, 31.304, 545.133, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.3039, 31.304, 31.3039
6.9749, 614, 605.175, 31.1124, 24.8193, 8.82501, 0, 31.1124, 31.1133, 31.1126, 605.174, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1124, 31.1126, 31.1124
6.98279, 646, 665.948, 30.8878, 25.4558, -19.9479, 0, 30.8878, 30.8886, 30.888, 665.947, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8878, 30.8881, 30.8878
6.99068, 702, 726.282, 30.6265, 26.533, -24.2821, 0, 30.6265, 30.6272, 30.6267, 726.281, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6265, 30.6268, 30.6265
6.99857, 798, 784.902, 30.325, 28.2843, 13.0977, 0, 30.325, 30.3256, 30.3252, 784.901, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.325, 30.3254, 30.325
7.00646, 760, 839.84, 29.3344, 27.6043, -79.8402, 0, 29.3344, 29.3349, 29.3346, 839.839, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3344, 29.3349, 29.3344
7.01435, 842, 890.411, 28.3119, 29.0517, -48.4112, 0, 28.3119, 28.3124, 28.3121, 890.41, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3119, 28.3125, 28.3119
7.02224, 874, 935.66, 27.6004, 29.5973, -61.66, 0, 27.6004, 27.6008, 27.6006, 935.659, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6004, 27.6011, 27.6004
7.03013, 988, 974.05, 26.8556, 31.4643, 13.9504, 0, 26.8556, 26.8559, 26.8558, 974.048, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8556, 26.8564, 26.8556
7.03802, 1002, 1004.53, 26.0808, 31.686, -2.52887, 0, 26.0808, 26.0811, 26.081, 1004.53, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0808, 26.0818, 26.0808
7.04591, 924, 1026.25, 25.2802, 30.4302, -102.245, 0, 25.2802, 25.2805, 25.2804, 1026.24, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2802, 25.2814, 25.2802
7.05381, 928, 1038.59, 24.4586, 30.4959, -110.586, 0, 24.4586, 24.4588, 24.4588, 1038.58, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4586, 24.4599, 24.4586
7.0617, 924, 1041.2, 23.6216, 30.4302, -117.196, 0, 23.6217, 23.6218, 23.6219, 1041.19, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6216, 23.6231, 23.6216
7.06959, 948, 1034, 22.7761, 30.8221, -86.0044, 0, 22.7761, 22.7763, 22.7764, 1034, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7761, 22.7778, 22.7761
7.07748, 998, 1017.22, 21.929, 31.6228, -19.2184, 0, 21.929, 21.9291, 21.9292, 1017.22, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.929, 21.9308, 21.929
7.08537, 950, 991.32, 21.087, 30.8545, -41.32, 0, 21.087, 21.0871, 21.0873, 991.318, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.087, 21.089, 21.087
7.09326, 912, 957.037, 20.2575, 30.2324, -45.0375, 0, 20.2575, 20.2576, 20.2577, 957.035, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2575, 20.2596, 20.2575
7.10115, 880, 915.315, 19.4472, 29.6985, -35.3155, 0, 19.4472, 19.4473, 19.4475, 915.313, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4472, 19.4495, 19.4472
