   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_20.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0290847, 40, 0, 0, 6.48074, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.021185, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0132852, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00538547, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00251429, 0, 1.85365e-19, 0, 1.41421, -1.85365e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16584e-22, 0, 0, 5.60551e-25, 0, 0, 1.85048e-19, 0, 0, 0
0.0104141, 0, 3.91727e-19, 0, 1.41421, -3.91727e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69027e-22, 0, 0, 1.20141e-24, 0, 0, 3.91057e-19, 0, 0, 0
0.0183138, 0, 8.46113e-19, 0, 1.41421, -8.46113e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44507e-21, 0, 0, 2.64933e-24, 0, 0, 8.44665e-19, 0, 0, 0
0.0262136, 0, 1.74109e-18, 0, 1.41421, -1.74109e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9736e-21, 0, 0, 5.5305e-24, 0, 0, 1.73812e-18, 0, 0, 0
0.0341133, 0, 3.54437e-18, 0, 1.41421, -3.54437e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05339e-21, 0, 0, 1.14233e-23, 0, 0, 3.5383e-18, 0, 0, 0
0.0420131, 0, 7.1404e-18, 0, 1.41421, -7.1404e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2195e-20, 0, 0, 2.33544e-23, 0, 0, 7.12818e-18, 0, 0, 0
