   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_266.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0503531, 0, 3.63103e-21, 0, 1.41421, -3.63103e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07881e-23, 0, 0, 0, 1.1777e-24, 0, 3.56906e-21, 0, 0, 0
0.0582191, 0, 8.49539e-21, 0, 1.41421, -8.49539e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42223e-22, 0, 0, 0, 2.80577e-24, 0, 8.35036e-21, 0, 0, 0
0.066085, 0, 1.95678e-20, 0, 1.41421, -1.95678e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27586e-22, 0, 0, 0, 6.57715e-24, 0, 1.92336e-20, 0, 0, 0
0.073951, 0, 4.44045e-20, 0, 1.41421, -4.44045e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43376e-22, 0, 0, 0, 1.51833e-23, 0, 4.3646e-20, 0, 0, 0
0.081817, 0, 9.934e-20, 0, 1.41421, -9.934e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66304e-21, 0, 0, 0, 3.4543e-23, 0, 9.76424e-20, 0, 0, 0
0.0896829, 0, 2.19268e-19, 0, 1.41421, -2.19268e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67073e-21, 0, 0, 0, 7.75363e-23, 0, 2.1552e-19, 0, 0, 0
0.0975489, 0, 4.7764e-19, 0, 1.41421, -4.7764e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99603e-21, 0, 0, 0, 1.71728e-22, 0, 4.69472e-19, 0, 0, 0
0.105415, 0, 1.05377e-18, 0, 1.41421, -1.05377e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76407e-20, 0, 0, 0, 3.87238e-22, 0, 1.03574e-18, 0, 0, 0
0.113281, 0, 2.23244e-18, 0, 1.41421, -2.23244e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73721e-20, 0, 0, 0, 8.33708e-22, 0, 2.19424e-18, 0, 0, 0
0.121147, 0, 4.67483e-18, 0, 1.41421, -4.67483e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82584e-20, 0, 0, 0, 1.77429e-21, 0, 4.5948e-18, 0, 0, 0
0.129013, 0, 9.67908e-18, 0, 1.41421, -9.67908e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6203e-19, 0, 0, 0, 3.7339e-21, 0, 9.51332e-18, 0, 0, 0
0.136879, 0, 1.98201e-17, 0, 1.41421, -1.98201e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31792e-19, 0, 0, 0, 7.77269e-21, 0, 1.94805e-17, 0, 0, 0
0.144745, 0, 4.01503e-17, 0, 1.41421, -4.01503e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72119e-19, 0, 0, 0, 1.60095e-20, 0, 3.94622e-17, 0, 0, 0
0.152611, 0, 8.04789e-17, 0, 1.41421, -8.04789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34721e-18, 0, 0, 0, 3.26364e-20, 0, 7.90991e-17, 0, 0, 0
0.160477, 0, 1.59652e-16, 0, 1.41421, -1.59652e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67255e-18, 0, 0, 0, 6.58649e-20, 0, 1.56914e-16, 0, 0, 0
0.168343, 0, 3.1351e-16, 0, 1.41421, -3.1351e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24806e-18, 0, 0, 0, 1.31624e-19, 0, 3.0813e-16, 0, 0, 0
0.176209, 0, 6.09518e-16, 0, 1.41421, -6.09518e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0203e-17, 0, 0, 0, 2.60522e-19, 0, 5.99055e-16, 0, 0, 0
0.184075, 0, 1.17341e-15, 0, 1.41421, -1.17341e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96421e-17, 0, 0, 0, 5.1082e-19, 0, 1.15325e-15, 0, 0, 0
0.191941, 0, 2.23719e-15, 0, 1.41421, -2.23719e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74488e-17, 0, 0, 0, 9.92414e-19, 0, 2.19875e-15, 0, 0, 0
0.199807, 0, 4.22484e-15, 0, 1.41421, -4.22484e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07196e-17, 0, 0, 0, 1.91074e-18, 0, 4.15221e-15, 0, 0, 0
0.207673, 0, 7.90357e-15, 0, 1.41421, -7.90357e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32296e-16, 0, 0, 0, 3.64645e-18, 0, 7.76763e-15, 0, 0, 0
0.215539, 0, 1.46485e-14, 0, 1.41421, -1.46485e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45197e-16, 0, 0, 0, 6.89883e-18, 0, 1.43965e-14, 0, 0, 0
0.223404, 0, 2.69012e-14, 0, 1.41421, -2.69012e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50283e-16, 0, 0, 0, 1.29416e-17, 0, 2.64379e-14, 0, 0, 0
0.23127, 0, 4.8955e-14, 0, 1.41421, -4.8955e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.19421e-16, 0, 0, 0, 2.40757e-17, 0, 4.81115e-14, 0, 0, 0
0.239136, 0, 8.82905e-14, 0, 1.41421, -8.82905e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47781e-15, 0, 0, 0, 4.44235e-17, 0, 8.67682e-14, 0, 0, 0
0.247002, 0, 1.57819e-13, 0, 1.41421, -1.57819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64156e-15, 0, 0, 0, 8.13121e-17, 0, 1.55096e-13, 0, 0, 0
0.254868, 0, 2.79619e-13, 0, 1.41421, -2.79619e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68022e-15, 0, 0, 0, 1.47663e-16, 0, 2.74792e-13, 0, 0, 0
0.262734, 0, 4.91104e-13, 0, 1.41421, -4.91104e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.21999e-15, 0, 0, 0, 2.66109e-16, 0, 4.82618e-13, 0, 0, 0
0.2706, 0, 8.55082e-13, 0, 1.41421, -8.55082e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43122e-14, 0, 0, 0, 4.75962e-16, 0, 8.40294e-13, 0, 0, 0
0.278466, 0, 1.47604e-12, 0, 1.41421, -1.47604e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4706e-14, 0, 0, 0, 8.45047e-16, 0, 1.45049e-12, 0, 0, 0
0.286332, 0, 2.52624e-12, 0, 1.41421, -2.52624e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2285e-14, 0, 0, 0, 1.48958e-15, 0, 2.48246e-12, 0, 0, 0
0.294198, 0, 4.28706e-12, 0, 1.41421, -4.28706e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.17607e-14, 0, 0, 0, 2.60737e-15, 0, 4.21269e-12, 0, 0, 0
0.302064, 0, 7.21406e-12, 0, 1.41421, -7.21406e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20762e-13, 0, 0, 0, 4.53304e-15, 0, 7.08877e-12, 0, 0, 0
0.30993, 0, 1.20381e-11, 0, 1.41421, -1.20381e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0153e-13, 0, 0, 0, 7.82926e-15, 0, 1.18287e-11, 0, 0, 0
0.317796, 0, 1.9921e-11, 0, 1.41421, -1.9921e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33535e-13, 0, 0, 0, 1.34371e-14, 0, 1.95741e-11, 0, 0, 0
0.325662, 0, 3.2694e-11, 3.1249e-43, 1.41421, -3.2694e-11, 0, 3.1249e-43, 3.1249e-43, 3.1249e-43, 3.1249e-43, 3.1249e-43, 3.1249e-43, 3.1249e-43, 3.1249e-43, 5.47471e-13, 3.1249e-43, 3.1249e-43, 3.1249e-43, 2.29227e-14, 3.1249e-43, 3.21236e-11, 3.1249e-43, 3.1249e-43, 3.1249e-43
0.333528, 0, 5.32165e-11, 5.3964e-42, 1.41421, -5.32165e-11, 0, 5.3964e-42, 5.3964e-42, 5.3964e-42, 5.3964e-42, 5.3964e-42, 5.3964e-42, 5.3964e-42, 5.3964e-42, 8.91296e-13, 5.3964e-42, 5.3964e-42, 5.3964e-42, 3.88806e-14, 5.3964e-42, 5.22864e-11, 5.3964e-42, 5.3964e-42, 5.3964e-42
0.341394, 0, 8.59146e-11, 7.71387e-41, 1.41421, -8.59146e-11, 0, 7.71387e-41, 7.71387e-41, 7.71387e-41, 7.71387e-41, 7.71387e-41, 7.71387e-41, 7.71387e-41, 7.71387e-41, 1.4393e-12, 7.71387e-41, 7.71387e-41, 7.71387e-41, 6.55931e-14, 7.71387e-41, 8.44097e-11, 7.71387e-41, 7.71387e-41, 7.71387e-41
0.34926, 0, 1.37579e-10, 9.77526e-40, 1.41421, -1.37579e-10, 0, 9.77526e-40, 9.77526e-40, 9.77526e-40, 9.77526e-40, 9.77526e-40, 9.77526e-40, 9.77526e-40, 9.77526e-40, 2.30555e-12, 9.77526e-40, 9.77526e-40, 9.77526e-40, 1.10104e-13, 9.77526e-40, 1.35163e-10, 9.77526e-40, 9.77526e-40, 9.77526e-40
0.357126, 0, 2.18533e-10, 1.10849e-38, 1.41421, -2.18533e-10, 0, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.10849e-38, 3.66368e-12, 1.10849e-38, 1.10849e-38, 1.10849e-38, 1.83968e-13, 1.10849e-38, 2.14685e-10, 1.10849e-38, 1.10849e-38, 1.10849e-38
0.364992, 0, 3.4434e-10, 1.13619e-37, 1.41421, -3.4434e-10, 0, 1.13619e-37, 1.13619e-37, 1.13619e-37, 1.13619e-37, 1.13619e-37, 1.13619e-37, 1.13619e-37, 1.13619e-37, 5.77579e-12, 1.13619e-37, 1.13619e-37, 1.13619e-37, 3.06104e-13, 1.13619e-37, 3.38258e-10, 1.13619e-37, 1.13619e-37, 1.13619e-37
0.372858, 0, 5.38249e-10, 1.05817e-36, 1.41421, -5.38249e-10, 0, 1.05817e-36, 1.05817e-36, 1.05817e-36, 1.05817e-36, 1.05817e-36, 1.05817e-36, 1.05817e-36, 1.05817e-36, 9.0341e-12, 1.05817e-36, 1.05817e-36, 1.05817e-36, 5.07437e-13, 1.05817e-36, 5.28707e-10, 1.05817e-36, 1.05817e-36, 1.05817e-36
0.380724, 0, 8.3476e-10, 2.87786e-35, 1.41421, -8.3476e-10, 0, 2.87786e-35, 2.87786e-35, 2.87786e-35, 2.87786e-35, 2.87786e-35, 2.87786e-35, 2.87786e-35, 2.87786e-35, 1.40222e-11, 2.87786e-35, 2.87786e-35, 2.87786e-35, 8.39855e-13, 2.87786e-35, 8.19898e-10, 2.87786e-35, 2.87786e-35, 2.87786e-35
0.38859, 0, 1.2843e-09, 2.08045e-34, 1.41421, -1.2843e-09, 0, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.08045e-34, 2.15946e-11, 2.08045e-34, 2.08045e-34, 2.08045e-34, 1.38387e-12, 2.08045e-34, 1.26133e-09, 2.08045e-34, 2.08045e-34, 2.08045e-34
0.396456, 0, 1.96051e-09, 1.43255e-33, 1.41421, -1.96051e-09, 0, 1.43255e-33, 1.43255e-33, 1.43255e-33, 1.43255e-33, 1.43255e-33, 1.43255e-33, 1.43255e-33, 1.43255e-33, 3.30035e-11, 1.43255e-33, 1.43255e-33, 1.43255e-33, 2.275e-12, 1.43255e-33, 1.92523e-09, 1.43255e-33, 1.43255e-33, 1.43255e-33
0.404322, 0, 2.96953e-09, 8.32231e-33, 1.41421, -2.96953e-09, 0, 8.32231e-33, 8.32231e-33, 8.32231e-33, 8.32231e-33, 8.32231e-33, 8.32231e-33, 8.32231e-33, 8.32231e-33, 5.00611e-11, 8.32231e-33, 8.32231e-33, 8.32231e-33, 3.73288e-12, 8.32231e-33, 2.91574e-09, 8.32231e-33, 8.32231e-33, 8.32231e-33
0.412188, 0, 4.46324e-09, 4.90278e-32, 1.41421, -4.46324e-09, 0, 4.90278e-32, 4.90278e-32, 4.90278e-32, 4.90278e-32, 4.90278e-32, 4.90278e-32, 4.90278e-32, 4.90278e-32, 7.53719e-11, 4.90278e-32, 4.90278e-32, 4.90278e-32, 6.11574e-12, 4.90278e-32, 4.38175e-09, 4.90278e-32, 4.90278e-32, 4.90278e-32
0.420054, 0, 6.65708e-09, 2.58187e-31, 1.41421, -6.65708e-09, 0, 2.58187e-31, 2.58187e-31, 2.58187e-31, 2.58187e-31, 2.58187e-31, 2.58187e-31, 2.58187e-31, 2.58187e-31, 1.12651e-10, 2.58187e-31, 2.58187e-31, 2.58187e-31, 1.00075e-11, 2.58187e-31, 6.53442e-09, 2.58187e-31, 2.58187e-31, 2.58187e-31
0.42792, 0, 9.8541e-09, 1.33347e-30, 1.41421, -9.8541e-09, 0, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.67157e-10, 1.33347e-30, 1.33347e-30, 1.33347e-30, 1.6359e-11, 1.33347e-30, 9.67058e-09, 1.33347e-30, 1.33347e-30, 1.33347e-30
0.435786, 0, 1.4477e-08, 6.58552e-30, 1.41421, -1.4477e-08, 0, 6.58552e-30, 6.58552e-30, 6.58552e-30, 6.58552e-30, 6.58552e-30, 6.58552e-30, 6.58552e-30, 6.58552e-30, 2.46283e-10, 6.58552e-30, 6.58552e-30, 6.58552e-30, 2.67168e-11, 6.58552e-30, 1.4204e-08, 6.58552e-30, 6.58552e-30, 6.58552e-30
0.443652, 0, 2.11107e-08, 3.08708e-29, 1.41421, -2.11107e-08, 0, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.08708e-29, 3.60344e-10, 3.08708e-29, 3.08708e-29, 3.08708e-29, 4.35898e-11, 3.08708e-29, 2.07068e-08, 3.08708e-29, 3.08708e-29, 3.08708e-29
0.451518, 0, 3.05578e-08, 1.40212e-28, 1.41421, -3.05578e-08, 0, 1.40212e-28, 1.40212e-28, 1.40212e-28, 1.40212e-28, 1.40212e-28, 1.40212e-28, 1.40212e-28, 1.40212e-28, 5.23641e-10, 1.40212e-28, 1.40212e-28, 1.40212e-28, 7.10371e-11, 1.40212e-28, 2.99632e-08, 1.40212e-28, 1.40212e-28, 1.40212e-28
0.459384, 0, 4.39109e-08, 6.10382e-28, 1.41421, -4.39109e-08, 0, 6.10382e-28, 6.10382e-28, 6.10382e-28, 6.10382e-28, 6.10382e-28, 6.10382e-28, 6.10382e-28, 6.10382e-28, 7.55864e-10, 6.10382e-28, 6.10382e-28, 6.10382e-28, 1.15598e-10, 6.10382e-28, 4.30394e-08, 6.10382e-28, 6.10382e-28, 6.10382e-28
0.46725, 0, 6.26454e-08, 2.53655e-27, 1.41421, -6.26454e-08, 0, 2.53655e-27, 2.53655e-27, 2.53655e-27, 2.53655e-27, 2.53655e-27, 2.53655e-27, 2.53655e-27, 2.53655e-27, 1.08395e-09, 2.53655e-27, 2.53655e-27, 2.53655e-27, 1.8776e-10, 2.53655e-27, 6.13737e-08, 2.53655e-27, 2.53655e-27, 2.53655e-27
0.475116, 0, 8.87386e-08, 1.00667e-26, 1.41421, -8.87386e-08, 0, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.00667e-26, 1.54454e-09, 1.00667e-26, 1.00667e-26, 1.00667e-26, 3.04239e-10, 1.00667e-26, 8.68898e-08, 1.00667e-26, 1.00667e-26, 1.00667e-26
0.482982, 0, 1.2482e-07, 3.81932e-26, 1.41421, -1.2482e-07, 0, 3.81932e-26, 3.81932e-26, 3.81932e-26, 3.81932e-26, 3.81932e-26, 8.61708e-13, 3.81932e-26, 3.81932e-26, 2.18711e-09, 3.81932e-26, 3.81932e-26, 3.81932e-26, 4.91508e-10, 3.81932e-26, 1.22141e-07, 3.81932e-26, 3.81932e-26, 3.81932e-26
0.490848, 0, 1.74361e-07, 1.38767e-25, 1.41421, -1.74361e-07, 0, 1.38767e-25, 1.38767e-25, 1.38767e-25, 1.38767e-25, 1.38767e-25, 2.98523e-12, 1.38767e-25, 1.38767e-25, 3.07815e-09, 1.38767e-25, 1.38767e-25, 1.38767e-25, 7.91175e-10, 1.38767e-25, 1.70489e-07, 1.38767e-25, 1.38767e-25, 1.38767e-25
0.498714, 0, 2.41906e-07, 4.87578e-25, 1.41421, -2.41906e-07, 0, 4.87578e-25, 4.87578e-25, 4.87578e-25, 4.87578e-25, 4.87578e-25, 8.0483e-12, 4.87578e-25, 4.87578e-25, 4.30642e-09, 4.87578e-25, 4.87578e-25, 4.87578e-25, 1.26809e-09, 4.87578e-25, 2.36323e-07, 4.87578e-25, 4.87578e-25, 4.87578e-25
0.50658, 0, 3.35116e-07, 1.93121e-10, 1.41421, -3.35116e-07, 1.93121e-10, 1.9314e-10, 1.93178e-10, 7.87463e-10, 2.08276e-10, 2.09836e-10, 2.53491e-10, 2.37275e-10, 9.80731e-10, 6.18297e-09, 1.93989e-10, 1.96171e-10, 1.93121e-10, 2.21554e-09, 1.93122e-10, 3.25567e-07, 1.93121e-10, 1.93121e-10, 2.08352e-10
0.514445, 0, 4.6241e-07, 6.62391e-10, 1.41421, -4.6241e-07, 6.62391e-10, 6.62455e-10, 6.62588e-10, 2.71005e-09, 7.14606e-10, 7.19979e-10, 8.48506e-10, 8.14515e-10, 3.37591e-09, 8.94631e-09, 6.65383e-10, 6.729e-10, 6.62391e-10, 3.86982e-09, 6.62394e-10, 4.45643e-07, 6.62391e-10, 6.62391e-10, 7.14865e-10
0.522311, 0, 6.36998e-07, 1.77254e-09, 1.41421, -6.36998e-07, 1.77254e-09, 1.77272e-09, 1.77307e-09, 7.26602e-09, 1.91263e-09, 1.92704e-09, 2.25232e-09, 2.18066e-09, 9.05239e-09, 1.31652e-08, 1.78057e-09, 1.80074e-09, 1.77254e-09, 6.82768e-09, 1.77255e-09, 6.06417e-07, 1.77254e-09, 1.77254e-09, 1.91332e-09
0.530177, 0, 8.78783e-07, 4.3307e-09, 1.41421, -8.78783e-07, 4.3307e-09, 4.33112e-09, 4.33199e-09, 1.77749e-08, 4.67352e-09, 4.70879e-09, 5.47876e-09, 5.32948e-09, 2.21467e-08, 1.99128e-08, 4.35034e-09, 4.39969e-09, 4.3307e-09, 1.22437e-08, 4.33071e-09, 8.20725e-07, 4.3307e-09, 4.3307e-09, 4.67522e-09
0.538043, 0, 1.21968e-06, 1.00789e-08, 1.41421, -1.21968e-06, 1.00789e-08, 1.00799e-08, 1.00819e-08, 4.14035e-08, 1.08776e-08, 1.09598e-08, 1.27096e-08, 1.2406e-08, 5.15896e-08, 3.12759e-08, 1.01246e-08, 1.02396e-08, 1.00789e-08, 2.23745e-08, 1.00789e-08, 1.1057e-06, 1.00789e-08, 1.00789e-08, 1.08816e-08
0.545909, 0, 1.71392e-06, 2.26781e-08, 1.41421, -1.71392e-06, 2.26781e-08, 2.26803e-08, 2.26849e-08, 9.32215e-08, 2.44769e-08, 2.4662e-08, 2.89357e-08, 2.79189e-08, 1.16161e-07, 5.13597e-08, 2.27812e-08, 2.30401e-08, 2.26781e-08, 4.16596e-08, 2.26782e-08, 1.48467e-06, 2.26781e-08, 2.26781e-08, 2.44859e-08
0.553775, 0, 2.45648e-06, 4.96259e-08, 1.41421, -2.45648e-06, 4.96259e-08, 4.96308e-08, 4.96408e-08, 2.04098e-07, 5.35649e-08, 5.39702e-08, 6.41007e-08, 6.11019e-08, 2.54329e-07, 8.82306e-08, 4.98516e-08, 5.04187e-08, 4.96259e-08, 7.86703e-08, 4.96261e-08, 1.99042e-06, 4.96259e-08, 4.96259e-08, 5.35845e-08
0.561641, 0, 3.62655e-06, 1.05873e-07, 1.41421, -3.62655e-06, 1.05873e-07, 1.05883e-07, 1.05905e-07, 4.35618e-07, 1.14282e-07, 1.15147e-07, 1.46222e-07, 1.3037e-07, 5.42844e-07, 1.57564e-07, 1.06355e-07, 1.07565e-07, 1.05873e-07, 1.49948e-07, 1.05874e-07, 2.67088e-06, 1.05873e-07, 1.05873e-07, 1.14323e-07
0.569507, 0, 5.53866e-06, 2.20458e-07, 1.41421, -5.53866e-06, 2.20458e-07, 2.20479e-07, 2.20524e-07, 9.07452e-07, 2.37976e-07, 2.39778e-07, 3.17515e-07, 2.71495e-07, 1.13085e-06, 2.89313e-07, 2.21461e-07, 2.23983e-07, 2.20458e-07, 2.86779e-07, 2.20459e-07, 3.59894e-06, 2.20458e-07, 2.20458e-07, 2.38063e-07
0.577373, 0, 8.77273e-06, 4.48308e-07, 1.41421, -8.77273e-06, 4.48308e-07, 4.48352e-07, 4.48443e-07, 1.84609e-06, 4.83951e-07, 4.87619e-07, 6.67221e-07, 5.52152e-07, 2.30062e-06, 5.39562e-07, 4.50351e-07, 4.55482e-07, 4.48308e-07, 5.47258e-07, 4.4831e-07, 4.8895e-06, 4.48308e-07, 4.48308e-07, 4.84128e-07
0.585239, 0, 1.43754e-05, 8.90608e-07, 1.41421, -1.43754e-05, 8.90608e-07, 8.90695e-07, 8.90876e-07, 3.66898e-06, 9.61456e-07, 9.68746e-07, 1.36562e-06, 1.09702e-06, 4.57245e-06, 1.01094e-06, 8.94668e-07, 9.04867e-07, 8.90608e-07, 1.03699e-06, 8.90612e-07, 6.72821e-06, 8.90608e-07, 8.90608e-07, 9.61808e-07
0.593105, 0, 2.42066e-05, 1.72886e-06, 1.41421, -2.42066e-05, 1.72886e-06, 1.72902e-06, 1.72938e-06, 7.12536e-06, 1.86646e-06, 1.88062e-06, 2.73037e-06, 2.12977e-06, 8.88019e-06, 1.88676e-06, 1.73674e-06, 1.75655e-06, 1.72886e-06, 1.94362e-06, 1.72886e-06, 9.4197e-06, 1.72886e-06, 1.72886e-06, 1.86715e-06
0.600971, 0, 4.15107e-05, 3.28003e-06, 1.41421, -4.15107e-05, 3.28003e-06, 3.28035e-06, 3.28101e-06, 1.35246e-05, 3.54126e-06, 3.56814e-06, 5.34466e-06, 4.04111e-06, 1.68559e-05, 3.48625e-06, 3.29499e-06, 3.3326e-06, 3.28003e-06, 3.59259e-06, 3.28004e-06, 1.3465e-05, 3.28003e-06, 3.28003e-06, 3.54256e-06
0.608837, 0, 7.18373e-05, 6.08301e-06, 1.41421, -7.18373e-05, 6.08301e-06, 6.08361e-06, 6.08484e-06, 2.50943e-05, 6.56779e-06, 6.61768e-06, 1.02651e-05, 7.49539e-06, 3.12764e-05, 6.35112e-06, 6.11079e-06, 6.18058e-06, 6.08301e-06, 6.53448e-06, 6.08304e-06, 1.96843e-05, 6.08301e-06, 6.08301e-06, 6.5702e-06
0.616703, 0, 0.000124451, 1.10295e-05, 1.41421, -0.000124451, 1.10295e-05, 1.10306e-05, 1.10329e-05, 4.55234e-05, 1.19091e-05, 1.19996e-05, 1.93511e-05, 1.35921e-05, 5.67401e-05, 1.13766e-05, 1.10799e-05, 1.12066e-05, 1.10295e-05, 1.16771e-05, 1.10296e-05, 2.9402e-05, 1.10295e-05, 1.10295e-05, 1.19135e-05
0.624569, 0, 0.000214471, 1.95555e-05, 1.41421, -0.000214471, 1.95555e-05, 1.95574e-05, 1.95614e-05, 8.07571e-05, 2.11161e-05, 2.12767e-05, 3.5818e-05, 2.41023e-05, 0.000100659, 2.0003e-05, 1.96449e-05, 1.98696e-05, 1.95555e-05, 2.04783e-05, 1.95556e-05, 4.47252e-05, 1.95555e-05, 1.95555e-05, 2.11239e-05
0.632435, 0, 0.00036598, 3.39098e-05, 1.41421, -0.00036598, 3.39098e-05, 3.39131e-05, 3.392e-05, 0.000140115, 3.6618e-05, 3.68967e-05, 6.51136e-05, 4.17999e-05, 0.000174651, 3.44846e-05, 3.4065e-05, 3.44548e-05, 3.39098e-05, 3.52176e-05, 3.39099e-05, 6.89264e-05, 3.39098e-05, 3.39098e-05, 3.66314e-05
0.640301, 0, 0.000616434, 5.7518e-05, 1.41421, -0.000616434, 5.7518e-05, 5.75237e-05, 5.75354e-05, 0.000237808, 6.21153e-05, 6.25884e-05, 0.000116288, 7.0912e-05, 0.000296435, 5.82539e-05, 5.77815e-05, 5.84433e-05, 5.7518e-05, 5.93624e-05, 5.75183e-05, 0.000106984, 5.7518e-05, 5.7518e-05, 6.21382e-05
0.648167, 0, 0.00102269, 9.54521e-05, 1.41421, -0.00102269, 9.54521e-05, 9.54614e-05, 9.54809e-05, 0.000394899, 0.000103088, 0.000103874, 0.000204069, 0.000117698, 0.000492273, 9.63913e-05, 9.58896e-05, 9.69889e-05, 9.54521e-05, 9.80424e-05, 9.54525e-05, 0.000166284, 9.54521e-05, 9.54521e-05, 0.000103126
