   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_216.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.96095, 16, 35.5124, 23.5979, 4.24264, -19.5124, 0, 23.598, 23.598, 23.8094, 23.6153, 23.6022, 23.6709, 35.2063, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979, 23.5979
3.96881, 32, 36.6474, 23.7208, 5.83095, -4.64738, 0, 23.7208, 23.7209, 23.9323, 23.7421, 23.7252, 23.7951, 36.336, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208, 23.7208
3.97668, 40, 37.6894, 23.8417, 6.48074, 2.31063, 0, 23.8417, 23.8417, 24.0532, 23.8677, 23.8461, 23.9172, 37.3718, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417, 23.8417
3.98455, 8, 38.6043, 23.9604, 3.16228, -30.6043, 0, 23.9604, 23.9605, 24.1719, 23.9925, 23.9651, 24.0373, 38.2792, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604, 23.9604
3.99242, 28, 39.3621, 24.0772, 5.47723, -11.3621, 0, 24.0772, 24.0772, 24.2887, 24.1166, 24.082, 24.1553, 39.0281, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772, 24.0772
4.00029, 28, 39.9382, 24.192, 5.47723, -11.9382, 0, 24.192, 24.192, 24.4035, 24.2404, 24.1971, 24.2715, 39.5936, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192, 24.192
4.00816, 24, 40.3151, 24.305, 5.09902, -16.3151, 0, 24.305, 24.305, 24.5165, 24.3642, 24.3106, 24.3859, 39.9579, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305, 24.305
4.01603, 20, 40.4832, 24.4165, 4.69042, -20.4832, 0, 24.4165, 24.4165, 24.628, 24.4884, 24.4226, 24.4987, 40.1114, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165, 24.4165
4.0239, 34, 40.4417, 24.5267, 6, -6.44167, 0, 24.5267, 24.5268, 24.7382, 24.6136, 24.5335, 24.6103, 40.0529, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267, 24.5267
4.03177, 24, 40.198, 24.636, 5.09902, -16.198, 0, 24.636, 24.6361, 24.8475, 24.7402, 24.6436, 24.721, 39.7898, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636, 24.636
4.03964, 26, 39.7679, 24.7448, 5.2915, -13.7679, 0, 24.7448, 24.7448, 24.9563, 24.8685, 24.7533, 24.8311, 39.3377, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448, 24.7448
4.04751, 28, 39.1736, 24.8533, 5.47723, -11.1736, 0, 24.8533, 24.8533, 25.0648, 24.999, 24.863, 24.941, 38.7188, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533, 24.8533
4.05538, 36, 38.4432, 24.9619, 6.16441, -2.44318, 0, 24.9619, 24.962, 25.1734, 25.1319, 24.9731, 25.0511, 37.9613, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619, 24.9619
4.06325, 30, 37.608, 25.0711, 5.65685, -7.608, 0, 25.0711, 25.0711, 25.2826, 25.2673, 25.084, 25.1617, 37.0967, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711, 25.0711
4.07112, 26, 36.7013, 25.181, 5.2915, -10.7013, 0, 25.181, 25.1811, 25.3925, 25.4052, 25.1959, 25.2731, 36.1586, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181, 25.181
4.07898, 26, 35.7564, 25.2921, 5.2915, -9.75636, 0, 25.2921, 25.2922, 25.5036, 25.5454, 25.3094, 25.3856, 35.1808, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921, 25.2921
4.08685, 22, 34.8043, 25.4045, 4.89898, -12.8043, 0, 25.4046, 25.4046, 25.616, 25.6874, 25.4244, 25.4995, 34.195, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4045, 25.4046, 25.4045
4.09472, 26, 33.8733, 25.5185, 5.2915, -7.87329, 0, 25.5185, 25.5185, 25.73, 25.8309, 25.5414, 25.6149, 33.2301, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185, 25.5185
4.10259, 20, 32.987, 25.6341, 4.69042, -12.987, 0, 25.6341, 25.6342, 25.8456, 25.975, 25.6603, 25.732, 32.3105, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6341, 25.6342, 25.6341
4.11046, 22, 32.1644, 25.7515, 4.89898, -10.1644, 0, 25.7515, 25.7515, 25.963, 26.1192, 25.7812, 25.8509, 31.4561, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7515, 25.7516, 25.7515
4.11833, 8, 31.4191, 25.8706, 3.16228, -23.4191, 0, 25.8707, 25.8707, 26.0821, 26.2625, 25.9041, 25.9715, 30.6813, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8706, 25.8708, 25.8706
4.1262, 28, 30.7596, 25.9916, 5.47723, -2.75964, 0, 25.9916, 25.9916, 26.2031, 26.4041, 26.029, 26.0939, 29.9956, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9916, 25.9917, 25.9916
4.13407, 22, 30.1898, 26.1142, 4.89898, -8.18982, 0, 26.1142, 26.1142, 26.3257, 26.5433, 26.1556, 26.2181, 29.4036, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1142, 26.1144, 26.1142
4.14194, 14, 29.7095, 26.2384, 4, -15.7095, 0, 26.2384, 26.2385, 26.4499, 26.6793, 26.2839, 26.3439, 28.9058, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2384, 26.2388, 26.2384
4.14981, 34, 29.3151, 26.3642, 6, 4.68489, 0, 26.3642, 26.3643, 26.5757, 26.8117, 26.4136, 26.4713, 28.4991, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3642, 26.3648, 26.3642
4.15768, 12, 29.0009, 26.4914, 3.74166, -17.0009, 0, 26.4914, 26.4915, 26.7029, 26.94, 26.5445, 26.6002, 28.1782, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4914, 26.4922, 26.4914
4.16555, 26, 28.7592, 26.6199, 5.2915, -2.75924, 0, 26.6199, 26.62, 26.8314, 27.0641, 26.6763, 26.7305, 27.9355, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.6199, 26.621, 26.6199
4.17342, 26, 28.5818, 26.7496, 5.2915, -2.58183, 0, 26.7496, 26.7496, 26.9611, 27.184, 26.8089, 26.8622, 27.7625, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7496, 26.7511, 26.7496
4.18129, 16, 28.4601, 26.8803, 4.24264, -12.4601, 0, 26.8803, 26.8804, 27.0918, 27.3, 26.942, 26.9952, 27.6502, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8803, 26.8825, 26.8803
4.18916, 12, 28.3857, 27.012, 3.74166, -16.3857, 0, 27.012, 27.012, 27.2235, 27.4125, 27.0754, 27.1297, 27.5897, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.012, 27.0149, 27.012
4.19702, 28, 28.3512, 27.1445, 5.47723, -0.351231, 0, 27.1445, 27.1446, 27.356, 27.522, 27.209, 27.2658, 27.5725, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1445, 27.1485, 27.1445
4.20489, 22, 28.3502, 27.2778, 4.89898, -6.35021, 0, 27.2778, 27.2779, 27.4893, 27.6292, 27.3426, 27.4041, 27.5908, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2778, 27.2831, 27.2778
4.21276, 24, 28.3774, 27.4118, 5.09902, -4.37744, 0, 27.4118, 27.4118, 27.6233, 27.735, 27.4762, 27.5452, 27.6378, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4118, 27.4188, 27.4118
4.22063, 16, 28.4291, 27.5464, 4.24264, -12.4291, 0, 27.5464, 27.5464, 27.7579, 27.8401, 27.6097, 27.6903, 27.7075, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5464, 27.5555, 27.5464
4.2285, 16, 28.503, 27.6816, 4.24264, -12.503, 0, 27.6816, 27.6816, 27.8931, 27.9452, 27.7432, 27.8411, 27.795, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6816, 27.6933, 27.6816
4.23637, 30, 28.5986, 27.8173, 5.65685, 1.40143, 0, 27.8173, 27.8173, 28.0288, 28.0511, 27.8765, 28.0003, 27.8962, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8173, 27.8321, 27.8173
4.24424, 18, 28.7173, 27.9535, 4.47214, -10.7173, 0, 27.9535, 27.9535, 28.165, 28.1584, 28.0099, 28.1717, 28.0076, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.9535, 27.972, 27.9535
4.25211, 20, 28.8629, 28.0901, 4.69042, -8.86288, 0, 28.0901, 28.0902, 28.3017, 28.2676, 28.1433, 28.361, 28.1268, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.0901, 28.1131, 28.0901
4.25998, 18, 29.0418, 28.2273, 4.47214, -11.0418, 0, 28.2273, 28.2273, 28.4389, 28.3792, 28.2768, 28.5761, 28.2518, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2273, 28.2552, 28.2273
4.26785, 22, 29.264, 28.3648, 4.89898, -7.264, 0, 28.3648, 28.3648, 28.5765, 28.4934, 28.4106, 28.8279, 28.381, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3985, 28.3648
4.27572, 24, 29.5433, 28.5028, 5.09902, -5.54335, 0, 28.5028, 28.5028, 28.7146, 28.6105, 28.5448, 29.1311, 28.5134, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5028, 28.5428, 28.5028
4.28359, 26, 29.8989, 28.6411, 5.2915, -3.89887, 0, 28.6411, 28.6412, 28.853, 28.7304, 28.6793, 29.5055, 28.6479, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6411, 28.6882, 28.6411
4.29146, 22, 30.3557, 28.7799, 4.89898, -8.35572, 0, 28.7799, 28.7799, 28.992, 28.8531, 28.8144, 29.9768, 28.7842, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.7799, 28.8345, 28.7799
4.29932, 22, 30.9463, 28.919, 4.89898, -8.94629, 0, 28.919, 28.9191, 29.1315, 28.9785, 28.9501, 30.5778, 28.9218, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.919, 28.9817, 28.919
4.30719, 16, 31.7111, 29.0586, 4.24264, -15.7111, 0, 29.0586, 29.0586, 29.2714, 29.1065, 29.0863, 31.3496, 29.0603, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.0586, 29.1296, 29.0586
4.31506, 32, 32.7, 29.1985, 5.83095, -0.699959, 0, 29.1985, 29.1985, 29.412, 29.2369, 29.2233, 32.3424, 29.1995, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.1985, 29.2781, 29.1985
4.32293, 14, 33.9724, 29.3387, 4, -19.9724, 0, 29.3388, 29.3388, 29.5532, 29.3694, 29.3609, 33.6162, 29.3394, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.3387, 29.427, 29.3387
4.3308, 10, 35.5978, 29.4794, 3.4641, -25.5978, 0, 29.4794, 29.4794, 29.6952, 29.5037, 29.4992, 35.2407, 29.4798, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.4794, 29.5761, 29.4794
4.33867, 24, 37.6547, 29.6204, 5.09902, -13.6547, 0, 29.6204, 29.6204, 29.8381, 29.6397, 29.6382, 37.2949, 29.6206, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.6204, 29.7251, 29.6204
4.34654, 38, 40.229, 29.7618, 6.32456, -2.229, 0, 29.7618, 29.7618, 29.9821, 29.7772, 29.7779, 39.8647, 29.7619, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.7618, 29.874, 29.7618
4.35441, 34, 43.4115, 29.9035, 6, -9.41154, 0, 29.9035, 29.9035, 30.1275, 29.9159, 29.9182, 43.0413, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 29.9035, 30.0224, 29.9035
4.36228, 32, 47.2939, 30.0455, 5.83095, -15.2939, 0, 30.0455, 30.0456, 30.2746, 30.0556, 30.0592, 46.9164, 30.0456, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.0455, 30.1702, 30.0455
4.37015, 52, 51.9634, 30.188, 7.34847, 0.0365829, 0, 30.188, 30.188, 30.424, 30.1963, 30.2007, 51.5768, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.188, 30.3173, 30.188
4.37802, 48, 57.4967, 30.3307, 7.07107, -9.49666, 0, 30.3308, 30.3308, 30.5763, 30.3378, 30.3428, 57.0991, 30.3308, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.3307, 30.4635, 30.3307
4.38589, 44, 63.9511, 30.4739, 6.78233, -19.9511, 0, 30.4739, 30.4739, 30.7322, 30.48, 30.4854, 63.5401, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.4739, 30.6088, 30.4739
4.39376, 92, 71.3593, 30.6173, 9.69536, 20.6407, 0, 30.6173, 30.6173, 30.8928, 30.6228, 30.6285, 70.9314, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.6173, 30.753, 30.6173
4.40163, 58, 79.7202, 30.7611, 7.74597, -21.7202, 0, 30.7611, 30.7612, 31.0595, 30.7661, 30.7721, 79.2706, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.7611, 30.8963, 30.7611
4.4095, 118, 88.9899, 30.9053, 10.9545, 29.0101, 0, 30.9053, 30.9053, 31.234, 30.9099, 30.9161, 88.5123, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 30.9053, 31.0385, 30.9053
4.41736, 136, 99.0799, 31.0497, 11.7473, 36.9201, 0, 31.0497, 31.0498, 31.4184, 31.0542, 31.0606, 98.5658, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.0497, 31.1798, 31.0497
4.42523, 116, 109.852, 31.1946, 10.8628, 6.14792, 0, 31.1946, 31.1946, 31.6156, 31.1989, 31.2054, 109.29, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.1946, 31.3202, 31.1946
4.4331, 120, 121.116, 31.3397, 11.0454, -1.11604, 0, 31.3397, 31.3398, 31.8289, 31.344, 31.3507, 120.491, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.3397, 31.46, 31.3397
4.44097, 136, 132.637, 31.4852, 11.7473, 3.36288, 0, 31.4852, 31.4853, 32.0625, 31.4894, 31.4963, 131.931, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.4852, 31.5991, 31.4852
4.44884, 166, 144.138, 31.631, 12.9615, 21.8624, 0, 31.631, 31.6311, 32.3214, 31.6352, 31.6422, 143.325, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.631, 31.7379, 31.631
4.45671, 154, 155.313, 31.7772, 12.49, -1.31256, 0, 31.7772, 31.7772, 32.6117, 31.7814, 31.7885, 154.363, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.7772, 31.8764, 31.7772
4.46458, 200, 165.841, 31.9237, 14.2127, 34.1593, 0, 31.9237, 31.9237, 32.9404, 31.9279, 31.9352, 164.717, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 31.9237, 32.0149, 31.9237
4.47245, 174, 175.399, 32.0704, 13.2665, -1.39935, 0, 32.0704, 32.0705, 33.3157, 32.0747, 32.0822, 174.055, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.0704, 32.1535, 32.0704
4.48032, 208, 183.685, 32.2175, 14.4914, 24.3151, 0, 32.2175, 32.2176, 33.7466, 32.2219, 32.2295, 182.065, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2175, 32.2924, 32.2175
4.48819, 136, 190.431, 32.3649, 11.7473, -54.4305, 0, 32.3649, 32.365, 34.2434, 32.3694, 32.3771, 188.469, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.3649, 32.4317, 32.3649
4.49606, 218, 195.418, 32.5126, 14.8324, 22.5822, 0, 32.5126, 32.5127, 34.8164, 32.5172, 32.525, 193.038, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5126, 32.5716, 32.5126
4.50393, 244, 198.495, 32.6606, 15.6844, 45.5047, 0, 32.6606, 32.6607, 35.4767, 32.6653, 32.6732, 195.61, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.6606, 32.7121, 32.6606
4.5118, 228, 199.585, 32.8089, 15.1658, 28.4151, 0, 32.8089, 32.8089, 36.2348, 32.8138, 32.8217, 196.097, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8089, 32.8534, 32.8089
4.51967, 214, 198.688, 32.9574, 14.6969, 15.3116, 0, 32.9575, 32.9575, 37.1003, 32.9625, 32.9705, 194.489, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9574, 32.9955, 32.9574
4.52753, 222, 195.885, 33.1063, 14.9666, 26.115, 0, 33.1063, 33.1063, 38.0811, 33.1116, 33.1196, 190.859, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1063, 33.1385, 33.1063
4.5354, 186, 191.327, 33.2554, 13.7113, -5.3275, 0, 33.2554, 33.2554, 39.1825, 33.261, 33.269, 185.354, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2554, 33.2824, 33.2554
4.54327, 204, 185.231, 33.4047, 14.3527, 18.7693, 0, 33.4047, 33.4048, 40.4063, 33.4107, 33.4185, 178.187, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4047, 33.4271, 33.4047
4.55114, 242, 177.857, 33.5543, 15.6205, 64.143, 0, 33.5543, 33.5544, 41.75, 33.5608, 33.5684, 169.622, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5543, 33.5726, 33.5543
4.55901, 160, 169.502, 33.7042, 12.7279, -9.50174, 0, 33.7042, 33.7042, 43.2055, 33.7112, 33.7185, 159.964, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.7042, 33.719, 33.7042
4.56688, 186, 160.472, 33.8543, 13.7113, 25.5281, 0, 33.8543, 33.8543, 44.7594, 33.862, 33.8689, 149.533, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8543, 33.8661, 33.8543
4.57475, 160, 151.073, 34.0046, 12.7279, 8.92712, 0, 34.0046, 34.0046, 46.3918, 34.0131, 34.0194, 138.653, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.0046, 34.014, 34.0046
4.58262, 158, 141.589, 34.1551, 12.6491, 16.4115, 0, 34.1551, 34.1552, 48.0768, 34.1647, 34.1702, 127.635, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1551, 34.1625, 34.1551
4.59049, 140, 132.27, 34.3059, 11.9164, 7.73027, 0, 34.3059, 34.306, 49.783, 34.3167, 34.3213, 116.761, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3059, 34.3116, 34.3059
4.59836, 146, 123.327, 34.4569, 12.1655, 22.6728, 0, 34.4569, 34.457, 51.4735, 34.469, 34.4725, 106.278, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4569, 34.4613, 34.4569
4.60623, 118, 114.92, 34.6081, 10.9545, 3.08041, 0, 34.6081, 34.6082, 53.1087, 34.6219, 34.624, 96.386, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6081, 34.6114, 34.6081
4.6141, 130, 107.157, 34.7596, 11.4891, 22.8426, 0, 34.7596, 34.7596, 54.6464, 34.7752, 34.7757, 87.2363, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7596, 34.7621, 34.7596
4.62197, 104, 100.103, 34.9112, 10.2956, 3.89659, 0, 34.9112, 34.9113, 56.0445, 34.929, 34.9277, 78.934, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9112, 34.9131, 34.9112
4.62984, 98, 93.7748, 35.0631, 10, 4.22521, 0, 35.0631, 35.0631, 57.2632, 35.0833, 35.0798, 71.5363, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0631, 35.0644, 35.0631
4.6377, 96, 88.1537, 35.2151, 9.8995, 7.84631, 0, 35.2151, 35.2152, 58.2666, 35.2381, 35.2321, 65.0612, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2151, 35.2161, 35.2151
4.64557, 58, 83.1926, 35.3674, 7.74597, -25.1926, 0, 35.3674, 35.3674, 59.0253, 35.3933, 35.3847, 59.4909, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3674, 35.3681, 35.3674
4.65344, 70, 78.8251, 35.5199, 8.48528, -8.82506, 0, 35.5199, 35.5199, 59.5175, 35.549, 35.5374, 54.7802, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5199, 35.5203, 35.5199
4.66131, 68, 74.9743, 35.6725, 8.3666, -6.97435, 0, 35.6725, 35.6725, 59.7308, 35.7051, 35.6903, 50.8653, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6725, 35.6728, 35.6725
