   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_100.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.20752, 0, 4.35632e-16, 0, 1.41421, -4.35632e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44925e-21, 0, 4.35628e-16, 0, 0, 0
0.215405, 0, 9.33324e-16, 0, 1.41421, -9.33324e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6491e-21, 0, 9.33315e-16, 0, 0, 0
0.22329, 0, 1.97429e-15, 0, 1.41421, -1.97429e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06706e-20, 0, 1.97427e-15, 0, 0, 0
0.231176, 0, 4.12436e-15, 0, 1.41421, -4.12436e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37517e-20, 0, 4.12432e-15, 0, 0, 0
0.239061, 0, 8.51066e-15, 0, 1.41421, -8.51066e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15197e-20, 0, 8.51057e-15, 0, 0, 0
0.246946, 0, 1.73506e-14, 0, 1.41421, -1.73506e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89236e-19, 0, 1.73504e-14, 0, 0, 0
0.254831, 0, 3.49532e-14, 0, 1.41421, -3.49532e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86859e-19, 0, 3.49528e-14, 0, 0, 0
0.262717, 0, 6.95907e-14, 0, 1.41421, -6.95907e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8208e-19, 0, 6.95899e-14, 0, 0, 0
0.270602, 0, 1.36953e-13, 0, 1.41421, -1.36953e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56381e-18, 0, 1.36951e-13, 0, 0, 0
0.278487, 0, 2.66446e-13, 0, 1.41421, -2.66446e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09337e-18, 0, 2.66443e-13, 0, 0, 0
0.286373, 0, 5.12526e-13, 0, 1.41421, -5.12526e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0545e-18, 0, 5.1252e-13, 0, 0, 0
0.294258, 0, 9.74866e-13, 0, 1.41421, -9.74866e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17275e-17, 0, 9.74855e-13, 0, 0, 0
0.302143, 0, 1.83377e-12, 0, 1.41421, -1.83377e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24858e-17, 0, 1.83374e-12, 0, 0, 0
0.310029, 0, 3.41558e-12, 0, 1.41421, -3.41558e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27851e-17, 0, 3.41554e-12, 0, 0, 0
0.317914, 0, 6.28423e-12, 0, 1.41421, -6.28423e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04209e-17, 0, 6.28415e-12, 0, 0, 0
0.325799, 0, 1.1438e-11, 0, 1.41421, -1.1438e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49749e-16, 0, 1.14378e-11, 0, 0, 0
0.333685, 0, 2.05963e-11, 0, 1.41421, -2.05963e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76316e-16, 0, 2.05961e-11, 0, 0, 0
0.34157, 0, 3.66952e-11, 0, 1.41421, -3.66952e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05423e-16, 0, 3.66947e-11, 0, 0, 0
0.349455, 0, 6.46908e-11, 3.25101e-43, 1.41421, -6.46908e-11, 0, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 9.16821e-16, 3.25101e-43, 6.46899e-11, 3.25101e-43, 3.25101e-43, 3.25101e-43
0.357341, 0, 1.12855e-10, 5.72991e-42, 1.41421, -1.12855e-10, 0, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 5.72991e-42, 1.65004e-15, 5.72991e-42, 1.12854e-10, 5.72991e-42, 5.72991e-42, 5.72991e-42
0.365226, 0, 1.9484e-10, 8.28378e-41, 1.41421, -1.9484e-10, 0, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 8.28378e-41, 2.94789e-15, 8.28378e-41, 1.94837e-10, 8.28378e-41, 8.28378e-41, 8.28378e-41
0.373111, 0, 3.32923e-10, 1.06035e-39, 1.41421, -3.32923e-10, 0, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 1.06035e-39, 5.2311e-15, 1.06035e-39, 3.32917e-10, 1.06035e-39, 1.06035e-39, 1.06035e-39
0.380997, 0, 5.63056e-10, 1.21333e-38, 1.41421, -5.63056e-10, 0, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 1.21333e-38, 9.22626e-15, 1.21333e-38, 5.63046e-10, 1.21333e-38, 1.21333e-38, 1.21333e-38
0.388882, 0, 9.42609e-10, 1.25559e-37, 1.41421, -9.42609e-10, 0, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.25559e-37, 1.61853e-14, 1.25559e-37, 9.42593e-10, 1.25559e-37, 1.25559e-37, 1.25559e-37
0.396767, 0, 1.56213e-09, 1.18161e-36, 1.41421, -1.56213e-09, 0, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 1.18161e-36, 2.82627e-14, 1.18161e-36, 1.5621e-09, 1.18161e-36, 1.18161e-36, 1.18161e-36
0.404653, 0, 2.56296e-09, 1.01749e-35, 1.41421, -2.56296e-09, 0, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 1.01749e-35, 4.91645e-14, 1.01749e-35, 2.56291e-09, 1.01749e-35, 1.01749e-35, 1.01749e-35
0.412538, 0, 4.1633e-09, 8.04786e-35, 1.41421, -4.1633e-09, 0, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.04786e-35, 8.52669e-14, 8.04786e-35, 4.16321e-09, 8.04786e-35, 8.04786e-35, 8.04786e-35
0.420423, 0, 6.69637e-09, 5.87267e-34, 1.41421, -6.69637e-09, 0, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 5.87267e-34, 1.47547e-13, 5.87267e-34, 6.69622e-09, 5.87267e-34, 5.87267e-34, 5.87267e-34
0.428309, 0, 1.06656e-08, 4.10769e-33, 1.41421, -1.06656e-08, 0, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 4.10769e-33, 2.54919e-13, 4.10769e-33, 1.06653e-08, 4.10769e-33, 4.10769e-33, 4.10769e-33
0.436194, 0, 1.68231e-08, 2.32095e-32, 1.41421, -1.68231e-08, 0, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 2.32095e-32, 4.39977e-13, 2.32095e-32, 1.68227e-08, 2.32095e-32, 2.32095e-32, 2.32095e-32
0.444079, 0, 2.62813e-08, 1.23747e-31, 1.41421, -2.62813e-08, 0, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 1.23747e-31, 7.58904e-13, 1.23747e-31, 2.62806e-08, 1.23747e-31, 1.23747e-31, 1.23747e-31
0.451965, 0, 4.06674e-08, 6.65705e-31, 1.41421, -4.06674e-08, 0, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 6.65705e-31, 1.30844e-12, 6.65705e-31, 4.06661e-08, 6.65705e-31, 6.65705e-31, 6.65705e-31
0.45985, 0, 6.2337e-08, 3.46982e-30, 1.41421, -6.2337e-08, 0, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 3.46982e-30, 2.25485e-12, 3.46982e-30, 6.23347e-08, 3.46982e-30, 3.46982e-30, 3.46982e-30
0.467735, 0, 9.4665e-08, 1.72217e-29, 1.41421, -9.4665e-08, 0, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 1.72217e-29, 3.8831e-12, 1.72217e-29, 9.46611e-08, 1.72217e-29, 1.72217e-29, 1.72217e-29
0.475621, 0, 1.42437e-07, 8.13873e-29, 1.41421, -1.42437e-07, 0, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 8.13873e-29, 6.67956e-12, 8.13873e-29, 1.42431e-07, 8.13873e-29, 8.13873e-29, 8.13873e-29
0.483506, 0, 2.12371e-07, 3.72765e-28, 1.41421, -2.12371e-07, 0, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 3.72765e-28, 1.14702e-11, 3.72765e-28, 2.1236e-07, 3.72765e-28, 3.72765e-28, 3.72765e-28
0.491391, 0, 3.13802e-07, 1.63832e-27, 1.41421, -3.13802e-07, 0, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.63832e-27, 1.9649e-11, 1.63832e-27, 3.13782e-07, 1.63832e-27, 1.63832e-27, 1.63832e-27
0.499277, 0, 4.59573e-07, 6.88116e-27, 1.41421, -4.59573e-07, 0, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 6.88116e-27, 3.35523e-11, 6.88116e-27, 4.59539e-07, 6.88116e-27, 6.88116e-27, 6.88116e-27
0.507162, 0, 6.6718e-07, 2.76269e-26, 1.41421, -6.6718e-07, 0, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 2.76269e-26, 5.70654e-11, 2.76269e-26, 6.67123e-07, 2.76269e-26, 2.76269e-26, 2.76269e-26
0.515047, 0, 9.60248e-07, 1.51782e-25, 1.41421, -9.60248e-07, 0, 1.51782e-25, 1.51782e-25, 1.51782e-25, 1.51782e-25, 1.16042e-11, 1.51782e-25, 1.51782e-25, 1.51782e-25, 1.51782e-25, 1.51782e-25, 9.66262e-11, 1.51782e-25, 9.6014e-07, 1.51782e-25, 1.51782e-25, 1.51782e-25
0.522933, 0, 1.37125e-06, 5.44319e-25, 1.41421, -1.37125e-06, 0, 4.62176e-14, 3.61345e-10, 9.19981e-12, 2.96185e-11, 1.79051e-10, 1.68619e-11, 3.06154e-12, 2.33343e-10, 2.14577e-12, 1.4419e-12, 1.62653e-10, 8.54621e-16, 1.37024e-06, 5.44319e-25, 5.44319e-25, 1.07416e-11
0.530818, 0, 1.94278e-06, 1.11579e-10, 1.41421, -1.94278e-06, 1.11579e-10, 1.11751e-10, 1.46206e-09, 1.45962e-10, 2.22274e-10, 7.44869e-10, 1.74598e-10, 1.23021e-10, 9.83666e-10, 1.19598e-10, 1.16967e-10, 3.83713e-10, 1.11582e-10, 1.93938e-06, 1.11579e-10, 1.11579e-10, 1.51724e-10
0.538703, 0, 2.73229e-06, 4.15899e-10, 1.41421, -2.73229e-06, 4.15899e-10, 4.16405e-10, 4.36797e-09, 5.16519e-10, 7.3984e-10, 2.23486e-09, 6.0032e-10, 4.49384e-10, 2.968e-09, 4.39368e-10, 4.3167e-10, 8.68164e-10, 4.15909e-10, 2.72272e-06, 4.15899e-10, 4.15899e-10, 5.33382e-10
0.546589, 0, 3.81784e-06, 1.21532e-09, 1.41421, -3.81784e-06, 1.21532e-09, 1.21667e-09, 1.178e-08, 1.4843e-09, 2.08128e-09, 6.02732e-09, 1.70832e-09, 1.30483e-09, 8.03759e-09, 1.27806e-09, 1.25748e-09, 1.96152e-09, 1.21535e-09, 3.79276e-06, 1.21532e-09, 1.21532e-09, 1.52938e-09
0.554474, 0, 5.30687e-06, 3.24386e-09, 1.41421, -5.30687e-06, 3.24386e-09, 3.2473e-09, 3.00869e-08, 3.92729e-09, 5.44412e-09, 1.53769e-08, 4.49648e-09, 3.4713e-09, 2.05781e-08, 3.40327e-09, 3.35098e-09, 4.46563e-09, 3.24393e-09, 5.24391e-06, 3.24386e-09, 3.24386e-09, 4.04182e-09
0.562359, 0, 7.35274e-06, 8.22836e-09, 1.41421, -7.35274e-06, 8.22836e-09, 8.23677e-09, 7.39191e-08, 9.90084e-09, 1.36129e-08, 3.77238e-08, 1.12938e-08, 8.78493e-09, 5.06489e-08, 8.61845e-09, 8.49049e-09, 1.02129e-08, 8.22852e-09, 7.19986e-06, 8.22836e-09, 8.22836e-09, 1.01811e-08
0.570244, 0, 1.01871e-05, 2.01011e-08, 1.41421, -1.01871e-05, 2.01011e-08, 2.0121e-08, 1.75707e-07, 2.40628e-08, 3.28557e-08, 9.25378e-08, 2.73623e-08, 2.14195e-08, 1.20586e-07, 2.10251e-08, 2.0722e-08, 2.32979e-08, 2.01014e-08, 9.82393e-06, 2.01011e-08, 2.01011e-08, 2.47267e-08
0.57813, 0, 1.41712e-05, 4.75321e-08, 1.41421, -1.41712e-05, 4.75321e-08, 4.75778e-08, 4.05047e-07, 5.66344e-08, 7.68366e-08, 2.17299e-07, 6.42152e-08, 5.05611e-08, 2.78402e-07, 4.96551e-08, 4.89587e-08, 5.26385e-08, 4.75329e-08, 1.33356e-05, 4.75321e-08, 4.75321e-08, 5.81598e-08
0.586015, 0, 1.9944e-05, 1.09025e-07, 1.41421, -1.9944e-05, 1.09025e-07, 1.09127e-07, 9.06524e-07, 1.29329e-07, 1.74393e-07, 5.32883e-07, 1.46239e-07, 1.15781e-07, 6.24019e-07, 1.1376e-07, 1.12207e-07, 1.17112e-07, 1.09026e-07, 1.80381e-05, 1.09025e-07, 1.09025e-07, 1.32732e-07
0.593901, 0, 2.8563e-05, 2.42802e-07, 1.41421, -2.8563e-05, 2.42802e-07, 2.43023e-07, 1.97089e-06, 2.86799e-07, 3.84449e-07, 1.23356e-06, 3.23442e-07, 2.57444e-07, 1.35873e-06, 2.53064e-07, 2.49698e-07, 2.55502e-07, 2.42806e-07, 2.43658e-05, 2.42802e-07, 2.42802e-07, 2.94173e-07
0.601786, 0, 4.19392e-05, 5.25307e-07, 1.41421, -4.19392e-05, 5.25307e-07, 5.25772e-07, 4.16416e-06, 6.17952e-07, 8.23575e-07, 2.75322e-06, 6.95112e-07, 5.56138e-07, 2.87514e-06, 5.46916e-07, 5.39827e-07, 5.4508e-07, 5.25316e-07, 3.29665e-05, 5.25307e-07, 5.25307e-07, 6.33478e-07
0.609671, 0, 6.35102e-05, 1.10451e-06, 1.41421, -6.35102e-05, 1.10451e-06, 1.10546e-06, 8.55292e-06, 1.29415e-06, 1.71504e-06, 5.97628e-06, 1.45209e-06, 1.16762e-06, 5.91441e-06, 1.14874e-06, 1.13423e-06, 1.13503e-06, 1.10453e-06, 4.48424e-05, 1.10451e-06, 1.10451e-06, 1.32593e-06
0.617556, 0, 9.94071e-05, 2.25765e-06, 1.41421, -9.94071e-05, 2.25765e-06, 2.25955e-06, 1.70823e-05, 2.63509e-06, 3.47279e-06, 1.26307e-05, 2.94944e-06, 2.38326e-06, 1.18308e-05, 2.34569e-06, 2.31681e-06, 2.30437e-06, 2.25769e-06, 6.15897e-05, 2.25765e-06, 2.25765e-06, 2.69834e-06
0.625442, 0, 0.000160576, 4.48743e-06, 1.41421, -0.000160576, 4.48743e-06, 4.4911e-06, 3.31852e-05, 5.21807e-06, 6.83971e-06, 2.61666e-05, 5.82659e-06, 4.73058e-06, 2.30193e-05, 4.65785e-06, 4.60195e-06, 4.55836e-06, 4.4875e-06, 8.5789e-05, 4.48743e-06, 4.48743e-06, 5.34052e-06
0.633327, 0, 0.000266111, 8.67585e-06, 1.41421, -0.000266111, 8.67585e-06, 8.68276e-06, 6.2723e-05, 1.00519e-05, 1.3106e-05, 5.31676e-05, 1.11979e-05, 9.13377e-06, 4.35774e-05, 8.9968e-06, 8.89152e-06, 8.78267e-06, 8.67598e-06, 0.000121628, 8.67585e-06, 8.67585e-06, 1.02825e-05
0.641212, 0, 0.000448752, 1.63198e-05, 1.41421, -0.000448752, 1.63198e-05, 1.63324e-05, 0.000115375, 1.88417e-05, 2.44391e-05, 0.000106001, 2.09421e-05, 1.7159e-05, 8.02859e-05, 1.6908e-05, 1.6715e-05, 1.64794e-05, 1.632e-05, 0.000175846, 1.63198e-05, 1.63198e-05, 1.92644e-05
0.649098, 0, 0.000763531, 2.98763e-05, 1.41421, -0.000763531, 2.98763e-05, 2.98989e-05, 0.000206597, 3.43756e-05, 4.43616e-05, 0.000207423, 3.81228e-05, 3.13736e-05, 0.000143996, 3.09257e-05, 3.05815e-05, 3.01132e-05, 2.98767e-05, 0.000259147, 2.98763e-05, 2.98763e-05, 3.51296e-05
0.656983, 0, 0.00130101, 5.32442e-05, 1.41421, -0.00130101, 5.32442e-05, 5.32834e-05, 0.000360238, 6.10602e-05, 7.84076e-05, 0.000398414, 6.75698e-05, 5.58452e-05, 0.000251489, 5.50672e-05, 5.44692e-05, 5.35932e-05, 5.32449e-05, 0.000388129, 5.32442e-05, 5.32442e-05, 6.23701e-05
0.664868, 0, 0.00220715, 9.24007e-05, 1.41421, -0.00220715, 9.24007e-05, 9.24671e-05, 0.000611837, 0.000105625, 0.000134977, 0.000751133, 0.00011664, 9.68016e-05, 0.000427833, 9.54852e-05, 9.44734e-05, 9.29117e-05, 9.24019e-05, 0.000587929, 9.24007e-05, 9.24007e-05, 0.000107842
0.672754, 0, 0.00371235, 0.000156195, 1.41421, -0.00371235, 0.000156195, 0.000156305, 0.00101251, 0.000177997, 0.000226385, 0.00138968, 0.000196154, 0.00016345, 0.000709172, 0.00016128, 0.000159612, 0.000156939, 0.000156197, 0.000895558, 0.000156195, 0.000156195, 0.000181651
0.680639, 0, 0.00617265, 0.000257266, 1.41421, -0.00617265, 0.000257266, 0.000257442, 0.00163313, 0.000292295, 0.000370042, 0.00252221, 0.000321469, 0.000268923, 0.00114575, 0.000265436, 0.000262756, 0.000258342, 0.000257269, 0.00136388, 0.000257266, 0.000257266, 0.000298166
0.688524, 0, 0.0101266, 0.000413009, 1.41421, -0.0101266, 0.000413009, 0.000413285, 0.00256829, 0.000467882, 0.000589672, 0.00448885, 0.000513583, 0.00043127, 0.00180481, 0.000425808, 0.00042161, 0.000414557, 0.000413014, 0.00206605, 0.000413009, 0.000413009, 0.000477079
0.69641, 0, 0.0163712, 0.000646462, 1.41421, -0.0163712, 0.000646462, 0.000646883, 0.00393931, 0.000730297, 0.000916367, 0.00782996, 0.000800119, 0.000674361, 0.00277285, 0.000666015, 0.000659602, 0.000648678, 0.000646469, 0.00309999, 0.000646462, 0.000646462, 0.000744348
0.704295, 0, 0.0260591, 0.000986926, 1.41421, -0.0260591, 0.000986926, 0.000987553, 0.00589532, 0.00111189, 0.00138925, 0.0133792, 0.00121597, 0.00102851, 0.00415658, 0.00101607, 0.00100651, 0.000990083, 0.000986937, 0.0045924, 0.000986926, 0.000986926, 0.00113284
0.71218, 0, 0.040817, 0.00147009, 1.41421, -0.040817, 0.00147009, 0.001471, 0.00861144, 0.00165191, 0.00205545, 0.022383, 0.00180333, 0.00153059, 0.0060817, 0.0015125, 0.00149859, 0.00147456, 0.00147011, 0.00670162, 0.00147009, 0.00147009, 0.00168238
