   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_144.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.79726, 122, 104.583, 11.3659, 11.1355, 17.4169, 0, 11.3659, 11.3659, 11.5433, 11.3701, 11.3714, 24.7138, 11.366, 11.3659, 11.3659, 11.3659, 11.3659, 11.3659, 11.3659, 57.8901, 11.3659, 11.3659, 44.5238
2.80513, 112, 99.9934, 11.468, 10.6771, 12.0066, 0, 11.468, 11.468, 11.6454, 11.4722, 11.4737, 24.4848, 11.4681, 11.468, 11.468, 11.468, 11.468, 11.468, 11.468, 51.391, 11.468, 11.468, 46.8663
2.81301, 100, 96.1783, 11.5687, 10.0995, 3.8217, 0, 11.5687, 11.5687, 11.7461, 11.5729, 11.5746, 24.2952, 11.5687, 11.5687, 11.5687, 11.5687, 11.5687, 11.5687, 11.5687, 46.0518, 11.5687, 11.5687, 48.7811
2.82088, 88, 92.9816, 11.6678, 9.48683, -4.98164, 0, 11.6678, 11.6678, 11.8452, 11.672, 11.6739, 24.0856, 11.6678, 11.6678, 11.6678, 11.6678, 11.6678, 11.6678, 11.6678, 41.8532, 11.6678, 11.6678, 50.1906
2.82875, 104, 90.2449, 11.7652, 10.2956, 13.7551, 0, 11.7652, 11.7652, 11.9426, 11.7693, 11.7715, 23.8133, 11.7652, 11.7652, 11.7652, 11.7652, 11.7652, 11.7652, 11.7652, 38.7363, 11.7652, 11.7652, 51.0376
2.83662, 78, 87.8194, 11.8605, 8.94427, -9.81943, 0, 11.8605, 11.8605, 12.0379, 11.8646, 11.8671, 23.4518, 11.8605, 11.8605, 11.8605, 11.8605, 11.8605, 11.8605, 11.8605, 36.6112, 11.8605, 11.8605, 51.2891
2.84449, 84, 85.5769, 11.9532, 9.27362, -1.57693, 0, 11.9532, 11.9532, 12.1306, 11.9574, 11.9601, 22.9891, 11.9532, 11.9532, 11.9532, 11.9532, 11.9532, 11.9532, 11.9532, 35.3666, 11.9532, 11.9532, 50.9391
2.85236, 82, 83.4154, 12.0428, 9.16515, -1.41538, 0, 12.0428, 12.0428, 12.2201, 12.0469, 12.05, 22.4255, 12.0428, 12.0428, 12.0428, 12.0428, 12.0428, 12.0428, 12.0428, 34.878, 12.0428, 12.0428, 50.0085
2.86023, 78, 81.2621, 12.1283, 8.94427, -3.26212, 0, 12.1283, 12.1283, 12.3057, 12.1325, 12.1358, 21.7714, 12.1283, 12.1283, 12.1283, 12.1283, 12.1283, 12.1283, 12.1283, 35.0147, 12.1283, 12.1283, 48.5435
2.8681, 88, 79.073, 12.2088, 9.48683, 8.92699, 0, 12.2088, 12.2088, 12.3862, 12.2129, 12.2166, 21.0441, 12.2088, 12.2088, 12.2088, 12.2088, 12.2088, 12.2088, 12.2088, 35.6451, 12.2088, 12.2088, 46.6119
2.87598, 50, 76.8292, 12.2829, 7.2111, -26.8292, 0, 12.283, 12.2829, 12.4603, 12.2871, 12.2911, 20.2654, 12.2829, 12.2829, 12.2829, 12.2829, 12.2829, 12.2829, 12.2829, 36.6418, 12.2829, 12.2829, 44.298
2.88385, 78, 74.5316, 12.3493, 8.94427, 3.46835, 0, 12.3493, 12.3493, 12.5267, 12.3534, 12.3578, 19.4584, 12.3493, 12.3493, 12.3493, 12.3493, 12.3493, 12.3493, 12.3493, 37.8847, 12.3493, 12.3493, 41.6969
2.89172, 56, 72.1955, 12.4062, 7.61577, -16.1955, 0, 12.4062, 12.4062, 12.5836, 12.4103, 12.4151, 18.6462, 12.4062, 12.4062, 12.4062, 12.4062, 12.4062, 12.4062, 12.4062, 39.2635, 12.4062, 12.4062, 38.9076
2.89959, 56, 69.8436, 12.4518, 7.61577, -13.8436, 0, 12.4519, 12.4518, 12.6292, 12.456, 12.4612, 17.8494, 12.4518, 12.4518, 12.4518, 12.4518, 12.4518, 12.4518, 12.4518, 40.6795, 12.4518, 12.4518, 36.0275
2.90746, 54, 67.501, 12.4844, 7.48331, -13.501, 0, 12.4845, 12.4844, 12.6618, 12.4886, 12.4942, 17.085, 12.4844, 12.4844, 12.4844, 12.4844, 12.4844, 12.4844, 12.4844, 42.0469, 12.4844, 12.4844, 33.1466
2.91533, 58, 65.1901, 12.5021, 7.74597, -7.19012, 0, 12.5021, 12.5021, 12.6795, 12.5063, 12.5123, 16.366, 12.5021, 12.5021, 12.5021, 12.5021, 12.5021, 12.5021, 12.5021, 43.2933, 12.5021, 12.5021, 30.3433
2.9232, 60, 62.928, 12.5032, 7.87401, -2.928, 0, 12.5032, 12.5032, 12.6806, 12.5074, 12.5138, 15.7008, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 44.3599, 12.5032, 12.5032, 27.6815
2.93107, 40, 60.7243, 12.4863, 6.48074, -20.7243, 0, 12.4863, 12.4863, 12.6637, 12.4904, 12.4973, 15.0937, 12.4863, 12.4863, 12.4863, 12.4863, 12.4863, 12.4863, 12.4863, 45.201, 12.4863, 12.4863, 25.2095
2.93895, 76, 58.5812, 12.4502, 8.83176, 17.4188, 0, 12.4502, 12.4502, 12.6276, 12.4544, 12.4618, 14.5454, 12.4502, 12.4502, 12.4502, 12.4502, 12.4502, 12.4502, 12.4502, 45.7838, 12.4502, 12.4502, 22.9593
2.94682, 42, 56.4931, 12.3944, 6.63325, -14.4931, 0, 12.3944, 12.3944, 12.5718, 12.3986, 12.4064, 14.0533, 12.3944, 12.3944, 12.3944, 12.3944, 12.3944, 12.3944, 12.3944, 46.0871, 12.3944, 12.3944, 20.9478
2.95469, 54, 54.4493, 12.3187, 7.48331, -0.44928, 0, 12.3188, 12.3187, 12.4961, 12.3229, 12.3312, 13.6131, 12.3187, 12.3187, 12.3187, 12.3187, 12.3187, 12.3187, 12.3187, 46.1004, 12.3187, 12.3187, 19.1791
2.96256, 60, 52.4351, 12.2238, 7.87401, 7.56487, 0, 12.2238, 12.2238, 12.4012, 12.228, 12.2368, 13.2191, 12.2238, 12.2238, 12.2238, 12.2238, 12.2238, 12.2238, 12.2238, 45.8227, 12.2238, 12.2238, 17.6463
2.97043, 42, 50.4346, 12.1107, 6.63325, -8.43457, 0, 12.1108, 12.1107, 12.2881, 12.1149, 12.1243, 12.865, 12.1107, 12.1107, 12.1107, 12.1107, 12.1107, 12.1107, 12.1107, 45.2611, 12.1107, 12.1107, 16.3348
2.9783, 46, 48.432, 11.9814, 6.9282, -2.43204, 0, 11.9814, 11.9814, 12.1588, 11.9856, 11.9954, 12.5447, 11.9814, 11.9814, 11.9814, 11.9814, 11.9814, 11.9814, 11.9814, 44.4301, 11.9814, 11.9814, 15.2243
2.98617, 48, 46.4148, 11.8381, 7.07107, 1.58524, 0, 11.8382, 11.8381, 12.0155, 11.8423, 11.8527, 12.2528, 11.8381, 11.8381, 11.8381, 11.8381, 11.8381, 11.8381, 11.8381, 43.35, 11.8381, 11.8381, 14.292
2.99405, 30, 44.3742, 11.6838, 5.65685, -14.3742, 0, 11.6839, 11.6838, 11.8612, 11.688, 11.699, 11.9847, 11.6838, 11.6838, 11.6838, 11.6838, 11.6838, 11.6838, 11.6838, 42.0464, 11.6838, 11.6838, 13.514
3.00192, 20, 42.307, 11.5217, 4.69042, -22.307, 0, 11.5217, 11.5217, 11.6991, 11.5259, 11.5374, 11.7369, 11.5217, 11.5217, 11.5217, 11.5217, 11.5217, 11.5217, 11.5217, 40.549, 11.5217, 11.5217, 12.8672
3.00979, 48, 40.2158, 11.3552, 7.07107, 7.78423, 0, 11.3552, 11.3552, 11.5326, 11.3593, 11.3715, 11.5068, 11.3552, 11.3552, 11.3552, 11.3552, 11.3552, 11.3552, 11.3552, 38.8912, 11.3552, 11.3552, 12.3302
3.01766, 46, 38.1089, 11.1876, 6.9282, 7.89112, 0, 11.1877, 11.1876, 11.365, 11.1918, 11.2045, 11.293, 11.1876, 11.1876, 11.1876, 11.1876, 11.1876, 11.1876, 11.1876, 37.1085, 11.1876, 11.1876, 11.8842
3.02553, 28, 36.0001, 11.0223, 5.47723, -8.00007, 0, 11.0224, 11.0223, 11.1997, 11.0265, 11.0398, 11.0945, 11.0223, 11.0223, 11.0223, 11.0223, 11.0223, 11.0223, 11.0223, 35.2383, 11.0223, 11.0223, 11.5129
3.0334, 40, 33.9073, 10.8622, 6.48074, 6.09266, 0, 10.8623, 10.8622, 11.0396, 10.8664, 10.8803, 10.911, 10.8622, 10.8622, 10.8622, 10.8622, 10.8622, 10.8622, 10.8622, 33.3183, 10.8622, 10.8622, 11.2028
3.04127, 18, 31.8518, 10.7098, 4.47214, -13.8518, 0, 10.7099, 10.7098, 10.8872, 10.714, 10.7285, 10.7423, 10.7098, 10.7098, 10.7098, 10.7098, 10.7098, 10.7098, 10.7098, 31.3859, 10.7098, 10.7098, 10.943
3.04914, 24, 29.8557, 10.5671, 5.09902, -5.8557, 0, 10.5671, 10.5671, 10.7445, 10.5713, 10.5864, 10.5884, 10.5671, 10.5671, 10.5671, 10.5671, 10.5671, 10.5671, 10.5671, 29.4761, 10.5671, 10.5671, 10.7244
3.05702, 12, 27.9414, 10.4354, 3.74166, -15.9414, 0, 10.4354, 10.4354, 10.6128, 10.4395, 10.4553, 10.4492, 10.4354, 10.4354, 10.4354, 10.4354, 10.4354, 10.4354, 10.4354, 27.6213, 10.4354, 10.4354, 10.5401
3.06489, 10, 26.1294, 10.3155, 3.4641, -16.1294, 0, 10.3155, 10.3155, 10.4929, 10.3196, 10.3361, 10.3243, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 25.8497, 10.3155, 10.3155, 10.3842
3.07276, 8, 24.4373, 10.2076, 3.16228, -16.4373, 0, 10.2076, 10.2076, 10.385, 10.2118, 10.2288, 10.2131, 10.2076, 10.2076, 10.2076, 10.2076, 10.2076, 10.2076, 10.2076, 24.1844, 10.2076, 10.2076, 10.252
3.08063, 10, 22.8784, 10.1115, 3.4641, -12.8784, 0, 10.1115, 10.1115, 10.2889, 10.1157, 10.1334, 10.1149, 10.1115, 10.1115, 10.1115, 10.1115, 10.1115, 10.1115, 10.1115, 22.6431, 10.1115, 10.1115, 10.1398
3.0885, 4, 21.4617, 10.0265, 2.44949, -17.4617, 0, 10.0266, 10.0265, 10.2039, 10.0307, 10.0491, 10.0286, 10.0265, 10.0265, 10.0265, 10.0265, 10.0265, 10.0265, 10.0265, 21.2376, 10.0265, 10.0265, 10.0444
3.09637, 18, 20.191, 9.95181, 4.47214, -2.19103, 0, 9.95184, 9.95182, 10.1292, 9.95597, 9.97508, 9.95308, 9.95181, 9.95181, 9.95181, 9.95181, 9.95181, 9.95181, 9.95181, 19.9738, 9.95181, 9.95181, 9.96288
3.10424, 18, 19.0657, 9.88635, 4.47214, -1.06569, 0, 9.88638, 9.88636, 10.0637, 9.89051, 9.91031, 9.8871, 9.88635, 9.88635, 9.88635, 9.88635, 9.88635, 9.88635, 9.88635, 18.8526, 9.88635, 9.88635, 9.89312
3.11211, 6, 18.0805, 9.82911, 2.82843, -12.0805, 0, 9.82915, 9.82912, 10.0065, 9.83328, 9.85378, 9.82956, 9.82911, 9.82911, 9.82911, 9.82911, 9.82911, 9.82911, 9.82911, 17.8697, 9.82911, 9.82911, 9.8332
3.11999, 6, 17.227, 9.77917, 2.82843, -11.227, 0, 9.77921, 9.77918, 9.95656, 9.78334, 9.80455, 9.77943, 9.77917, 9.77917, 9.77917, 9.77917, 9.77917, 9.77917, 9.77917, 17.0173, 9.77917, 9.77917, 9.78161
3.12786, 2, 16.4939, 9.73575, 2, -14.4939, 0, 9.73579, 9.73576, 9.91315, 9.73992, 9.76185, 9.7359, 9.73575, 9.73575, 9.73575, 9.73575, 9.73575, 9.73575, 9.73575, 16.2846, 9.73575, 9.73575, 9.73718
3.13573, 10, 15.8682, 9.6983, 3.4641, -5.86819, 0, 9.69834, 9.69831, 9.87569, 9.70247, 9.72512, 9.69838, 9.6983, 9.6983, 9.6983, 9.6983, 9.6983, 9.6983, 9.6983, 15.6588, 9.6983, 9.6983, 9.69913
3.1436, 6, 15.3362, 9.66647, 2.82843, -9.33619, 0, 9.66651, 9.66648, 9.84387, 9.67064, 9.69404, 9.66652, 9.66647, 9.66647, 9.66647, 9.66647, 9.66647, 9.66647, 9.66648, 15.1265, 9.66647, 9.66647, 9.66695
3.15147, 8, 14.8841, 9.64017, 3.16228, -6.88412, 0, 9.64021, 9.64018, 9.81757, 9.64434, 9.66848, 9.6402, 9.64017, 9.64017, 9.64017, 9.64017, 9.64017, 9.64017, 9.64018, 14.6739, 9.64017, 9.64017, 9.64044
3.15934, 6, 14.4989, 9.61948, 2.82843, -8.49894, 0, 9.61952, 9.61949, 9.79688, 9.62365, 9.64854, 9.6195, 9.61948, 9.61948, 9.61948, 9.61948, 9.61948, 9.61948, 9.61949, 14.2881, 9.61948, 9.61948, 9.61963
3.16721, 14, 14.1688, 9.60462, 4, -0.168764, 0, 9.60465, 9.60463, 9.78201, 9.60878, 9.63444, 9.60462, 9.60462, 9.60462, 9.60462, 9.60462, 9.60462, 9.60462, 9.60462, 13.9572, 9.60462, 9.60462, 9.6047
3.17509, 4, 13.8832, 9.59589, 2.44949, -9.88319, 0, 9.59592, 9.5959, 9.77328, 9.60005, 9.62648, 9.59589, 9.59589, 9.59589, 9.59589, 9.59589, 9.59589, 9.59589, 9.59589, 13.6709, 9.59589, 9.59589, 9.59593
3.18296, 12, 13.6335, 9.59362, 3.74166, -1.63353, 0, 9.59366, 9.59363, 9.77101, 9.59779, 9.62499, 9.59362, 9.59362, 9.59362, 9.59362, 9.59362, 9.59362, 9.59362, 9.59362, 13.4205, 9.59362, 9.59362, 9.59364
3.19083, 4, 13.4127, 9.59812, 2.44949, -9.41274, 0, 9.59816, 9.59813, 9.77551, 9.60229, 9.63029, 9.59812, 9.59812, 9.59812, 9.59812, 9.59812, 9.59812, 9.59812, 9.59812, 13.1989, 9.59812, 9.59812, 9.59813
3.1987, 12, 13.2154, 9.60962, 3.74166, -1.21539, 0, 9.60965, 9.60963, 9.78701, 9.61378, 9.64258, 9.60962, 9.60962, 9.60962, 9.60962, 9.60962, 9.60962, 9.60962, 9.60962, 13.0008, 9.60962, 9.60962, 9.60962
3.20657, 4, 13.0375, 9.62822, 2.44949, -9.03746, 0, 9.62825, 9.62823, 9.80561, 9.63239, 9.66199, 9.62822, 9.62822, 9.62822, 9.62822, 9.62822, 9.62822, 9.62822, 9.62822, 12.8221, 9.62822, 9.62823, 9.62822
3.21444, 6, 12.8761, 9.6539, 2.82843, -6.87614, 0, 9.65393, 9.65391, 9.83129, 9.65806, 9.68849, 9.6539, 9.6539, 9.6539, 9.6539, 9.6539, 9.6539, 9.6539, 9.6539, 12.6599, 9.6539, 9.65392, 9.6539
3.22231, 8, 12.7296, 9.68648, 3.16228, -4.72958, 0, 9.68652, 9.68649, 9.86387, 9.69065, 9.7219, 9.68648, 9.68648, 9.68648, 9.68648, 9.68648, 9.68648, 9.68648, 9.68648, 12.5125, 9.68648, 9.68652, 9.68648
3.23018, 10, 12.5967, 9.72565, 3.4641, -2.59666, 0, 9.72569, 9.72566, 9.90305, 9.72982, 9.76191, 9.72565, 9.72565, 9.72565, 9.72565, 9.72565, 9.72565, 9.72565, 9.72565, 12.3787, 9.72565, 9.72572, 9.72565
3.23806, 10, 12.4768, 9.77097, 3.4641, -2.47678, 0, 9.77101, 9.77098, 9.94837, 9.77514, 9.80807, 9.77097, 9.77097, 9.77097, 9.77097, 9.77097, 9.77097, 9.77097, 9.77098, 12.258, 9.77097, 9.77109, 9.77097
3.24593, 10, 12.3696, 9.82188, 3.4641, -2.36962, 0, 9.82192, 9.82189, 9.99927, 9.82605, 9.85983, 9.82188, 9.82188, 9.82188, 9.82188, 9.82188, 9.82188, 9.82188, 9.82188, 12.1499, 9.82188, 9.82206, 9.82188
3.2538, 8, 12.2751, 9.87772, 3.16228, -4.27506, 0, 9.87776, 9.87773, 10.0551, 9.88189, 9.91653, 9.87772, 9.87772, 9.87772, 9.87772, 9.87772, 9.87772, 9.87772, 9.87772, 12.0544, 9.87772, 9.878, 9.87772
3.26167, 2, 12.193, 9.93776, 2, -10.193, 0, 9.9378, 9.93777, 10.1152, 9.94193, 9.97745, 9.93776, 9.93776, 9.93776, 9.93776, 9.93776, 9.93776, 9.93776, 9.93776, 11.9713, 9.93776, 9.93819, 9.93776
3.26954, 8, 12.1232, 10.0013, 3.16228, -4.12321, 0, 10.0013, 10.0013, 10.1787, 10.0054, 10.0418, 10.0013, 10.0013, 10.0013, 10.0013, 10.0013, 10.0013, 10.0013, 10.0013, 11.9004, 10.0013, 10.0019, 10.0013
3.27741, 10, 12.0654, 10.0674, 3.4641, -2.06543, 0, 10.0675, 10.0674, 10.2448, 10.0716, 10.1089, 10.0674, 10.0674, 10.0674, 10.0674, 10.0674, 10.0674, 10.0674, 10.0674, 11.8414, 10.0674, 10.0684, 10.0674
3.28528, 18, 12.0192, 10.1355, 4.47214, 5.98081, 0, 10.1355, 10.1355, 10.3129, 10.1397, 10.1778, 10.1355, 10.1355, 10.1355, 10.1355, 10.1355, 10.1355, 10.1355, 10.1355, 11.7938, 10.1355, 10.1369, 10.1355
3.29315, 8, 11.9839, 10.2047, 3.16228, -3.98386, 0, 10.2047, 10.2047, 10.382, 10.2088, 10.2479, 10.2047, 10.2047, 10.2047, 10.2047, 10.2047, 10.2047, 10.2047, 10.2047, 11.7569, 10.2047, 10.2067, 10.2047
3.30103, 4, 11.9586, 10.2742, 2.44949, -7.95865, 0, 10.2742, 10.2742, 10.4516, 10.2784, 10.3184, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 10.2742, 11.7299, 10.2742, 10.2771, 10.2742
3.3089, 2, 11.9426, 10.3434, 2, -9.94262, 0, 10.3435, 10.3435, 10.5208, 10.3476, 10.3885, 10.3434, 10.3434, 10.3434, 10.3434, 10.3434, 10.3434, 10.3434, 10.3434, 11.7118, 10.3434, 10.3476, 10.3434
3.31677, 8, 11.9347, 10.4117, 3.16228, -3.93472, 0, 10.4118, 10.4117, 10.5891, 10.4159, 10.4577, 10.4117, 10.4117, 10.4117, 10.4117, 10.4117, 10.4117, 10.4117, 10.4117, 11.7014, 10.4117, 10.4174, 10.4117
3.32464, 6, 11.9339, 10.4785, 2.82843, -5.93386, 0, 10.4785, 10.4785, 10.6559, 10.4827, 10.5255, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 11.6976, 10.4785, 10.4862, 10.4785
3.33251, 12, 11.9389, 10.5433, 3.74166, 0.0611115, 0, 10.5433, 10.5433, 10.7207, 10.5474, 10.5912, 10.5433, 10.5433, 10.5433, 10.5433, 10.5433, 10.5433, 10.5433, 10.5433, 11.6991, 10.5433, 10.5536, 10.5433
3.34038, 4, 11.9487, 10.6056, 2.44949, -7.9487, 0, 10.6057, 10.6056, 10.783, 10.6098, 10.6545, 10.6056, 10.6056, 10.6056, 10.6056, 10.6056, 10.6056, 10.6056, 10.6056, 11.7046, 10.6056, 10.6193, 10.6056
3.34825, 8, 11.9623, 10.6653, 3.16228, -3.96225, 0, 10.6653, 10.6653, 10.8427, 10.6695, 10.7151, 10.6653, 10.6653, 10.6653, 10.6653, 10.6653, 10.6653, 10.6653, 10.6653, 11.7131, 10.6653, 10.683, 10.6653
3.35612, 6, 11.9786, 10.7221, 2.82843, -5.97858, 0, 10.7221, 10.7221, 10.8995, 10.7262, 10.7729, 10.7221, 10.7221, 10.7221, 10.7221, 10.7221, 10.7221, 10.7221, 10.7221, 11.7234, 10.7221, 10.7448, 10.7221
3.364, 8, 11.9969, 10.7759, 3.16228, -3.9969, 0, 10.776, 10.7759, 10.9533, 10.7801, 10.8278, 10.7759, 10.7759, 10.7759, 10.7759, 10.7759, 10.7759, 10.7759, 10.7759, 11.7347, 10.7759, 10.8046, 10.7759
3.37187, 8, 12.0165, 10.8269, 3.16228, -4.01655, 0, 10.8269, 10.8269, 11.0043, 10.8311, 10.8799, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 11.7463, 10.8269, 10.8625, 10.8269
3.37974, 2, 12.037, 10.8752, 2, -10.037, 0, 10.8752, 10.8752, 11.0526, 10.8793, 10.9294, 10.8752, 10.8752, 10.8752, 10.8752, 10.8752, 10.8752, 10.8752, 10.8752, 11.7575, 10.8752, 10.9189, 10.8752
3.38761, 4, 12.0581, 10.9211, 2.44949, -8.0581, 0, 10.9211, 10.9211, 11.0985, 10.9252, 10.9768, 10.9211, 10.9211, 10.9211, 10.9211, 10.9211, 10.9211, 10.9211, 10.9211, 11.768, 10.9211, 10.9738, 10.9211
3.39548, 8, 12.0796, 10.965, 3.16228, -4.07962, 0, 10.9651, 10.965, 11.1424, 10.9692, 11.0225, 10.965, 10.965, 10.965, 10.965, 10.965, 10.965, 10.965, 10.965, 11.7778, 10.965, 11.0278, 10.965
3.40335, 8, 12.1017, 11.0075, 3.16228, -4.10172, 0, 11.0075, 11.0075, 11.1849, 11.0117, 11.0672, 11.0075, 11.0075, 11.0075, 11.0075, 11.0075, 11.0075, 11.0075, 11.0075, 11.7868, 11.0075, 11.0811, 11.0075
3.41122, 0, 12.1247, 11.0491, 1.41421, -12.1247, 0, 11.0491, 11.0491, 11.2265, 11.0532, 11.1119, 11.0491, 11.0491, 11.0491, 11.0491, 11.0491, 11.0491, 11.0491, 11.0491, 11.7952, 11.0491, 11.1341, 11.0491
3.4191, 4, 12.1492, 11.0904, 2.44949, -8.14916, 0, 11.0904, 11.0904, 11.2678, 11.0945, 11.1576, 11.0904, 11.0904, 11.0904, 11.0904, 11.0904, 11.0904, 11.0904, 11.0904, 11.8035, 11.0904, 11.1872, 11.0904
3.42697, 4, 12.176, 11.132, 2.44949, -8.17597, 0, 11.1321, 11.132, 11.3094, 11.1362, 11.2057, 11.132, 11.132, 11.132, 11.132, 11.132, 11.132, 11.132, 11.132, 11.812, 11.132, 11.2406, 11.132
3.43484, 8, 12.2064, 11.1747, 3.16228, -4.20636, 0, 11.1747, 11.1747, 11.352, 11.1788, 11.2579, 11.1747, 11.1747, 11.1747, 11.1747, 11.1747, 11.1747, 11.1747, 11.1747, 11.8213, 11.1747, 11.2948, 11.1747
3.44271, 6, 12.2421, 11.2188, 2.82843, -6.2421, 0, 11.2189, 11.2188, 11.3962, 11.223, 11.3164, 11.2188, 11.2188, 11.2188, 11.2188, 11.2188, 11.2188, 11.2188, 11.2188, 11.832, 11.2188, 11.3498, 11.2188
3.45058, 6, 12.2856, 11.2651, 2.82843, -6.2856, 0, 11.2651, 11.2651, 11.4425, 11.2692, 11.3838, 11.2651, 11.2651, 11.2651, 11.2651, 11.2651, 11.2651, 11.2651, 11.2651, 11.8446, 11.2651, 11.4058, 11.2651
3.45845, 4, 12.3402, 11.3138, 2.44949, -8.34017, 0, 11.3138, 11.3138, 11.4912, 11.318, 11.4637, 11.3138, 11.3138, 11.3138, 11.3138, 11.3138, 11.3138, 11.3138, 11.3138, 11.8596, 11.3138, 11.4629, 11.3138
3.46632, 12, 12.4103, 11.3654, 3.74166, -0.410254, 0, 11.3654, 11.3654, 11.5428, 11.3695, 11.5609, 11.3654, 11.3654, 11.3654, 11.3654, 11.3654, 11.3654, 11.3654, 11.3654, 11.8775, 11.3654, 11.521, 11.3654
3.47419, 4, 12.5018, 11.42, 2.44949, -8.5018, 0, 11.4201, 11.42, 11.5974, 11.4242, 11.6813, 11.42, 11.42, 11.42, 11.42, 11.42, 11.42, 11.42, 11.42, 11.8987, 11.42, 11.5802, 11.42
3.48207, 8, 12.6226, 11.4779, 3.16228, -4.62255, 0, 11.4779, 11.4779, 11.6553, 11.4821, 11.8328, 11.4779, 11.4779, 11.4779, 11.4779, 11.4779, 11.4779, 11.4779, 11.4779, 11.9235, 11.4779, 11.6404, 11.4779
3.48994, 8, 12.7825, 11.539, 3.16228, -4.78247, 0, 11.5391, 11.539, 11.7164, 11.5432, 12.0251, 11.539, 11.539, 11.539, 11.539, 11.539, 11.539, 11.539, 11.539, 11.9522, 11.539, 11.7016, 11.539
3.49781, 6, 12.9941, 11.6034, 2.82843, -6.99405, 0, 11.6034, 11.6034, 11.7808, 11.6075, 12.2706, 11.6034, 11.6034, 11.6034, 11.6034, 11.6034, 11.6034, 11.6034, 11.6034, 11.9848, 11.6034, 11.7637, 11.6034
3.50568, 8, 13.2726, 11.6708, 3.16228, -5.27262, 0, 11.6709, 11.6708, 11.8482, 11.675, 12.5844, 11.6708, 11.6708, 11.6708, 11.6708, 11.6708, 11.6708, 11.6708, 11.6708, 12.0215, 11.6708, 11.8268, 11.6708
3.51355, 10, 13.6365, 11.7412, 3.4641, -3.63646, 0, 11.7412, 11.7412, 11.9186, 11.7453, 12.9844, 11.7412, 11.7412, 11.7412, 11.7412, 11.7412, 11.7412, 11.7412, 11.7412, 12.0621, 11.7412, 11.8907, 11.7412
3.52142, 18, 14.1068, 11.8142, 4.47214, 3.89316, 0, 11.8142, 11.8142, 11.9916, 11.8184, 13.4914, 11.8142, 11.8142, 11.8142, 11.8142, 11.8142, 11.8142, 11.8142, 11.8142, 12.1067, 11.8142, 11.9555, 11.8142
3.52929, 10, 14.7077, 11.8897, 3.4641, -4.70766, 0, 11.8897, 11.8897, 12.0671, 11.8938, 14.1289, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 11.8897, 12.1551, 11.8897, 12.0214, 11.8897
3.53716, 16, 15.4649, 11.9673, 4.24264, 0.53515, 0, 11.9673, 11.9673, 12.1447, 11.9715, 14.9224, 11.9673, 11.9673, 11.9673, 11.9673, 11.9673, 11.9673, 11.9673, 11.9673, 12.207, 11.9673, 12.0884, 11.9673
3.54504, 6, 16.4054, 12.0468, 2.82843, -10.4054, 0, 12.0469, 12.0469, 12.2242, 12.051, 15.8984, 12.0468, 12.0468, 12.0468, 12.0468, 12.0468, 12.0468, 12.0468, 12.0468, 12.2624, 12.0468, 12.1567, 12.0468
3.55291, 12, 17.5559, 12.128, 3.74166, -5.55589, 0, 12.1281, 12.128, 12.3054, 12.1322, 17.0831, 12.128, 12.128, 12.128, 12.128, 12.128, 12.128, 12.128, 12.128, 12.321, 12.128, 12.2262, 12.128
3.56078, 10, 18.9407, 12.2106, 3.4641, -8.94071, 0, 12.2107, 12.2107, 12.388, 12.2148, 18.5005, 12.2106, 12.2106, 12.2106, 12.2106, 12.2106, 12.2106, 12.2106, 12.2106, 12.3826, 12.2106, 12.2972, 12.2106
3.56865, 20, 20.5799, 12.2944, 4.69042, -0.579865, 0, 12.2945, 12.2944, 12.4718, 12.2986, 20.1704, 12.2944, 12.2944, 12.2944, 12.2944, 12.2944, 12.2944, 12.2944, 12.2944, 12.447, 12.2944, 12.3697, 12.2944
3.57652, 30, 22.4865, 12.3793, 5.65685, 7.51345, 0, 12.3793, 12.3793, 12.5566, 12.3834, 22.1056, 12.3793, 12.3793, 12.3793, 12.3793, 12.3793, 12.3793, 12.3793, 12.3793, 12.514, 12.3793, 12.4438, 12.3793
3.58439, 22, 24.6648, 12.4649, 4.89898, -2.66479, 0, 12.4649, 12.4649, 12.6423, 12.4691, 24.3101, 12.4649, 12.4649, 12.4649, 12.4649, 12.4649, 12.4649, 12.4649, 12.4649, 12.5834, 12.4649, 12.5195, 12.4649
