   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_144.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.223351, 0, 1.28128e-13, 0, 1.41421, -1.28128e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38101e-18, 5.97041e-18, 0, 1.28119e-13, 0, 0, 0
0.231222, 0, 2.31332e-13, 0, 1.41421, -2.31332e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39169e-18, 1.10239e-17, 0, 2.31316e-13, 0, 0, 0
0.239094, 0, 4.13986e-13, 0, 1.41421, -4.13986e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03317e-18, 2.01929e-17, 0, 4.13958e-13, 0, 0, 0
0.246965, 0, 7.34395e-13, 0, 1.41421, -7.34395e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45743e-17, 3.66993e-17, 0, 7.34344e-13, 0, 0, 0
0.254836, 0, 1.29152e-12, 0, 1.41421, -1.29152e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62301e-17, 6.61872e-17, 0, 1.29143e-12, 0, 0, 0
0.262708, 0, 2.25181e-12, 0, 1.41421, -2.25181e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68373e-17, 1.18481e-16, 0, 2.25164e-12, 0, 0, 0
0.270579, 0, 3.89268e-12, 0, 1.41421, -3.89268e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29925e-17, 2.10538e-16, 0, 3.89238e-12, 0, 0, 0
0.27845, 0, 6.67234e-12, 0, 1.41421, -6.67234e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45956e-16, 3.71439e-16, 0, 6.67183e-12, 0, 0, 0
0.286322, 0, 1.13409e-11, 0, 1.41421, -1.13409e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54822e-16, 6.50726e-16, 0, 1.134e-11, 0, 0, 0
0.294193, 0, 1.91153e-11, 0, 1.41421, -1.91153e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41767e-16, 1.13226e-15, 0, 1.91137e-11, 0, 0, 0
0.302064, 0, 3.1952e-11, 0, 1.41421, -3.1952e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.60682e-16, 1.95712e-15, 0, 3.19493e-11, 0, 0, 0
0.309935, 0, 5.2991e-11, 0, 1.41421, -5.2991e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30382e-15, 3.36754e-15, 0, 5.29863e-11, 0, 0, 0
0.317807, 0, 8.71219e-11, 1.70958e-43, 1.41421, -8.71219e-11, 0, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 2.21687e-15, 5.74819e-15, 1.70958e-43, 8.7114e-11, 1.70958e-43, 1.70958e-43, 1.70958e-43
0.325678, 0, 1.42072e-10, 2.97215e-42, 1.41421, -1.42072e-10, 0, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 2.97215e-42, 3.7477e-15, 9.75475e-15, 2.97215e-42, 1.42058e-10, 2.97215e-42, 2.97215e-42, 2.97215e-42
0.333549, 0, 2.29806e-10, 4.25518e-41, 1.41421, -2.29806e-10, 0, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 4.25518e-41, 6.30184e-15, 1.64627e-14, 4.25518e-41, 2.29783e-10, 4.25518e-41, 4.25518e-41, 4.25518e-41
0.341421, 0, 3.68729e-10, 5.39393e-40, 1.41421, -3.68729e-10, 0, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 5.39393e-40, 1.0545e-14, 2.76397e-14, 5.39393e-40, 3.68691e-10, 5.39393e-40, 5.39393e-40, 5.39393e-40
0.349292, 0, 5.869e-10, 6.12551e-39, 1.41421, -5.869e-10, 0, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 6.12551e-39, 1.75677e-14, 4.61822e-14, 6.12551e-39, 5.86837e-10, 6.12551e-39, 6.12551e-39, 6.12551e-39
0.357163, 0, 9.26731e-10, 6.28665e-38, 1.41421, -9.26731e-10, 0, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 6.28665e-38, 2.91541e-14, 7.68241e-14, 6.28665e-38, 9.26625e-10, 6.28665e-38, 6.28665e-38, 6.28665e-38
0.365034, 0, 1.45176e-09, 5.86278e-37, 1.41421, -1.45176e-09, 0, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 5.86278e-37, 4.82207e-14, 1.27288e-13, 5.86278e-37, 1.45159e-09, 5.86278e-37, 5.86278e-37, 5.86278e-37
0.372906, 0, 2.25636e-09, 4.99753e-36, 1.41421, -2.25636e-09, 0, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 4.99753e-36, 7.95347e-14, 2.10156e-13, 4.99753e-36, 2.25607e-09, 4.99753e-36, 4.99753e-36, 4.99753e-36
0.380777, 0, 3.47948e-09, 3.91083e-35, 1.41421, -3.47948e-09, 0, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 3.91083e-35, 1.30889e-13, 3.45902e-13, 3.91083e-35, 3.479e-09, 3.91083e-35, 3.91083e-35, 3.91083e-35
0.388648, 0, 5.32395e-09, 2.82263e-34, 1.41421, -5.32395e-09, 0, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.82263e-34, 2.15026e-13, 5.67833e-13, 2.82263e-34, 5.32317e-09, 2.82263e-34, 2.82263e-34, 2.82263e-34
0.39652, 0, 8.08335e-09, 1.94766e-33, 1.41421, -8.08335e-09, 0, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 1.94766e-33, 3.52793e-13, 9.30107e-13, 1.94766e-33, 8.08207e-09, 1.94766e-33, 1.94766e-33, 1.94766e-33
0.404391, 0, 1.21789e-08, 1.19218e-32, 1.41421, -1.21789e-08, 0, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 1.19218e-32, 5.78288e-13, 1.52075e-12, 1.19218e-32, 1.21768e-08, 1.19218e-32, 1.19218e-32, 1.19218e-32
0.412262, 0, 1.821e-08, 7.21918e-32, 1.41421, -1.821e-08, 0, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 7.21918e-32, 9.47292e-13, 2.48282e-12, 7.21918e-32, 1.82065e-08, 7.21918e-32, 7.21918e-32, 7.21918e-32
0.420133, 0, 2.70222e-08, 3.94802e-31, 1.41421, -2.70222e-08, 0, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 3.94802e-31, 1.55097e-12, 4.04858e-12, 3.94802e-31, 2.70166e-08, 3.94802e-31, 3.94802e-31, 3.94802e-31
0.428005, 0, 3.97987e-08, 2.08631e-30, 1.41421, -3.97987e-08, 0, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.08631e-30, 2.53813e-12, 6.59471e-12, 2.08631e-30, 3.97896e-08, 2.08631e-30, 2.08631e-30, 2.08631e-30
0.435876, 0, 5.81812e-08, 1.04694e-29, 1.41421, -5.81812e-08, 0, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 1.04694e-29, 4.15113e-12, 1.07311e-11, 1.04694e-29, 5.81663e-08, 1.04694e-29, 1.04694e-29, 1.04694e-29
0.443747, 0, 8.44285e-08, 4.97236e-29, 1.41421, -8.44285e-08, 0, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 4.97236e-29, 6.78357e-12, 1.74426e-11, 4.97236e-29, 8.44043e-08, 4.97236e-29, 4.97236e-29, 4.97236e-29
0.451619, 0, 1.21624e-07, 2.27059e-28, 1.41421, -1.21624e-07, 0, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 2.27059e-28, 1.10725e-11, 2.83144e-11, 2.27059e-28, 1.21585e-07, 2.27059e-28, 2.27059e-28, 2.27059e-28
0.45949, 0, 1.73944e-07, 9.89975e-28, 1.41421, -1.73944e-07, 0, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 9.89975e-28, 1.80441e-11, 4.58872e-11, 9.89975e-28, 1.7388e-07, 9.89975e-28, 9.89975e-28, 9.89975e-28
0.467361, 0, 2.46995e-07, 4.11287e-27, 1.41421, -2.46995e-07, 0, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 4.11287e-27, 2.93435e-11, 7.42121e-11, 4.11287e-27, 2.46891e-07, 4.11287e-27, 4.11287e-27, 4.11287e-27
0.475232, 0, 3.4825e-07, 1.63014e-26, 1.41421, -3.4825e-07, 0, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 1.63014e-26, 4.75932e-11, 1.19711e-10, 1.63014e-26, 3.48082e-07, 1.63014e-26, 1.63014e-26, 1.63014e-26
0.483104, 0, 4.87589e-07, 6.17324e-26, 1.41421, -4.87589e-07, 0, 6.17324e-26, 6.17324e-26, 6.17324e-26, 6.17324e-26, 6.17324e-26, 2.31096e-12, 6.17324e-26, 6.17324e-26, 6.17324e-26, 6.17324e-26, 7.69461e-11, 1.92493e-10, 6.17324e-26, 4.87317e-07, 6.17324e-26, 6.17324e-26, 6.17324e-26
0.490975, 0, 6.77977e-07, 2.23804e-25, 1.41421, -6.77977e-07, 0, 2.23804e-25, 2.23804e-25, 2.23804e-25, 2.23804e-25, 2.23804e-25, 7.93977e-12, 2.23804e-25, 2.23804e-25, 2.23804e-25, 2.23804e-25, 1.23936e-10, 3.08352e-10, 2.23804e-25, 6.77537e-07, 2.23804e-25, 2.23804e-25, 2.23804e-25
0.498846, 0, 9.36286e-07, 7.84946e-25, 1.41421, -9.36286e-07, 0, 7.84946e-25, 7.84946e-25, 7.84946e-25, 7.84946e-25, 7.84946e-25, 2.12093e-11, 7.84946e-25, 7.84946e-25, 7.84946e-25, 7.84946e-25, 1.98763e-10, 4.91753e-10, 7.84946e-25, 9.35574e-07, 7.84946e-25, 7.84946e-25, 7.84946e-25
0.506718, 0, 1.28771e-06, 1.31586e-10, 1.41421, -1.28771e-06, 1.31586e-10, 1.31682e-10, 1.31613e-10, 6.74399e-10, 1.44887e-10, 1.51106e-10, 2.91793e-10, 1.12706e-09, 1.49273e-09, 1.32715e-10, 1.34595e-10, 4.48823e-10, 9.1184e-10, 1.31588e-10, 1.28348e-06, 1.31586e-10, 1.31586e-10, 1.66253e-10
0.514589, 0, 1.76165e-06, 4.47705e-10, 1.41421, -1.76165e-06, 4.47705e-10, 4.48033e-10, 4.47798e-10, 2.30242e-09, 4.93154e-10, 5.14403e-10, 9.38295e-10, 3.84909e-09, 5.09854e-09, 4.51564e-10, 4.57986e-10, 9.51436e-10, 1.67867e-09, 4.47713e-10, 1.74927e-06, 4.47705e-10, 4.47705e-10, 5.66158e-10
0.52246, 0, 2.40032e-06, 1.18918e-09, 1.41421, -2.40032e-06, 1.18918e-09, 1.19005e-09, 1.18943e-09, 6.11944e-09, 1.30999e-09, 1.36648e-09, 2.44308e-09, 1.02308e-08, 1.35522e-08, 1.19944e-09, 1.21651e-09, 1.98448e-09, 3.119e-09, 1.1892e-09, 2.36936e-06, 1.18918e-09, 1.18918e-09, 1.50406e-09
0.530332, 0, 3.26251e-06, 2.88314e-09, 1.41421, -3.26251e-06, 2.88314e-09, 2.88526e-09, 2.88375e-09, 1.48323e-08, 3.17595e-09, 3.31285e-09, 5.85599e-09, 2.47968e-08, 3.28464e-08, 2.90801e-09, 2.94938e-09, 4.13115e-09, 5.88784e-09, 2.8832e-09, 3.18988e-06, 2.88314e-09, 2.88314e-09, 3.64629e-09
0.538203, 0, 4.43453e-06, 6.65558e-09, 1.41421, -4.43453e-06, 6.65558e-09, 6.66046e-09, 6.65697e-09, 3.42219e-08, 7.33108e-09, 7.6469e-09, 1.34031e-08, 5.72097e-08, 7.578e-08, 6.71293e-09, 6.80838e-09, 8.60151e-09, 1.12995e-08, 6.65569e-09, 4.2703e-06, 6.65558e-09, 6.65558e-09, 8.41613e-09
0.546074, 0, 6.05007e-06, 1.48499e-08, 1.41421, -6.05007e-06, 1.48499e-08, 1.48607e-08, 1.4853e-08, 7.63177e-08, 1.63561e-08, 1.70603e-08, 3.08029e-08, 1.27576e-07, 1.68985e-07, 1.49778e-08, 1.51906e-08, 1.78639e-08, 2.19815e-08, 1.48501e-08, 5.68751e-06, 1.48499e-08, 1.48499e-08, 1.87756e-08
0.553945, 0, 8.32409e-06, 3.22189e-08, 1.41421, -8.32409e-06, 3.22189e-08, 3.22425e-08, 3.22257e-08, 1.65512e-07, 3.54852e-08, 3.70123e-08, 6.89059e-08, 2.76666e-07, 3.6646e-07, 3.24963e-08, 3.29578e-08, 3.68552e-08, 4.3074e-08, 3.22195e-08, 7.54231e-06, 3.22189e-08, 3.22189e-08, 4.07318e-08
0.561817, 0, 1.16387e-05, 6.81555e-08, 1.41421, -1.16387e-05, 6.81555e-08, 6.82054e-08, 6.81697e-08, 3.49994e-07, 7.50618e-08, 7.82908e-08, 1.71013e-07, 5.85022e-07, 7.74885e-07, 6.87419e-08, 6.97178e-08, 7.52369e-08, 8.45429e-08, 6.81567e-08, 9.96968e-06, 6.81555e-08, 6.81555e-08, 8.61554e-08
0.569688, 0, 1.66222e-05, 1.40744e-07, 1.41421, -1.66222e-05, 1.40744e-07, 1.40848e-07, 1.40774e-07, 7.22519e-07, 1.55001e-07, 1.61666e-07, 3.87608e-07, 1.20767e-06, 1.59959e-06, 1.41955e-07, 1.43969e-07, 1.51484e-07, 1.65278e-07, 1.40747e-07, 1.31556e-05, 1.40744e-07, 1.40744e-07, 1.779e-07
0.577559, 0, 2.4393e-05, 2.83917e-07, 1.41421, -2.4393e-05, 2.83917e-07, 2.84125e-07, 2.83976e-07, 1.45705e-06, 3.12664e-07, 3.26104e-07, 8.38042e-07, 2.43533e-06, 3.22562e-06, 2.86358e-07, 2.9042e-07, 3.00092e-07, 3.20338e-07, 2.83922e-07, 1.73649e-05, 2.83917e-07, 2.83917e-07, 3.5884e-07
0.585431, 0, 3.69134e-05, 5.59693e-07, 1.41421, -3.69134e-05, 5.59693e-07, 5.60102e-07, 5.59809e-07, 2.87139e-06, 6.1634e-07, 6.42825e-07, 1.7549e-06, 4.79914e-06, 6.35644e-06, 5.64502e-07, 5.72507e-07, 5.83873e-07, 6.13313e-07, 5.59702e-07, 2.29869e-05, 5.59693e-07, 5.59693e-07, 7.07332e-07
0.593302, 0, 5.76036e-05, 1.07861e-06, 1.41421, -5.76036e-05, 1.07861e-06, 1.0794e-06, 1.07884e-06, 5.53161e-06, 1.18773e-06, 1.23875e-06, 3.58196e-06, 9.24501e-06, 1.22448e-05, 1.08788e-06, 1.1033e-06, 1.1145e-06, 1.15691e-06, 1.07863e-06, 3.06118e-05, 1.07861e-06, 1.07861e-06, 1.36301e-06
0.601173, 0, 9.23409e-05, 2.03205e-06, 1.41421, -9.23409e-05, 2.03205e-06, 2.03354e-06, 2.03247e-06, 1.04174e-05, 2.23753e-06, 2.3336e-06, 7.15683e-06, 1.741e-05, 2.30589e-05, 2.0495e-06, 2.07853e-06, 2.08494e-06, 2.1455e-06, 2.03209e-06, 4.11511e-05, 2.03205e-06, 2.03205e-06, 2.56759e-06
0.609044, 0, 0.000151095, 3.74374e-06, 1.41421, -0.000151095, 3.74374e-06, 3.74648e-06, 3.74452e-06, 1.91845e-05, 4.12211e-06, 4.29901e-06, 1.40527e-05, 3.20607e-05, 4.24625e-05, 3.77587e-06, 3.82933e-06, 3.82114e-06, 3.9069e-06, 3.74381e-06, 5.60283e-05, 3.74374e-06, 3.74374e-06, 4.72988e-06
0.616916, 0, 0.000250403, 6.74613e-06, 1.41421, -0.000250403, 6.74613e-06, 6.75106e-06, 6.74754e-06, 3.45537e-05, 7.42755e-06, 7.74613e-06, 2.71186e-05, 5.77427e-05, 7.64756e-05, 6.80399e-06, 6.90028e-06, 6.85865e-06, 6.97919e-06, 6.74625e-06, 7.74753e-05, 6.74613e-06, 6.74613e-06, 8.52209e-06
0.624787, 0, 0.000417126, 1.18921e-05, 1.41421, -0.000417126, 1.18921e-05, 1.19008e-05, 1.18946e-05, 6.08791e-05, 1.30925e-05, 1.36538e-05, 5.14339e-05, 0.00010173, 0.000134731, 1.1994e-05, 1.21637e-05, 1.20546e-05, 1.22229e-05, 1.18923e-05, 0.000108952, 1.18921e-05, 1.18921e-05, 1.50207e-05
0.632658, 0, 0.000693978, 2.05116e-05, 1.41421, -0.000693978, 2.05116e-05, 2.05265e-05, 2.05158e-05, 0.000104942, 2.25805e-05, 2.35478e-05, 9.58713e-05, 0.000175349, 0.000232226, 2.06872e-05, 2.09796e-05, 2.07449e-05, 2.09787e-05, 2.05119e-05, 0.000155775, 2.05116e-05, 2.05116e-05, 2.59038e-05
0.64053, 0, 0.00114736, 3.4622e-05, 1.41421, -0.00114736, 3.4622e-05, 3.46472e-05, 3.46292e-05, 0.000177015, 3.81113e-05, 3.97427e-05, 0.000175606, 0.000295757, 0.000391681, 3.49183e-05, 3.54113e-05, 3.4955e-05, 3.52784e-05, 3.46226e-05, 0.000225972, 3.4622e-05, 3.4622e-05, 4.37161e-05
0.648401, 0, 0.00187817, 5.72014e-05, 1.41421, -0.00187817, 5.72014e-05, 5.7243e-05, 5.72132e-05, 0.000292235, 6.29608e-05, 6.56535e-05, 0.000316045, 0.000488232, 0.000646566, 5.76904e-05, 5.85043e-05, 5.76741e-05, 5.81201e-05, 5.72024e-05, 0.000331433, 5.72014e-05, 5.72014e-05, 7.22121e-05
0.656272, 0, 0.00303628, 9.25229e-05, 1.41421, -0.00303628, 9.25229e-05, 9.25902e-05, 9.25421e-05, 0.000472284, 0.000101829, 0.00010618, 0.000558783, 0.00078897, 0.0010448, 9.33131e-05, 9.46282e-05, 9.31908e-05, 9.38045e-05, 9.25245e-05, 0.00048938, 9.25229e-05, 9.25229e-05, 0.000116777
