   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_56.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0308577, 112, 0, 0, 10.6771, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0229723, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0150868, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00720137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000684084, 0, 5.63996e-22, 0, 1.41421, -5.63996e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16967e-25, 0, 0, 2.90178e-27, 3.6284e-26, 0, 5.6314e-22, 0, 0, 0
0.00856954, 0, 1.38334e-21, 0, 1.41421, -1.38334e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00381e-24, 0, 0, 7.22921e-27, 9.08754e-26, 0, 1.38124e-21, 0, 0, 0
0.016455, 0, 3.33136e-21, 0, 1.41421, -3.33136e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82557e-24, 0, 0, 1.76836e-26, 2.23241e-25, 0, 3.3263e-21, 0, 0, 0
0.0243404, 0, 7.88588e-21, 0, 1.41421, -7.88588e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14229e-23, 0, 0, 4.25211e-26, 5.38612e-25, 0, 7.87387e-21, 0, 0, 0
0.0322259, 0, 1.83667e-20, 0, 1.41421, -1.83667e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66046e-23, 0, 0, 1.00604e-25, 1.27773e-24, 0, 1.83387e-20, 0, 0, 0
0.0401113, 0, 4.21245e-20, 0, 1.41421, -4.21245e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10183e-23, 0, 0, 2.34415e-25, 2.98326e-24, 0, 4.20602e-20, 0, 0, 0
0.0479968, 0, 9.5209e-20, 0, 1.41421, -9.5209e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37912e-22, 0, 0, 5.38309e-25, 6.86114e-24, 0, 9.50637e-20, 0, 0, 0
0.0558822, 0, 2.12201e-19, 0, 1.41421, -2.12201e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07377e-22, 0, 0, 1.21912e-24, 1.55554e-23, 0, 2.11877e-19, 0, 0, 0
0.0637677, 0, 4.66649e-19, 0, 1.41421, -4.66649e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75948e-22, 0, 0, 2.72449e-24, 3.47884e-23, 0, 4.65935e-19, 0, 0, 0
0.0716532, 0, 1.01305e-18, 0, 1.41421, -1.01305e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46741e-21, 0, 0, 6.01141e-24, 7.67908e-23, 0, 1.0115e-18, 0, 0, 0
0.0795386, 0, 2.17203e-18, 0, 1.41421, -2.17203e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14621e-21, 0, 0, 1.31016e-23, 1.67393e-22, 0, 2.1687e-18, 0, 0, 0
0.0874241, 0, 4.60124e-18, 0, 1.41421, -4.60124e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66494e-21, 0, 0, 2.8217e-23, 3.60514e-22, 0, 4.59418e-18, 0, 0, 0
0.0953095, 0, 9.63427e-18, 0, 1.41421, -9.63427e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39553e-20, 0, 0, 6.00766e-23, 7.67453e-22, 0, 9.61949e-18, 0, 0, 0
0.103195, 0, 1.99454e-17, 0, 1.41421, -1.99454e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8891e-20, 0, 0, 1.2649e-22, 1.61546e-21, 0, 1.99147e-17, 0, 0, 0
0.11108, 0, 4.08391e-17, 0, 1.41421, -4.08391e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91556e-20, 0, 0, 2.63452e-22, 3.36363e-21, 0, 4.07763e-17, 0, 0, 0
0.118966, 0, 8.27257e-17, 0, 1.41421, -8.27257e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19828e-19, 0, 0, 5.42957e-22, 6.92996e-21, 0, 8.25984e-17, 0, 0, 0
0.126851, 0, 1.65822e-16, 0, 1.41421, -1.65822e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40194e-19, 0, 0, 1.10755e-21, 1.41317e-20, 0, 1.65567e-16, 0, 0, 0
0.134737, 0, 3.28993e-16, 0, 1.41421, -3.28993e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76545e-19, 0, 0, 2.23673e-21, 2.85324e-20, 0, 3.28485e-16, 0, 0, 0
0.142622, 0, 6.46187e-16, 0, 1.41421, -6.46187e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35998e-19, 0, 0, 4.47298e-21, 5.70501e-20, 0, 6.45189e-16, 0, 0, 0
0.150508, 0, 1.25673e-15, 0, 1.41421, -1.25673e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82036e-18, 0, 0, 8.85938e-21, 1.12993e-19, 0, 1.25479e-15, 0, 0, 0
0.158393, 0, 2.4396e-15, 0, 1.41421, -2.4396e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53373e-18, 0, 0, 1.75729e-20, 2.24217e-19, 0, 2.43582e-15, 0, 0, 0
0.166279, 0, 4.64978e-15, 0, 1.41421, -4.64978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73513e-18, 0, 0, 3.41218e-20, 4.35531e-19, 0, 4.64258e-15, 0, 0, 0
0.174164, 0, 8.78039e-15, 0, 1.41421, -8.78039e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27182e-17, 0, 0, 6.56628e-20, 8.38622e-19, 0, 8.76676e-15, 0, 0, 0
0.182049, 0, 1.64292e-14, 0, 1.41421, -1.64292e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37972e-17, 0, 0, 1.25247e-19, 1.60098e-18, 0, 1.64037e-14, 0, 0, 0
0.189935, 0, 3.04642e-14, 0, 1.41421, -3.04642e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41264e-17, 0, 0, 2.36827e-19, 3.03074e-18, 0, 3.04168e-14, 0, 0, 0
0.19782, 0, 5.59865e-14, 0, 1.41421, -5.59865e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10942e-17, 0, 0, 4.43997e-19, 5.69017e-18, 0, 5.58993e-14, 0, 0, 0
0.205706, 0, 1.01985e-13, 0, 1.41421, -1.01985e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47721e-16, 0, 0, 8.25404e-19, 1.05969e-17, 0, 1.01826e-13, 0, 0, 0
0.213591, 0, 1.8416e-13, 0, 1.41421, -1.8416e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66747e-16, 0, 0, 1.52175e-18, 1.9578e-17, 0, 1.83872e-13, 0, 0, 0
0.221477, 0, 3.2968e-13, 0, 1.41421, -3.2968e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77524e-16, 0, 0, 2.78269e-18, 3.58886e-17, 0, 3.29164e-13, 0, 0, 0
