   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_195.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0277673, 390, 0, 0, 19.799, 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0198987, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120301, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00416148, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00370711, 0, 2.87098e-22, 0, 1.41421, -2.87098e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57088e-25, 0, 0, 4.41632e-27, 0, 0, 2.86336e-22, 0, 0, 0
0.0115757, 0, 7.15528e-22, 0, 1.41421, -7.15528e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88688e-24, 0, 0, 1.11103e-26, 0, 0, 7.1363e-22, 0, 0, 0
0.0194443, 0, 1.74747e-21, 0, 1.41421, -1.74747e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60816e-24, 0, 0, 2.73922e-26, 0, 0, 1.74284e-21, 0, 0, 0
0.0273129, 0, 4.18813e-21, 0, 1.41421, -4.18813e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10443e-23, 0, 0, 6.62852e-26, 0, 0, 4.17702e-21, 0, 0, 0
0.0351815, 0, 9.86259e-21, 0, 1.41421, -9.86259e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6008e-23, 0, 0, 1.5763e-25, 0, 0, 9.83643e-21, 0, 0, 0
0.0430501, 0, 2.28444e-20, 0, 1.41421, -2.28444e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02417e-23, 0, 0, 3.68771e-25, 0, 0, 2.27838e-20, 0, 0, 0
0.0509187, 0, 5.20935e-20, 0, 1.41421, -5.20935e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37373e-22, 0, 0, 8.49525e-25, 0, 0, 5.19553e-20, 0, 0, 0
0.0587873, 0, 1.17043e-19, 0, 1.41421, -1.17043e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08647e-22, 0, 0, 1.92862e-24, 0, 0, 1.16733e-19, 0, 0, 0
0.0666559, 0, 2.59281e-19, 0, 1.41421, -2.59281e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83733e-22, 0, 0, 4.31797e-24, 0, 0, 2.58593e-19, 0, 0, 0
0.0745245, 0, 5.66663e-19, 0, 1.41421, -5.66663e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49431e-21, 0, 0, 9.53999e-24, 0, 0, 5.65159e-19, 0, 0, 0
0.0823931, 0, 1.2225e-18, 0, 1.41421, -1.2225e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22377e-21, 0, 0, 2.08111e-23, 0, 0, 1.21925e-18, 0, 0, 0
0.0902616, 0, 2.60468e-18, 0, 1.41421, -2.60468e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86863e-21, 0, 0, 4.48477e-23, 0, 0, 2.59776e-18, 0, 0, 0
