   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0289912, 194, 0, 0, 14, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0211159, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0132406, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00536524, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0025101, 0, 1.97749e-23, 0, 1.41421, -1.97749e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86238e-26, 0, 0, 1.77487e-28, 3.25174e-28, 0, 1.97258e-23, 0, 0, 0
0.0103854, 0, 5.42853e-23, 0, 1.41421, -5.42853e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3348e-25, 0, 0, 4.9455e-28, 9.15755e-28, 0, 5.41505e-23, 0, 0, 0
0.0182608, 0, 1.45058e-22, 0, 1.41421, -1.45058e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56677e-25, 0, 0, 1.34121e-27, 2.50452e-27, 0, 1.44698e-22, 0, 0, 0
0.0261361, 0, 3.78303e-22, 0, 1.41421, -3.78303e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30192e-25, 0, 0, 3.5498e-27, 6.67314e-27, 0, 3.77363e-22, 0, 0, 0
0.0340114, 0, 9.6492e-22, 0, 1.41421, -9.6492e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3726e-24, 0, 0, 9.18899e-27, 1.73654e-26, 0, 9.62521e-22, 0, 0, 0
0.0418868, 0, 2.41125e-21, 0, 1.41421, -2.41125e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92891e-24, 0, 0, 2.33053e-26, 4.42254e-26, 0, 2.40525e-21, 0, 0, 0
0.0497621, 0, 5.91178e-21, 0, 1.41421, -5.91178e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45362e-23, 0, 0, 5.79965e-26, 1.10411e-25, 0, 5.89707e-21, 0, 0, 0
0.0576374, 0, 1.42379e-20, 0, 1.41421, -1.42379e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50089e-23, 0, 0, 1.41791e-25, 2.70587e-25, 0, 1.42025e-20, 0, 0, 0
0.0655128, 0, 3.37192e-20, 0, 1.41421, -3.37192e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29103e-23, 0, 0, 3.40921e-25, 6.51728e-25, 0, 3.36353e-20, 0, 0, 0
0.0733881, 0, 7.85963e-20, 0, 1.41421, -7.85963e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93256e-22, 0, 0, 8.06894e-25, 1.54431e-24, 0, 7.84007e-20, 0, 0, 0
0.0812634, 0, 1.80451e-19, 0, 1.41421, -1.80451e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43702e-22, 0, 0, 1.88139e-24, 3.60321e-24, 0, 1.80002e-19, 0, 0, 0
0.0891388, 0, 4.08362e-19, 0, 1.41421, -4.08362e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0041e-21, 0, 0, 4.3246e-24, 8.28448e-24, 0, 4.07346e-19, 0, 0, 0
0.0970141, 0, 9.11429e-19, 0, 1.41421, -9.11429e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24106e-21, 0, 0, 9.80575e-24, 1.87826e-23, 0, 9.09159e-19, 0, 0, 0
