   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_245.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0315077, 490, 0, 0, 22.1811, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0236369, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0157662, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00789537, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-2.4579e-05, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00784621, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.015717, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0235878, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0314586, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0393294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0472002, 0, 3.14455e-28, 0, 1.41421, -3.14455e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32187e-31, 0, 0, 4.56573e-33, 0, 0, 3.14118e-28, 0, 0, 0
0.055071, 0, 2.53136e-27, 0, 1.41421, -2.53136e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67411e-30, 0, 0, 3.67541e-32, 0, 0, 2.52865e-27, 0, 0, 0
0.0629417, 0, 1.41783e-26, 0, 1.41421, -1.41783e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49778e-29, 0, 0, 2.06015e-31, 0, 0, 1.41631e-26, 0, 0, 0
0.0708125, 0, 6.66689e-26, 0, 1.41421, -6.66689e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04284e-29, 0, 0, 9.7145e-31, 0, 0, 6.65975e-26, 0, 0, 0
0.0786833, 0, 2.80632e-25, 0, 1.41421, -2.80632e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96457e-28, 0, 0, 4.10804e-30, 0, 0, 2.80332e-25, 0, 0, 0
0.0865541, 0, 1.09064e-24, 0, 1.41421, -1.09064e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15214e-27, 0, 0, 1.60588e-29, 0, 0, 1.08947e-24, 0, 0, 0
0.0944249, 0, 4.86199e-24, 0, 1.41421, -4.86199e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13616e-27, 0, 0, 7.24966e-29, 0, 0, 4.85678e-24, 0, 0, 0
0.102296, 0, 1.63997e-23, 0, 1.41421, -1.63997e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73245e-26, 0, 0, 2.46319e-28, 0, 0, 1.63822e-23, 0, 0, 0
0.110166, 0, 5.325e-23, 0, 1.41421, -5.325e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62527e-26, 0, 0, 8.05909e-28, 0, 0, 5.31929e-23, 0, 0, 0
0.118037, 0, 1.67136e-22, 0, 1.41421, -1.67136e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76561e-25, 0, 0, 2.54964e-27, 0, 0, 1.66957e-22, 0, 0, 0
0.125908, 0, 5.08751e-22, 0, 1.41421, -5.08751e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37439e-25, 0, 0, 7.82497e-27, 0, 0, 5.08205e-22, 0, 0, 0
0.133779, 0, 1.50573e-21, 0, 1.41421, -1.50573e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59063e-24, 0, 0, 2.33573e-26, 0, 0, 1.50411e-21, 0, 0, 0
0.14165, 0, 4.34227e-21, 0, 1.41421, -4.34227e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58713e-24, 0, 0, 6.79547e-26, 0, 0, 4.33762e-21, 0, 0, 0
0.14952, 0, 1.22232e-20, 0, 1.41421, -1.22232e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29124e-23, 0, 0, 1.93038e-25, 0, 0, 1.22101e-20, 0, 0, 0
0.157391, 0, 3.36349e-20, 0, 1.41421, -3.36349e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55316e-23, 0, 0, 5.3621e-25, 0, 0, 3.35989e-20, 0, 0, 0
0.165262, 0, 9.05914e-20, 0, 1.41421, -9.05914e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.56997e-23, 0, 0, 1.45832e-24, 0, 0, 9.04942e-20, 0, 0, 0
0.173133, 0, 2.3908e-19, 0, 1.41421, -2.3908e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52562e-22, 0, 0, 3.88747e-24, 0, 0, 2.38824e-19, 0, 0, 0
0.181004, 0, 6.18829e-19, 0, 1.41421, -6.18829e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53724e-22, 0, 0, 1.0167e-23, 0, 0, 6.18165e-19, 0, 0, 0
0.188874, 0, 1.57226e-18, 0, 1.41421, -1.57226e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66092e-21, 0, 0, 2.61092e-23, 0, 0, 1.57057e-18, 0, 0, 0
0.196745, 0, 3.92389e-18, 0, 1.41421, -3.92389e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14515e-21, 0, 0, 6.58845e-23, 0, 0, 3.91968e-18, 0, 0, 0
0.204616, 0, 9.62554e-18, 0, 1.41421, -9.62554e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01683e-20, 0, 0, 1.63473e-22, 0, 0, 9.61521e-18, 0, 0, 0
0.212487, 0, 2.32217e-17, 0, 1.41421, -2.32217e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45311e-20, 0, 0, 3.99056e-22, 0, 0, 2.31968e-17, 0, 0, 0
0.220358, 0, 5.51245e-17, 0, 1.41421, -5.51245e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82328e-20, 0, 0, 9.589e-22, 0, 0, 5.50653e-17, 0, 0, 0
0.228228, 0, 1.28816e-16, 0, 1.41421, -1.28816e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3608e-19, 0, 0, 2.26917e-21, 0, 0, 1.28678e-16, 0, 0, 0
0.236099, 0, 2.96451e-16, 0, 1.41421, -2.96451e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13167e-19, 0, 0, 5.2907e-21, 0, 0, 2.96133e-16, 0, 0, 0
0.24397, 0, 6.72118e-16, 0, 1.41421, -6.72118e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10015e-19, 0, 0, 1.21581e-20, 0, 0, 6.71396e-16, 0, 0, 0
0.251841, 0, 1.50174e-15, 0, 1.41421, -1.50174e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58641e-18, 0, 0, 2.75471e-20, 0, 0, 1.50013e-15, 0, 0, 0
0.259711, 0, 3.30772e-15, 0, 1.41421, -3.30772e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4942e-18, 0, 0, 6.15579e-20, 0, 0, 3.30417e-15, 0, 0, 0
0.267582, 0, 7.18405e-15, 0, 1.41421, -7.18405e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58903e-18, 0, 0, 1.35712e-19, 0, 0, 7.17633e-15, 0, 0, 0
0.275453, 0, 1.53894e-14, 0, 1.41421, -1.53894e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62569e-17, 0, 0, 2.95257e-19, 0, 0, 1.53729e-14, 0, 0, 0
0.283324, 0, 3.25229e-14, 0, 1.41421, -3.25229e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43557e-17, 0, 0, 6.34067e-19, 0, 0, 3.24879e-14, 0, 0, 0
0.291195, 0, 6.80925e-14, 0, 1.41421, -6.80925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19293e-17, 0, 0, 1.35199e-18, 0, 0, 6.80193e-14, 0, 0, 0
0.299065, 0, 1.40052e-13, 0, 1.41421, -1.40052e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47942e-16, 0, 0, 2.82903e-18, 0, 0, 1.39901e-13, 0, 0, 0
0.306936, 0, 2.84367e-13, 0, 1.41421, -2.84367e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00384e-16, 0, 0, 5.84818e-18, 0, 0, 2.84061e-13, 0, 0, 0
0.314807, 0, 5.70078e-13, 0, 1.41421, -5.70078e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0218e-16, 0, 0, 1.19458e-17, 0, 0, 5.69464e-13, 0, 0, 0
0.322678, 0, 1.12854e-12, 0, 1.41421, -1.12854e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19208e-15, 0, 0, 2.41174e-17, 0, 0, 1.12732e-12, 0, 0, 0
0.330549, 0, 2.20639e-12, 0, 1.41421, -2.20639e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3306e-15, 0, 0, 4.81362e-17, 0, 0, 2.20402e-12, 0, 0, 0
0.338419, 0, 4.26075e-12, 0, 1.41421, -4.26075e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50058e-15, 0, 0, 9.5008e-17, 0, 0, 4.25616e-12, 0, 0, 0
0.34629, 0, 8.12787e-12, 0, 1.41421, -8.12787e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58539e-15, 0, 0, 1.85494e-16, 0, 0, 8.1191e-12, 0, 0, 0
0.354161, 0, 1.5318e-11, 0, 1.41421, -1.5318e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61805e-14, 0, 0, 3.5837e-16, 0, 0, 1.53015e-11, 0, 0, 0
0.362032, 0, 2.85237e-11, 1.14906e-43, 1.41421, -2.85237e-11, 0, 1.14906e-43, 1.14906e-43, 1.14906e-43, 1.14906e-43, 1.14906e-43, 1.14906e-43, 1.14906e-43, 1.14906e-43, 3.01306e-14, 1.14906e-43, 1.14906e-43, 6.85395e-16, 1.14906e-43, 1.14906e-43, 2.84929e-11, 1.14906e-43, 1.14906e-43, 1.14906e-43
0.369903, 0, 5.2485e-11, 2.17061e-42, 1.41421, -5.2485e-11, 0, 2.17061e-42, 2.17061e-42, 2.17061e-42, 2.17061e-42, 2.17061e-42, 2.17061e-42, 2.17061e-42, 2.17061e-42, 5.54446e-14, 2.17061e-42, 2.17061e-42, 1.29825e-15, 2.17061e-42, 2.17061e-42, 5.24282e-11, 2.17061e-42, 2.17061e-42, 2.17061e-42
0.377773, 0, 9.54395e-11, 3.33243e-41, 1.41421, -9.54395e-11, 0, 3.33243e-41, 3.33243e-41, 3.33243e-41, 3.33243e-41, 3.33243e-41, 3.33243e-41, 3.33243e-41, 3.33243e-41, 1.0083e-13, 3.33243e-41, 3.33243e-41, 2.43676e-15, 3.33243e-41, 3.33243e-41, 9.53362e-11, 3.33243e-41, 3.33243e-41, 3.33243e-41
0.385644, 0, 1.71525e-10, 4.47688e-40, 1.41421, -1.71525e-10, 0, 4.47688e-40, 4.47688e-40, 4.47688e-40, 4.47688e-40, 4.47688e-40, 4.47688e-40, 4.47688e-40, 4.47688e-40, 1.81235e-13, 4.47688e-40, 4.47688e-40, 4.53494e-15, 4.47688e-40, 4.47688e-40, 1.71339e-10, 4.47688e-40, 4.47688e-40, 4.47688e-40
0.393515, 0, 3.04699e-10, 5.38065e-39, 1.41421, -3.04699e-10, 0, 5.38065e-39, 5.38065e-39, 5.38065e-39, 5.38065e-39, 5.38065e-39, 5.38065e-39, 5.38065e-39, 5.38065e-39, 3.22005e-13, 5.38065e-39, 5.38065e-39, 8.3739e-15, 5.38065e-39, 5.38065e-39, 3.04369e-10, 5.38065e-39, 5.38065e-39, 5.38065e-39
0.401386, 0, 5.35058e-10, 5.83862e-38, 1.41421, -5.35058e-10, 0, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.83862e-38, 5.65589e-13, 5.83862e-38, 5.83862e-38, 1.53537e-14, 5.83862e-38, 5.83862e-38, 5.34477e-10, 5.83862e-38, 5.83862e-38, 5.83862e-38
0.409256, 0, 9.28871e-10, 5.74455e-37, 1.41421, -9.28871e-10, 0, 5.74455e-37, 5.74455e-37, 5.74455e-37, 5.74455e-37, 5.74455e-37, 5.74455e-37, 5.74455e-37, 5.74455e-37, 9.82211e-13, 5.74455e-37, 5.74455e-37, 2.79766e-14, 5.74455e-37, 5.74455e-37, 9.27861e-10, 5.74455e-37, 5.74455e-37, 5.74455e-37
0.417127, 0, 1.59431e-09, 5.16466e-36, 1.41421, -1.59431e-09, 0, 5.16466e-36, 5.16466e-36, 5.16466e-36, 5.16466e-36, 5.16466e-36, 5.16466e-36, 5.16466e-36, 5.16466e-36, 1.68664e-12, 5.16466e-36, 5.16466e-36, 5.07055e-14, 5.16466e-36, 5.16466e-36, 1.59257e-09, 5.16466e-36, 5.16466e-36, 5.16466e-36
0.424998, 0, 2.70577e-09, 4.25971e-35, 1.41421, -2.70577e-09, 0, 4.25971e-35, 4.25971e-35, 4.25971e-35, 4.25971e-35, 4.25971e-35, 4.25971e-35, 4.25971e-35, 4.25971e-35, 2.86421e-12, 4.25971e-35, 4.25971e-35, 9.14942e-14, 4.25971e-35, 4.25971e-35, 2.70281e-09, 4.25971e-35, 4.25971e-35, 4.25971e-35
0.432869, 0, 4.54101e-09, 3.23597e-34, 1.41421, -4.54101e-09, 0, 3.23597e-34, 3.23597e-34, 3.23597e-34, 3.23597e-34, 3.23597e-34, 3.23597e-34, 3.23597e-34, 3.23597e-34, 4.81075e-12, 3.23597e-34, 3.23597e-34, 1.64515e-13, 3.23597e-34, 3.23597e-34, 4.53603e-09, 3.23597e-34, 3.23597e-34, 3.23597e-34
0.44074, 0, 7.53698e-09, 2.28242e-33, 1.41421, -7.53698e-09, 0, 2.28242e-33, 2.28242e-33, 2.28242e-33, 2.28242e-33, 2.28242e-33, 2.28242e-33, 2.28242e-33, 2.28242e-33, 7.99288e-12, 2.28242e-33, 2.28242e-33, 2.95023e-13, 2.28242e-33, 2.28242e-33, 7.52869e-09, 2.28242e-33, 2.28242e-33, 2.28242e-33
0.44861, 0, 1.23728e-08, 1.29389e-32, 1.41421, -1.23728e-08, 0, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.29389e-32, 1.31384e-11, 1.29389e-32, 1.29389e-32, 5.28039e-13, 1.29389e-32, 1.29389e-32, 1.23592e-08, 1.29389e-32, 1.29389e-32, 1.29389e-32
0.456481, 0, 2.00914e-08, 7.61381e-32, 1.41421, -2.00914e-08, 0, 7.61381e-32, 7.61381e-32, 7.61381e-32, 7.61381e-32, 7.61381e-32, 7.61381e-32, 7.61381e-32, 7.61381e-32, 2.13697e-11, 7.61381e-32, 7.61381e-32, 9.43789e-13, 7.61381e-32, 7.61381e-32, 2.00691e-08, 7.61381e-32, 7.61381e-32, 7.61381e-32
0.464352, 0, 3.2275e-08, 4.00335e-31, 1.41421, -3.2275e-08, 0, 4.00335e-31, 4.00335e-31, 4.00335e-31, 4.00335e-31, 4.00335e-31, 4.00335e-31, 4.00335e-31, 4.00335e-31, 3.43991e-11, 4.00335e-31, 4.00335e-31, 1.68512e-12, 4.00335e-31, 4.00335e-31, 3.22389e-08, 4.00335e-31, 4.00335e-31, 4.00335e-31
0.472223, 0, 5.1296e-08, 2.0907e-30, 1.41421, -5.1296e-08, 0, 2.0907e-30, 2.0907e-30, 2.0907e-30, 2.0907e-30, 2.0907e-30, 2.0907e-30, 2.0907e-30, 2.0907e-30, 5.48111e-11, 2.0907e-30, 2.0907e-30, 3.00585e-12, 2.0907e-30, 2.0907e-30, 5.12382e-08, 2.0907e-30, 2.0907e-30, 2.0907e-30
0.480094, 0, 8.06704e-08, 1.05361e-29, 1.41421, -8.06704e-08, 0, 1.05361e-29, 1.05361e-29, 1.05361e-29, 1.05361e-29, 1.05361e-29, 1.05361e-29, 1.05361e-29, 1.05361e-29, 8.64669e-11, 1.05361e-29, 1.05361e-29, 5.35566e-12, 1.05361e-29, 1.05361e-29, 8.05786e-08, 1.05361e-29, 1.05361e-29, 1.05361e-29
