   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_228.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0287159, 456, 0, 0, 21.4009, 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0208469, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.012978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00510898, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00276, 0, 4.19986e-23, 0, 1.41421, -4.19986e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61576e-25, 0, 0, 3.35223e-28, 0, 0, 4.18367e-23, 0, 0, 0
0.010629, 0, 1.11745e-22, 0, 1.41421, -1.11745e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29903e-25, 0, 0, 9.05271e-28, 0, 0, 1.11314e-22, 0, 0, 0
0.018498, 0, 2.90406e-22, 0, 1.41421, -2.90406e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11724e-24, 0, 0, 2.38789e-27, 0, 0, 2.89286e-22, 0, 0, 0
0.026367, 0, 7.3858e-22, 0, 1.41421, -7.3858e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84145e-24, 0, 0, 6.16418e-27, 0, 0, 7.35733e-22, 0, 0, 0
0.0342359, 0, 1.84115e-21, 0, 1.41421, -1.84115e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08324e-24, 0, 0, 1.55975e-26, 0, 0, 1.83405e-21, 0, 0, 0
0.0421049, 0, 4.50466e-21, 0, 1.41421, -4.50466e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73302e-23, 0, 0, 3.87382e-26, 0, 0, 4.48729e-21, 0, 0, 0
0.0499739, 0, 1.08294e-20, 0, 1.41421, -1.08294e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16626e-23, 0, 0, 9.45423e-26, 0, 0, 1.07877e-20, 0, 0, 0
0.0578429, 0, 2.56062e-20, 0, 1.41421, -2.56062e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85116e-23, 0, 0, 2.2696e-25, 0, 0, 2.55075e-20, 0, 0, 0
0.0657119, 0, 5.96009e-20, 0, 1.41421, -5.96009e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29295e-22, 0, 0, 5.36393e-25, 0, 0, 5.93711e-20, 0, 0, 0
0.0735808, 0, 1.36663e-19, 0, 1.41421, -1.36663e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25765e-22, 0, 0, 1.24898e-24, 0, 0, 1.36136e-19, 0, 0, 0
0.0814498, 0, 3.08903e-19, 0, 1.41421, -3.08903e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1884e-21, 0, 0, 2.86722e-24, 0, 0, 3.07712e-19, 0, 0, 0
0.0893188, 0, 6.88684e-19, 0, 1.41421, -6.88684e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64949e-21, 0, 0, 6.49309e-24, 0, 0, 6.86028e-19, 0, 0, 0
0.0971878, 0, 1.51519e-18, 0, 1.41421, -1.51519e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8292e-21, 0, 0, 1.4513e-23, 0, 0, 1.50935e-18, 0, 0, 0
0.105057, 0, 3.29127e-18, 0, 1.41421, -3.29127e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26621e-20, 0, 0, 3.20323e-23, 0, 0, 3.27858e-18, 0, 0, 0
0.112926, 0, 7.06137e-18, 0, 1.41421, -7.06137e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71663e-20, 0, 0, 6.98432e-23, 0, 0, 7.03413e-18, 0, 0, 0
0.120795, 0, 1.49693e-17, 0, 1.41421, -1.49693e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75896e-20, 0, 0, 1.50499e-22, 0, 0, 1.49116e-17, 0, 0, 0
0.128664, 0, 3.13655e-17, 0, 1.41421, -3.13655e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20668e-19, 0, 0, 3.20604e-22, 0, 0, 3.12445e-17, 0, 0, 0
0.136533, 0, 6.49781e-17, 0, 1.41421, -6.49781e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49982e-19, 0, 0, 6.75407e-22, 0, 0, 6.47275e-17, 0, 0, 0
0.144402, 0, 1.33128e-16, 0, 1.41421, -1.33128e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12165e-19, 0, 0, 1.40751e-21, 0, 0, 1.32614e-16, 0, 0, 0
0.152271, 0, 2.69814e-16, 0, 1.41421, -2.69814e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03802e-18, 0, 0, 2.90228e-21, 0, 0, 2.68773e-16, 0, 0, 0
0.16014, 0, 5.41067e-16, 0, 1.41421, -5.41067e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08157e-18, 0, 0, 5.92289e-21, 0, 0, 5.38979e-16, 0, 0, 0
0.168009, 0, 1.0738e-15, 0, 1.41421, -1.0738e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13106e-18, 0, 0, 1.19655e-20, 0, 0, 1.06965e-15, 0, 0, 0
0.175878, 0, 2.12682e-15, 0, 1.41421, -2.12682e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18222e-18, 0, 0, 2.42056e-20, 0, 0, 2.11862e-15, 0, 0, 0
0.183747, 0, 4.13206e-15, 0, 1.41421, -4.13206e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58966e-17, 0, 0, 4.78906e-20, 0, 0, 4.11612e-15, 0, 0, 0
0.191616, 0, 7.94991e-15, 0, 1.41421, -7.94991e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05844e-17, 0, 0, 9.38617e-20, 0, 0, 7.91923e-15, 0, 0, 0
0.199485, 0, 1.51488e-14, 0, 1.41421, -1.51488e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82793e-17, 0, 0, 1.82261e-19, 0, 0, 1.50903e-14, 0, 0, 0
0.207354, 0, 2.85933e-14, 0, 1.41421, -2.85933e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10002e-16, 0, 0, 3.50693e-19, 0, 0, 2.8483e-14, 0, 0, 0
0.215223, 0, 5.34658e-14, 0, 1.41421, -5.34658e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05689e-16, 0, 0, 6.68754e-19, 0, 0, 5.32594e-14, 0, 0, 0
0.223092, 0, 9.90505e-14, 0, 1.41421, -9.90505e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81058e-16, 0, 0, 1.26406e-18, 0, 0, 9.86681e-14, 0, 0, 0
0.230961, 0, 1.81823e-13, 0, 1.41421, -1.81823e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99492e-16, 0, 0, 2.36856e-18, 0, 0, 1.81121e-13, 0, 0, 0
0.23883, 0, 3.30745e-13, 0, 1.41421, -3.30745e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27241e-15, 0, 0, 4.40029e-18, 0, 0, 3.29468e-13, 0, 0, 0
0.246698, 0, 5.96244e-13, 0, 1.41421, -5.96244e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29381e-15, 0, 0, 8.10617e-18, 0, 0, 5.93942e-13, 0, 0, 0
0.254567, 0, 1.06531e-12, 0, 1.41421, -1.06531e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09838e-15, 0, 0, 1.48099e-17, 0, 0, 1.0612e-12, 0, 0, 0
0.262436, 0, 1.88661e-12, 0, 1.41421, -1.88661e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25807e-15, 0, 0, 2.68385e-17, 0, 0, 1.87932e-12, 0, 0, 0
0.270305, 0, 3.31184e-12, 0, 1.41421, -3.31184e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27413e-14, 0, 0, 4.8251e-17, 0, 0, 3.29905e-12, 0, 0, 0
0.278174, 0, 5.76323e-12, 0, 1.41421, -5.76323e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21728e-14, 0, 0, 8.60753e-17, 0, 0, 5.74097e-12, 0, 0, 0
0.286043, 0, 9.94253e-12, 0, 1.41421, -9.94253e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8253e-14, 0, 0, 1.52392e-16, 0, 0, 9.90412e-12, 0, 0, 0
0.293912, 0, 1.70055e-11, 0, 1.41421, -1.70055e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54301e-14, 0, 0, 2.67831e-16, 0, 0, 1.69398e-11, 0, 0, 0
0.301781, 0, 2.88379e-11, 0, 1.41421, -2.88379e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10964e-13, 0, 0, 4.67406e-16, 0, 0, 2.87265e-11, 0, 0, 0
0.30965, 0, 4.84892e-11, 0, 1.41421, -4.84892e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86595e-13, 0, 0, 8.10186e-16, 0, 0, 4.83018e-11, 0, 0, 0
0.317519, 0, 8.08449e-11, 0, 1.41421, -8.08449e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11141e-13, 0, 0, 1.39533e-15, 0, 0, 8.05323e-11, 0, 0, 0
0.325388, 0, 1.33662e-10, 3.40516e-43, 1.41421, -1.33662e-10, 0, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 3.40516e-43, 5.14493e-13, 3.40516e-43, 3.40516e-43, 2.38855e-15, 3.40516e-43, 3.40516e-43, 1.33145e-10, 3.40516e-43, 3.40516e-43, 3.40516e-43
0.333257, 0, 2.19145e-10, 5.91348e-42, 1.41421, -2.19145e-10, 0, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 5.91348e-42, 8.43705e-13, 5.91348e-42, 5.91348e-42, 4.0657e-15, 5.91348e-42, 5.91348e-42, 2.18297e-10, 5.91348e-42, 5.91348e-42, 5.91348e-42
