   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_218.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0297842, 436, 0, 0, 20.9284, 436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0219136, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140429, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00617232, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00169829, 0, 6.82789e-23, 0, 1.41421, -6.82789e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84895e-25, 0, 0, 6.66949e-28, 0, 0, 6.77933e-23, 0, 0, 0
0.00956891, 0, 1.79307e-22, 0, 1.41421, -1.79307e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27338e-24, 0, 0, 1.77724e-27, 0, 0, 1.78032e-22, 0, 0, 0
0.0174395, 0, 4.59986e-22, 0, 1.41421, -4.59986e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26667e-24, 0, 0, 4.62657e-27, 0, 0, 4.56714e-22, 0, 0, 0
0.0253101, 0, 1.15493e-21, 0, 1.41421, -1.15493e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20192e-24, 0, 0, 1.17886e-26, 0, 0, 1.14671e-21, 0, 0, 0
0.0331808, 0, 2.84257e-21, 0, 1.41421, -2.84257e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0187e-23, 0, 0, 2.94473e-26, 0, 0, 2.82236e-21, 0, 0, 0
0.0410514, 0, 6.86748e-21, 0, 1.41421, -6.86748e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87706e-23, 0, 0, 7.22095e-26, 0, 0, 6.81863e-21, 0, 0, 0
0.048922, 0, 1.63043e-20, 0, 1.41421, -1.63043e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15788e-22, 0, 0, 1.74023e-25, 0, 0, 1.61884e-20, 0, 0, 0
0.0567926, 0, 3.80761e-20, 0, 1.41421, -3.80761e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70404e-22, 0, 0, 4.1258e-25, 0, 0, 3.78053e-20, 0, 0, 0
