   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_39.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.324786, 0, 6.23701e-10, 6.9702e-41, 1.41421, -6.23701e-10, 0, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 6.9702e-41, 1.87312e-14, 6.9702e-41, 6.23683e-10, 6.9702e-41, 6.9702e-41, 6.9702e-41
0.332678, 0, 9.62181e-10, 8.85255e-40, 1.41421, -9.62181e-10, 0, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 8.85255e-40, 3.02543e-14, 8.85255e-40, 9.62151e-10, 8.85255e-40, 8.85255e-40, 8.85255e-40
0.34057, 0, 1.47364e-09, 1.00589e-38, 1.41421, -1.47364e-09, 0, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 1.00589e-38, 4.87139e-14, 1.00589e-38, 1.4736e-09, 1.00589e-38, 1.00589e-38, 1.00589e-38
0.348462, 0, 2.2408e-09, 1.03258e-37, 1.41421, -2.2408e-09, 0, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 1.03258e-37, 7.82316e-14, 1.03258e-37, 2.24072e-09, 1.03258e-37, 1.03258e-37, 1.03258e-37
0.356353, 0, 3.38302e-09, 9.62719e-37, 1.41421, -3.38302e-09, 0, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 9.62719e-37, 1.25369e-13, 9.62719e-37, 3.38289e-09, 9.62719e-37, 9.62719e-37, 9.62719e-37
0.364245, 0, 5.07128e-09, 8.20316e-36, 1.41421, -5.07128e-09, 0, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 8.20316e-36, 2.00581e-13, 8.20316e-36, 5.07108e-09, 8.20316e-36, 8.20316e-36, 8.20316e-36
0.372137, 0, 7.54852e-09, 6.41378e-35, 1.41421, -7.54852e-09, 0, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 6.41378e-35, 3.20536e-13, 6.41378e-35, 7.5482e-09, 6.41378e-35, 6.41378e-35, 6.41378e-35
0.380029, 0, 1.11577e-08, 1.36574e-33, 1.41421, -1.11577e-08, 0, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 1.36574e-33, 5.12572e-13, 1.36574e-33, 1.11572e-08, 1.36574e-33, 1.36574e-33, 1.36574e-33
0.38792, 0, 1.63771e-08, 8.21178e-33, 1.41421, -1.63771e-08, 0, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.21178e-33, 8.18055e-13, 8.21178e-33, 1.63763e-08, 8.21178e-33, 8.21178e-33, 8.21178e-33
0.395812, 0, 2.38724e-08, 4.93143e-32, 1.41421, -2.38724e-08, 0, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 4.93143e-32, 1.3053e-12, 4.93143e-32, 2.38711e-08, 4.93143e-32, 4.93143e-32, 4.93143e-32
0.403704, 0, 3.45599e-08, 2.65816e-31, 1.41421, -3.45599e-08, 0, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.65816e-31, 2.08256e-12, 2.65816e-31, 3.45578e-08, 2.65816e-31, 2.65816e-31, 2.65816e-31
0.411596, 0, 4.96925e-08, 1.39244e-30, 1.41421, -4.96925e-08, 0, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 1.39244e-30, 3.32238e-12, 1.39244e-30, 4.96891e-08, 1.39244e-30, 1.39244e-30, 1.39244e-30
0.419488, 0, 7.09702e-08, 6.93862e-30, 1.41421, -7.09702e-08, 0, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 6.93862e-30, 5.29936e-12, 6.93862e-30, 7.09649e-08, 6.93862e-30, 6.93862e-30, 6.93862e-30
0.427379, 0, 1.00683e-07, 3.27633e-29, 1.41421, -1.00683e-07, 0, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 3.27633e-29, 8.44944e-12, 3.27633e-29, 1.00674e-07, 3.27633e-29, 3.27633e-29, 3.27633e-29
0.435271, 0, 1.41891e-07, 1.49079e-28, 1.41421, -1.41891e-07, 0, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.49079e-28, 1.34626e-11, 1.49079e-28, 1.41878e-07, 1.49079e-28, 1.49079e-28, 1.49079e-28
0.443163, 0, 1.98657e-07, 6.48092e-28, 1.41421, -1.98657e-07, 0, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 6.48092e-28, 2.14268e-11, 6.48092e-28, 1.98636e-07, 6.48092e-28, 6.48092e-28, 6.48092e-28
0.451055, 0, 2.76333e-07, 2.68419e-27, 1.41421, -2.76333e-07, 0, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 2.68419e-27, 3.40497e-11, 2.68419e-27, 2.76299e-07, 2.68419e-27, 2.68419e-27, 2.68419e-27
0.458947, 0, 3.81918e-07, 1.06048e-26, 1.41421, -3.81918e-07, 0, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 1.06048e-26, 5.39987e-11, 1.06048e-26, 3.81864e-07, 1.06048e-26, 1.06048e-26, 1.06048e-26
0.466838, 0, 5.24504e-07, 4.00227e-26, 1.41421, -5.24504e-07, 0, 4.00227e-26, 4.00227e-26, 4.00227e-26, 4.00227e-26, 1.82649e-12, 4.00227e-26, 4.00227e-26, 4.00227e-26, 4.00227e-26, 4.00227e-26, 8.54161e-11, 4.00227e-26, 5.24416e-07, 4.00227e-26, 4.00227e-26, 4.00227e-26
0.47473, 0, 7.15811e-07, 1.44562e-25, 1.41421, -7.15811e-07, 0, 1.44562e-25, 1.44562e-25, 1.44562e-25, 1.44562e-25, 6.13685e-12, 1.44562e-25, 1.44562e-25, 1.44562e-25, 1.44562e-25, 1.44562e-25, 1.34696e-10, 1.44562e-25, 7.15671e-07, 1.44562e-25, 1.44562e-25, 1.44562e-25
0.482622, 0, 9.72526e-07, 5.05471e-25, 1.41421, -9.72526e-07, 0, 6.78237e-14, 3.84213e-10, 1.28409e-11, 1.63958e-11, 9.95355e-11, 2.00349e-10, 4.42934e-12, 8.47297e-10, 1.51508e-12, 1.98392e-12, 2.11644e-10, 1.8577e-15, 9.70732e-07, 5.05471e-25, 5.05471e-25, 1.46483e-11
0.490514, 0, 1.31439e-06, 7.46704e-11, 1.41421, -1.31439e-06, 7.46704e-11, 7.48973e-11, 1.35997e-09, 1.17627e-10, 1.29519e-10, 3.92132e-10, 7.44892e-10, 8.94878e-11, 2.90911e-09, 7.97388e-11, 8.13072e-11, 4.05881e-10, 7.46767e-11, 1.30878e-06, 7.46704e-11, 7.46704e-11, 1.23673e-10
0.498406, 0, 1.76832e-06, 2.48174e-10, 1.41421, -1.76832e-06, 2.48174e-10, 2.48763e-10, 3.58837e-09, 3.59807e-10, 3.90712e-10, 1.06039e-09, 1.98993e-09, 2.86681e-10, 7.61425e-09, 2.61345e-10, 2.65421e-10, 7.64167e-10, 2.4819e-10, 1.75409e-06, 2.48174e-10, 2.48174e-10, 3.75521e-10
0.506297, 0, 2.37086e-06, 6.41876e-10, 1.41421, -2.37086e-06, 6.41876e-10, 6.43273e-10, 8.55386e-09, 9.06304e-10, 9.7951e-10, 2.55028e-09, 4.7676e-09, 7.33088e-10, 1.809e-08, 6.73076e-10, 6.8273e-10, 1.44177e-09, 6.41914e-10, 2.3376e-06, 6.41876e-10, 6.41876e-10, 9.43525e-10
0.514189, 0, 3.17246e-06, 1.51613e-09, 1.41421, -3.17246e-06, 1.51613e-09, 1.51928e-09, 1.93652e-08, 2.11267e-09, 2.27782e-09, 5.79789e-09, 1.08236e-08, 1.7219e-09, 4.08782e-08, 1.58652e-09, 1.6083e-09, 2.74952e-09, 1.51622e-09, 3.09802e-06, 1.51613e-09, 1.51613e-09, 2.19664e-09
0.522081, 0, 4.24607e-06, 3.41393e-09, 1.41421, -4.24607e-06, 3.41393e-09, 3.42081e-09, 4.23779e-08, 4.71615e-09, 5.07667e-09, 1.27178e-08, 2.37318e-08, 3.86312e-09, 8.93403e-08, 3.56758e-09, 3.61512e-09, 5.305e-09, 3.41412e-09, 4.0844e-06, 3.41393e-09, 3.41393e-09, 4.89945e-09
0.529973, 0, 5.70247e-06, 7.44183e-09, 1.41421, -5.70247e-06, 7.44183e-09, 7.45645e-09, 9.02817e-08, 1.02104e-08, 1.09769e-08, 2.80515e-08, 5.0639e-08, 8.39684e-09, 1.90127e-07, 7.76849e-09, 7.86958e-09, 1.03241e-08, 7.44223e-09, 5.35907e-06, 7.44183e-09, 7.44183e-09, 1.06001e-08
0.537864, 0, 7.71531e-06, 1.58018e-08, 1.41421, -7.71531e-06, 1.58018e-08, 1.58322e-08, 1.87819e-07, 2.15509e-08, 2.31424e-08, 6.04473e-08, 1.05501e-07, 1.77849e-08, 3.95147e-07, 1.64802e-08, 1.66901e-08, 2.01678e-08, 1.58027e-08, 7.00201e-06, 1.58018e-08, 1.58018e-08, 2.23601e-08
0.545756, 0, 1.05868e-05, 3.27736e-08, 1.41421, -1.05868e-05, 3.27736e-08, 3.28353e-08, 3.82097e-07, 4.44484e-08, 4.76805e-08, 1.46236e-07, 2.14929e-07, 3.68007e-08, 8.03129e-07, 3.41511e-08, 3.45774e-08, 3.93449e-08, 3.27753e-08, 9.11774e-06, 3.27736e-08, 3.27736e-08, 4.60918e-08
0.553648, 0, 1.47936e-05, 6.64787e-08, 1.41421, -1.47936e-05, 6.64787e-08, 6.66013e-08, 7.60701e-07, 8.96805e-08, 9.61038e-08, 3.2334e-07, 4.28483e-07, 7.4482e-08, 1.59743e-06, 6.92163e-08, 7.00634e-08, 7.63064e-08, 6.64821e-08, 1.1846e-05, 6.64787e-08, 6.64787e-08, 9.29464e-08
0.56154, 0, 2.11596e-05, 1.31966e-07, 1.41421, -2.11596e-05, 1.31966e-07, 1.32205e-07, 1.48262e-06, 1.77107e-07, 1.89604e-07, 6.82274e-07, 8.36272e-07, 1.47537e-07, 3.11055e-06, 1.37292e-07, 1.3894e-07, 1.46569e-07, 1.31973e-07, 1.53788e-05, 1.31966e-07, 1.31966e-07, 1.83461e-07
0.569432, 0, 3.10866e-05, 2.56466e-07, 1.41421, -3.10866e-05, 2.56466e-07, 2.56921e-07, 2.82969e-06, 3.42467e-07, 3.66275e-07, 1.3964e-06, 1.59828e-06, 2.86131e-07, 5.93114e-06, 2.66613e-07, 2.69753e-07, 2.78018e-07, 2.56479e-07, 1.99879e-05, 2.56466e-07, 2.56466e-07, 3.54572e-07
0.577323, 0, 4.69293e-05, 4.88081e-07, 1.41421, -4.69293e-05, 4.88081e-07, 4.88928e-07, 5.28954e-06, 6.48551e-07, 6.92977e-07, 2.77439e-06, 2.99182e-06, 5.43434e-07, 1.10766e-05, 5.07015e-07, 5.12874e-07, 5.19677e-07, 4.88104e-07, 2.60693e-05, 4.88081e-07, 4.88081e-07, 6.71139e-07
0.585215, 0, 7.26661e-05, 9.09773e-07, 1.41421, -7.26661e-05, 9.09773e-07, 9.11322e-07, 9.68592e-06, 1.20308e-06, 1.28428e-06, 5.4263e-06, 5.48612e-06, 1.01095e-06, 2.02636e-05, 9.4438e-07, 9.5509e-07, 9.5579e-07, 9.09815e-07, 3.42121e-05, 9.09773e-07, 9.09773e-07, 1.24437e-06
0.593107, 0, 0.000114851, 1.66121e-06, 1.41421, -0.000114851, 1.66121e-06, 1.66398e-06, 1.73769e-05, 2.18644e-06, 2.33185e-06, 1.04488e-05, 9.85618e-06, 1.84238e-06, 3.63186e-05, 1.72318e-06, 1.74235e-06, 1.72779e-06, 1.66128e-06, 4.53063e-05, 1.66121e-06, 1.66121e-06, 2.26037e-06
0.600999, 0, 0.000184127, 2.97188e-06, 1.41421, -0.000184127, 2.97188e-06, 2.97675e-06, 3.05474e-05, 3.89349e-06, 4.14863e-06, 1.98098e-05, 1.73512e-05, 3.28978e-06, 6.37837e-05, 3.08062e-06, 3.11427e-06, 3.06763e-06, 2.97201e-06, 6.07031e-05, 2.97188e-06, 2.97188e-06, 4.02321e-06
0.60889, 0, 0.000297481, 5.20977e-06, 1.41421, -0.000297481, 5.20977e-06, 5.21814e-06, 5.26274e-05, 6.79453e-06, 7.23326e-06, 3.69772e-05, 2.99358e-05, 5.75642e-06, 0.000109779, 5.39676e-06, 5.45462e-06, 5.34661e-06, 5.21e-06, 8.24611e-05, 5.20977e-06, 5.20977e-06, 7.0176e-06
0.616782, 0, 0.000481489, 8.95066e-06, 1.41421, -0.000481489, 8.95066e-06, 8.96477e-06, 8.88689e-05, 1.16216e-05, 1.23611e-05, 6.79524e-05, 5.06242e-05, 9.87199e-06, 0.000185193, 9.2658e-06, 9.36333e-06, 9.14509e-06, 8.95105e-06, 0.000113667, 8.95066e-06, 8.95066e-06, 1.19976e-05
0.624674, 0, 0.000776958, 1.50732e-05, 1.41421, -0.000776958, 1.50732e-05, 1.50965e-05, 0.000147114, 1.94861e-05, 2.07079e-05, 0.000122924, 8.39262e-05, 1.65954e-05, 0.00030626, 1.55939e-05, 1.5755e-05, 1.53479e-05, 1.50738e-05, 0.000158921, 1.50732e-05, 1.50732e-05, 2.01073e-05
0.632566, 0, 0.00124532, 2.4885e-05, 1.41421, -0.00124532, 2.4885e-05, 2.49228e-05, 0.000238777, 3.20336e-05, 3.40126e-05, 0.000218858, 0.00013642, 2.73509e-05, 0.000496578, 2.57285e-05, 2.59895e-05, 2.52712e-05, 2.48861e-05, 0.000224962, 2.4885e-05, 2.4885e-05, 3.30398e-05
0.640458, 0, 0.00197728, 4.02832e-05, 1.41421, -0.00197728, 4.02832e-05, 4.03432e-05, 0.000380047, 5.16386e-05, 5.47822e-05, 0.00038344, 0.000217454, 4.42002e-05, 0.000789557, 4.1623e-05, 4.20377e-05, 4.08235e-05, 4.02849e-05, 0.000321492, 4.02832e-05, 4.02832e-05, 5.3237e-05
0.648349, 0, 0.00310407, 6.39498e-05, 1.41421, -0.00310407, 6.39498e-05, 6.40432e-05, 0.000593281, 8.16407e-05, 8.65383e-05, 0.000660918, 0.00033997, 7.00521e-05, 0.00123127, 6.60371e-05, 6.66832e-05, 6.47022e-05, 6.39523e-05, 0.000462196, 6.39498e-05, 6.39498e-05, 8.41311e-05
0.656241, 0, 0.00481193, 9.95768e-05, 1.41421, -0.00481193, 9.95768e-05, 9.97196e-05, 0.00090853, 0.000126613, 0.000134098, 0.0011205, 0.000521406, 0.000108903, 0.00188354, 0.000102767, 0.000103754, 0.00010062, 9.95807e-05, 0.000665978, 9.95768e-05, 9.95768e-05, 0.000130419
0.664133, 0, 0.00735994, 0.000152112, 1.41421, -0.00735994, 0.000152112, 0.000152327, 0.00136507, 0.000192651, 0.000203874, 0.00186806, 0.000784608, 0.000166096, 0.00282702, 0.000156895, 0.000158377, 0.000153554, 0.000152118, 0.000958397, 0.000152112, 0.000152112, 0.000198358
0.672025, 0, 0.0111013, 0.000228004, 1.41421, -0.0111013, 0.000228004, 0.000228319, 0.00201275, 0.000287653, 0.000304166, 0.0030618, 0.00115866, 0.000248579, 0.00416387, 0.000235042, 0.000237222, 0.000229988, 0.000228013, 0.00137324, 0.000228004, 0.000228004, 0.000296051
0.679917, 0, 0.016508, 0.000335416, 1.41421, -0.016508, 0.000335416, 0.000335871, 0.00291297, 0.000421561, 0.000445409, 0.00493256, 0.00167947, 0.000365131, 0.00601964, 0.000345579, 0.00034873, 0.000338137, 0.000335428, 0.00195421, 0.000335416, 0.000335416, 0.000433692
0.687808, 0, 0.0241977, 0.000484374, 1.41421, -0.0241977, 0.000484374, 0.000485019, 0.00413889, 0.000606513, 0.000640326, 0.00780877, 0.00239, 0.000526505, 0.0085436, 0.000498784, 0.000503255, 0.000488094, 0.000484392, 0.00275668, 0.000484374, 0.000484374, 0.000623717
0.6957, 0, 0.0349616, 0.000686812, 1.41421, -0.0349616, 0.000686812, 0.00068771, 0.00577476, 0.000856858, 0.000903934, 0.0121456, 0.00333989, 0.000745468, 0.0119072, 0.000706874, 0.000713106, 0.000691877, 0.000686837, 0.00384931, 0.000686812, 0.000686812, 0.000880818
0.703592, 0, 0.0497911, 0.000956449, 1.41421, -0.0497911, 0.000956449, 0.000957677, 0.00791393, 0.00118898, 0.00125335, 0.0185566, 0.00458436, 0.00103666, 0.0162997, 0.000983882, 0.000992418, 0.000963319, 0.000956483, 0.00531583, 0.000956449, 0.000956449, 0.00122176
