   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_317.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.1973, 0, 0.371203, 0.371202, 1.41421, -0.371203, 0, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371202, 0.371203, 0.371202, 0.371202, 0.371202, 0.371202
15.2052, 0, 0.363637, 0.363636, 1.41421, -0.363637, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363637, 0.363636, 0.363636, 0.363636, 0.363636
15.2131, 2, 0.369414, 0.369413, 2, 1.63059, 0, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369413, 0.369414, 0.369413, 0.369413, 0.369413, 0.369413
15.2209, 0, 0.370876, 0.370875, 1.41421, -0.370876, 0, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370875, 0.370876, 0.370875, 0.370875, 0.370875, 0.370875
15.2288, 0, 0.368296, 0.368295, 1.41421, -0.368296, 0, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368295, 0.368296, 0.368295, 0.368295, 0.368295, 0.368295
15.2367, 0, 0.363717, 0.363716, 1.41421, -0.363717, 0, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363716, 0.363717, 0.363716, 0.363716, 0.363716, 0.363716
15.2445, 0, 0.359167, 0.359166, 1.41421, -0.359167, 0, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359166, 0.359167, 0.359166, 0.359166, 0.359166, 0.359166
15.2524, 4, 0.364144, 0.364143, 2.44949, 3.63586, 0, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364143, 0.364144, 0.364143, 0.364143, 0.364143, 0.364143
15.2603, 4, 0.365303, 0.365302, 2.44949, 3.6347, 0, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365302, 0.365303, 0.365302, 0.365302, 0.365302, 0.365302
15.2681, 2, 0.362933, 0.362932, 2, 1.63707, 0, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362932, 0.362933, 0.362932, 0.362932, 0.362932, 0.362932
15.276, 0, 0.358817, 0.358816, 1.41421, -0.358817, 0, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358816, 0.358817, 0.358816, 0.358816, 0.358816, 0.358816
15.2839, 4, 0.354724, 0.354723, 2.44949, 3.64528, 0, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354723, 0.354724, 0.354723, 0.354723, 0.354723, 0.354723
15.2917, 6, 0.35931, 0.359309, 2.82843, 5.64069, 0, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.359309, 0.35931, 0.359309, 0.359309, 0.359309, 0.359309
15.2996, 2, 0.360272, 0.360271, 2, 1.63973, 0, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360271, 0.360272, 0.360271, 0.360271, 0.360271, 0.360271
15.3075, 4, 0.35789, 0.357889, 2.44949, 3.64211, 0, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.357889, 0.35789, 0.357889, 0.357889, 0.357889, 0.357889
15.3154, 2, 0.353854, 0.353853, 2, 1.64615, 0, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353853, 0.353854, 0.353853, 0.353853, 0.353853, 0.353853
15.3232, 2, 0.349841, 0.34984, 2, 1.65016, 0, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.34984, 0.349841, 0.34984, 0.34984, 0.34984, 0.34984
15.3311, 0, 0.354125, 0.354124, 1.41421, -0.354125, 0, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354124, 0.354125, 0.354124, 0.354124, 0.354124, 0.354124
15.339, 2, 0.354987, 0.354986, 2, 1.64501, 0, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354986, 0.354987, 0.354986, 0.354986, 0.354986, 0.354986
15.3468, 0, 0.35269, 0.352689, 1.41421, -0.35269, 0, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.352689, 0.35269, 0.352689, 0.352689, 0.352689, 0.352689
15.3547, 4, 0.348831, 0.34883, 2.44949, 3.65117, 0, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.34883, 0.348831, 0.34883, 0.34883, 0.34883, 0.34883
15.3626, 0, 0.344993, 0.344992, 1.41421, -0.344993, 0, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344992, 0.344993, 0.344992, 0.344992, 0.344992, 0.344992
15.3704, 2, 0.348842, 0.348841, 2, 1.65116, 0, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348841, 0.348842, 0.348841, 0.348841, 0.348841, 0.348841
15.3783, 0, 0.349464, 0.349463, 1.41421, -0.349464, 0, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349463, 0.349464, 0.349463, 0.349463, 0.349463, 0.349463
15.3862, 0, 0.347112, 0.347111, 1.41421, -0.347112, 0, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347111, 0.347112, 0.347111, 0.347111, 0.347111, 0.347111
15.394, 2, 0.343291, 0.34329, 2, 1.65671, 0, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.34329, 0.343291, 0.34329, 0.34329, 0.34329, 0.34329
15.4019, 4, 0.339492, 0.339491, 2.44949, 3.66051, 0, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339491, 0.339492, 0.339491, 0.339491, 0.339491, 0.339491
15.4098, 0, 0.343055, 0.343054, 1.41421, -0.343055, 0, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343054, 0.343055, 0.343054, 0.343054, 0.343054, 0.343054
15.4176, 4, 0.343584, 0.343583, 2.44949, 3.65642, 0, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343583, 0.343584, 0.343583, 0.343583, 0.343583, 0.343583
15.4255, 0, 0.341316, 0.341315, 1.41421, -0.341316, 0, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341315, 0.341316, 0.341315, 0.341315, 0.341315, 0.341315
15.4334, 4, 0.337666, 0.337665, 2.44949, 3.66233, 0, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337665, 0.337666, 0.337665, 0.337665, 0.337665, 0.337665
15.4413, 0, 0.334035, 0.334034, 1.41421, -0.334035, 0, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334034, 0.334035, 0.334034, 0.334034, 0.334034, 0.334034
15.4491, 0, 0.337113, 0.337112, 1.41421, -0.337113, 0, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337112, 0.337113, 0.337112, 0.337112, 0.337112, 0.337112
15.457, 0, 0.337359, 0.337358, 1.41421, -0.337359, 0, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337358, 0.337359, 0.337358, 0.337358, 0.337358, 0.337358
15.4649, 4, 0.335001, 0.335, 2.44949, 3.665, 0, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335, 0.335001, 0.335, 0.335, 0.335, 0.335
15.4727, 0, 0.331358, 0.331357, 1.41421, -0.331358, 0, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331357, 0.331358, 0.331357, 0.331357, 0.331357, 0.331357
15.4806, 0, 0.327735, 0.327734, 1.41421, -0.327735, 0, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327734, 0.327735, 0.327734, 0.327734, 0.327734, 0.327734
15.4885, 2, 0.330509, 0.330508, 2, 1.66949, 0, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330508, 0.330509, 0.330508, 0.330508, 0.330508, 0.330508
15.4963, 2, 0.330659, 0.330657, 2, 1.66934, 0, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330657, 0.330658, 0.330657, 0.330658, 0.330657, 0.330657
15.5042, 0, 0.328393, 0.328391, 1.41421, -0.328393, 0, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328391, 0.328392, 0.328391, 0.328392, 0.328391, 0.328391
15.5121, 0, 0.324935, 0.324933, 1.41421, -0.324935, 0, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324933, 0.324934, 0.324933, 0.324934, 0.324933, 0.324933
15.5199, 4, 0.321495, 0.321493, 2.44949, 3.6785, 0, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321493, 0.321494, 0.321493, 0.321494, 0.321493, 0.321493
15.5278, 0, 0.323702, 0.3237, 1.41421, -0.323702, 0, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.3237, 0.323701, 0.3237, 0.323701, 0.3237, 0.3237
15.5357, 0, 0.323515, 0.323512, 1.41421, -0.323515, 0, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323512, 0.323513, 0.323512, 0.323514, 0.323512, 0.323512
15.5436, 4, 0.321139, 0.321136, 2.44949, 3.67886, 0, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321136, 0.321137, 0.321136, 0.321138, 0.321136, 0.321136
15.5514, 0, 0.317685, 0.317681, 1.41421, -0.317685, 0, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317681, 0.317682, 0.317681, 0.317684, 0.317681, 0.317681
15.5593, 0, 0.314249, 0.314245, 1.41421, -0.314249, 0, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314245, 0.314248, 0.314245, 0.314245
15.5672, 2, 0.316128, 0.316122, 2, 1.68387, 0, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316122, 0.316123, 0.316122, 0.316127, 0.316122, 0.316122
15.575, 0, 0.315837, 0.315831, 1.41421, -0.315837, 0, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315831, 0.315832, 0.315831, 0.315836, 0.315831, 0.315831
15.5829, 0, 0.313566, 0.313558, 1.41421, -0.313566, 0, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313558, 0.313559, 0.313558, 0.313565, 0.313558, 0.313558
15.5908, 2, 0.310319, 0.31031, 2, 1.68968, 0, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.31031, 0.310311, 0.31031, 0.310318, 0.31031, 0.31031
15.5986, 0, 0.30709, 0.307079, 1.41421, -0.30709, 0, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.307079, 0.30708, 0.307079, 0.307089, 0.307079, 0.307079
15.6065, 2, 0.308372, 0.308358, 2, 1.69163, 0, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308358, 0.308359, 0.308358, 0.308371, 0.308358, 0.308358
15.6144, 0, 0.307717, 0.307701, 1.41421, -0.307717, 0, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307701, 0.307702, 0.307701, 0.307716, 0.307701, 0.307701
15.6222, 0, 0.305313, 0.305294, 1.41421, -0.305313, 0, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305294, 0.305295, 0.305294, 0.305312, 0.305294, 0.305294
15.6301, 0, 0.302048, 0.302026, 1.41421, -0.302048, 0, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302026, 0.302027, 0.302026, 0.302047, 0.302026, 0.302026
15.638, 0, 0.298802, 0.298776, 1.41421, -0.298802, 0, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298776, 0.298777, 0.298776, 0.298801, 0.298776, 0.298776
15.6458, 4, 0.299688, 0.299657, 2.44949, 3.70031, 0, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299657, 0.299658, 0.299657, 0.299687, 0.299657, 0.299657
15.6537, 0, 0.298908, 0.298873, 1.41421, -0.298908, 0, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298873, 0.298874, 0.298873, 0.298907, 0.298873, 0.298873
15.6616, 0, 0.296637, 0.296595, 1.41421, -0.296637, 0, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296595, 0.296596, 0.296595, 0.296636, 0.296595, 0.296595
15.6695, 4, 0.293632, 0.293583, 2.44949, 3.70637, 0, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293583, 0.293584, 0.293583, 0.293631, 0.293583, 0.293583
15.6773, 0, 0.290644, 0.290587, 1.41421, -0.290644, 0, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290587, 0.290588, 0.290587, 0.290643, 0.290587, 0.290587
15.6852, 2, 0.290667, 0.290601, 2, 1.70933, 0, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290601, 0.290602, 0.290601, 0.290666, 0.290601, 0.290601
15.6931, 2, 0.289445, 0.28937, 2, 1.71056, 0, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.28937, 0.289371, 0.28937, 0.289444, 0.28937, 0.28937
15.7009, 0, 0.28709, 0.287004, 1.41421, -0.28709, 0, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287004, 0.287005, 0.287004, 0.287089, 0.287004, 0.287004
15.7088, 2, 0.284181, 0.284083, 2, 1.71582, 0, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284083, 0.284084, 0.284083, 0.28418, 0.284083, 0.284083
15.7167, 0, 0.281288, 0.281177, 1.41421, -0.281288, 0, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281177, 0.281178, 0.281177, 0.281287, 0.281177, 0.281177
15.7245, 0, 0.28061, 0.280485, 1.41421, -0.28061, 0, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280485, 0.280486, 0.280485, 0.280609, 0.280485, 0.280485
15.7324, 0, 0.279196, 0.279056, 1.41421, -0.279196, 0, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279056, 0.279057, 0.279056, 0.279195, 0.279056, 0.279056
15.7403, 0, 0.277066, 0.276908, 1.41421, -0.277066, 0, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276908, 0.276909, 0.276908, 0.277065, 0.276908, 0.276908
15.7481, 0, 0.274469, 0.274292, 1.41421, -0.274469, 0, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274292, 0.274293, 0.274292, 0.274468, 0.274292, 0.274292
15.756, 2, 0.271591, 0.271395, 2, 1.72841, 0, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271395, 0.271396, 0.271395, 0.27159, 0.271395, 0.271395
15.7639, 0, 0.268554, 0.268337, 1.41421, -0.268554, 0, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268337, 0.268338, 0.268337, 0.268553, 0.268337, 0.268337
15.7718, 0, 0.265064, 0.264824, 1.41421, -0.265064, 0, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264824, 0.264825, 0.264824, 0.265063, 0.264824, 0.264824
15.7796, 0, 0.261174, 0.26091, 1.41421, -0.261174, 0, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.26091, 0.260911, 0.26091, 0.261173, 0.26091, 0.26091
15.7875, 2, 0.25673, 0.256442, 2, 1.74327, 0, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256442, 0.256443, 0.256442, 0.256729, 0.256442, 0.256442
15.7954, 0, 0.251853, 0.251538, 1.41421, -0.251853, 0, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251538, 0.251539, 0.251538, 0.251852, 0.251538, 0.251538
15.8032, 0, 0.24679, 0.246448, 1.41421, -0.24679, 0, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246448, 0.246449, 0.246448, 0.24679, 0.246448, 0.246448
15.8111, 0, 0.241781, 0.24141, 1.41421, -0.241781, 0, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.24141, 0.241411, 0.24141, 0.24178, 0.24141, 0.24141
15.819, 2, 0.237964, 0.237564, 2, 1.76204, 0, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237564, 0.237565, 0.237564, 0.237963, 0.237564, 0.237564
15.8268, 4, 0.233285, 0.232854, 2.44949, 3.76672, 0, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232854, 0.232855, 0.232854, 0.233284, 0.232854, 0.232854
15.8347, 0, 0.227847, 0.227385, 1.41421, -0.227847, 0, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227385, 0.227386, 0.227385, 0.227846, 0.227385, 0.227385
15.8426, 0, 0.222075, 0.221582, 1.41421, -0.222075, 0, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221582, 0.221583, 0.221582, 0.222075, 0.221582, 0.221582
15.8504, 2, 0.21638, 0.215855, 2, 1.78362, 0, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215855, 0.215856, 0.215855, 0.216379, 0.215855, 0.215855
15.8583, 0, 0.213485, 0.212928, 1.41421, -0.213485, 0, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212928, 0.212929, 0.212928, 0.213484, 0.212928, 0.212928
15.8662, 0, 0.209301, 0.208711, 1.41421, -0.209301, 0, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208711, 0.208712, 0.208711, 0.2093, 0.208711, 0.208711
15.8741, 2, 0.203984, 0.203362, 2, 1.79602, 0, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203362, 0.203363, 0.203362, 0.203983, 0.203362, 0.203362
15.8819, 0, 0.198157, 0.197502, 1.41421, -0.198157, 0, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197502, 0.197503, 0.197502, 0.198156, 0.197502, 0.197502
15.8898, 2, 0.192416, 0.191729, 2, 1.80758, 0, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.191729, 0.19173, 0.191729, 0.192415, 0.191729, 0.191729
15.8977, 2, 0.189901, 0.189182, 2, 1.8101, 0, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189182, 0.189183, 0.189182, 0.1899, 0.189182, 0.189182
15.9055, 0, 0.185843, 0.185093, 1.41421, -0.185843, 0, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185093, 0.185094, 0.185093, 0.185842, 0.185093, 0.185093
15.9134, 0, 0.180441, 0.179659, 1.41421, -0.180441, 0, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.179659, 0.17966, 0.179659, 0.18044, 0.179659, 0.179659
15.9213, 0, 0.174436, 0.173625, 1.41421, -0.174436, 0, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173625, 0.173626, 0.173625, 0.174435, 0.173625, 0.173625
