   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_191.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0277238, 382, 0, 0, 19.5959, 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0198549, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.011986, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00411712, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00375178, 0, 1.33896e-23, 0, 1.41421, -1.33896e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3117e-26, 0, 0, 0, 4.06826e-27, 0, 1.33324e-23, 0, 0, 0
0.0116207, 0, 3.6071e-23, 0, 1.41421, -3.6071e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43094e-25, 0, 0, 0, 1.12202e-26, 0, 3.59167e-23, 0, 0, 0
0.0194896, 0, 9.47155e-23, 0, 1.41421, -9.47155e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75734e-25, 0, 0, 0, 3.01252e-26, 0, 9.43097e-23, 0, 0, 0
0.0273585, 0, 2.42989e-22, 0, 1.41421, -2.42989e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.63924e-25, 0, 0, 0, 7.89488e-26, 0, 2.41946e-22, 0, 0, 0
0.0352274, 0, 6.10225e-22, 0, 1.41421, -6.10225e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42072e-24, 0, 0, 0, 2.02384e-25, 0, 6.07602e-22, 0, 0, 0
0.0430963, 0, 1.50251e-21, 0, 1.41421, -1.50251e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96031e-24, 0, 0, 0, 5.08374e-25, 0, 1.49604e-21, 0, 0, 0
0.0509652, 0, 3.63202e-21, 0, 1.41421, -3.63202e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44077e-23, 0, 0, 0, 1.25314e-24, 0, 3.61636e-21, 0, 0, 0
0.0588341, 0, 8.62924e-21, 0, 1.41421, -8.62924e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42308e-23, 0, 0, 0, 3.03497e-24, 0, 8.59197e-21, 0, 0, 0
0.066703, 0, 2.01703e-20, 0, 1.41421, -2.01703e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00119e-23, 0, 0, 0, 7.22952e-24, 0, 2.00831e-20, 0, 0, 0
0.0745719, 0, 4.64231e-20, 0, 1.41421, -4.64231e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84151e-22, 0, 0, 0, 1.69534e-23, 0, 4.6222e-20, 0, 0, 0
0.0824408, 0, 1.05282e-19, 0, 1.41421, -1.05282e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17629e-22, 0, 0, 0, 3.91689e-23, 0, 1.04825e-19, 0, 0, 0
0.0903098, 0, 2.35425e-19, 0, 1.41421, -2.35425e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33868e-22, 0, 0, 0, 8.92201e-23, 0, 2.34402e-19, 0, 0, 0
0.0981787, 0, 5.19368e-19, 0, 1.41421, -5.19368e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06018e-21, 0, 0, 0, 2.00489e-22, 0, 5.17107e-19, 0, 0, 0
0.106048, 0, 1.13094e-18, 0, 1.41421, -1.13094e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48607e-21, 0, 0, 0, 4.4469e-22, 0, 1.12601e-18, 0, 0, 0
0.113916, 0, 2.43184e-18, 0, 1.41421, -2.43184e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.64624e-21, 0, 0, 0, 9.74038e-22, 0, 2.42122e-18, 0, 0, 0
0.121785, 0, 5.16576e-18, 0, 1.41421, -5.16576e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04906e-20, 0, 0, 0, 2.10783e-21, 0, 5.14316e-18, 0, 0, 0
0.129654, 0, 1.0844e-17, 0, 1.41421, -1.0844e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30136e-20, 0, 0, 0, 4.50818e-21, 0, 1.07965e-17, 0, 0, 0
0.137523, 0, 2.25028e-17, 0, 1.41421, -2.25028e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92588e-20, 0, 0, 0, 9.53309e-21, 0, 2.2404e-17, 0, 0, 0
0.145392, 0, 4.61744e-17, 0, 1.41421, -4.61744e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83152e-19, 0, 0, 0, 1.99374e-20, 0, 4.59713e-17, 0, 0, 0
0.153261, 0, 9.37111e-17, 0, 1.41421, -9.37111e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71704e-19, 0, 0, 0, 4.12513e-20, 0, 9.32981e-17, 0, 0, 0
0.16113, 0, 1.88151e-16, 0, 1.41421, -1.88151e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46295e-19, 0, 0, 0, 8.44611e-20, 0, 1.87321e-16, 0, 0, 0
0.168999, 0, 3.73802e-16, 0, 1.41421, -3.73802e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48266e-18, 0, 0, 0, 1.71173e-19, 0, 3.72148e-16, 0, 0, 0
0.176868, 0, 7.34982e-16, 0, 1.41421, -7.34982e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91522e-18, 0, 0, 0, 3.43461e-19, 0, 7.31723e-16, 0, 0, 0
0.184737, 0, 1.4305e-15, 0, 1.41421, -1.4305e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67386e-18, 0, 0, 0, 6.82461e-19, 0, 1.42415e-15, 0, 0, 0
0.192606, 0, 2.75641e-15, 0, 1.41421, -2.75641e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09328e-17, 0, 0, 0, 1.34315e-18, 0, 2.74414e-15, 0, 0, 0
0.200474, 0, 5.25909e-15, 0, 1.41421, -5.25909e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08589e-17, 0, 0, 0, 2.61879e-18, 0, 5.23561e-15, 0, 0, 0
0.208343, 0, 9.93672e-15, 0, 1.41421, -9.93672e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9411e-17, 0, 0, 0, 5.0593e-18, 0, 9.89225e-15, 0, 0, 0
0.216212, 0, 1.8595e-14, 0, 1.41421, -1.8595e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37506e-17, 0, 0, 0, 9.68656e-18, 0, 1.85116e-14, 0, 0, 0
0.224081, 0, 3.44683e-14, 0, 1.41421, -3.44683e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36705e-16, 0, 0, 0, 1.83828e-17, 0, 3.43132e-14, 0, 0, 0
0.23195, 0, 6.32935e-14, 0, 1.41421, -6.32935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51026e-16, 0, 0, 0, 3.4585e-17, 0, 6.30079e-14, 0, 0, 0
0.239819, 0, 1.15148e-13, 0, 1.41421, -1.15148e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56678e-16, 0, 0, 0, 6.45153e-17, 0, 1.14626e-13, 0, 0, 0
0.247688, 0, 2.07943e-13, 0, 1.41421, -2.07943e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.247e-16, 0, 0, 0, 1.19785e-16, 0, 2.06998e-13, 0, 0, 0
0.255557, 0, 3.71325e-13, 0, 1.41421, -3.71325e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47267e-15, 0, 0, 0, 2.19693e-16, 0, 3.69633e-13, 0, 0, 0
0.263426, 0, 6.57124e-13, 0, 1.41421, -6.57124e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60614e-15, 0, 0, 0, 3.99734e-16, 0, 6.54118e-13, 0, 0, 0
0.271295, 0, 1.15253e-12, 0, 1.41421, -1.15253e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57095e-15, 0, 0, 0, 7.21638e-16, 0, 1.14724e-12, 0, 0, 0
0.279164, 0, 2.00354e-12, 0, 1.41421, -2.00354e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94621e-15, 0, 0, 0, 1.29281e-15, 0, 1.99431e-12, 0, 0, 0
0.287032, 0, 3.45232e-12, 0, 1.41421, -3.45232e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36926e-14, 0, 0, 0, 2.29872e-15, 0, 3.43633e-12, 0, 0, 0
0.294901, 0, 5.89679e-12, 0, 1.41421, -5.89679e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33888e-14, 0, 0, 0, 4.05749e-15, 0, 5.86934e-12, 0, 0, 0
0.30277, 0, 9.98474e-12, 0, 1.41421, -9.98474e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96057e-14, 0, 0, 0, 7.11105e-15, 0, 9.93802e-12, 0, 0, 0
0.310639, 0, 1.67609e-11, 0, 1.41421, -1.67609e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64901e-14, 0, 0, 0, 1.23768e-14, 0, 1.6682e-11, 0, 0, 0
0.318508, 0, 2.78945e-11, 0, 1.41421, -2.78945e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10671e-13, 0, 0, 0, 2.13986e-14, 0, 2.77625e-11, 0, 0, 0
0.326377, 0, 4.60284e-11, 2.34017e-43, 1.41421, -4.60284e-11, 0, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 1.82647e-13, 2.34017e-43, 2.34017e-43, 2.34017e-43, 3.67604e-14, 2.34017e-43, 4.5809e-11, 2.34017e-43, 2.34017e-43, 2.34017e-43
0.334246, 0, 7.53076e-11, 4.01752e-42, 1.41421, -7.53076e-11, 0, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 4.01752e-42, 2.98896e-13, 4.01752e-42, 4.01752e-42, 4.01752e-42, 6.27655e-14, 4.01752e-42, 7.49459e-11, 4.01752e-42, 4.01752e-42, 4.01752e-42
0.342115, 0, 1.22174e-10, 5.70034e-41, 1.41421, -1.22174e-10, 0, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 5.70034e-41, 4.85047e-13, 5.70034e-41, 5.70034e-41, 5.70034e-41, 1.06549e-13, 5.70034e-41, 1.21582e-10, 5.70034e-41, 5.70034e-41, 5.70034e-41
0.349984, 0, 1.96548e-10, 7.17136e-40, 1.41421, -1.96548e-10, 0, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.17136e-40, 7.80606e-13, 7.17136e-40, 7.17136e-40, 7.17136e-40, 1.79899e-13, 7.17136e-40, 1.95588e-10, 7.17136e-40, 7.17136e-40, 7.17136e-40
0.357853, 0, 3.13567e-10, 8.07516e-39, 1.41421, -3.13567e-10, 0, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 8.07516e-39, 1.24592e-12, 8.07516e-39, 8.07516e-39, 8.07516e-39, 3.02223e-13, 8.07516e-39, 3.12018e-10, 8.07516e-39, 8.07516e-39, 8.07516e-39
0.365721, 0, 4.96117e-10, 8.22494e-38, 1.41421, -4.96117e-10, 0, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 8.22494e-38, 1.9724e-12, 8.22494e-38, 8.22494e-38, 8.22494e-38, 5.05406e-13, 8.22494e-38, 4.93639e-10, 8.22494e-38, 8.22494e-38, 8.22494e-38
0.37359, 0, 7.78493e-10, 7.61851e-37, 1.41421, -7.78493e-10, 0, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 7.61851e-37, 3.09726e-12, 7.61851e-37, 7.61851e-37, 7.61851e-37, 8.41725e-13, 7.61851e-37, 7.74554e-10, 7.61851e-37, 7.61851e-37, 7.61851e-37
0.381459, 0, 1.21161e-09, 6.45632e-36, 1.41421, -1.21161e-09, 0, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 6.45632e-36, 4.8247e-12, 6.45632e-36, 6.45632e-36, 6.45632e-36, 1.3968e-12, 6.45632e-36, 1.20539e-09, 6.45632e-36, 6.45632e-36, 6.45632e-36
